Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Zaid Abdul-Aziz,FC,6-9,235,27,HOU,79,5,Iowa State,1968 Rnd 1 Pick 5,United States,NBA 1973-1974 Players Information
Kareem Abdul-Jabbar,C,7-2,225,26,MIL,81,4,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1973-1974 Players Information
Mahdi Abdul-Rahman,G,6-2,185,31,SEA,48,9,UCLA,"1964 NBA Draft, Undrafted",United States,NBA 1973-1974 Players Information
Don Adams,SF,6-6,210,26,DET,74,3,Northwestern,1970 Rnd 8 Pick 1,United States,NBA 1973-1974 Players Information
Rick Adelman,PG,6-1,175,27,CHI,54,5,Loyola Marymount,1968 Rnd 7 Pick 1,United States,NBA 1973-1974 Players Information
Lucius Allen,PG,6-2,175,26,MIL,72,4,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1973-1974 Players Information
Tiny Archibald,PG,6-1,150,25,KCK,35,3,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1973-1974 Players Information
Dennis Awtrey,C,6-10,235,26,CHI,67,3,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1973-1974 Players Information
Mike Bantom,FC,6-9,200,22,PHX,76,0,Saint Francis of Assisi College,1973 Rnd 1 Pick 8,United States,NBA 1973-1974 Players Information
Dick Barnett,SG,6-4,190,37,NYK,5,13,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1973-1974 Players Information
Jim Barnett,GF,6-4,170,29,GSW,77,7,Oregon,1966 Rnd 1 Pick 8,United States,NBA 1973-1974 Players Information
Rick Barry,F,6-7,205,29,GSW,80,3,Miami (FL),1965 Rnd 1 Pick 2,United States,NBA 1973-1974 Players Information
Butch Beard,G,6-3,185,26,GSW,79,3,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1973-1974 Players Information
Ron Behagen,FC,6-9,185,23,KCK,79,0,Minnesota,1973 Rnd 1 Pick 7,United States,NBA 1973-1974 Players Information
Dennis Bell,SF,6-5,185,22,NYK,1,0,Drake,1973 Rnd 5 Pick 14,United States,NBA 1973-1974 Players Information
Walt Bellamy,C,6-11,225,34,ATL,77,12,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1973-1974 Players Information
Henry Bibby,G,6-1,185,24,NYK,66,1,UCLA,1972 Rnd 4 Pick 11,United States,NBA 1973-1974 Players Information
Dave Bing,G,6-3,180,30,DET,81,7,Syracuse,1966 Rnd 1 Pick 2,United States,NBA 1973-1974 Players Information
John Block,FC,6-9,207,29,KCK,82,7,USC,1966 Rnd 3 Pick 7,United States,NBA 1973-1974 Players Information
Tom Boerwinkle,C,7-0,265,28,CHI,44,5,Tennessee,1968 Rnd 1 Pick 4,United States,NBA 1973-1974 Players Information
Freddie Boyd,G,6-2,180,23,PHI,75,1,Oregon State,1972 Rnd 1 Pick 5,United States,NBA 1973-1974 Players Information
Steve Bracey,G,6-1,175,23,ATL,75,1,Tulsa,1972 Rnd 2 Pick 8,United States,NBA 1973-1974 Players Information
Bill Bradley,GF,6-5,205,30,NYK,82,6,Princeton,"1965 NBA Draft, Undrafted",United States,NBA 1973-1974 Players Information
Jim Brewer,PF,6-9,210,22,CLE,82,0,Minnesota,1973 Rnd 1 Pick 2,United States,NBA 1973-1974 Players Information
Bill Bridges,FC,6-6,228,34,LAL,65,11,Kansas,1961 Rnd 3 Pick 9,United States,NBA 1973-1974 Players Information
John Brisker,GF,6-5,210,26,SEA,34,1,Toledo,"1969 NBA Draft, Undrafted",United States,NBA 1973-1974 Players Information
Allan Bristow,GF,6-7,210,22,PHI,55,0,Virginia Tech,1973 Rnd 2 Pick 3,United States,NBA 1973-1974 Players Information
Fred Brown,G,6-3,182,25,SEA,82,2,Iowa,1971 Rnd 1 Pick 6,United States,NBA 1973-1974 Players Information
John Brown,SF,6-7,220,22,ATL,77,0,Missouri,1973 Rnd 1 Pick 10,GermanyUnited States,NBA 1973-1974 Players Information
Corky Calhoun,F,6-7,210,23,PHX,77,1,Pennsylvania,1972 Rnd 1 Pick 4,United States,NBA 1973-1974 Players Information
Larry Cannon,SG,6-4,195,26,PHI,19,0,La Salle,1969 Rnd 1 Pick 5,United States,NBA 1973-1974 Players Information
Austin Carr,G,6-4,200,25,CLE,81,2,Notre Dame,1971 Rnd 1 Pick 1,United States,NBA 1973-1974 Players Information
Fred Carter,G,6-3,185,29,PHI,78,4,Mount St. Mary's,1969 Rnd 3 Pick 14,United States,NBA 1973-1974 Players Information
Bill Chamberlain,SF,6-6,188,24,PHX,28,0,North Carolina,1972 Rnd 3 Pick 13,United States,NBA 1973-1974 Players Information
Don Chaney,G,6-5,210,27,BOS,81,5,Houston,1968 Rnd 1 Pick 12,United States,NBA 1973-1974 Players Information
Kenny Charles,SG,6-3,180,22,BUF,58,0,Fordham,1973 Rnd 3 Pick 3,Trinidad and Tobago,NBA 1973-1974 Players Information
Phil Chenier,PG,6-3,180,23,WAS,76,2,California,"1971 NBA Draft, Undrafted",United States,NBA 1973-1974 Players Information
