Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Don Ackerman,G,6-0,183,23,NYK,27,0,Long Island,1953 Rnd 2 Pick 2,United States,NBA 1953-1954 Players Information
Don Asmonga,G,6-2,185,26,BAL,7,0, ,"1953 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Jim Baechtold,F,6-4,205,26,NYK,69,1,Eastern Kentucky,1952 Rnd 1 Pick 2,United States,NBA 1953-1954 Players Information
Don Barksdale,F,6-6,200,30,BOS,63,2,," NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Leo Barnhorst,SF,6-4,190,29,"BAL, FWP",71,4,Notre Dame,1949 Rnd 2 Pick 2,United States,NBA 1953-1954 Players Information
Ernie Barrett,GF,6-3,180,24,BOS,58,0,Kansas State,1951 Rnd 1 Pick 7,United States,NBA 1953-1954 Players Information
Ernie Beck,GF,6-4,190,22,PHI,15,0,Pennsylvania,"1953 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Irv Bemoras,GF,6-3,185,23,MIL,68,0,Illinois,1953 Rnd 3 Pick 3,United States,NBA 1953-1954 Players Information
Bill Bolger,F,6-5,205,22,BAL,20,0,Georgetown,1953 Rnd 4 Pick 3,United States,NBA 1953-1954 Players Information
Vince Boryla,SF,6-5,210,26,NYK,52,4,Denver,"1949 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Bob Brannum,FC,6-5,215,28,BOS,71,3,Michigan State,"1948 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Carl Braun,SG,6-5,180,26,NYK,72,4,," NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Frankie Brian,G,6-1,180,30,FWP,62,4,," NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Bill Calhoun,GF,6-3,180,26,MIL,72,5,City College of San Francisco,"1947 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Cal Christensen,F,6-5,210,26,ROR,70,3,Toledo,1950 Rnd 5 Pick 4,United States,NBA 1953-1954 Players Information
Nat Clifton,PF,6-6,220,31,NYK,72,3,," NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Jack Coleman,PF,6-7,195,29,ROR,71,4,Louisville,1948 Rnd 3 Pick 1,United States,NBA 1953-1954 Players Information
Chuck Cooper,GF,6-5,210,27,BOS,70,3,Duquesne,1950 Rnd 2 Pick 1,United States,NBA 1953-1954 Players Information
Bob Cousy,PG,6-1,175,25,BOS,72,3,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Bob Davies,G,6-1,175,34,ROR,72,5,," NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
Walt Davis,FC,6-8,205,23,PHI,66,0,Texas A&M,1952 Rnd 2 Pick 4,United States,NBA 1953-1954 Players Information
Bob Donham,G,6-2,190,27,BOS,66,3,Ohio State,1950 Rnd 3 Pick 1,United States,NBA 1953-1954 Players Information
Gene Dyker,F,6-6,225,24,MIL,11,0,DePaul,1953 Rnd 4 Pick 5,United States,NBA 1953-1954 Players Information
Ed Earle,GF,6-3,190,26,SYR,2,0,Loyola (IL),"1953 NBA Draft, Undrafted",United States,NBA 1953-1954 Players Information
