Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Darrell Arthur,PF,6-9,235,28,DEN,41,8,Kansas,2008 Rnd 1 Pick 27,United States,NBA 2016-2017 Players Information
Omer Asik,C,7-0,255,30,NOP,31,6,Fenerbahce Beko (Turkey),2008 Rnd 2 Pick 6,Turkey,NBA 2016-2017 Players Information
D.J. Augustin,G,6-0,183,29,ORL,78,8,Texas,2008 Rnd 1 Pick 9,United States,NBA 2016-2017 Players Information
Luke Babbitt,SF,6-9,225,27,MIA,68,6,Nevada,2010 Rnd 1 Pick 16,United States,NBA 2016-2017 Players Information
Ron Baker,G,6-4,220,23,NYK,52,0,Wichita State,"2016 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Wade Baldwin IV,G,6-4,220,20,MEM,33,0,Vanderbilt,2016 Rnd 1 Pick 17,United States,NBA 2016-2017 Players Information
Leandro Barbosa,G,6-3,194,34,PHX,67,13,Bauru (Brazil),2003 Rnd 1 Pick 28,Brazil,NBA 2016-2017 Players Information
J.J. Barea,G,5-10,180,32,DAL,35,10,Northeastern,"2006 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2016-2017 Players Information
Harrison Barnes,SF,6-8,225,24,DAL,79,4,North Carolina,2012 Rnd 1 Pick 7,United States,NBA 2016-2017 Players Information
Matt Barnes,GF,6-7,226,36,"GOS, SAC",74,14,UCLA,2002 Rnd 2 Pick 17,United States,NBA 2016-2017 Players Information
Will Barton,GF,6-5,181,26,DEN,60,4,Memphis,2012 Rnd 2 Pick 10,United States,NBA 2016-2017 Players Information
Brandon Bass,PF,6-8,250,31,LAC,52,11,LSU,2005 Rnd 2 Pick 3,United States,NBA 2016-2017 Players Information
Nicolas Batum,F,6-8,230,28,CHA,77,8,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France,NBA 2016-2017 Players Information
Jerryd Bayless,G,6-3,210,28,PHI,3,8,Arizona,2008 Rnd 1 Pick 11,United States,NBA 2016-2017 Players Information
Aron Baynes,C,6-10,260,30,DET,75,4,Washington State,"2009 NBA Draft, Undrafted",New ZealandAustralia,NBA 2016-2017 Players Information
Kent Bazemore,GF,6-4,195,27,ATL,73,4,Old Dominion,"2012 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Bradley Beal,SG,6-4,207,23,WAS,77,4,Florida,2012 Rnd 1 Pick 3,United States,NBA 2016-2017 Players Information
Malik Beasley,SG,6-4,187,20,DEN,22,0,Florida State,2016 Rnd 1 Pick 19,United States,NBA 2016-2017 Players Information
Michael Beasley,PF,6-9,235,28,MIL,56,8,Kansas State,2008 Rnd 1 Pick 2,United States,NBA 2016-2017 Players Information
Marco Belinelli,G,6-5,225,30,CHA,74,9,Fortituto Kontatto Bologna (Italy),2007 Rnd 1 Pick 18,Italy,NBA 2016-2017 Players Information
DeAndre' Bembry,GF,6-5,210,22,ATL,38,0,Saint Joseph's,2016 Rnd 1 Pick 21,United States,NBA 2016-2017 Players Information
Dragan Bender,PF,7-1,235,19,PHX,43,0,Maccabi FOX Tel Aviv (Israel),2016 Rnd 1 Pick 4,Bosnia and HerzegovinaCroatia,NBA 2016-2017 Players Information
Anthony Bennett,PF,6-8,245,23,BRK,23,3,UNLV,2013 Rnd 1 Pick 1,Canada,NBA 2016-2017 Players Information
Ben Bentil,F,6-9,235,21,DAL,3,0,Providence,2016 Rnd 2 Pick 21,GhanaUnited States,NBA 2016-2017 Players Information
Davis Bertans,SF,6-10,225,24,SAS,67,0,Union Olimpija (Slovenia),2011 Rnd 2 Pick 12,Latvia,NBA 2016-2017 Players Information
Patrick Beverley,PG,6-2,180,28,HOU,67,4,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States,NBA 2016-2017 Players Information
Bismack Biyombo,PF,6-8,255,24,ORL,81,5,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo,NBA 2016-2017 Players Information
Nemanja Bjelica,PF,6-10,235,28,MIN,65,1,KK Crvena Zvezda (Serbia),2010 Rnd 2 Pick 5,Serbia,NBA 2016-2017 Players Information
Tarik Black,PF,6-9,250,25,LAL,67,2,Kansas,"2014 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Eric Bledsoe,PG,6-1,214,27,PHX,66,6,Kentucky,2010 Rnd 1 Pick 18,United States,NBA 2016-2017 Players Information
Bojan Bogdanovic,F,6-7,226,27,"BRK, WAS",81,2,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and HerzegovinaCroatia,NBA 2016-2017 Players Information
Andrew Bogut,C,7-0,260,32,"CLE, DAL",27,11,Utah,2005 Rnd 1 Pick 1,Australia,NBA 2016-2017 Players Information
Joel Bolomboy,FC,6-9,235,23,UTA,12,0,Weber State,2016 Rnd 2 Pick 22,United StatesRussia,NBA 2016-2017 Players Information
Devin Booker,SG,6-6,206,20,PHX,78,1,Kentucky,2015 Rnd 1 Pick 13,United States,NBA 2016-2017 Players Information
Trevor Booker,PF,6-8,228,29,BRK,71,6,Clemson,2010 Rnd 1 Pick 23,United States,NBA 2016-2017 Players Information
Avery Bradley,PG,6-3,180,26,BOS,55,6,Texas,2010 Rnd 1 Pick 19,United States,NBA 2016-2017 Players Information
Corey Brewer,GF,6-9,186,30,"HOU, LAL",82,9,Florida,2007 Rnd 1 Pick 7,United States,NBA 2016-2017 Players Information
Malcolm Brogdon,SG,6-4,229,24,MIL,75,0,Virginia,2016 Rnd 2 Pick 6,United States,NBA 2016-2017 Players Information
Aaron Brooks,G,6-0,161,32,IND,65,8,Oregon,2007 Rnd 1 Pick 26,United States,NBA 2016-2017 Players Information
Anthony Brown,GF,6-7,225,24,"NOP, ORL",11,1,Stanford,2015 Rnd 2 Pick 4,United States,NBA 2016-2017 Players Information
Bobby Brown,PG,6-2,175,32,HOU,25,2,Cal State Fullerton,"2007 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Jaylen Brown,SF,6-6,223,20,BOS,78,0,California,2016 Rnd 1 Pick 3,United States,NBA 2016-2017 Players Information
Nicolas Brussino,G,6-8,195,23,DAL,54,0,Regatas Corrientes (Argentina),"2015 NBA Draft, Undrafted",Argentina,NBA 2016-2017 Players Information
Reggie Bullock,SG,6-6,205,25,DET,31,3,North Carolina,2013 Rnd 1 Pick 25,United States,NBA 2016-2017 Players Information
Trey Burke,G,6-0,185,24,WAS,57,3,Michigan,2013 Rnd 1 Pick 9,United States,NBA 2016-2017 Players Information
Alec Burks,SG,6-5,214,25,UTA,42,5,Colorado,2011 Rnd 1 Pick 12,United States,NBA 2016-2017 Players Information
Jimmy Butler,GF,6-7,230,27,CHI,76,5,Marquette,2011 Rnd 1 Pick 30,United States,NBA 2016-2017 Players Information
Bruno Caboclo,PF,6-9,218,21,TOR,9,2,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil,NBA 2016-2017 Players Information
Jose Calderon,G,6-3,200,35,"ATL, LAL",41,11,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain,NBA 2016-2017 Players Information
Kentavious Caldwell-Pope,SG,6-5,204,24,DET,76,3,Georgia,2013 Rnd 1 Pick 8,United States,NBA 2016-2017 Players Information
Isaiah Canaan,G,6-0,200,25,CHI,39,3,Murray State,2013 Rnd 2 Pick 4,United States,NBA 2016-2017 Players Information
Clint Capela,PF,6-10,256,22,HOU,65,2,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland,NBA 2016-2017 Players Information
DeMarre Carroll,F,6-8,215,30,TOR,72,7,Missouri,2009 Rnd 1 Pick 27,United States,NBA 2016-2017 Players Information
Vince Carter,SF,6-6,220,40,MEM,73,18,North Carolina,1998 Rnd 1 Pick 5,United States,NBA 2016-2017 Players Information
Michael Carter-Williams,PG,6-5,190,25,CHI,45,3,Syracuse,2013 Rnd 1 Pick 11,United States,NBA 2016-2017 Players Information
Omri Casspi,F,6-9,225,28,"MIN, NOP, SAC",36,7,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel,NBA 2016-2017 Players Information
Willie Cauley-Stein,C,7-0,240,23,SAC,75,1,Kentucky,2015 Rnd 1 Pick 6,United States,NBA 2016-2017 Players Information
Tyson Chandler,C,7-1,240,34,PHX,47,15,Dominguez High School (California),2001 Rnd 1 Pick 2,United States,NBA 2016-2017 Players Information
Wilson Chandler,SF,6-9,225,29,DEN,71,9,DePaul,2007 Rnd 1 Pick 23,United States,NBA 2016-2017 Players Information
Marquese Chriss,PF,6-9,240,19,PHX,82,0,Washington,2016 Rnd 1 Pick 8,United States,NBA 2016-2017 Players Information
Rakeem Christmas,PF,6-9,255,25,IND,29,1,Syracuse,2015 Rnd 2 Pick 6,United StatesU.S. Virgin Islands,NBA 2016-2017 Players Information
Semaj Christon,PG,6-3,190,24,OKC,64,0,Xavier,2014 Rnd 2 Pick 25,United States,NBA 2016-2017 Players Information
Ian Clark,G,6-3,175,25,GSW,77,3,Belmont,"2013 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Jordan Clarkson,G,6-3,194,24,LAL,82,2,Missouri,2014 Rnd 2 Pick 16,United StatesPhilippines,NBA 2016-2017 Players Information
Norris Cole,G,6-2,170,28,OKC,13,5,Cleveland State,2011 Rnd 1 Pick 28,United States,NBA 2016-2017 Players Information
Darren Collison,PG,6-0,175,29,SAC,68,7,UCLA,2009 Rnd 1 Pick 21,United States,NBA 2016-2017 Players Information
Nick Collison,FC,6-10,255,36,OKC,20,13,Kansas,2003 Rnd 1 Pick 12,United States,NBA 2016-2017 Players Information
Mike Conley,PG,6-0,175,29,MEM,69,9,Ohio State,2007 Rnd 1 Pick 4,United States,NBA 2016-2017 Players Information
Pat Connaughton,SF,6-5,209,24,POR,39,1,Notre Dame,2015 Rnd 2 Pick 11,United States,NBA 2016-2017 Players Information
Quinn Cook,PG,6-1,180,23,"DAL, NOP",14,0,Duke,"2015 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
DeMarcus Cousins,C,6-11,270,26,"NOP, SAC",72,6,Kentucky,2010 Rnd 1 Pick 5,United States,NBA 2016-2017 Players Information
Robert Covington,F,6-7,209,26,PHI,67,3,Tennessee State,"2013 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Allen Crabbe,SG,6-6,212,24,POR,79,3,California,2013 Rnd 2 Pick 1,United States,NBA 2016-2017 Players Information
Jamal Crawford,SG,6-5,195,36,LAC,82,16,Michigan,2000 Rnd 1 Pick 8,United States,NBA 2016-2017 Players Information
Jordan Crawford,G,6-5,195,28,NOP,19,4,Xavier,2010 Rnd 1 Pick 27,United States,NBA 2016-2017 Players Information
Jae Crowder,SF,6-6,235,26,BOS,72,4,Marquette,2012 Rnd 2 Pick 4,United States,NBA 2016-2017 Players Information
Dante Cunningham,F,6-8,230,29,NOP,66,7,Villanova,2009 Rnd 2 Pick 3,United States,NBA 2016-2017 Players Information
Seth Curry,G,6-1,185,26,DAL,70,3,Duke,"2013 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Stephen Curry,G,6-2,185,28,GSW,79,7,Davidson,2009 Rnd 1 Pick 7,United States,NBA 2016-2017 Players Information
Troy Daniels,G,6-4,205,25,MEM,67,3,VCU,"2013 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Anthony Davis,PF,6-10,253,23,NOP,75,4,Kentucky,2012 Rnd 1 Pick 1,United States,NBA 2016-2017 Players Information
Deyonta Davis,PF,6-9,237,20,MEM,36,0,Michigan State,2016 Rnd 2 Pick 1,United States,NBA 2016-2017 Players Information
Ed Davis,PF,6-9,218,27,POR,46,6,North Carolina,2010 Rnd 1 Pick 13,United States,NBA 2016-2017 Players Information
DeMar DeRozan,GF,6-6,220,27,TOR,74,7,USC,2009 Rnd 1 Pick 9,United States,NBA 2016-2017 Players Information
Dewayne Dedmon,PF,6-10,245,27,SAS,76,3,USC,"2013 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Sam Dekker,SF,6-9,230,22,HOU,77,1,Wisconsin,2015 Rnd 1 Pick 18,United States,NBA 2016-2017 Players Information
Malcolm Delaney,SG,6-3,190,27,ATL,73,0,Virginia Tech,"2011 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Matt Dellavedova,G,6-3,200,26,MIL,76,3,Saint Mary's,"2013 NBA Draft, Undrafted",Australia,NBA 2016-2017 Players Information
Luol Deng,GF,6-9,220,31,LAL,56,12,Duke,2004 Rnd 1 Pick 7,EnglandSouth Sudan,NBA 2016-2017 Players Information
Cheick Diallo,PF,6-8,219,20,NOP,17,0,Kansas,2016 Rnd 2 Pick 3,Mali,NBA 2016-2017 Players Information
Boris Diaw,PF,6-8,250,34,UTA,73,13,Pau-Orthez (France),2003 Rnd 1 Pick 21,France,NBA 2016-2017 Players Information
Gorgui Dieng,FC,6-10,250,27,MIN,82,3,Louisville,2013 Rnd 1 Pick 21,Senegal,NBA 2016-2017 Players Information
Spencer Dinwiddie,PG,6-5,215,23,BRK,59,2,Colorado,2014 Rnd 2 Pick 8,United States,NBA 2016-2017 Players Information
Toney Douglas,G,6-2,195,30,MEM,24,7,Florida State,2009 Rnd 1 Pick 29,United States,NBA 2016-2017 Players Information
Goran Dragic,G,6-4,190,30,MIA,73,8,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia,NBA 2016-2017 Players Information
Andre Drummond,C,6-11,279,23,DET,81,4,UConn,2012 Rnd 1 Pick 9,United States,NBA 2016-2017 Players Information
Jared Dudley,PF,6-7,237,31,PHX,64,9,Boston College,2007 Rnd 1 Pick 22,United States,NBA 2016-2017 Players Information
Mike Dunleavy,GF,6-9,230,36,"ATL, CLE",53,14,Duke,2002 Rnd 1 Pick 3,United States,NBA 2016-2017 Players Information
Kris Dunn,SG,6-3,205,22,MIN,78,0,Providence,2016 Rnd 1 Pick 5,United States,NBA 2016-2017 Players Information
Kevin Durant,SF,6-11,240,28,GSW,62,9,Texas,2007 Rnd 1 Pick 2,United States,NBA 2016-2017 Players Information
Jarell Eddie,SF,6-8,218,25,PHX,5,2,Virginia Tech,"2014 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Henry Ellenson,PF,6-10,240,20,DET,19,0,Marquette,2016 Rnd 1 Pick 18,United States,NBA 2016-2017 Players Information
Wayne Ellington,SG,6-4,207,29,MIA,62,7,North Carolina,2009 Rnd 1 Pick 28,United States,NBA 2016-2017 Players Information
Monta Ellis,G,6-3,185,31,IND,74,11,Lanier High School (Mississippi),2005 Rnd 2 Pick 10,United States,NBA 2016-2017 Players Information
Joel Embiid,C,7-0,280,22,PHI,31,2,Kansas,2014 Rnd 1 Pick 3,Cameroon,NBA 2016-2017 Players Information
James Ennis,GF,6-6,215,26,MEM,64,2,Long Beach State,2013 Rnd 2 Pick 20,United States,NBA 2016-2017 Players Information
Tyler Ennis,PG,6-3,182,22,"HOU, LAL",53,2,Syracuse,2014 Rnd 1 Pick 18,Canada,NBA 2016-2017 Players Information
Tyreke Evans,G,6-6,220,27,"NOP, SAC",40,7,Memphis,2009 Rnd 1 Pick 4,United States,NBA 2016-2017 Players Information
Dante Exum,PG,6-5,214,21,UTA,66,2,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia,NBA 2016-2017 Players Information
Kenneth Faried,F,6-8,228,27,DEN,61,5,Morehead State,2011 Rnd 1 Pick 22,United States,NBA 2016-2017 Players Information
Jordan Farmar,PG,6-2,180,30,SAC,2,9,UCLA,2006 Rnd 1 Pick 26,United States,NBA 2016-2017 Players Information
Derrick Favors,FC,6-10,265,25,UTA,50,6,Georgia Tech,2010 Rnd 1 Pick 3,United States,NBA 2016-2017 Players Information
Kay Felder,PG,5-9,176,21,CLE,42,0,Oakland,2016 Rnd 2 Pick 24,United States,NBA 2016-2017 Players Information
Cristiano Felicio,C,6-10,275,24,CHI,66,1,Minas (Brazil),"2014 NBA Draft, Undrafted",Brazil,NBA 2016-2017 Players Information
Raymond Felton,PG,6-1,205,32,LAC,80,11,North Carolina,2005 Rnd 1 Pick 5,United States,NBA 2016-2017 Players Information
Yogi Ferrell,G,6-0,180,23,"BRK, DAL",46,0,Indiana,"2016 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Dorian Finney-Smith,SF,6-7,220,23,DAL,81,0,Florida,"2016 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Bryn Forbes,G,6-2,205,23,SAS,36,0,Michigan State,"2016 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Evan Fournier,SG,6-6,205,24,ORL,68,4,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France,NBA 2016-2017 Players Information
Randy Foye,G,6-4,218,33,BRK,69,10,Villanova,2006 Rnd 1 Pick 7,United States,NBA 2016-2017 Players Information
Tim Frazier,G,6-0,172,26,NOP,65,2,Penn State,"2014 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Enes Freedom,F,6-10,250,24,OKC,72,5,Kentucky,2011 Rnd 1 Pick 3,SwitzerlandTurkey,NBA 2016-2017 Players Information
Channing Frye,FC,7-0,255,33,CLE,74,11,Arizona,2005 Rnd 1 Pick 8,United States,NBA 2016-2017 Players Information
Danilo Gallinari,SF,6-10,236,28,DEN,63,8,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy,NBA 2016-2017 Players Information
Langston Galloway,G,6-1,200,25,"NOP, SAC",74,2,Saint Joseph's,"2014 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Patricio Garino,SF,6-6,203,23,ORL,5,0,George Washington,"2016 NBA Draft, Undrafted",Argentina,NBA 2016-2017 Players Information
Marc Gasol,C,7-1,255,32,MEM,74,8,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain,NBA 2016-2017 Players Information
Pau Gasol,FC,7-0,250,36,SAS,64,15,Barca (Spain),2001 Rnd 1 Pick 3,Spain,NBA 2016-2017 Players Information
Rudy Gay,SF,6-7,250,30,SAC,30,10,UConn,2006 Rnd 1 Pick 8,United States,NBA 2016-2017 Players Information
Michael Patrick Gbinije,SF,6-6,200,24,DET,9,0,Syracuse,2016 Rnd 2 Pick 19,United StatesNigeria,NBA 2016-2017 Players Information
Alonzo Gee,SF,6-6,225,29,DEN,13,7,Alabama,"2009 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Paul George,GF,6-8,220,26,IND,75,6,Fresno State,2010 Rnd 1 Pick 10,United States,NBA 2016-2017 Players Information
Marcus Georges-Hunt,G,6-6,220,22,ORL,5,0,Georgia Tech,"2016 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Jonathan Gibson,PG,6-2,185,29,DAL,17,0,New Mexico State,"2010 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Taj Gibson,F,6-9,232,31,"CHI, OKC",78,7,USC,2009 Rnd 1 Pick 26,United States,NBA 2016-2017 Players Information
Manu Ginobili,SG,6-6,205,39,SAS,69,14,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina,NBA 2016-2017 Players Information
Rudy Gobert,C,7-1,258,24,UTA,81,3,Cholet Basket (France),2013 Rnd 1 Pick 27,France,NBA 2016-2017 Players Information
Archie Goodwin,G,6-5,205,22,"BRK, NOP",15,3,Kentucky,2013 Rnd 1 Pick 29,United States,NBA 2016-2017 Players Information
Aaron Gordon,F,6-8,235,21,ORL,80,2,Arizona,2014 Rnd 1 Pick 4,United States,NBA 2016-2017 Players Information
Eric Gordon,G,6-3,215,28,HOU,75,8,Indiana,2008 Rnd 1 Pick 7,United StatesBahamas,NBA 2016-2017 Players Information
Marcin Gortat,FC,6-11,240,33,WAS,82,9,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland,NBA 2016-2017 Players Information
Treveon Graham,GF,6-5,219,23,CHA,27,0,VCU,"2015 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Jerami Grant,F,6-7,210,22,"OKC, PHL",80,2,Syracuse,2014 Rnd 2 Pick 9,United States,NBA 2016-2017 Players Information
Jerian Grant,SG,6-4,198,24,CHI,63,1,Notre Dame,2015 Rnd 1 Pick 19,United States,NBA 2016-2017 Players Information
Danny Green,SF,6-6,215,29,SAS,68,7,North Carolina,2009 Rnd 2 Pick 16,United States,NBA 2016-2017 Players Information
Draymond Green,F,6-6,230,26,GSW,76,4,Michigan State,2012 Rnd 2 Pick 5,United States,NBA 2016-2017 Players Information
Gerald Green,GF,6-7,205,31,BOS,47,9,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States,NBA 2016-2017 Players Information
JaMychal Green,PF,6-9,227,26,MEM,77,2,Alabama,"2012 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Jeff Green,F,6-8,235,30,ORL,69,8,Georgetown,2007 Rnd 1 Pick 5,United States,NBA 2016-2017 Players Information
Blake Griffin,PF,6-9,250,27,LAC,61,7,Oklahoma,2009 Rnd 1 Pick 1,United States,NBA 2016-2017 Players Information
Justin Hamilton,C,7-0,255,26,BRK,64,2,LSU,2012 Rnd 2 Pick 15,United StatesCroatia,NBA 2016-2017 Players Information
A.J. Hammons,C,7-0,250,24,DAL,22,0,Purdue,2016 Rnd 2 Pick 16,United States,NBA 2016-2017 Players Information
Tim Hardaway Jr.,SG,6-5,205,24,ATL,79,3,Michigan,2013 Rnd 1 Pick 24,United States,NBA 2016-2017 Players Information
James Harden,SG,6-5,220,27,HOU,81,7,Arizona State,2009 Rnd 1 Pick 3,United States,NBA 2016-2017 Players Information
Maurice Harkless,F,6-7,220,23,POR,77,4,St. John's,2012 Rnd 1 Pick 15,United StatesPuerto Rico,NBA 2016-2017 Players Information
Justin Harper,PF,6-10,225,27,PHI,3,2,Richmond,2011 Rnd 2 Pick 2,United States,NBA 2016-2017 Players Information
Montrezl Harrell,F,6-7,240,23,HOU,58,1,Louisville,2015 Rnd 2 Pick 2,United States,NBA 2016-2017 Players Information
Devin Harris,G,6-3,185,34,DAL,65,12,Wisconsin,2004 Rnd 1 Pick 5,United States,NBA 2016-2017 Players Information
Gary Harris,SG,6-4,210,22,DEN,57,2,Michigan State,2014 Rnd 1 Pick 19,United States,NBA 2016-2017 Players Information
Joe Harris,SG,6-6,220,25,BRK,52,2,Virginia,2014 Rnd 2 Pick 3,United States,NBA 2016-2017 Players Information
Manny Harris,G,6-5,185,27,DAL,4,3,Michigan,"2010 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Tobias Harris,F,6-8,226,24,DET,82,5,Tennessee,2011 Rnd 1 Pick 19,United States,NBA 2016-2017 Players Information
Aaron Harrison,GF,6-6,210,22,CHA,5,1,Kentucky,"2015 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Andrew Harrison,G,6-4,210,22,MEM,72,0,Kentucky,2015 Rnd 2 Pick 14,United States,NBA 2016-2017 Players Information
Udonis Haslem,FC,6-7,235,36,MIA,16,13,Florida,"2002 NBA Draft, Undrafted",United States,NBA 2016-2017 Players Information
Spencer Hawes,C,7-1,245,28,"CHA, MIL",54,9,Washington,2007 Rnd 1 Pick 10,United States,NBA 2016-2017 Players Information
Gordon Hayward,GF,6-7,225,26,UTA,73,6,Butler,2010 Rnd 1 Pick 9,United States,NBA 2016-2017 Players Information
Gerald Henderson,SG,6-5,215,29,PHI,72,7,Duke,2009 Rnd 1 Pick 12,United States,NBA 2016-2017 Players Information
John Henson,PF,6-11,219,26,MIL,58,4,North Carolina,2012 Rnd 1 Pick 14,United States,NBA 2016-2017 Players Information
Juancho Hernangomez,F,6-9,215,21,DEN,62,0,Movistar Estudiantes (Spain),2016 Rnd 1 Pick 15,Spain,NBA 2016-2017 Players Information
Willy Hernangomez,C,6-11,250,22,NYK,72,0,Cajasol Seville U18 (Spain),2015 Rnd 2 Pick 5,Spain,NBA 2016-2017 Players Information
Mario Hezonja,SG,6-8,220,22,ORL,65,1,FC Barcelona II (Spain),2015 Rnd 1 Pick 5,Croatia,NBA 2016-2017 Players Information
Roy Hibbert,C,7-2,270,30,"CHA, DEN",48,8,Georgetown,2008 Rnd 1 Pick 17,United States,NBA 2016-2017 Players Information
Buddy Hield,G,6-4,220,24,"NOP, SAC",82,0,Oklahoma,2016 Rnd 1 Pick 6,Bahamas,NBA 2016-2017 Players Information
George Hill,G,6-3,188,30,UTA,49,8,IUPUI,2008 Rnd 1 Pick 26,United States,NBA 2016-2017 Players Information
Jordan Hill,PF,6-10,240,29,MIN,7,7,Arizona,2009 Rnd 1 Pick 8,United States,NBA 2016-2017 Players Information
Solomon Hill,SF,6-6,226,25,NOP,80,3,Arizona,2013 Rnd 1 Pick 23,United States,NBA 2016-2017 Players Information
Darrun Hilliard,SG,6-6,220,23,DET,39,1,Villanova,2015 Rnd 2 Pick 8,United States,NBA 2016-2017 Players Information
Jrue Holiday,G,6-4,205,26,NOP,67,7,UCLA,2009 Rnd 1 Pick 17,United States,NBA 2016-2017 Players Information
