Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Zaid Abdul-Aziz,FC,6-9,235,25,SEA,57,3,Iowa State,1968 Rnd 1 Pick 5,United States,NBA 1971-1972 Players Information
Kareem Abdul-Jabbar,C,7-2,225,24,MIL,81,2,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1971-1972 Players Information
Mahdi Abdul-Rahman,G,6-2,185,29,BUF,72,7,UCLA,"1964 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
Don Adams,SF,6-6,210,24,"ATL, HOU",73,1,Northwestern,1970 Rnd 8 Pick 1,United States,NBA 1971-1972 Players Information
Rick Adelman,PG,6-1,175,25,POR,80,3,Loyola Marymount,1968 Rnd 7 Pick 1,United States,NBA 1971-1972 Players Information
Lucius Allen,PG,6-2,175,24,MIL,80,2,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1971-1972 Players Information
Odis Allison,SF,6-6,195,22,GSW,33,0,UNLV,1971 Rnd 5 Pick 8,United States,NBA 1971-1972 Players Information
Tiny Archibald,PG,6-1,150,23,CIN,76,1,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1971-1972 Players Information
Dennis Awtrey,C,6-10,235,24,PHI,57,1,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1971-1972 Players Information
Dick Barnett,SG,6-4,190,35,NYK,78,11,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1971-1972 Players Information
Jim Barnett,GF,6-4,170,27,GSW,79,5,Oregon,1966 Rnd 1 Pick 8,United States,NBA 1971-1972 Players Information
Vic Bartolome,C,7-0,230,23,GSW,32,0,Oregon State,1970 Rnd 6 Pick 2,United States,NBA 1971-1972 Players Information
Elgin Baylor,F,6-5,225,37,LAL,9,13,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1971-1972 Players Information
Butch Beard,G,6-3,185,24,CLE,68,1,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1971-1972 Players Information
Walt Bellamy,C,6-11,225,32,ATL,82,10,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1971-1972 Players Information
Dave Bing,G,6-3,180,28,DET,45,5,Syracuse,1966 Rnd 1 Pick 2,United States,NBA 1971-1972 Players Information
John Block,FC,6-9,207,27,MIL,79,5,USC,1966 Rnd 3 Pick 7,United States,NBA 1971-1972 Players Information
Tom Boerwinkle,C,7-0,265,26,CHI,80,3,Tennessee,1968 Rnd 1 Pick 4,United States,NBA 1971-1972 Players Information
Bill Bradley,GF,6-5,205,28,NYK,78,4,Princeton,"1965 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
Bill Bridges,FC,6-6,228,32,"ATL, PHL",78,9,Kansas,1961 Rnd 3 Pick 9,United States,NBA 1971-1972 Players Information
Fred Brown,G,6-3,182,23,SEA,32,0,Iowa,1971 Rnd 1 Pick 6,United States,NBA 1971-1972 Players Information
Emmette Bryant,PG,6-1,175,33,BUF,52,7,DePaul,1964 Rnd 7 Pick 1,United States,NBA 1971-1972 Players Information
Austin Carr,G,6-4,200,23,CLE,43,0,Notre Dame,1971 Rnd 1 Pick 1,United States,NBA 1971-1972 Players Information
Fred Carter,G,6-3,185,27,"PHL, WAS",79,2,Mount St. Mary's,1969 Rnd 3 Pick 14,United States,NBA 1971-1972 Players Information
Sid Catlett,F,6-6,230,23,CIN,9,0,Notre Dame,1971 Rnd 4 Pick 4,United States,NBA 1971-1972 Players Information
Wilt Chamberlain,C,7-1,265,35,LAL,82,12,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
Jerry Chambers,SF,6-5,185,28,BUF,26,3,Utah,1966 Rnd 1 Pick 7,United States,NBA 1971-1972 Players Information
Don Chaney,G,6-5,210,25,BOS,79,3,Houston,1968 Rnd 1 Pick 12,United States,NBA 1971-1972 Players Information
Phil Chenier,PG,6-3,180,21,WAS,81,0,California,"1971 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
Bob Christian,C,6-10,255,25,ATL,56,1,Grambling State,1969 Rnd 8 Pick 10,United States,NBA 1971-1972 Players Information
Archie Clark,G,6-2,175,30,"PHL, WAS",77,5,Minnesota,1966 Rnd 4 Pick 7,United States,NBA 1971-1972 Players Information
Jim Cleamons,SG,6-3,185,22,LAL,37,0,Ohio State,1971 Rnd 1 Pick 13,United States,NBA 1971-1972 Players Information
Barry Clemens,PF,6-6,210,28,SEA,82,6,Ohio Wesleyan,1965 Rnd 3 Pick 2,United States,NBA 1971-1972 Players Information
Jimmy Collins,SG,6-2,175,25,CHI,19,1,New Mexico State,1970 Rnd 1 Pick 11,United States,NBA 1971-1972 Players Information
Mel Counts,FC,7-0,230,30,PHX,76,7,Oregon State,1964 Rnd 1 Pick 7,United States,NBA 1971-1972 Players Information
Dave Cowens,FC,6-9,230,23,BOS,79,1,Florida State,1970 Rnd 1 Pick 4,United States,NBA 1971-1972 Players Information
Pete Cross,FC,6-9,230,23,SEA,74,1,San Francisco,1970 Rnd 2 Pick 6,United States,NBA 1971-1972 Players Information
Billy Cunningham,FC,6-7,210,28,PHI,75,6,North Carolina,1965 Rnd 1 Pick 5,United States,NBA 1971-1972 Players Information
Dick Cunningham,C,6-10,245,25,HOU,63,3,Murray State,1968 Rnd 2 Pick 7,United States,NBA 1971-1972 Players Information
Bob Dandridge,SF,6-6,195,24,MIL,80,2,Norfolk State,1969 Rnd 4 Pick 2,United States,NBA 1971-1972 Players Information
Charlie Davis,SG,6-2,160,22,CLE,61,0,Wake Forest,1971 Rnd 8 Pick 1,United States,NBA 1971-1972 Players Information
Jim Davis,C,6-9,225,30,"ATL, DET, HOU",75,5,Colorado,1964 Rnd 4 Pick 2,United States,NBA 1971-1972 Players Information
Mike Davis,G,6-3,185,25,BUF,62,0,Virginia Union,1969 Rnd 1 Pick 14,United States,NBA 1971-1972 Players Information
Dave DeBusschere,F,6-6,220,31,NYK,80,9,Detroit-Mercy,"1962 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
Jackie Dinkins,SF,6-5,210,22,CHI,18,0,Voorhees,1971 Rnd 9 Pick 14,United States,NBA 1971-1972 Players Information
Bill Dinwiddie,F,6-7,220,28,MIL,23,4,New Mexico Highlands,"1966 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
Terry Dischinger,GF,6-7,189,31,DET,79,7,Purdue,1962 Rnd 2 Pick 1,United States,NBA 1971-1972 Players Information
Terry Driscoll,PF,6-7,215,24,WAS,40,1,Boston College,1969 Rnd 1 Pick 4,United States,NBA 1971-1972 Players Information
Ken Durrett,SF,6-7,190,23,CIN,19,0,La Salle,1971 Rnd 1 Pick 4,United States,NBA 1971-1972 Players Information
Johnny Egan,PG,5-11,180,33,HOU,38,10,Providence,1961 Rnd 2 Pick 3,United States,NBA 1971-1972 Players Information
Joe Ellis,F,6-6,175,27,GSW,78,5,San Francisco,1966 Rnd 2 Pick 3,United States,NBA 1971-1972 Players Information
Leroy Ellis,FC,6-10,210,31,LAL,73,9,St. John's,1962 Rnd 1 Pick 6,United States,NBA 1971-1972 Players Information
Keith Erickson,GF,6-5,195,27,LAL,15,6,UCLA,1965 Rnd 3 Pick 1,United States,NBA 1971-1972 Players Information
Greg Fillmore,C,7-1,240,24,NYK,10,1,Cheyney (PA),1970 Rnd 8 Pick 17,United States,NBA 1971-1972 Players Information
Hank Finkel,C,7-0,240,29,BOS,77,5,Dayton,1964 Rnd 4 Pick 5,United States,NBA 1971-1972 Players Information
Jake Ford,PG,6-3,180,25,SEA,26,2,Maryland-Eastern Shore,1969 Rnd 5 Pick 8,United States,NBA 1971-1972 Players Information
Fred Foster,SF,6-5,210,25,PHI,74,3,Miami (OH),1968 Rnd 3 Pick 6,United States,NBA 1971-1972 Players Information
Jim Fox,C,6-10,230,28,"CHI, CIN",81,4,South Carolina,1965 Rnd 8 Pick 6,United States,NBA 1971-1972 Players Information
Walt Frazier,PG,6-4,200,26,NYK,77,4,Southern Illinois,1967 Rnd 1 Pick 5,United States,NBA 1971-1972 Players Information
Dick Garrett,G,6-3,185,25,BUF,73,2,Southern Illinois,1969 Rnd 2 Pick 12,United States,NBA 1971-1972 Players Information
Dick Gibbs,GF,6-5,210,23,HOU,64,0,UTEP,1971 Rnd 3 Pick 14,United States,NBA 1971-1972 Players Information
Herm Gilliam,G,6-3,190,25,ATL,82,2,Purdue,1968 Rnd 13 Pick 3,United States,NBA 1971-1972 Players Information
Clarence Glover,PF,6-8,210,24,BOS,25,0,Western Kentucky,1971 Rnd 1 Pick 10,United States,NBA 1971-1972 Players Information
Gail Goodrich,G,6-1,170,28,LAL,82,6,UCLA,"1965 NBA Draft, Undrafted",United States,NBA 1971-1972 Players Information
