Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Kareem Abdul-Jabbar,C,7-2,225,34,LAL,76,12,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1981-1982 Players Information
Alvan Adams,FC,6-9,210,27,PHX,79,6,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1981-1982 Players Information
Mark Aguirre,SF,6-6,232,22,DAL,51,0,DePaul,1981 Rnd 1 Pick 1,United States,NBA 1981-1982 Players Information
Danny Ainge,G,6-4,175,22,BOS,53,0,Brigham Young,1981 Rnd 2 Pick 8,United States,NBA 1981-1982 Players Information
Tiny Archibald,PG,6-1,150,33,BOS,68,11,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1981-1982 Players Information
Dennis Awtrey,C,6-10,235,34,POR,10,11,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1981-1982 Players Information
Carl Bailey,C,7-0,210,23,POR,1,1,Tuskegee,1980 Rnd 3 Pick 20,United States,NBA 1981-1982 Players Information
James Bailey,FC,6-9,220,24,"NJN, SEA",77,2,Rutgers,1979 Rnd 1 Pick 6,United States,NBA 1981-1982 Players Information
Greg Ballard,F,6-7,215,27,WAS,79,4,Oregon,1977 Rnd 1 Pick 4,United States,NBA 1981-1982 Players Information
Gene Banks,GF,6-7,215,22,SAS,80,0,Duke,1981 Rnd 2 Pick 5,United States,NBA 1981-1982 Players Information
Mike Bantom,FC,6-9,200,30,"IND, PHL",82,8,Saint Francis of Assisi College,1973 Rnd 1 Pick 8,United States,NBA 1981-1982 Players Information
Billy Ray Bates,SG,6-4,210,25,POR,75,3,Kentucky State,1978 Rnd 3 Pick 3,United States,NBA 1981-1982 Players Information
Mel Bennett,F,6-7,200,27,CLE,3,4,Pittsburgh,"1975 NBA Draft, Undrafted",United States,NBA 1981-1982 Players Information
Kent Benson,C,6-10,235,27,DET,75,4,Indiana,1977 Rnd 1 Pick 1,United States,NBA 1981-1982 Players Information
Larry Bird,SF,6-9,220,25,BOS,77,2,Indiana State,1978 Rnd 1 Pick 6,United States,NBA 1981-1982 Players Information
Otis Birdsong,GF,6-3,190,26,NJN,37,4,Houston,1977 Rnd 1 Pick 2,United States,NBA 1981-1982 Players Information
Rolando Blackman,G,6-6,190,23,DAL,82,0,Kansas State,1981 Rnd 1 Pick 9,PanamaUnited States,NBA 1981-1982 Players Information
Ray Blume,SG,6-4,185,23,CHI,49,0,Oregon State,1981 Rnd 2 Pick 13,United States,NBA 1981-1982 Players Information
Alex Bradley,F,6-6,215,22,NYK,39,0,Villanova,1981 Rnd 4 Pick 17,United States,NBA 1981-1982 Players Information
Charles Bradley,SG,6-5,215,22,BOS,51,0,Wyoming,1981 Rnd 1 Pick 23,United States,NBA 1981-1982 Players Information
Dudley Bradley,GF,6-6,195,24,PHX,64,2,North Carolina,1979 Rnd 1 Pick 13,United States,NBA 1981-1982 Players Information
Brad Branson,FC,6-10,220,23,CLE,10,0,Southern Methodist,1980 Rnd 2 Pick 22,United States,NBA 1981-1982 Players Information
Mike Bratz,G,6-2,185,26,SAS,81,4,Stanford,1977 Rnd 3 Pick 22,United States,NBA 1981-1982 Players Information
