Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Walter Dukes,C,7-0,220,28,DET,72,3,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Boo Ellis,F,6-5,195,23,MIN,72,0,Niagara,1958 Rnd 3 Pick 1,United States,NBA 1958-1959 Players Information
Wayne Embry,C,6-8,240,21,CIN,66,0,Miami (OH),1958 Rnd 3 Pick 7,United States,NBA 1958-1959 Players Information
Dick Farley,GF,6-4,190,26,DET,70,2,Indiana,1954 Rnd 2 Pick 6,United States,NBA 1958-1959 Players Information
Mike Farmer,F,6-7,210,22,NYK,71,0,San Francisco,1958 Rnd 1 Pick 3,United States,NBA 1958-1959 Players Information
Ray Felix,C,6-11,220,28,NYK,72,5,Manchester (ABL) (United States),1953 Rnd 1 Pick 1,United States,NBA 1958-1959 Players Information
Al Ferrari,G,6-2,190,25,STH,72,1,Michigan State,1955 Rnd 3 Pick 1,United States,NBA 1958-1959 Players Information
Ed Fleming,G,6-2,180,25,MIN,71,3,Niagara,1955 Rnd 3 Pick 2,United States,NBA 1958-1959 Players Information
Larry Foust,FC,6-9,215,30,MIN,72,8,La Salle,"1950 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Dave Gambee,F,6-6,215,21,STH,2,0,Oregon State,1958 Rnd 1 Pick 6,United States,NBA 1958-1959 Players Information
Dick Garmaker,GF,6-3,200,26,MIN,72,3,Minnesota,1954 Rnd 9 Pick 8,United States,NBA 1958-1959 Players Information
Jack George,G,6-2,190,30,"NYK, PHI",71,5,La Salle,1953 Rnd 13 Pick 1,United States,NBA 1958-1959 Players Information
Tom Gola,GF,6-6,205,26,PHI,64,2,La Salle,"1955 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Joe Graboski,FC,6-7,195,29,PHI,72,9,Tuley High School (Illinois),"1948 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Si Green,G,6-2,185,25,"CIN, STH",46,1,Duquesne,1956 Rnd 1 Pick 1,United States,NBA 1958-1959 Players Information
Hal Greer,G,6-2,175,22,SYR,68,0,Marshall,1958 Rnd 2 Pick 6,United States,NBA 1958-1959 Players Information
Richie Guerin,SG,6-4,195,26,NYK,70,2,Iona,1954 Rnd 2 Pick 8,United States,NBA 1958-1959 Players Information
Cliff Hagan,GF,6-4,210,27,STH,72,2,Kentucky,1953 Rnd 3 Pick 6,United States,NBA 1958-1959 Players Information
Steve Hamilton,F,6-6,190,23,MIN,67,0,Morehead State,1957 Rnd 9 Pick 5,United States,NBA 1958-1959 Players Information
Vern Hatton,G,6-3,195,23,"CIN, PHI",65,0,Kentucky,1958 Rnd 2 Pick 2,United States,NBA 1958-1959 Players Information
Tommy Heinsohn,PF,6-7,218,24,BOS,66,2,Holy Cross,"1956 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Joe Holup,F,6-6,215,25,DET,68,2,George Washington,1954 Rnd 13 Pick 1,United States,NBA 1958-1959 Players Information
Bob Hopkins,F,6-7,205,24,SYR,67,2,Grambling State,1956 Rnd 10 Pick 5,United States,NBA 1958-1959 Players Information
Hot Rod Hundley,G,6-4,185,24,MIN,71,1,West Virginia,1957 Rnd 1 Pick 1,United States,NBA 1958-1959 Players Information
Andy Johnson,F,6-5,215,26,PHI,64,0, ,"1958 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Neil Johnston,C,6-8,210,30,PHI,30,7,Ohio State,"1948 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
K.C. Jones,G,6-1,200,26,BOS,50,0,San Francisco,1955 Rnd 11 Pick 5,United States,NBA 1958-1959 Players Information
Sam Jones,GF,6-4,198,25,BOS,69,1,North Carolina Central,1956 Rnd 8 Pick 3,United States,NBA 1958-1959 Players Information
Phil Jordon,C,6-10,205,25,DET,72,2,Whitworth University,1956 Rnd 6 Pick 3,United States,NBA 1958-1959 Players Information
Tommy Kearns,G,5-11,188,22,SYR,1,0,North Carolina,1958 Rnd 4 Pick 6,United States,NBA 1958-1959 Players Information
Red Kerr,FC,6-9,230,26,SYR,72,4,Illinois,1954 Rnd 1 Pick 6,United States,NBA 1958-1959 Players Information
Jim Krebs,C,6-8,230,23,MIN,72,1,Southern Methodist,1957 Rnd 1 Pick 3,United States,NBA 1958-1959 Players Information
Slick Leonard,G,6-3,185,26,MIN,59,2,Indiana,1954 Rnd 2 Pick 1,United States,NBA 1958-1959 Players Information
Earl Lloyd,F,6-5,225,30,DET,72,7,West Virginia State,1950 Rnd 9 Pick 5,United States,NBA 1958-1959 Players Information
Jim Loscutoff,F,6-5,200,29,BOS,66,3,Oregon,1955 Rnd 1 Pick 3,United States,NBA 1958-1959 Players Information
Clyde Lovellette,FC,6-10,234,29,STH,70,5,Kansas,1952 Rnd 1 Pick 10,United States,NBA 1958-1959 Players Information
Ed Macauley,FC,6-8,185,30,STH,14,9,Saint Louis,1949 Rnd 1 Pick 5,United States,NBA 1958-1959 Players Information
Tom Marshall,F,6-4,215,28,CIN,17,3,Western Kentucky,1954 Rnd 1 Pick 7,United States,NBA 1958-1959 Players Information
Slater Martin,PG,5-10,170,33,STH,71,9,Texas,1949 Rnd 3 Pick 11,United States,NBA 1958-1959 Players Information
Brendan McCann,G,6-2,178,23,NYK,1,1,St. Bonaventure,1957 Rnd 1 Pick 5,United States,NBA 1958-1959 Players Information
Johnny McCarthy,G,6-0,170,24,CIN,47,1,Canisius,1956 Rnd 4 Pick 1,United States,NBA 1958-1959 Players Information
Dick McGuire,G,6-0,180,33,DET,71,9,St. John's,1949 Rnd 1 Pick 8,United States,NBA 1958-1959 Players Information
Jack McMahon,G,6-1,185,30,STH,72,6,St. John's,1952 Rnd 2 Pick 9,United States,NBA 1958-1959 Players Information
Shellie McMillon,F,6-5,205,22,DET,48,0,Bradley,1958 Rnd 6 Pick 3,United States,NBA 1958-1959 Players Information
Vern Mikkelsen,F,6-7,230,30,MIN,72,9,Hamline,1949 Rnd 1 Pick 11,United States,NBA 1958-1959 Players Information
Willie Naulls,F,6-6,225,24,NYK,68,2,UCLA,1956 Rnd 2 Pick 2,United States,NBA 1958-1959 Players Information
Chuck Noble,SG,6-4,200,27,DET,65,3,Louisville,1954 Rnd 4 Pick 3,United States,NBA 1958-1959 Players Information
Togo Palazzi,F,6-4,205,26,SYR,71,4,Holy Cross,1954 Rnd 1 Pick 5,United States,NBA 1958-1959 Players Information
Jim Palmer,F,6-8,199,25,CIN,67,0,Dayton,1957 Rnd 2 Pick 4,United States,NBA 1958-1959 Players Information
Med Park,GF,6-2,205,25,"CIN, STH",62,3,Missouri,"1955 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Jack Parr,FC,6-9,220,22,CIN,61,0,Kansas State,1958 Rnd 10 Pick 2,United States,NBA 1958-1959 Players Information
Bob Pettit,FC,6-9,205,26,STH,72,4,LSU,1954 Rnd 1 Pick 2,United States,NBA 1958-1959 Players Information
Dave Piontek,F,6-6,230,24,CIN,70,2,Xavier,1956 Rnd 3 Pick 1,United States,NBA 1958-1959 Players Information
Frank Ramsey,F,6-3,190,27,BOS,72,3,Kentucky,1953 Rnd 1 Pick 5,United States,NBA 1958-1959 Players Information
Hub Reed,C,6-9,215,22,STH,65,0,Oklahoma City,1958 Rnd 2 Pick 7,United States,NBA 1958-1959 Players Information
Guy Rodgers,PG,6-0,185,23,PHI,45,0,Temple,"1958 NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Phil Rollins,G,6-2,155,25,"CIN, PHI",44,0,Louisville,1956 Rnd 2 Pick 8,United States,NBA 1958-1959 Players Information
Lennie Rosenbluth,F,6-4,190,26,PHI,29,1,North Carolina,1957 Rnd 1 Pick 6,United States,NBA 1958-1959 Players Information
Bill Russell,C,6-10,215,25,BOS,70,2,San Francisco,1956 Rnd 1 Pick 2,United States,NBA 1958-1959 Players Information
Woody Sauldsberry,FC,6-7,220,24,PHI,72,1,Texas Southern,1957 Rnd 8 Pick 5,United States,NBA 1958-1959 Players Information
Dolph Schayes,FC,6-7,195,30,SYR,72,9,NYU,1948 Rnd 1 Pick 4,United States,NBA 1958-1959 Players Information
Kenny Sears,F,6-9,198,25,NYK,71,3,Santa Clara,1953 Rnd 15 Pick 2,United States,NBA 1958-1959 Players Information
Frank Selvy,SG,6-3,180,26,NYK,68,3,Furman,1954 Rnd 1 Pick 1,United States,NBA 1958-1959 Players Information
Paul Seymour,GF,6-1,180,31,SYR,21,10,," NBA Draft, Undrafted",United States,NBA 1958-1959 Players Information
Charlie Share,C,6-11,235,31,STH,72,7,Bowling Green,1950 Rnd 1 Pick 1,United States,NBA 1958-1959 Players Information
Bill Sharman,G,6-1,175,32,BOS,72,8,USC,1950 Rnd 2 Pick 5,United States,NBA 1958-1959 Players Information
Gene Shue,G,6-2,170,27,DET,72,4,Maryland,1954 Rnd 1 Pick 3,United States,NBA 1958-1959 Players Information
Ron Sobiezczyk,G,6-3,185,24,NYK,50,2,DePaul,1956 Rnd 1 Pick 6,United States,NBA 1958-1959 Players Information
Guy Sparrow,F,6-5,200,26,"NYK, PHI",66,1,Detroit-Mercy,1955 Rnd 3 Pick 5,United States,NBA 1958-1959 Players Information
Larry Staverman,PF,6-7,205,22,CIN,56,0,Thomas More,1958 Rnd 9 Pick 2,United States,NBA 1958-1959 Players Information
Ben Swain,C,6-8,220,25,BOS,58,0,Texas Southern,1958 Rnd 1 Pick 7,United States,NBA 1958-1959 Players Information
Lou Tsioropoulos,SF,6-5,190,28,BOS,35,2,Kentucky,1953 Rnd 7 Pick 6,United States,NBA 1958-1959 Players Information
Jack Twyman,F,6-6,210,24,CIN,72,3,Cincinnati,1955 Rnd 2 Pick 2,United States,NBA 1958-1959 Players Information
Charlie Tyra,FC,6-8,230,23,NYK,69,1,Louisville,1957 Rnd 1 Pick 2,United States,NBA 1958-1959 Players Information
Win Wilfong,G,6-2,185,25,STH,63,1,Memphis,1957 Rnd 1 Pick 4,United States,NBA 1958-1959 Players Information
George Yardley,GF,6-5,190,30,"DET, SYR",61,5,Stanford,1950 Rnd 1 Pick 8,United States,NBA 1958-1959 Players Information
