Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Bob Cousy,PG,6-1,175,24,BOS,71,2,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Dillard Crocker,GF,6-4,205,28,MIL,61,3,Western Michigan,"1948 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Pete Darcey,F,6-7,217,22,MIL,12,0,Oklahoma State,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bob Davies,G,6-1,175,33,ROR,66,4,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Blaine Denning,G,6-2,175,22,BAL,1,0,Lawrence Tech (MI),1952 Rnd 4 Pick 2,United States,NBA 1952-1953 Players Information
Bob Donham,G,6-2,190,26,BOS,71,2,Ohio State,1950 Rnd 3 Pick 1,United States,NBA 1952-1953 Players Information
Dike Eddleman,SF,6-3,189,30,FWP,69,3,Illinois,1949 Rnd 3 Pick 10,United States,NBA 1952-1953 Players Information
George Feigenbaum,PG,6-1,185,23,MIL,5,1,Kentucky,"1949 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Jake Fendley,G,6-0,180,23,FWP,44,1,Northwestern,1951 Rnd 3 Pick 4,United States,NBA 1952-1953 Players Information
Danny Finn,G,6-1,185,24,PHI,30,0,St. John's,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Jerry Fleishman,G,6-2,190,31,PHI,33,4,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Larry Foust,FC,6-9,215,24,FWP,67,2,La Salle,"1950 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Joe Fulks,SF,6-5,190,31,PHI,69,6,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bill Gabor,SG,5-11,170,30,SYR,69,3,Syracuse,1948 Rnd 2 Pick 10,United States,NBA 1952-1953 Players Information
Harry Gallatin,FC,6-6,210,25,NYK,70,4,Truman State,1947 Rnd 4 Pick 10,United States,NBA 1952-1953 Players Information
Joe Graboski,FC,6-7,195,23,IND,69,3,Tuley High School (Illinois),"1948 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Dick Groat,PG,5-11,180,22,FWP,26,0,Duke,1952 Rnd 1 Pick 3,United States,NBA 1952-1953 Players Information
Alex Hannum,FC,6-7,210,29,ROR,67,3,USC,1948 Rnd 4 Pick 2,United States,NBA 1952-1953 Players Information
Don Hanrahan,F,6-7,190,24,IND,18,0,Loyola (IL),"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bob A. Harris,F,6-7,195,25,BOS,70,3,Oklahoma State,1949 Rnd 1 Pick 3,United States,NBA 1952-1953 Players Information
Bob Harrison,G,6-1,190,25,MIN,70,3,Michigan,1949 Rnd 2 Pick 11,United States,NBA 1952-1953 Players Information
Don Henriksen,FC,6-7,225,23,BAL,68,0,California,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Kleggie Hermsen,FC,6-9,225,29,"BOS, IND",10,5,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Lew Hitch,FC,6-8,200,23,MIN,69,1,Kansas State,1951 Rnd 2 Pick 10,United States,NBA 1952-1953 Players Information
Paul Hoffman,GF,6-2,195,27,BAL,69,3,Purdue,1947 Rnd 5 Pick 2,United States,NBA 1952-1953 Players Information
Jim Holstein,SF,6-3,180,22,MIN,66,0,Cincinnati,1952 Rnd 2 Pick 10,United States,NBA 1952-1953 Players Information
Red Holzman,G,5-10,175,32,ROR,46,4,City College of New York,"1947 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Mel Hutchins,FC,6-6,200,24,MIL,70,1,Brigham Young,1951 Rnd 1 Pick 2,United States,NBA 1952-1953 Players Information
Arnie Johnson,F,6-5,236,32,ROR,70,4,Bemidji State,"1947 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Ralph Johnson,G,5-11,170,31,FWP,3,3,Huntington (IN),"1948 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Neil Johnston,C,6-8,210,24,PHI,69,1,Ohio State,"1948 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Noble Jorgensen,FC,6-9,228,27,SYR,70,4,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
George Kaftan,G,6-3,190,25,BAL,22,4,Holy Cross,1949 Rnd 2 Pick 4,United States,NBA 1952-1953 Players Information
Jack Kerris,F,6-6,215,28,"BAL, FWP",69,3,Loyola (IL),1949 Rnd 1 Pick 10,United States,NBA 1952-1953 Players Information
Jack Kiley,G,6-1,170,24,FWP,6,1,Syracuse,1951 Rnd 2 Pick 4,United States,NBA 1952-1953 Players Information
George King,G,6-0,175,24,SYR,71,1,University of Charleston,1950 Rnd 8 Pick 6,United States,NBA 1952-1953 Players Information
Frank Kudelka,GF,6-2,193,27,"BAL, PHI",38,3,Saint Mary's,"1949 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bob Lavoy,F,6-7,185,26,IND,70,2,Western Kentucky,1950 Rnd 1 Pick 9,United States,NBA 1952-1953 Players Information
Andrew Levane,G,6-2,190,32,MIL,7,2,St. John's,"1947 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Earl Lloyd,F,6-5,225,24,SYR,64,1,West Virginia State,1950 Rnd 9 Pick 5,United States,NBA 1952-1953 Players Information
Bob Lochmueller,GF,6-5,185,25,SYR,62,0,Louisville,1952 Rnd 1 Pick 8,United States,NBA 1952-1953 Players Information
Don Lofgran,F,6-5,200,24,PHI,63,2,San Francisco,1950 Rnd 1 Pick 12,United States,NBA 1952-1953 Players Information
Ray Lumpp,G,6-1,178,29,"BAL, NYK",50,4,NYU,1948 Rnd 2 Pick 2,United States,NBA 1952-1953 Players Information
Ed Macauley,FC,6-8,185,24,BOS,69,3,Saint Louis,1949 Rnd 1 Pick 5,United States,NBA 1952-1953 Players Information
John Mahnken,C,6-8,220,30,BOS,69,6,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Mo Mahoney,G,6-2,205,25,BOS,6,0,Brown,1950 Rnd 6 Pick 1,United States,NBA 1952-1953 Players Information
Slater Martin,PG,5-10,170,27,MIN,70,3,Texas,1949 Rnd 3 Pick 11,United States,NBA 1952-1953 Players Information
Al Masino,G,5-10,174,25,MIL,69,0,Canisius,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Jack McCloskey,G,6-2,190,27,PHI,1,0,Pennsylvania,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bucky McConnell,G,5-10,170,24,MIL,14,0,Marshall,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Al McGuire,PG,6-2,180,24,NYK,57,1,St. John's,1951 Rnd 6 Pick 6,United States,NBA 1952-1953 Players Information
Dick McGuire,G,6-0,180,27,NYK,62,3,St. John's,1949 Rnd 1 Pick 8,United States,NBA 1952-1953 Players Information
George McLeod,GF,6-5,201,22,BAL,9,0,TCU,1952 Rnd 4 Pick 1,United States,NBA 1952-1953 Players Information
Jack McMahon,G,6-1,185,24,ROR,70,0,St. John's,1952 Rnd 2 Pick 9,United States,NBA 1952-1953 Players Information
Monk Meineke,PF,6-7,208,22,FWP,68,0,Dayton,1952 Rnd 2 Pick 3,United States,NBA 1952-1953 Players Information
Stan Miasek,F,6-5,210,28,"BAL, MIL",67,5,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Ed Mikan,FC,6-8,229,27,"IND, PHI",61,4,DePaul,1948 Rnd 1 Pick 5,United States,NBA 1952-1953 Players Information
George Mikan,C,6-10,245,28,MIN,70,4,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Vern Mikkelsen,F,6-7,230,24,MIN,70,3,Hamline,1949 Rnd 1 Pick 11,United States,NBA 1952-1953 Players Information
Eddie Miller,F,6-8,225,21,"BAL, MIL",62,0,Syracuse,1952 Rnd 2 Pick 1,United States,NBA 1952-1953 Players Information
Dave Minor,G,6-2,185,31,"BAL, MIL",59,1,UCLA,"1948 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bill Mlkvy,GF,6-4,190,22,PHI,29,0,Temple,1952 Rnd 1 Pick 4,United States,NBA 1952-1953 Players Information
Jim Mooney,F,6-5,215,22,PHI,18,0,Villanova,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Bob Naber,GF,6-3,185,23,IND,4,0,Louisville,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Jack Nichols,F,6-7,222,26,MIL,69,3,Washington,1948 Rnd 1 Pick 12,United States,NBA 1952-1953 Players Information
John O'Boyle,G,6-2,185,24,MIL,5,0,Colorado State,"1951 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Ralph O'Brien,G,5-9,160,24,"BAL, FWP, IND",55,1,Butler,1950 Rnd 6 Pick 9,United States,NBA 1952-1953 Players Information
Mike O'Neill,GF,6-3,210,-,MIL,4,0,California,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Kevin O'Shea,G,6-2,175,27,BAL,45,2,Notre Dame,1950 Rnd 1 Pick 11,United States,NBA 1952-1953 Players Information
Wally Osterkorn,FC,6-5,215,24,SYR,49,1,Illinois,1950 Rnd 2 Pick 6,United States,NBA 1952-1953 Players Information
Don Otten,C,6-10,240,31,MIL,24,3,Bowling Green,"1947 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Claude Overton,G,6-2,195,25,PHI,15,0,East Central,1950 Rnd 5 Pick 5,United States,NBA 1952-1953 Players Information
Johnny Payak,SG,6-2,174,26,MIL,67,1,Bowling Green,"1949 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Mel Payton,GF,6-4,185,26,IND,66,1,Tulane,1951 Rnd 2 Pick 9,United States,NBA 1952-1953 Players Information
Andy Phillip,GF,6-2,195,30,"FWP, PHI",70,5,Illinois,1947 Rnd 5 Pick 7,United States,NBA 1952-1953 Players Information
Jim Pollard,F,6-4,185,30,MIN,66,4,Stanford,1947 Rnd 7 Pick 5,United States,NBA 1952-1953 Players Information
Ralph Polson,F,6-7,200,23,"NYK, PHI",48,0,Whitworth University,1952 Rnd 1 Pick 6,United States,NBA 1952-1953 Players Information
Bob Priddy,G,6-3,190,22,BAL,16,0,New Mexico State,1952 Rnd 6 Pick 2,United States,NBA 1952-1953 Players Information
Moe Radovich,G,6-0,160,23,PHI,4,0,Wyoming,1952 Rnd 3 Pick 4,United States,NBA 1952-1953 Players Information
Sherwin Raiken,G,6-2,185,24,NYK,6,0,Villanova,"1952 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
George Ratkovicz,FC,6-6,220,30,"BAL, MIL",70,3,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Gene Rhodes,G,6-1,170,25,IND,64,0,Western Kentucky,1952 Rnd 4 Pick 5,United States,NBA 1952-1953 Players Information
Arnie Risen,C,6-9,200,28,ROR,68,4,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Red Rocha,FC,6-9,185,29,SYR,69,5,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Kenny Rollins,G,6-0,168,29,BOS,41,2,Kentucky,1948 Rnd 3 Pick 8,United States,NBA 1952-1953 Players Information
Pep Saul,GF,6-2,185,29,MIN,70,3,Seton Hall,1949 Rnd 1 Pick 12,United States,NBA 1952-1953 Players Information
Fred Schaus,GF,6-5,205,27,FWP,69,3,West Virginia,1949 Rnd 3 Pick 3,United States,NBA 1952-1953 Players Information
Dolph Schayes,FC,6-7,195,24,SYR,71,3,NYU,1948 Rnd 1 Pick 4,United States,NBA 1952-1953 Players Information
Howie Schultz,GF,6-6,190,30,MIN,40,2,Hamline,"1949 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Fred Scolari,PG,5-10,180,31,"BAL, FWP",62,6,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
George Senesky,G,6-2,179,30,PHI,68,6,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Paul Seymour,GF,6-1,180,25,SYR,67,4,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Charlie Share,C,6-11,235,25,FWP,67,1,Bowling Green,1950 Rnd 1 Pick 1,United States,NBA 1952-1953 Players Information
Bill Sharman,G,6-1,175,26,BOS,71,2,USC,1950 Rnd 2 Pick 5,United States,NBA 1952-1953 Players Information
Connie Simmons,F,6-8,222,27,NYK,65,6,," NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Whitey Skoog,G,5-11,180,26,MIN,67,1,Minnesota,1951 Rnd 1 Pick 10,United States,NBA 1952-1953 Players Information
Odie Spears,GF,6-5,205,27,ROR,62,3,Western Kentucky,1948 Rnd 4 Pick 5,United States,NBA 1952-1953 Players Information
Dick Surhoff,GF,6-4,210,23,NYK,25,0,Long Island,1952 Rnd 6 Pick 6,United States,NBA 1952-1953 Players Information
Bill Tosheff,G,6-1,170,26,IND,67,1,Indiana,1951 Rnd 4 Pick 3,United States,NBA 1952-1953 Players Information
Ernie Vandeweghe,G,6-3,195,24,NYK,61,3,Colgate,1949 Rnd 3 Pick 8,Canada,NBA 1952-1953 Players Information
Paul Walther,G,6-2,160,25,IND,67,3,Tennessee,1949 Rnd 4 Pick 9,United States,NBA 1952-1953 Players Information
Bobby Wanzer,G,6-0,170,31,ROR,70,4,Seton Hall,1948 Rnd 1 Pick 10,United States,NBA 1952-1953 Players Information
Mark Workman,FC,6-9,215,22,"MIL, PHI",60,0,West Virginia,1952 Rnd 1 Pick 1,United States,NBA 1952-1953 Players Information
Max Zaslofsky,SG,6-2,170,27,NYK,29,6,St. John's,"1950 NBA Draft, Undrafted",United States,NBA 1952-1953 Players Information
Zeke Zawoluk,FC,6-7,216,22,IND,40,0,St. John's,1952 Rnd 2 Pick 5,United States,NBA 1952-1953 Players Information
