Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Forest Able,G,6-3,175,24,SYR,1,0,Western Kentucky,1956 Rnd 3 Pick 5,United States,NBA 1956-1957 Players Information
Paul Arizin,GF,6-4,190,28,PHI,71,4,Villanova,1950 Rnd 1 Pick 3,United States,NBA 1956-1957 Players Information
Bob Armstrong,F,6-8,220,23,PHI,20,0,Michigan State,1955 Rnd 6 Pick 2,United States,NBA 1956-1957 Players Information
Jim Baechtold,F,6-4,205,29,NYK,45,4,Eastern Kentucky,1952 Rnd 1 Pick 2,United States,NBA 1956-1957 Players Information
John Barber,F,6-6,210,29,STH,5,0,Cal State Los Angeles,1956 Rnd 7 Pick 3,United States,NBA 1956-1957 Players Information
Ernie Beck,GF,6-4,190,25,PHI,72,2,Pennsylvania,"1953 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Irv Bemoras,GF,6-3,185,26,STH,62,1,Illinois,1953 Rnd 3 Pick 3,United States,NBA 1956-1957 Players Information
Gary Bergen,C,6-8,210,24,NYK,5,0,Utah,1956 Rnd 2 Pick 4,United States,NBA 1956-1957 Players Information
Al Bianchi,G,6-3,185,24,SYR,68,0,Bowling Green,1954 Rnd 2 Pick 9,United States,NBA 1956-1957 Players Information
Carl Braun,SG,6-5,180,29,NYK,72,7,," NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Bob Burrow,C,6-7,228,22,ROR,66,0,Kentucky,1956 Rnd 2 Pick 1,United States,NBA 1956-1957 Players Information
Nat Clifton,PF,6-6,220,34,NYK,72,6,," NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Jack Coleman,PF,6-7,195,32,STH,72,7,Louisville,1948 Rnd 3 Pick 1,United States,NBA 1956-1957 Players Information
Ed Conlin,F,6-5,200,23,SYR,71,1,Fordham,1955 Rnd 1 Pick 5,United States,NBA 1956-1957 Players Information
Larry Costello,PG,6-1,186,25,PHI,72,1,Niagara,1954 Rnd 2 Pick 3,United States,NBA 1956-1957 Players Information
Bob Cousy,PG,6-1,175,28,BOS,64,6,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Walt Davis,FC,6-8,205,26,PHI,65,3,Texas A&M,1952 Rnd 2 Pick 4,United States,NBA 1956-1957 Players Information
George Dempsey,PG,6-2,190,27,PHI,71,2,King's College (NY),1951 Rnd 7 Pick 9,United States,NBA 1956-1957 Players Information
Corky Devlin,F,6-5,200,25,FWP,71,1,George Washington,1955 Rnd 2 Pick 3,United States,NBA 1956-1957 Players Information
Walter Dukes,C,7-0,220,26,MIN,71,1,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Ray Felix,C,6-11,220,26,NYK,72,3,Manchester (ABL) (United States),1953 Rnd 1 Pick 1,United States,NBA 1956-1957 Players Information
Ed Fleming,G,6-2,180,23,ROR,51,1,Niagara,1955 Rnd 3 Pick 2,United States,NBA 1956-1957 Players Information
Larry Foust,FC,6-9,215,28,FWP,61,6,La Salle,"1950 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Harry Gallatin,FC,6-6,210,29,NYK,72,8,Truman State,1947 Rnd 4 Pick 10,United States,NBA 1956-1957 Players Information
Dick Garmaker,GF,6-3,200,24,MIN,72,1,Minnesota,1954 Rnd 9 Pick 8,United States,NBA 1956-1957 Players Information
Jack George,G,6-2,190,28,PHI,67,3,La Salle,1953 Rnd 13 Pick 1,United States,NBA 1956-1957 Players Information
Joe Graboski,FC,6-7,195,27,PHI,72,7,Tuley High School (Illinois),"1948 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Si Green,G,6-2,185,23,ROR,13,0,Duquesne,1956 Rnd 1 Pick 1,United States,NBA 1956-1957 Players Information
Richie Guerin,SG,6-4,195,24,NYK,72,0,Iona,1954 Rnd 2 Pick 8,United States,NBA 1956-1957 Players Information
Cliff Hagan,GF,6-4,210,25,STH,67,0,Kentucky,1953 Rnd 3 Pick 6,United States,NBA 1956-1957 Players Information
Alex Hannum,FC,6-7,210,33,"FWP, STH",59,7,USC,1948 Rnd 4 Pick 2,United States,NBA 1956-1957 Players Information
Bob Harrison,G,6-1,190,29,SYR,56,7,Michigan,1949 Rnd 2 Pick 11,United States,NBA 1956-1957 Players Information
Tommy Heinsohn,PF,6-7,218,22,BOS,72,0,Holy Cross,"1956 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Dick Hemric,F,6-6,220,23,BOS,67,1,Wake Forest,1955 Rnd 2 Pick 4,United States,NBA 1956-1957 Players Information
Larry Hennessy,G,6-3,185,27,SYR,19,1,Villanova,1953 Rnd 2 Pick 1,United States,NBA 1956-1957 Players Information
Lew Hitch,FC,6-8,200,27,"PHI, ROR",68,5,Kansas State,1951 Rnd 2 Pick 10,United States,NBA 1956-1957 Players Information
Joe Holup,F,6-6,215,23,SYR,71,0,George Washington,1954 Rnd 13 Pick 1,United States,NBA 1956-1957 Players Information
Bob Hopkins,F,6-7,205,22,SYR,62,0,Grambling State,1956 Rnd 10 Pick 5,United States,NBA 1956-1957 Players Information
Bob Houbregs,FC,6-7,210,24,FWP,61,3,Washington,1953 Rnd 1 Pick 2,Canada,NBA 1956-1957 Players Information
Mel Hutchins,FC,6-6,200,28,FWP,72,5,Brigham Young,1951 Rnd 1 Pick 2,United States,NBA 1956-1957 Players Information
Neil Johnston,C,6-8,210,28,PHI,69,5,Ohio State,"1948 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Phil Jordon,C,6-10,205,23,NYK,8,0,Whitworth University,1956 Rnd 6 Pick 3,United States,NBA 1956-1957 Players Information
Ed Kalafat,F,6-6,245,24,MIN,65,2,Minnesota,1954 Rnd 1 Pick 9,United States,NBA 1956-1957 Players Information
Billy Kenville,G,6-2,187,26,FWP,71,3,St. Bonaventure,1953 Rnd 3 Pick 7,United States,NBA 1956-1957 Players Information
Red Kerr,FC,6-9,230,24,SYR,72,2,Illinois,1954 Rnd 1 Pick 6,United States,NBA 1956-1957 Players Information
Hal Lear,G,5-11,163,22,PHI,3,0,Temple,1956 Rnd 1 Pick 7,United States,NBA 1956-1957 Players Information
Slick Leonard,G,6-3,185,24,MIN,72,0,Indiana,1954 Rnd 2 Pick 1,United States,NBA 1956-1957 Players Information
Earl Lloyd,F,6-5,225,28,SYR,72,5,West Virginia State,1950 Rnd 9 Pick 5,United States,NBA 1956-1957 Players Information
Jim Loscutoff,F,6-5,200,27,BOS,70,1,Oregon,1955 Rnd 1 Pick 3,United States,NBA 1956-1957 Players Information
Clyde Lovellette,FC,6-10,234,27,MIN,69,3,Kansas,1952 Rnd 1 Pick 10,United States,NBA 1956-1957 Players Information
Ed Macauley,FC,6-8,185,28,STH,72,7,Saint Louis,1949 Rnd 1 Pick 5,United States,NBA 1956-1957 Players Information
Tom Marshall,F,6-4,215,26,ROR,40,1,Western Kentucky,1954 Rnd 1 Pick 7,United States,NBA 1956-1957 Players Information
Slater Martin,PG,5-10,170,31,"NYK, STH",66,7,Texas,1949 Rnd 3 Pick 11,United States,NBA 1956-1957 Players Information
Johnny McCarthy,G,6-0,170,22,ROR,70,0,Canisius,1956 Rnd 4 Pick 1,United States,NBA 1956-1957 Players Information
Dick McGuire,G,6-0,180,31,NYK,72,7,St. John's,1949 Rnd 1 Pick 8,United States,NBA 1956-1957 Players Information
Jack McMahon,G,6-1,185,28,STH,72,4,St. John's,1952 Rnd 2 Pick 9,United States,NBA 1956-1957 Players Information
Chuck Mencel,G,5-11,170,23,MIN,72,1,Minnesota,1955 Rnd 2 Pick 6,United States,NBA 1956-1957 Players Information
Vern Mikkelsen,F,6-7,230,28,MIN,72,7,Hamline,1949 Rnd 1 Pick 11,United States,NBA 1956-1957 Players Information
Jackie Moore,F,6-5,190,24,PHI,56,2,La Salle,"1954 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Willie Naulls,F,6-6,225,22,"NYK, STH",71,0,UCLA,1956 Rnd 2 Pick 2,United States,NBA 1956-1957 Players Information
Jack Nichols,F,6-7,222,30,BOS,62,7,Washington,1948 Rnd 1 Pick 12,United States,NBA 1956-1957 Players Information
Chuck Noble,SG,6-4,200,25,FWP,55,1,Louisville,1954 Rnd 4 Pick 3,United States,NBA 1956-1957 Players Information
Togo Palazzi,F,6-4,205,24,"BOS, SYR",63,2,Holy Cross,1954 Rnd 1 Pick 5,United States,NBA 1956-1957 Players Information
Med Park,GF,6-2,205,23,STH,66,1,Missouri,"1955 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
"Jim Paxson, Sr.",GF,6-6,200,24,MIN,71,0,Dayton,1954 Rnd 11 Pick 6,United States,NBA 1956-1957 Players Information
Bob Pettit,FC,6-9,205,24,STH,71,2,LSU,1954 Rnd 1 Pick 2,United States,NBA 1956-1957 Players Information
Andy Phillip,GF,6-2,195,34,BOS,68,9,Illinois,1947 Rnd 5 Pick 7,United States,NBA 1956-1957 Players Information
Dave Piontek,F,6-6,230,22,ROR,71,0,Xavier,1956 Rnd 3 Pick 1,United States,NBA 1956-1957 Players Information
Frank Ramsey,F,6-3,190,25,BOS,35,1,Kentucky,1953 Rnd 1 Pick 5,United States,NBA 1956-1957 Players Information
Jim Ray,PG,6-1,180,23,SYR,5,0,Toledo,1956 Rnd 5 Pick 5,United States,NBA 1956-1957 Players Information
Richie Regan,G,6-2,180,26,ROR,71,1,Seton Hall,1953 Rnd 1 Pick 4,United States,NBA 1956-1957 Players Information
Dick Ricketts,F,6-7,215,23,ROR,72,1,Duquesne,1955 Rnd 1 Pick 1,United States,NBA 1956-1957 Players Information
Arnie Risen,C,6-9,200,32,BOS,43,8,," NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Red Rocha,FC,6-9,185,33,FWP,72,8,," NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Dick Rosenthal,F,6-5,205,27,FWP,17,1,Notre Dame,1954 Rnd 1 Pick 4,United States,NBA 1956-1957 Players Information
Bill Russell,C,6-10,215,23,BOS,48,0,San Francisco,1956 Rnd 1 Pick 2,United States,NBA 1956-1957 Players Information
Don Savage,SF,6-3,205,28,SYR,5,1,Le Moyne,1951 Rnd 2 Pick 5,United States,NBA 1956-1957 Players Information
Bob Schafer,G,6-2,165,-,SYR,1,1,Villanova,1955 Rnd 3 Pick 3,United States,NBA 1956-1957 Players Information
Dolph Schayes,FC,6-7,195,28,SYR,72,7,NYU,1948 Rnd 1 Pick 4,United States,NBA 1956-1957 Players Information
Dick Schnittker,PF,6-5,200,28,MIN,70,4,Ohio State,1950 Rnd 1 Pick 5,United States,NBA 1956-1957 Players Information
Kenny Sears,F,6-9,198,23,NYK,72,1,Santa Clara,1953 Rnd 15 Pick 2,United States,NBA 1956-1957 Players Information
Paul Seymour,GF,6-1,180,29,SYR,63,8,," NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
Charlie Share,C,6-11,235,29,STH,72,5,Bowling Green,1950 Rnd 1 Pick 1,United States,NBA 1956-1957 Players Information
Bill Sharman,G,6-1,175,30,BOS,67,6,USC,1950 Rnd 2 Pick 5,United States,NBA 1956-1957 Players Information
Ronnie Shavlik,PF,6-8,200,23,NYK,7,0,NC State,1956 Rnd 1 Pick 4,United States,NBA 1956-1957 Players Information
Gene Shue,G,6-2,170,25,FWP,72,2,Maryland,1954 Rnd 1 Pick 3,United States,NBA 1956-1957 Players Information
Whitey Skoog,G,5-11,180,30,MIN,24,5,Minnesota,1951 Rnd 1 Pick 10,United States,NBA 1956-1957 Players Information
Ron Sobiezczyk,G,6-3,185,22,NYK,71,0,DePaul,1956 Rnd 1 Pick 6,United States,NBA 1956-1957 Players Information
Odie Spears,GF,6-5,205,31,STH,7,7,Western Kentucky,1948 Rnd 4 Pick 5,United States,NBA 1956-1957 Players Information
Art Spoelstra,C,6-10,205,24,ROR,69,2,Western Kentucky,1954 Rnd 4 Pick 7,United States,NBA 1956-1957 Players Information
Norm Stewart,,-,-,22,STH,5,0,Missouri,1956 Rnd 5 Pick 2,United States,NBA 1956-1957 Players Information
Maurice Stokes,FC,6-7,232,23,ROR,72,1,St. Francis (PA),1955 Rnd 1 Pick 2,United States,NBA 1956-1957 Players Information
Bill Thieben,F,6-6,195,21,FWP,58,0,Hofstra,1956 Rnd 3 Pick 7,United States,NBA 1956-1957 Players Information
Lou Tsioropoulos,SF,6-5,190,26,BOS,52,0,Kentucky,1953 Rnd 7 Pick 6,United States,NBA 1956-1957 Players Information
Jim Tucker,C,6-8,185,24,SYR,9,2,Duquesne,1954 Rnd 3 Pick 6,United States,NBA 1956-1957 Players Information
Jack Twyman,F,6-6,210,22,ROR,72,1,Cincinnati,1955 Rnd 2 Pick 2,United States,NBA 1956-1957 Players Information
Bobby Wanzer,G,6-0,170,35,ROR,22,8,Seton Hall,1948 Rnd 1 Pick 10,United States,NBA 1956-1957 Players Information
Bob Williams,F,6-6,230,25,MIN,5,1,Florida A&M,"1955 NBA Draft, Undrafted",United States,NBA 1956-1957 Players Information
George Yardley,GF,6-5,190,28,FWP,72,3,Stanford,1950 Rnd 1 Pick 8,United States,NBA 1956-1957 Players Information
