Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Gary Alcorn,C,6-8,225,23,DET,58,0,Fresno State,1959 Rnd 3 Pick 2,United States,NBA 1959-1960 Players Information
Bob Anderegg,G,6-3,200,22,NYK,31,0,Michigan State,1959 Rnd 3 Pick 6,United States,NBA 1959-1960 Players Information
Paul Arizin,GF,6-4,190,31,PHI,72,7,Villanova,1950 Rnd 1 Pick 3,United States,NBA 1959-1960 Players Information
Dick Barnett,SG,6-4,190,23,SYR,57,0,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1959-1960 Players Information
Elgin Baylor,F,6-5,225,25,MIN,70,1,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1959-1960 Players Information
Ernie Beck,GF,6-4,190,28,PHI,67,5,Pennsylvania,"1953 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Whitey Bell,PG,6-0,180,27,NYK,31,0,NC State,"1958 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Al Bianchi,G,6-3,185,27,SYR,69,3,Bowling Green,1954 Rnd 2 Pick 9,United States,NBA 1959-1960 Players Information
Bucky Bockhorn,G,6-4,195,26,CIN,75,1,Dayton,1958 Rnd 3 Pick 2,United States,NBA 1959-1960 Players Information
Carl Braun,SG,6-5,180,32,NYK,54,10,," NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Barney Cable,F,6-7,175,24,"DET, SYR",56,1,Bradley,1958 Rnd 2 Pick 3,United States,NBA 1959-1960 Players Information
Wilt Chamberlain,C,7-1,265,23,PHI,72,0,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Gene Conley,PF,6-8,225,29,BOS,71,2,Washington State,1952 Rnd 10 Pick 4,United States,NBA 1959-1960 Players Information
Ed Conlin,F,6-5,200,26,DET,70,4,Fordham,1955 Rnd 1 Pick 5,United States,NBA 1959-1960 Players Information
Larry Costello,PG,6-1,186,28,SYR,71,4,Niagara,1954 Rnd 2 Pick 3,United States,NBA 1959-1960 Players Information
Bob Cousy,PG,6-1,175,31,BOS,75,9,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Archie Dees,FC,6-8,205,24,DET,73,1,Indiana,1958 Rnd 1 Pick 2,United States,NBA 1959-1960 Players Information
Connie Dierking,C,6-9,222,23,SYR,71,1,Cincinnati,1958 Rnd 1 Pick 5,United States,NBA 1959-1960 Players Information
Walter Dukes,C,7-0,220,29,DET,67,4,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Boo Ellis,F,6-5,195,24,MIN,45,1,Niagara,1958 Rnd 3 Pick 1,United States,NBA 1959-1960 Players Information
Wayne Embry,C,6-8,240,22,CIN,73,1,Miami (OH),1958 Rnd 3 Pick 7,United States,NBA 1959-1960 Players Information
Mike Farmer,F,6-7,210,23,NYK,67,1,San Francisco,1958 Rnd 1 Pick 3,United States,NBA 1959-1960 Players Information
Ray Felix,C,6-11,220,29,"MIN, NYK",47,6,Manchester (ABL) (United States),1953 Rnd 1 Pick 1,United States,NBA 1959-1960 Players Information
Al Ferrari,G,6-2,190,26,STH,71,2,Michigan State,1955 Rnd 3 Pick 1,United States,NBA 1959-1960 Players Information
Bob Ferry,FC,6-8,230,22,STH,62,0,Saint Louis,"1959 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Ed Fleming,G,6-2,180,26,MIN,27,4,Niagara,1955 Rnd 3 Pick 2,United States,NBA 1959-1960 Players Information
Larry Foust,FC,6-9,215,31,"MIN, STH",72,9,La Salle,"1950 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Dave Gambee,F,6-6,215,22,"CIN, STH",60,1,Oregon State,1958 Rnd 1 Pick 6,United States,NBA 1959-1960 Players Information
Dick Garmaker,GF,6-3,200,27,"MIN, NYK",70,4,Minnesota,1954 Rnd 9 Pick 8,United States,NBA 1959-1960 Players Information
Jack George,G,6-2,190,31,NYK,69,6,La Salle,1953 Rnd 13 Pick 1,United States,NBA 1959-1960 Players Information
Tom Gola,GF,6-6,205,27,PHI,75,3,La Salle,"1955 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Joe Graboski,FC,6-7,195,30,PHI,73,10,Tuley High School (Illinois),"1948 NBA Draft, Undrafted",United States,NBA 1959-1960 Players Information
Johnny Green,SF,6-5,200,26,NYK,69,0,Michigan State,1959 Rnd 1 Pick 5,United States,NBA 1959-1960 Players Information
Si Green,G,6-2,185,26,STH,69,2,Duquesne,1956 Rnd 1 Pick 1,United States,NBA 1959-1960 Players Information
Hal Greer,G,6-2,175,23,SYR,70,1,Marshall,1958 Rnd 2 Pick 6,United States,NBA 1959-1960 Players Information
Gene Guarilia,F,6-6,215,22,BOS,44,0,George Washington,1959 Rnd 2 Pick 8,United States,NBA 1959-1960 Players Information
Richie Guerin,SG,6-4,195,27,NYK,74,3,Iona,1954 Rnd 2 Pick 8,United States,NBA 1959-1960 Players Information
Cliff Hagan,GF,6-4,210,28,STH,75,3,Kentucky,1953 Rnd 3 Pick 6,United States,NBA 1959-1960 Players Information
Steve Hamilton,F,6-6,190,24,MIN,15,1,Morehead State,1957 Rnd 9 Pick 5,United States,NBA 1959-1960 Players Information
Vern Hatton,G,6-3,195,24,PHI,67,1,Kentucky,1958 Rnd 2 Pick 2,United States,NBA 1959-1960 Players Information
