Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Terry Catledge,F,6-8,220,25,WAS,79,3,South Alabama,1985 Rnd 1 Pick 21,United States,NBA 1988-1989 Players Information
Ron Cavenall,C,7-1,230,29,NJN,5,1,Texas Southern,"1981 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Tom Chambers,PF,6-10,220,29,PHX,81,7,Utah,1981 Rnd 1 Pick 8,United States,NBA 1988-1989 Players Information
Mike Champion,PF,6-10,230,24,SEA,2,0,Gonzaga,"1987 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Rex Chapman,SG,6-4,185,21,CHA,75,0,Kentucky,1988 Rnd 1 Pick 8,United States,NBA 1988-1989 Players Information
Mo Cheeks,PG,6-1,180,32,PHI,71,10,West Texas A&M,1978 Rnd 2 Pick 14,United States,NBA 1988-1989 Players Information
Derrick Chievous,F,6-7,185,21,HOU,81,0,Missouri,1988 Rnd 1 Pick 16,United States,NBA 1988-1989 Players Information
Ben Coleman,F,6-9,235,27,PHI,58,3,Maryland,1984 Rnd 2 Pick 13,United States,NBA 1988-1989 Players Information
Steve Colter,G,6-3,165,26,WAS,80,4,New Mexico State,1984 Rnd 2 Pick 9,United States,NBA 1988-1989 Players Information
Dallas Comegys,PF,6-9,205,24,SAS,67,1,DePaul,1987 Rnd 1 Pick 21,United States,NBA 1988-1989 Players Information
Lester Conner,G,6-4,180,29,NJN,82,5,Oregon State,1982 Rnd 1 Pick 14,United States,NBA 1988-1989 Players Information
Darwin Cook,G,6-3,184,30,"DEN, SAN",66,0,Portland,1980 Rnd 4 Pick 1,United States,NBA 1988-1989 Players Information
Michael Cooper,SG,6-5,170,32,LAL,80,10,New Mexico,1978 Rnd 3 Pick 16,United States,NBA 1988-1989 Players Information
Wayne Cooper,FC,6-10,220,32,DEN,79,10,New Orleans,1978 Rnd 2 Pick 18,United States,NBA 1988-1989 Players Information
Tyrone Corbin,F,6-6,210,26,PHX,77,3,DePaul,1985 Rnd 2 Pick 11,United States,NBA 1988-1989 Players Information
Dave Corzine,C,6-11,250,32,CHI,81,10,DePaul,1978 Rnd 1 Pick 18,United States,NBA 1988-1989 Players Information
Winston Crite,F,6-7,233,23,PHX,2,1,Texas A&M,1987 Rnd 3 Pick 7,United States,NBA 1988-1989 Players Information
Pat Cummings,FC,6-9,230,32,MIA,53,10,Cincinnati,1978 Rnd 3 Pick 15,United States,NBA 1988-1989 Players Information
Terry Cummings,PF,6-9,220,27,MIL,80,6,DePaul,1982 Rnd 1 Pick 2,United States,NBA 1988-1989 Players Information
Earl Cureton,PF,6-9,210,31,CHA,82,8,Detroit-Mercy,1979 Rnd 3 Pick 14,United States,NBA 1988-1989 Players Information
Dell Curry,SG,6-4,190,24,CHA,48,2,Virginia Tech,1986 Rnd 1 Pick 15,United States,NBA 1988-1989 Players Information
Quintin Dailey,G,6-3,180,28,LAC,69,6,San Francisco,1982 Rnd 1 Pick 7,United States,NBA 1988-1989 Players Information
Adrian Dantley,SF,6-5,208,33,"DAL, DET",73,12,Notre Dame,1976 Rnd 1 Pick 6,United States,NBA 1988-1989 Players Information
Brad Daugherty,C,7-0,245,23,CLE,78,2,North Carolina,1986 Rnd 1 Pick 1,United States,NBA 1988-1989 Players Information
Brad Davis,G,6-3,180,33,DAL,78,11,Maryland,1977 Rnd 1 Pick 15,United States,NBA 1988-1989 Players Information
Charles Davis,F,6-7,215,30,CHI,49,6,Vanderbilt,1981 Rnd 2 Pick 12,United States,NBA 1988-1989 Players Information
Mark Davis,GF,6-6,195,25,"MIL, PHX",33,1,Old Dominion,1985 Rnd 4 Pick 9,United States,NBA 1988-1989 Players Information
Walter Davis,GF,6-6,193,34,DEN,81,11,North Carolina,1977 Rnd 1 Pick 5,United States,NBA 1988-1989 Players Information
Darryl Dawkins,C,6-11,251,32,DET,14,13,Evans High School (Florida),1975 Rnd 1 Pick 5,United States,NBA 1988-1989 Players Information
Johnny Dawkins,G,6-2,165,25,SAS,32,2,Duke,1986 Rnd 1 Pick 10,United States,NBA 1988-1989 Players Information
Vinny Del Negro,SG,6-4,185,22,SAC,80,0,NC State,1988 Rnd 2 Pick 4,United States,NBA 1988-1989 Players Information
Fennis Dembo,GF,6-5,215,23,DET,31,0,Wyoming,1988 Rnd 2 Pick 5,United States,NBA 1988-1989 Players Information
James Donaldson,C,7-2,275,31,DAL,53,8,Washington State,1979 Rnd 4 Pick 7,England,NBA 1988-1989 Players Information
Greg Dreiling,C,7-1,250,25,IND,53,2,Kansas,1986 Rnd 2 Pick 2,United States,NBA 1988-1989 Players Information
Clyde Drexler,SG,6-7,210,26,POR,78,5,Houston,1983 Rnd 1 Pick 14,United States,NBA 1988-1989 Players Information
Kevin Duckworth,C,7-0,275,24,POR,79,2,Eastern Illinois,1986 Rnd 2 Pick 9,United States,NBA 1988-1989 Players Information
Chris Dudley,C,6-11,235,24,CLE,61,1,Yale,1987 Rnd 4 Pick 6,United States,NBA 1988-1989 Players Information
Joe Dumars,SG,6-3,190,25,DET,69,3,McNeese State,1985 Rnd 1 Pick 18,United States,NBA 1988-1989 Players Information
"Mike Dunleavy, Sr.",G,6-3,180,34,MIL,2,9,South Carolina,1976 Rnd 6 Pick 13,United States,NBA 1988-1989 Players Information
T.R. Dunn,G,6-4,192,34,PHX,34,11,Alabama,1977 Rnd 2 Pick 19,United States,NBA 1988-1989 Players Information
Ledell Eackles,SG,6-5,220,22,WAS,80,0,New Orleans,1988 Rnd 2 Pick 11,United States,NBA 1988-1989 Players Information
Mark Eaton,C,7-4,275,32,UTA,82,6,UCLA,1979 Rnd 5 Pick 19,United States,NBA 1988-1989 Players Information
James Edwards,C,7-0,225,33,DET,76,11,Washington,1977 Rnd 3 Pick 2,United States,NBA 1988-1989 Players Information
Kevin Edwards,PG,6-3,190,23,MIA,79,0,DePaul,1988 Rnd 1 Pick 20,United States,NBA 1988-1989 Players Information
Craig Ehlo,SG,6-6,180,27,CLE,82,5,Washington State,1983 Rnd 3 Pick 1,United States,NBA 1988-1989 Players Information
Dale Ellis,GF,6-7,205,28,SEA,82,5,Tennessee,1983 Rnd 1 Pick 9,United States,NBA 1988-1989 Players Information
Wayne Englestad,F,6-8,245,22,DEN,11,0,UC Irvine,"1988 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Alex English,SF,6-7,190,35,DEN,82,12,South Carolina,1976 Rnd 2 Pick 6,United States,NBA 1988-1989 Players Information
Patrick Ewing,C,7-0,240,26,NYK,80,3,Georgetown,1985 Rnd 1 Pick 1,United StatesJamaica,NBA 1988-1989 Players Information
Jim Farmer,G,6-4,190,24,UTA,37,1,Alabama,1987 Rnd 1 Pick 20,United States,NBA 1988-1989 Players Information
Dave Feitl,C,6-11,235,26,WAS,57,2,UTEP,1986 Rnd 2 Pick 19,United States,NBA 1988-1989 Players Information
Rolando Ferreira,C,7-0,231,24,POR,12,0,Circulo Militar do Parana (Brazil),1988 Rnd 2 Pick 1,Brazil,NBA 1988-1989 Players Information
Duane Ferrell,F,6-7,209,24,ATL,41,0,Georgia Tech,"1988 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Vern Fleming,G,6-5,185,27,IND,76,4,Georgia,1984 Rnd 1 Pick 18,United States,NBA 1988-1989 Players Information
Sleepy Floyd,PG,6-3,170,28,HOU,82,6,Georgetown,1982 Rnd 1 Pick 13,United States,NBA 1988-1989 Players Information
Tellis Frank,FC,6-10,225,23,GSW,32,1,Western Kentucky,1987 Rnd 1 Pick 14,United States,NBA 1988-1989 Players Information
Anthony Frederick,F,6-7,205,24,IND,46,1,Pepperdine,1986 Rnd 6 Pick 17,United States,NBA 1988-1989 Players Information
Corey Gaines,G,6-3,195,23,NJN,32,0,Loyola Marymount,1988 Rnd 3 Pick 15,United States,NBA 1988-1989 Players Information
Kevin Gamble,SF,6-5,210,23,BOS,44,1,Iowa,1987 Rnd 3 Pick 17,United States,NBA 1988-1989 Players Information
Winston Garland,G,6-2,170,24,GSW,79,1,Missouri State,1987 Rnd 2 Pick 17,United States,NBA 1988-1989 Players Information
Tom Garrick,G,6-2,185,22,LAC,71,0,Rhode Island,1988 Rnd 2 Pick 20,United States,NBA 1988-1989 Players Information
Kenny Gattison,FC,6-8,225,24,PHX,2,2,Old Dominion,1986 Rnd 3 Pick 8,United States,NBA 1988-1989 Players Information
Ben Gillery,C,7-0,235,23,SAC,24,0,Georgetown,"1988 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Armen Gilliam,PF,6-9,230,24,PHX,74,1,UNLV,1987 Rnd 1 Pick 2,United States,NBA 1988-1989 Players Information
Mike Gminski,C,6-11,250,29,PHI,82,8,Duke,1980 Rnd 1 Pick 7,United States,NBA 1988-1989 Players Information
Grant Gondrezick,G,6-5,205,26,LAC,27,1,Pepperdine,1986 Rnd 4 Pick 7,United States,NBA 1988-1989 Players Information
Orlando Graham,F,6-8,220,23,GSW,7,0,Auburn-Montgomery,1988 Rnd 2 Pick 15,United States,NBA 1988-1989 Players Information
Ronnie Grandison,F,6-6,215,24,BOS,71,1,New Orleans,1987 Rnd 5 Pick 8,United States,NBA 1988-1989 Players Information
Gary Grant,G,6-3,185,23,LAC,71,0,Michigan,1988 Rnd 1 Pick 15,United States,NBA 1988-1989 Players Information
Harvey Grant,F,6-8,195,23,WAS,71,0,Oklahoma,1988 Rnd 1 Pick 12,United States,NBA 1988-1989 Players Information
Horace Grant,PF,6-10,255,23,CHI,79,1,Clemson,1987 Rnd 1 Pick 10,United States,NBA 1988-1989 Players Information
Stuart Gray,C,7-0,235,25,IND,72,4,UCLA,1984 Rnd 2 Pick 5,Panama,NBA 1988-1989 Players Information
Sylvester Gray,F,6-6,230,21,MIA,55,0,Memphis,1988 Rnd 2 Pick 10,United States,NBA 1988-1989 Players Information
Jeff Grayer,GF,6-5,200,23,MIL,11,0,Iowa State,1988 Rnd 1 Pick 13,United States,NBA 1988-1989 Players Information
A.C. Green,PF,6-9,220,25,LAL,82,3,Oregon State,1985 Rnd 1 Pick 23,United States,NBA 1988-1989 Players Information
Rickey Green,PG,6-0,170,34,"CHA, MIL",63,10,Michigan,1977 Rnd 1 Pick 16,United States,NBA 1988-1989 Players Information
Sidney Green,FC,6-9,220,28,NYK,82,5,UNLV,1983 Rnd 1 Pick 5,United States,NBA 1988-1989 Players Information
David Greenwood,F,6-9,222,31,"DEN, SAN",67,9,UCLA,1979 Rnd 1 Pick 2,United States,NBA 1988-1989 Players Information
Darrell Griffith,SG,6-4,190,30,UTA,82,7,Louisville,1980 Rnd 1 Pick 2,United States,NBA 1988-1989 Players Information
Petur Gudmundsson,C,7-2,260,30,SAS,5,5,Valur (Iceland),1981 Rnd 3 Pick 15,Iceland,NBA 1988-1989 Players Information
Jack Haley,FC,6-10,240,25,CHI,51,1,UCLA,1987 Rnd 4 Pick 10,United States,NBA 1988-1989 Players Information
Bobby Hansen,SG,6-6,190,28,UTA,46,5,Iowa,1983 Rnd 3 Pick 7,United States,NBA 1988-1989 Players Information
Bill Hanzlik,SF,6-7,185,31,DEN,41,8,Notre Dame,1980 Rnd 1 Pick 20,United States,NBA 1988-1989 Players Information
Derek Harper,PG,6-4,185,27,DAL,81,5,Illinois,1983 Rnd 1 Pick 11,United States,NBA 1988-1989 Players Information
Ron Harper,SG,6-6,185,25,CLE,82,2,Miami (OH),1986 Rnd 1 Pick 8,United States,NBA 1988-1989 Players Information
Steve Harris,G,6-5,185,25,DET,3,3,Tulsa,1985 Rnd 1 Pick 19,United States,NBA 1988-1989 Players Information
Scott Hastings,FC,6-10,235,28,MIA,75,6,Arkansas,1982 Rnd 2 Pick 6,United States,NBA 1988-1989 Players Information
Hersey Hawkins,SG,6-3,190,22,PHI,79,0,Bradley,1988 Rnd 1 Pick 6,United States,NBA 1988-1989 Players Information
Gerald Henderson,G,6-2,175,33,PHI,65,10,VCU,1978 Rnd 3 Pick 20,United States,NBA 1988-1989 Players Information
Rod Higgins,FC,6-7,200,29,GSW,81,6,Fresno State,1982 Rnd 2 Pick 8,United States,NBA 1988-1989 Players Information
Roy Hinson,FC,6-9,210,27,NJN,82,5,Rutgers,1983 Rnd 1 Pick 20,United States,NBA 1988-1989 Players Information
Craig Hodges,G,6-2,190,28,"CHI, PHX",59,6,Long Beach State,1982 Rnd 3 Pick 2,United States,NBA 1988-1989 Players Information
Mike Holton,G,6-4,185,27,CHA,67,5,UCLA,1983 Rnd 3 Pick 6,United StatesIsrael,NBA 1988-1989 Players Information
Dave Hoppen,C,6-11,235,24,CHA,77,1,Nebraska,1986 Rnd 3 Pick 18,United States,NBA 1988-1989 Players Information
Dennis Hopson,GF,6-5,200,23,NJN,62,1,Ohio State,1987 Rnd 1 Pick 3,United States,NBA 1988-1989 Players Information
Tito Horford,C,7-1,245,23,MIL,25,0,Miami (FL),1988 Rnd 2 Pick 14,Dominican Republic,NBA 1988-1989 Players Information
Jeff Hornacek,SG,6-3,190,25,PHX,78,2,Iowa State,1986 Rnd 2 Pick 22,United States,NBA 1988-1989 Players Information
Phil Hubbard,FC,6-8,215,32,CLE,31,9,Michigan,1979 Rnd 1 Pick 15,United States,NBA 1988-1989 Players Information
Eddie Hughes,G,5-10,165,28,DEN,26,4,Colorado State,1982 Rnd 7 Pick 2,United States,NBA 1988-1989 Players Information
Jay Humphries,G,6-3,185,26,MIL,73,4,Colorado,1984 Rnd 1 Pick 13,United States,NBA 1988-1989 Players Information
Marc Iavaroni,F,6-8,210,32,UTA,77,7,Virginia,1978 Rnd 3 Pick 11,United States,NBA 1988-1989 Players Information
Mark Jackson,PG,6-1,180,23,NYK,72,1,St. John's,1987 Rnd 1 Pick 18,United States,NBA 1988-1989 Players Information
Michael Jackson,G,6-2,183,24,SAC,14,2,Georgetown,1986 Rnd 2 Pick 23,United States,NBA 1988-1989 Players Information
Avery Johnson,PG,5-10,175,23,SEA,43,0,Southern,"1988 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Buck Johnson,F,6-7,190,25,HOU,67,2,Alabama,1986 Rnd 1 Pick 20,United States,NBA 1988-1989 Players Information
Dennis Johnson,PG,6-4,185,34,BOS,72,12,Pepperdine,1976 Rnd 2 Pick 12,United States,NBA 1988-1989 Players Information
Eddie Johnson,SF,6-7,215,29,PHX,70,7,Illinois,1981 Rnd 2 Pick 6,United States,NBA 1988-1989 Players Information
Frank Johnson,G,6-1,185,30,HOU,67,7,Wake Forest,1981 Rnd 1 Pick 11,United States,NBA 1988-1989 Players Information
Kevin Johnson,PG,6-1,180,22,PHX,81,1,California,1987 Rnd 1 Pick 7,United States,NBA 1988-1989 Players Information
Magic Johnson,PG,6-9,255,29,LAL,77,9,Michigan State,1979 Rnd 1 Pick 1,United States,NBA 1988-1989 Players Information
Steve Johnson,FC,6-10,235,31,POR,72,7,Oregon State,1981 Rnd 1 Pick 7,United States,NBA 1988-1989 Players Information
Vinnie Johnson,G,6-2,200,32,DET,82,9,Baylor,1979 Rnd 1 Pick 7,United States,NBA 1988-1989 Players Information
Anthony Jones,GF,6-6,195,26,"CHI, DAL",33,2,UNLV,1986 Rnd 1 Pick 21,United States,NBA 1988-1989 Players Information
Bill Jones,F,6-7,175,22,NJN,37,0,Iowa,"1988 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Caldwell Jones,FC,6-11,216,38,POR,72,14,Albany State (GA),1973 Rnd 2 Pick 14,United States,NBA 1988-1989 Players Information
Charles A. Jones,FC,6-9,215,31,WAS,53,7,Albany State (GA),1979 Rnd 8 Pick 18,United States,NBA 1988-1989 Players Information
Charles Alexander Jones,F,6-8,215,27,WAS,43,4,Louisville,1984 Rnd 2 Pick 12,United States,NBA 1988-1989 Players Information
Shelton Jones,F,6-9,210,22,"GOS, PHL, SAN",51,0,St. John's,1988 Rnd 2 Pick 2,United States,NBA 1988-1989 Players Information
Michael Jordan,SG,6-6,215,26,CHI,81,4,North Carolina,1984 Rnd 1 Pick 3,United States,NBA 1988-1989 Players Information
Tim Kempton,FC,6-10,245,25,CHA,79,1,Notre Dame,1986 Rnd 6 Pick 8,United States,NBA 1988-1989 Players Information
Steve Kerr,SG,6-3,175,23,PHX,26,0,Arizona,1988 Rnd 2 Pick 25,United States,NBA 1988-1989 Players Information
Jerome Kersey,PF,6-7,215,26,POR,76,4,Longwood,1984 Rnd 2 Pick 22,United States,NBA 1988-1989 Players Information
Randolph Keys,F,6-7,195,22,CLE,42,0,Southern Mississippi,1988 Rnd 1 Pick 22,United States,NBA 1988-1989 Players Information
Albert King,GF,6-6,190,29,SAS,46,7,Maryland,1981 Rnd 1 Pick 10,United States,NBA 1988-1989 Players Information
Bernard King,SF,6-7,205,32,WAS,81,11,Tennessee,1977 Rnd 1 Pick 7,United States,NBA 1988-1989 Players Information
Greg Kite,C,6-11,250,27,"CHA, LAC",70,5,Brigham Young,1983 Rnd 1 Pick 21,United States,NBA 1988-1989 Players Information
Joe Kleine,C,6-11,255,27,"BOS, SAC",75,3,Arkansas,1985 Rnd 1 Pick 6,United States,NBA 1988-1989 Players Information
Bart Kofoed,G,6-4,210,24,UTA,19,1,Nebraska-Kearney,1987 Rnd 5 Pick 15,United States,NBA 1988-1989 Players Information
Jon Koncak,C,7-0,250,25,ATL,74,3,Southern Methodist,1985 Rnd 1 Pick 5,United States,NBA 1988-1989 Players Information
Larry Krystkowiak,PF,6-9,220,24,MIL,80,2,Montana,1986 Rnd 2 Pick 4,United States,NBA 1988-1989 Players Information
Bill Laimbeer,C,6-11,245,31,DET,81,8,Notre Dame,1979 Rnd 3 Pick 21,United States,NBA 1988-1989 Players Information
Jeff Lamp,GF,6-6,195,29,LAL,37,5,Virginia,1981 Rnd 1 Pick 15,United States,NBA 1988-1989 Players Information
Jerome Lane,F,6-6,230,22,DEN,54,0,Pittsburgh,1988 Rnd 1 Pick 23,United States,NBA 1988-1989 Players Information
Andrew Lang,C,6-11,245,22,PHX,62,0,Arkansas,1988 Rnd 2 Pick 3,United States,NBA 1988-1989 Players Information
Allen Leavell,G,6-1,170,31,HOU,55,9,Oklahoma City,1979 Rnd 5 Pick 16,United States,NBA 1988-1989 Players Information
Eric Leckner,FC,6-11,265,22,UTA,75,0,Wyoming,1988 Rnd 1 Pick 17,United States,NBA 1988-1989 Players Information
Keith Lee,FC,6-10,215,26,NJN,57,3,Memphis,1985 Rnd 1 Pick 11,United States,NBA 1988-1989 Players Information
Jim Les,G,5-11,165,25,UTA,82,2,Bradley,1986 Rnd 3 Pick 23,United States,NBA 1988-1989 Players Information
Fat Lever,PG,6-3,170,28,DEN,71,6,Arizona State,1982 Rnd 1 Pick 11,United States,NBA 1988-1989 Players Information
Cliff Levingston,F,6-8,210,28,ATL,80,6,Wichita State,1982 Rnd 1 Pick 9,United States,NBA 1988-1989 Players Information
Ralph Lewis,G,6-6,200,25,CHA,42,1,La Salle,1985 Rnd 6 Pick 23,United States,NBA 1988-1989 Players Information
Reggie Lewis,SF,6-7,195,23,BOS,81,1,Northeastern,1987 Rnd 1 Pick 22,United States,NBA 1988-1989 Players Information
Alton Lister,FC,7-0,240,30,SEA,82,7,Arizona State,1981 Rnd 1 Pick 21,United States,NBA 1988-1989 Players Information
Rob Lock,PF,6-9,225,22,LAC,20,0,Kentucky,1988 Rnd 3 Pick 1,United States,NBA 1988-1989 Players Information
Brad Lohaus,FC,6-11,230,24,"BOS, SAC",77,1,Iowa,1987 Rnd 2 Pick 22,United States,NBA 1988-1989 Players Information
Grant Long,PF,6-8,225,22,MIA,82,0,Eastern Michigan,1988 Rnd 2 Pick 8,United States,NBA 1988-1989 Players Information
John Long,GF,6-5,195,32,"DET, IND",68,10,Detroit-Mercy,1978 Rnd 2 Pick 7,United States,NBA 1988-1989 Players Information
Sidney Lowe,G,6-0,195,29,CHA,14,3,NC State,1983 Rnd 2 Pick 1,United States,NBA 1988-1989 Players Information
John Lucas,G,6-3,175,35,SEA,74,12,Maryland,1976 Rnd 1 Pick 1,United States,NBA 1988-1989 Players Information
Rick Mahorn,C,6-10,240,30,DET,72,8,Hampton,1980 Rnd 2 Pick 12,United States,NBA 1988-1989 Players Information
Dan Majerle,SG,6-6,215,23,PHX,54,0,Central Michigan,1988 Rnd 1 Pick 14,United States,NBA 1988-1989 Players Information
Jeff Malone,SG,6-4,205,27,WAS,76,5,Mississippi State,1983 Rnd 1 Pick 10,United States,NBA 1988-1989 Players Information
Karl Malone,PF,6-9,265,25,UTA,80,3,Louisiana Tech,1985 Rnd 1 Pick 13,United States,NBA 1988-1989 Players Information
Moses Malone,C,6-10,215,33,ATL,81,12,Petersburg High School (Virginia),"1975 NBA Draft, Undrafted",United States,NBA 1988-1989 Players Information
Danny Manning,F,6-10,230,22,LAC,26,0,Kansas,1988 Rnd 1 Pick 1,United States,NBA 1988-1989 Players Information
Pace Mannion,GF,6-7,190,28,"ATL, DET",10,5,Utah,1983 Rnd 2 Pick 19,United States,NBA 1988-1989 Players Information
Vernon Maxwell,G,6-4,180,23,SAS,79,0,Florida,1988 Rnd 2 Pick 22,United States,NBA 1988-1989 Players Information
Tim McCormick,C,6-11,240,26,HOU,81,4,Michigan,1984 Rnd 1 Pick 12,United States,NBA 1988-1989 Players Information
Rodney McCray,SF,6-7,220,27,SAC,68,5,Louisville,1983 Rnd 1 Pick 3,United States,NBA 1988-1989 Players Information
Xavier McDaniel,PF,6-7,205,25,SEA,82,3,Wichita State,1985 Rnd 1 Pick 4,United States,NBA 1988-1989 Players Information
Ben McDonald,F,6-8,210,26,GSW,11,3,UC Irvine,1984 Rnd 3 Pick 3,United States,NBA 1988-1989 Players Information
Mike McGee,GF,6-5,190,29,NJN,80,7,Michigan,1981 Rnd 1 Pick 19,United States,NBA 1988-1989 Players Information
