Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Joe Ellis,F,6-6,175,22,GSW,34,0,San Francisco,1966 Rnd 2 Pick 3,United States,NBA 1966-1967 Players Information
Leroy Ellis,FC,6-10,210,26,WAS,81,4,St. John's,1962 Rnd 1 Pick 6,United States,NBA 1966-1967 Players Information
Wayne Embry,C,6-8,240,29,BOS,72,8,Miami (OH),1958 Rnd 3 Pick 7,United States,NBA 1966-1967 Players Information
Keith Erickson,GF,6-5,195,22,CHI,76,1,UCLA,1965 Rnd 3 Pick 1,United States,NBA 1966-1967 Players Information
Bob Ferry,FC,6-8,230,29,WAS,52,7,Saint Louis,"1959 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
Hank Finkel,C,7-0,240,24,LAL,24,0,Dayton,1964 Rnd 4 Pick 5,United States,NBA 1966-1967 Players Information
Dave Gambee,F,6-6,215,29,PHI,61,8,Oregon State,1958 Rnd 1 Pick 6,United States,NBA 1966-1967 Players Information
Gail Goodrich,G,6-1,170,23,LAL,75,1,UCLA,"1965 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
Johnny Green,SF,6-5,200,33,WAS,62,7,Michigan State,1959 Rnd 1 Pick 5,United States,NBA 1966-1967 Players Information
Hal Greer,G,6-2,175,30,PHI,80,8,Marshall,1958 Rnd 2 Pick 6,United States,NBA 1966-1967 Players Information
Richie Guerin,SG,6-4,195,34,STH,80,10,Iona,1954 Rnd 2 Pick 8,United States,NBA 1966-1967 Players Information
Matt Guokas,GF,6-5,175,23,PHI,67,0,Saint Joseph's,1966 Rnd 1 Pick 9,United States,NBA 1966-1967 Players Information
Happy Hairston,F,6-7,225,24,CIN,79,2,NYU,1964 Rnd 4 Pick 8,United States,NBA 1966-1967 Players Information
Reggie Harding,C,7-0,249,24,DET,73,2, ,1962 Rnd 4 Pick 4,United States,NBA 1966-1967 Players Information
John Havlicek,GF,6-5,200,26,BOS,81,2,Ohio State,1962 Rnd 1 Pick 7,United States,NBA 1966-1967 Players Information
Tom Hawkins,F,6-5,210,30,LAL,76,7,Notre Dame,1959 Rnd 1 Pick 3,United States,NBA 1966-1967 Players Information
Fred Hetzel,F,6-8,220,24,GSW,77,1,Davidson,1965 Rnd 1 Pick 1,United States,NBA 1966-1967 Players Information
Wayne Hightower,F,6-8,230,27,"DET, WAS",71,4,Kansas,1962 Rnd 1 Pick 5,United States,NBA 1966-1967 Players Information
Bob Hogsett,PF,6-7,230,26,DET,7,0,Tennessee,"1966 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
Tom Hoover,FC,6-9,230,26,STH,16,3,Camden Bullets (United States),1963 Rnd 1 Pick 6,United States,NBA 1966-1967 Players Information
Bailey Howell,SF,6-7,210,30,BOS,81,7,Mississippi State,1959 Rnd 1 Pick 2,United States,NBA 1966-1967 Players Information
Lou Hudson,GF,6-5,210,22,STH,80,0,Minnesota,1966 Rnd 1 Pick 4,United States,NBA 1966-1967 Players Information
Darrall Imhoff,C,6-10,220,28,LAL,81,6,California,1960 Rnd 1 Pick 3,United States,NBA 1966-1967 Players Information
Luke Jackson,FC,6-9,240,25,PHI,81,2,Texas-RGV,1964 Rnd 1 Pick 4,United States,NBA 1966-1967 Players Information
Gus Johnson,FC,6-6,230,28,WAS,73,3,Idaho,1963 Rnd 2 Pick 2,United States,NBA 1966-1967 Players Information
Neil Johnson,F,6-7,220,23,NYK,50,0,Creighton,1966 Rnd 2 Pick 5,United States,NBA 1966-1967 Players Information
K.C. Jones,G,6-1,200,34,BOS,78,8,San Francisco,1955 Rnd 11 Pick 5,United States,NBA 1966-1967 Players Information
Sam Jones,GF,6-4,198,33,BOS,72,9,North Carolina Central,1956 Rnd 8 Pick 3,United States,NBA 1966-1967 Players Information
Wali Jones,G,6-2,180,25,PHI,81,2,Villanova,1964 Rnd 3 Pick 2,United States,NBA 1966-1967 Players Information
Toby Kimball,PF,6-6,220,24,BOS,37,0,UConn,1965 Rnd 3 Pick 9,United States,NBA 1966-1967 Players Information
Jim King,G,6-2,175,26,GSW,67,3,Tulsa,1963 Rnd 2 Pick 5,United States,NBA 1966-1967 Players Information
Don Kojis,SF,6-3,202,28,CHI,78,3,Marquette,1961 Rnd 2 Pick 12,United States,NBA 1966-1967 Players Information
Howard Komives,PG,6-1,185,25,NYK,65,2,Bowling Green,1964 Rnd 2 Pick 6,United States,NBA 1966-1967 Players Information
Tommy Kron,G,6-5,200,24,STH,31,0,Kentucky,1966 Rnd 3 Pick 4,United States,NBA 1966-1967 Players Information
Rudy LaRusso,FC,6-7,220,29,LAL,45,7,Dartmouth,1959 Rnd 2 Pick 4,United States,NBA 1966-1967 Players Information
Clyde Lee,FC,6-10,205,22,GSW,69,0,Vanderbilt,1966 Rnd 1 Pick 3,United States,NBA 1966-1967 Players Information
George Lee,G,6-3,-,30,GSW,1,5,Michigan,1959 Rnd 4 Pick 2,United States,NBA 1966-1967 Players Information
Freddie Lewis,G,6-0,175,23,CIN,32,0,Arizona State,1966 Rnd 10 Pick 4,United States,NBA 1966-1967 Players Information
Kevin Loughery,SG,6-3,190,26,WAS,76,4,St. John's,1961 Rnd 11 Pick 1,United States,NBA 1966-1967 Players Information
Bob Love,F,6-8,215,24,CIN,66,0,Southern,1965 Rnd 4 Pick 7,United States,NBA 1966-1967 Players Information
Jerry Lucas,FC,6-8,230,26,CIN,81,3,Ohio State,"1962 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
Jack Marin,GF,6-7,200,22,WAS,74,0,Duke,1966 Rnd 1 Pick 5,United States,NBA 1966-1967 Players Information
Jon McGlocklin,GF,6-5,205,23,CIN,59,1,Indiana,1965 Rnd 3 Pick 7,United States,NBA 1966-1967 Players Information
McCoy McLemore,SF,6-7,230,24,CHI,79,2,Drake,1964 Rnd 3 Pick 7,United States,NBA 1966-1967 Players Information
Bill Melchionni,PG,6-1,165,22,PHI,72,0,Villanova,1966 Rnd 2 Pick 9,United States,NBA 1966-1967 Players Information
Tom Meschery,F,6-6,215,28,GSW,72,5,Saint Mary's,1961 Rnd 1 Pick 7,China,NBA 1966-1967 Players Information
Eddie Miles,SG,6-4,195,26,DET,81,3,Seattle,1963 Rnd 1 Pick 4,United States,NBA 1966-1967 Players Information
Wayne Molis,C,6-8,230,23,NYK,13,0,Lewis,1965 Rnd 10 Pick 1,United States,NBA 1966-1967 Players Information
Erwin Mueller,FC,6-8,230,22,CHI,80,0,San Francisco,1966 Rnd 2 Pick 10,United States,NBA 1966-1967 Players Information
Jeff Mullins,GF,6-4,190,24,GSW,72,2,Duke,1964 Rnd 1 Pick 5,United States,NBA 1966-1967 Players Information
Dorie Murrey,PF,6-8,215,23,DET,33,0,Detroit-Mercy,1966 Rnd 2 Pick 2,United States,NBA 1966-1967 Players Information
Don Nelson,F,6-6,210,26,BOS,79,4,Iowa,1962 Rnd 3 Pick 1,United States,NBA 1966-1967 Players Information
Paul Neumann,PG,6-1,170,29,GSW,78,5,Stanford,1959 Rnd 4 Pick 5,United States,NBA 1966-1967 Players Information
Don Ohl,SG,6-3,190,30,WAS,58,6,Illinois,1958 Rnd 5 Pick 5,United States,NBA 1966-1967 Players Information
Bud Olsen,PF,6-8,220,26,GSW,36,4,Louisville,1962 Rnd 2 Pick 6,United States,NBA 1966-1967 Players Information
Ron Reed,F,6-5,205,24,DET,61,1,Notre Dame,1965 Rnd 3 Pick 3,United States,NBA 1966-1967 Players Information
Willis Reed,FC,6-9,240,24,NYK,78,2,Grambling State,1964 Rnd 2 Pick 1,United States,NBA 1966-1967 Players Information
Oscar Robertson,G,6-5,220,28,CIN,79,6,Cincinnati,1960 Rnd 1 Pick 1,United States,NBA 1966-1967 Players Information
Flynn Robinson,G,6-1,185,25,CIN,76,0,Wyoming,1965 Rnd 2 Pick 7,United States,NBA 1966-1967 Players Information
Guy Rodgers,PG,6-0,185,31,CHI,81,8,Temple,"1958 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
Bill Russell,C,6-10,215,33,BOS,81,10,San Francisco,1956 Rnd 1 Pick 2,United States,NBA 1966-1967 Players Information
Cazzie Russell,GF,6-5,218,22,NYK,77,0,Michigan,1966 Rnd 1 Pick 1,United States,NBA 1966-1967 Players Information
Satch Sanders,PF,6-6,210,28,BOS,81,6,NYU,1960 Rnd 1 Pick 8,United States,NBA 1966-1967 Players Information
Dave Schellhase,PG,6-3,205,22,CHI,31,0,Purdue,1966 Rnd 1 Pick 10,United States,NBA 1966-1967 Players Information
Ray Scott,FC,6-9,215,28,"DET, WAS",72,5,Allentown (United States),1961 Rnd 1 Pick 4,United States,NBA 1966-1967 Players Information
Larry Siegfried,G,6-3,190,27,BOS,72,3,Ohio State,1961 Rnd 1 Pick 3,United States,NBA 1966-1967 Players Information
Paul Silas,PF,6-7,225,23,STH,76,2,Creighton,1964 Rnd 2 Pick 3,United States,NBA 1966-1967 Players Information
Jerry Sloan,GF,6-5,195,24,CHI,80,1,Evansville,1964 Rnd 3 Pick 3,United States,NBA 1966-1967 Players Information
Adrian Smith,PG,6-1,180,30,CIN,81,5,Kentucky,1958 Rnd 15 Pick 1,United States,NBA 1966-1967 Players Information
Dick Snyder,GF,6-5,207,23,STH,56,0,Davidson,1966 Rnd 2 Pick 4,United States,NBA 1966-1967 Players Information
Dave Stallworth,SF,6-7,200,25,NYK,76,1,Wichita State,1965 Rnd 1 Pick 3,United States,NBA 1966-1967 Players Information
Joe Strawder,C,6-10,235,26,DET,79,1,Bradley,1964 Rnd 4 Pick 9,United States,NBA 1966-1967 Players Information
Rod Thorn,G,6-4,195,25,STH,67,3,West Virginia,1963 Rnd 1 Pick 2,United States,NBA 1966-1967 Players Information
Nate Thurmond,FC,6-11,225,25,GSW,65,4,Bowling Green,1963 Rnd 1 Pick 3,United States,NBA 1966-1967 Players Information
Gene Tormohlen,FC,6-8,230,29,STH,63,3,Tennessee,1959 Rnd 2 Pick 5,United States,NBA 1966-1967 Players Information
John Tresvant,PF,6-7,215,27,DET,68,2,Seattle,1964 Rnd 5 Pick 6,United States,NBA 1966-1967 Players Information
Dick Van Arsdale,GF,6-5,210,24,NYK,79,1,Indiana,1965 Rnd 2 Pick 2,United States,NBA 1966-1967 Players Information
Tom Van Arsdale,GF,6-5,202,24,DET,79,1,Indiana,1965 Rnd 2 Pick 3,United States,NBA 1966-1967 Players Information
Chico Vaughn,G,6-2,190,27,DET,48,4,Southern Illinois,1962 Rnd 4 Pick 1,United States,NBA 1966-1967 Players Information
Chet Walker,F,6-6,212,27,PHI,81,4,Bradley,1962 Rnd 2 Pick 5,United States,NBA 1966-1967 Players Information
Gerry Ward,G,6-4,195,25,CHI,75,3,Boston College,1963 Rnd 1 Pick 5,United States,NBA 1966-1967 Players Information
Jim Ware,F,6-7,210,22,CIN,31,0,Oklahoma City,1966 Rnd 3 Pick 6,United States,NBA 1966-1967 Players Information
Ben Warley,F,6-5,200,30,WAS,61,4,Tennessee State,1960 Rnd 4 Pick 3,United States,NBA 1966-1967 Players Information
Bob Warlick,SG,6-5,200,25,GSW,11,1,Pepperdine,"1963 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
Jim Washington,PF,6-6,210,23,CHI,76,1,Villanova,1965 Rnd 1 Pick 6,United States,NBA 1966-1967 Players Information
Ronnie Watts,SF,6-6,210,23,BOS,27,1,Wake Forest,1965 Rnd 2 Pick 9,United States,NBA 1966-1967 Players Information
Bob Weiss,SG,6-2,180,24,PHI,5,1,Penn State,1965 Rnd 3 Pick 5,United States,NBA 1966-1967 Players Information
Walt Wesley,C,6-11,220,22,CIN,64,0,Kansas,1966 Rnd 1 Pick 6,United States,NBA 1966-1967 Players Information
Jerry West,SG,6-2,185,28,LAL,66,6,West Virginia,1960 Rnd 1 Pick 2,United States,NBA 1966-1967 Players Information
Lenny Wilkens,PG,6-1,180,29,STH,78,6,Providence,1960 Rnd 1 Pick 6,United States,NBA 1966-1967 Players Information
Jiff Wilson,FC,6-8,225,24,"CHI, CIN",54,2,Cincinnati,"1964 NBA Draft, Undrafted",United States,NBA 1966-1967 Players Information
