Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Zaid Abdul-Aziz,FC,6-9,235,30,BUF,22,8,Iowa State,1968 Rnd 1 Pick 5,United States,NBA 1976-1977 Players Information
Kareem Abdul-Jabbar,C,7-2,225,29,LAL,82,7,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1976-1977 Players Information
Tom Abernethy,PF,6-7,220,22,LAL,69,0,Indiana,1976 Rnd 3 Pick 9,United States,NBA 1976-1977 Players Information
Alvan Adams,FC,6-9,210,22,PHX,72,1,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1976-1977 Players Information
Don Adams,SF,6-6,210,29,BUF,77,6,Northwestern,1970 Rnd 8 Pick 1,United States,NBA 1976-1977 Players Information
Lucius Allen,PG,6-2,175,29,LAL,78,7,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1976-1977 Players Information
Jerome Anderson,SG,6-5,195,23,IND,27,1,West Virginia,1975 Rnd 3 Pick 17,United States,NBA 1976-1977 Players Information
Tiny Archibald,PG,6-1,150,28,NYN,34,6,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1976-1977 Players Information
Jim Ard,PF,6-8,215,28,BOS,63,2,Cincinnati,1970 Rnd 1 Pick 6,United States,NBA 1976-1977 Players Information
Bird Averitt,SG,6-1,170,24,BUF,75,0,Pepperdine,1973 Rnd 4 Pick 3,United States,NBA 1976-1977 Players Information
Dennis Awtrey,C,6-10,235,29,PHX,72,6,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1976-1977 Players Information
Mike Bantom,FC,6-9,200,25,"NYN, SEA",77,3,Saint Francis of Assisi College,1973 Rnd 1 Pick 8,United States,NBA 1976-1977 Players Information
Tom Barker,C,6-11,225,21,ATL,59,0,Hawaii,1976 Rnd 4 Pick 2,United States,NBA 1976-1977 Players Information
Marvin Barnes,FC,6-8,210,24,DET,53,0,Providence,1974 Rnd 1 Pick 2,United States,NBA 1976-1977 Players Information
Jim Barnett,GF,6-4,170,32,PHI,16,10,Oregon,1966 Rnd 1 Pick 8,United States,NBA 1976-1977 Players Information
Norton Barnhill,G,6-5,-,23,SEA,4,0,Washington State,1976 Rnd 8 Pick 12,United States,NBA 1976-1977 Players Information
Mike Barr,G,6-3,180,26,KCK,72,0,Duquesne,1972 Rnd 13 Pick 6,United States,NBA 1976-1977 Players Information
Rick Barry,F,6-7,205,32,GSW,79,6,Miami (FL),1965 Rnd 1 Pick 2,United States,NBA 1976-1977 Players Information
Tim Bassett,FC,6-8,225,25,NYN,76,0,Georgia,1973 Rnd 7 Pick 3,United States,NBA 1976-1977 Players Information
Butch Beard,G,6-3,185,29,NYK,70,6,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1976-1977 Players Information
Byron Beck,PF,6-9,225,32,DEN,52,0,Denver,1967 Rnd 2 Pick 3,United States,NBA 1976-1977 Players Information
Ron Behagen,FC,6-9,185,26,NOJ,60,3,Minnesota,1973 Rnd 1 Pick 7,United States,NBA 1976-1977 Players Information
Mel Bennett,F,6-7,200,22,IND,67,0,Pittsburgh,"1975 NBA Draft, Undrafted",United States,NBA 1976-1977 Players Information
Henry Bibby,G,6-1,185,27,PHI,81,4,UCLA,1972 Rnd 4 Pick 11,United States,NBA 1976-1977 Players Information
Bob Bigelow,GF,6-7,215,23,KCK,28,1,Pennsylvania,1975 Rnd 1 Pick 13,United States,NBA 1976-1977 Players Information
Dave Bing,G,6-3,180,33,WAS,64,10,Syracuse,1966 Rnd 1 Pick 2,United States,NBA 1976-1977 Players Information
