Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Mahmoud Abdul-Rauf,PG,6-0,162,27,SAC,75,6,LSU,1990 Rnd 1 Pick 3,United States,NBA 1996-1997 Players Information
Shareef Abdur-Rahim,F,6-9,225,20,VAN,80,0,California,1996 Rnd 1 Pick 3,United States,NBA 1996-1997 Players Information
Rafael Addison,SF,6-7,215,32,CHA,41,5,Syracuse,1986 Rnd 2 Pick 15,United States,NBA 1996-1997 Players Information
Cory Alexander,G,6-1,185,23,SAS,80,1,Virginia,1995 Rnd 1 Pick 29,United States,NBA 1996-1997 Players Information
Jerome Allen,G,6-4,185,24,"DEN, IND",76,1,Pennsylvania,1995 Rnd 2 Pick 20,United States,NBA 1996-1997 Players Information
Ray Allen,SG,6-5,205,21,MIL,82,0,UConn,1996 Rnd 1 Pick 5,United States,NBA 1996-1997 Players Information
Derrick Alston,FC,6-11,225,24,ATL,2,2,Duquesne,1994 Rnd 2 Pick 6,United States,NBA 1996-1997 Players Information
Andrew Amaya,F,6-7,230,25,WAS,31,2,Southern Illinois,"1993 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
Cadillac Anderson,PF,6-10,230,32,SAS,82,8,Houston,1987 Rnd 1 Pick 23,United States,NBA 1996-1997 Players Information
Kenny Anderson,PG,6-0,168,26,POR,82,5,Georgia Tech,1991 Rnd 1 Pick 2,United States,NBA 1996-1997 Players Information
Nick Anderson,GF,6-6,228,29,ORL,63,7,Illinois,1989 Rnd 1 Pick 11,United States,NBA 1996-1997 Players Information
Shandon Anderson,GF,6-6,208,23,UTA,65,0,Georgia,1996 Rnd 2 Pick 25,United States,NBA 1996-1997 Players Information
Willie Anderson,SF,6-7,190,30,MIA,28,8,Georgia,1988 Rnd 1 Pick 10,United States,NBA 1996-1997 Players Information
Greg Anthony,PG,6-0,176,29,VAN,65,5,UNLV,1991 Rnd 1 Pick 12,United States,NBA 1996-1997 Players Information
B.J. Armstrong,G,6-2,175,29,GSW,49,7,Iowa,1989 Rnd 1 Pick 18,United States,NBA 1996-1997 Players Information
Darrell Armstrong,PG,6-0,170,28,ORL,67,2,Fayetteville State,"1991 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
Vincent Askew,GF,6-6,210,31,"DEN, IND, NJN",43,8,Memphis,1987 Rnd 2 Pick 16,United States,NBA 1996-1997 Players Information
Keith Askins,F,6-7,197,29,MIA,78,6,Alabama,"1990 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
Stacey Augmon,SF,6-6,205,28,"DET, POR",60,5,UNLV,1991 Rnd 1 Pick 9,United States,NBA 1996-1997 Players Information
Ike Austin,C,6-10,255,27,MIA,82,3,Arizona State,1991 Rnd 2 Pick 21,United States,NBA 1996-1997 Players Information
Vin Baker,PF,6-11,240,25,MIL,78,3,Hartford,1993 Rnd 1 Pick 8,United States,NBA 1996-1997 Players Information
Charles Barkley,PF,6-6,252,34,HOU,53,12,Auburn,1984 Rnd 1 Pick 5,United States,NBA 1996-1997 Players Information
Dana Barros,PG,5-11,165,29,BOS,24,7,Boston College,1989 Rnd 1 Pick 16,United States,NBA 1996-1997 Players Information
Brent Barry,G,6-7,210,25,LAC,59,1,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 1996-1997 Players Information
Jon Barry,SG,6-4,195,27,ATL,58,4,Georgia Tech,1992 Rnd 1 Pick 21,United States,NBA 1996-1997 Players Information
Benoit Benjamin,C,7-0,250,32,TOR,4,11,Creighton,1985 Rnd 1 Pick 3,United States,NBA 1996-1997 Players Information
Elmer Bennett,PG,6-0,171,27,"DEN, HOU",9,3,Notre Dame,1992 Rnd 2 Pick 11,United States,NBA 1996-1997 Players Information
Travis Best,PG,5-11,182,24,IND,76,1,Georgia Tech,1995 Rnd 1 Pick 23,United States,NBA 1996-1997 Players Information
Mookie Blaylock,PG,6-1,190,29,ATL,78,7,Oklahoma,1989 Rnd 1 Pick 12,United States,NBA 1996-1997 Players Information
Corie Blount,PF,6-9,240,28,LAL,58,3,Cincinnati,1993 Rnd 1 Pick 25,United States,NBA 1996-1997 Players Information
Muggsy Bogues,PG,5-3,136,32,CHA,65,9,Wake Forest,1987 Rnd 1 Pick 12,United States,NBA 1996-1997 Players Information
Dexter Boney,SG,6-4,185,26,PHX,8,1,UNLV,"1993 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
Melvin Booker,G,6-1,185,24,"DEN, GOS",21,2,Missouri,"1994 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
Bruce Bowen,F,6-7,200,25,MIA,1,1,Cal State Fullerton,"1993 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
Donnie Boyce,SF,6-5,196,23,ATL,22,1,Colorado,1995 Rnd 2 Pick 13,United States,NBA 1996-1997 Players Information
Shawn Bradley,C,7-6,235,24,"DAL, NJN",73,3,Brigham Young,1993 Rnd 1 Pick 2,United StatesGermany,NBA 1996-1997 Players Information
Mark Bradtke,C,6-10,265,28,PHI,36,1,Melbourne South (Australia),"1990 NBA Draft, Undrafted",Australia,NBA 1996-1997 Players Information
Terrell Brandon,PG,5-11,180,26,CLE,78,5,Oregon,1991 Rnd 1 Pick 11,United States,NBA 1996-1997 Players Information
Frank Brickowski,PF,6-9,240,37,BOS,17,12,Penn State,1981 Rnd 3 Pick 11,United States,NBA 1996-1997 Players Information
Scott Brooks,PG,5-11,165,31,NYK,38,9,UC Irvine,"1987 NBA Draft, Undrafted",United States,NBA 1996-1997 Players Information
