Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
John Havlicek,GF,6-5,200,30,BOS,81,6,Ohio State,1962 Rnd 1 Pick 7,United States,NBA 1970-1971 Players Information
Connie Hawkins,PF,6-8,210,28,PHX,71,2, ,"1964 NBA Draft, Undrafted",United States,NBA 1970-1971 Players Information
Elvin Hayes,FC,6-9,235,25,SDR,82,2,Houston,1968 Rnd 1 Pick 1,United States,NBA 1970-1971 Players Information
Spencer Haywood,PF,6-8,225,21,SEA,33,0,Detroit-Mercy,1971 Rnd 2 Pick 13,United States,NBA 1970-1971 Players Information
Gar Heard,PF,6-6,219,22,SEA,65,0,Oklahoma,1970 Rnd 3 Pick 6,United States,NBA 1970-1971 Players Information
Al Henry,C,6-9,190,22,PHI,6,0,Wisconsin,1970 Rnd 1 Pick 12,United States,NBA 1970-1971 Players Information
Fred Hetzel,F,6-8,220,28,LAL,59,5,Davidson,1965 Rnd 1 Pick 1,United States,NBA 1970-1971 Players Information
Bill Hewitt,SF,6-7,210,26,DET,62,2,USC,1968 Rnd 1 Pick 11,United States,NBA 1970-1971 Players Information
A.W. Holt,SF,6-7,210,24,CHI,6,0,Jackson State,"1970 NBA Draft, Undrafted",United States,NBA 1970-1971 Players Information
Bill Hosket,PF,6-8,225,24,BUF,13,2,Ohio State,1968 Rnd 1 Pick 10,United States,NBA 1970-1971 Players Information
Greg Howard,PF,6-9,215,23,PHX,44,0,New Mexico,1970 Rnd 1 Pick 10,United States,NBA 1970-1971 Players Information
Bailey Howell,SF,6-7,210,34,PHI,82,11,Mississippi State,1959 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
Lou Hudson,GF,6-5,210,26,ATL,76,4,Minnesota,1966 Rnd 1 Pick 4,United States,NBA 1970-1971 Players Information
John Hummer,FC,6-9,230,22,BUF,81,0,Princeton,1970 Rnd 1 Pick 15,United States,NBA 1970-1971 Players Information
Greg Hyder,SF,6-6,215,22,CIN,76,0,Eastern New Mexico,1970 Rnd 3 Pick 5,United States,NBA 1970-1971 Players Information
Darrall Imhoff,C,6-10,220,32,CIN,34,10,California,1960 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Luke Jackson,FC,6-9,240,29,PHI,78,6,Texas-RGV,1964 Rnd 1 Pick 4,United States,NBA 1970-1971 Players Information
Phil Jackson,PF,6-8,220,25,NYK,71,3,North Dakota,1967 Rnd 2 Pick 5,United States,NBA 1970-1971 Players Information
George E. Johnson,C,6-11,245,23,WAS,23,0,Stephen F. Austin,1970 Rnd 1 Pick 9,United States,NBA 1970-1971 Players Information
Gus Johnson,FC,6-6,230,32,WAS,66,7,Idaho,1963 Rnd 2 Pick 2,United States,NBA 1970-1971 Players Information
John Johnson,SF,6-7,200,23,CLE,67,0,Iowa,1970 Rnd 1 Pick 7,United States,NBA 1970-1971 Players Information
Rich Johnson,F,6-7,210,24,BOS,1,2,Grambling State,1968 Rnd 4 Pick 10,United States,NBA 1970-1971 Players Information
Nick Jones,G,6-2,190,25,GSW,77,1,Oregon,1967 Rnd 3 Pick 12,United States,NBA 1970-1971 Players Information
Wali Jones,G,6-2,180,29,PHI,41,6,Villanova,1964 Rnd 3 Pick 2,United States,NBA 1970-1971 Players Information
Bob Kauffman,FC,6-8,240,24,BUF,77,2,Guilford,1968 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Earnie Killum,SG,6-3,180,22,LAL,4,0,Stetson,1970 Rnd 2 Pick 13,United States,NBA 1970-1971 Players Information
Toby Kimball,PF,6-6,220,28,SDR,79,4,UConn,1965 Rnd 3 Pick 9,United States,NBA 1970-1971 Players Information
Jim King,G,6-2,175,30,CHI,55,7,Tulsa,1963 Rnd 2 Pick 5,United States,NBA 1970-1971 Players Information
Ron Knight,F,6-7,215,23,POR,50,0,Cal State Los Angeles,1970 Rnd 5 Pick 8,United States,NBA 1970-1971 Players Information
Don Kojis,SF,6-3,202,32,SEA,78,7,Marquette,1961 Rnd 2 Pick 12,United States,NBA 1970-1971 Players Information
Howard Komives,PG,6-1,185,29,DET,82,6,Bowling Green,1964 Rnd 2 Pick 6,United States,NBA 1970-1971 Players Information
Steve Kuberski,FC,6-8,215,23,BOS,82,1,Bradley,1969 Rnd 4 Pick 9,United States,NBA 1970-1971 Players Information
Sam Lacey,C,6-10,235,22,CIN,81,0,New Mexico State,1970 Rnd 1 Pick 5,United States,NBA 1970-1971 Players Information
Bob Lanier,C,6-11,250,22,DET,82,0,St. Bonaventure,1970 Rnd 1 Pick 1,United States,NBA 1970-1971 Players Information
Stu Lantz,G,6-3,175,24,SDR,82,2,Nebraska,1968 Rnd 3 Pick 1,United States,NBA 1970-1971 Players Information
Clyde Lee,FC,6-10,205,26,GSW,79,4,Vanderbilt,1966 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Bobby Lewis,SG,6-3,175,25,CLE,78,3,North Carolina,1967 Rnd 4 Pick 8,United States,NBA 1970-1971 Players Information
Paul Long,SG,6-2,180,27,BUF,29,3,Wake Forest,1966 Rnd 15 Pick 1,United States,NBA 1970-1971 Players Information
Kevin Loughery,SG,6-3,190,30,WAS,82,8,St. John's,1961 Rnd 11 Pick 1,United States,NBA 1970-1971 Players Information
Bob Love,F,6-8,215,28,CHI,81,4,Southern,1965 Rnd 4 Pick 7,United States,NBA 1970-1971 Players Information
Jerry Lucas,FC,6-8,230,30,GSW,80,7,Ohio State,"1962 NBA Draft, Undrafted",United States,NBA 1970-1971 Players Information
Mike Lynn,F,6-7,215,25,BUF,4,1,UCLA,1967 Rnd 5 Pick 8,United States,NBA 1970-1971 Players Information
Ed Manning,F,6-7,210,27,POR,78,3,Jackson State,1967 Rnd 8 Pick 1,United States,NBA 1970-1971 Players Information
Pete Maravich,GF,6-5,197,23,ATL,81,0,LSU,1970 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Jack Marin,GF,6-7,200,26,WAS,82,4,Duke,1966 Rnd 1 Pick 5,United States,NBA 1970-1971 Players Information
Harvey Marlatt,SG,6-3,185,22,DET,22,0,Eastern Michigan,"1970 NBA Draft, Undrafted",United States,NBA 1970-1971 Players Information
Eddie Mast,PF,6-9,220,22,NYK,29,0,Temple,1969 Rnd 3 Pick 11,United States,NBA 1970-1971 Players Information
Don May,SF,6-4,200,25,BUF,76,2,Dayton,1968 Rnd 3 Pick 8,United States,NBA 1970-1971 Players Information
Willie McCarter,SG,6-3,175,24,LAL,76,1,Drake,1969 Rnd 1 Pick 12,United States,NBA 1970-1971 Players Information
Jon McGlocklin,GF,6-5,205,27,MIL,82,5,Indiana,1965 Rnd 3 Pick 7,United States,NBA 1970-1971 Players Information
Stan McKenzie,GF,6-5,195,26,POR,82,3,NYU,1966 Rnd 11 Pick 3,United States,NBA 1970-1971 Players Information
McCoy McLemore,SF,6-7,230,28,"CLE, MIL",85,6,Drake,1964 Rnd 3 Pick 7,United States,NBA 1970-1971 Players Information
Jim McMillian,SF,6-5,215,22,LAL,81,0,Columbia,1970 Rnd 1 Pick 13,United States,NBA 1970-1971 Players Information
Tom Meschery,F,6-6,215,32,SEA,79,9,Saint Mary's,1961 Rnd 1 Pick 7,China,NBA 1970-1971 Players Information
Larry Mikan,SF,6-7,210,22,CLE,47,0,Minnesota,1970 Rnd 4 Pick 13,United States,NBA 1970-1971 Players Information
Eddie Miles,SG,6-4,195,30,WAS,63,7,Seattle,1963 Rnd 1 Pick 4,United States,NBA 1970-1971 Players Information
Steve Mix,F,6-7,215,23,DET,35,1,Toledo,1969 Rnd 5 Pick 4,United States,NBA 1970-1971 Players Information
Earl Monroe,G,6-3,185,26,WAS,81,3,Winston-Salem State,1967 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
Otto Moore,C,6-11,205,24,DET,82,2,Texas-RGV,1968 Rnd 1 Pick 6,United States,NBA 1970-1971 Players Information
Rex Morgan,SG,6-5,190,22,BOS,34,0,Jacksonville,1970 Rnd 2 Pick 4,United States,NBA 1970-1971 Players Information
Erwin Mueller,FC,6-8,230,26,DET,51,4,San Francisco,1966 Rnd 2 Pick 10,United States,NBA 1970-1971 Players Information
Jeff Mullins,GF,6-4,190,28,GSW,75,6,Duke,1964 Rnd 1 Pick 5,United States,NBA 1970-1971 Players Information
Calvin Murphy,PG,5-9,165,22,SDR,82,0,Niagara,1970 Rnd 2 Pick 1,United States,NBA 1970-1971 Players Information
Dorie Murrey,PF,6-8,215,27,"POR, WAS",71,4,Detroit-Mercy,1966 Rnd 2 Pick 2,United States,NBA 1970-1971 Players Information
Don Nelson,F,6-6,210,30,BOS,82,8,Iowa,1962 Rnd 3 Pick 1,United States,NBA 1970-1971 Players Information
Bud Ogden,F,6-6,215,24,PHI,26,1,Santa Clara,1968 Rnd 13 Pick 2,United States,NBA 1970-1971 Players Information
Ralph Ogden,GF,6-5,205,23,GSW,27,0,Santa Clara,1970 Rnd 4 Pick 2,United States,NBA 1970-1971 Players Information
Charlie Paulk,PF,6-8,219,24,CIN,68,1,Northeastern State,1968 Rnd 1 Pick 7,United States,NBA 1970-1971 Players Information
Curtis Perry,FC,6-7,220,22,SDR,18,0,Missouri State,1970 Rnd 3 Pick 1,United States,NBA 1970-1971 Players Information
Geoff Petrie,G,6-4,190,22,POR,82,0,Princeton,1970 Rnd 1 Pick 8,United States,NBA 1970-1971 Players Information
Bob Portman,GF,6-5,200,23,GSW,67,1,Creighton,1969 Rnd 1 Pick 7,United States,NBA 1970-1971 Players Information
Mike Price,SG,6-3,200,22,NYK,55,0,Illinois,1970 Rnd 1 Pick 17,United States,NBA 1970-1971 Players Information
Bob Quick,GF,6-5,215,24,DET,56,2,Xavier,1968 Rnd 2 Pick 4,United States,NBA 1970-1971 Players Information
Luther Rackley,C,6-10,220,24,CLE,73,1,Xavier,1969 Rnd 3 Pick 8,United States,NBA 1970-1971 Players Information
Willis Reed,FC,6-9,240,28,NYK,73,6,Grambling State,1964 Rnd 2 Pick 1,United States,NBA 1970-1971 Players Information
Bob Riley,PF,6-9,235,22,ATL,8,0,Mount Saint Mary College,1970 Rnd 5 Pick 14,United States,NBA 1970-1971 Players Information
Pat Riley,SG,6-4,205,25,LAL,54,3,Kentucky,1967 Rnd 1 Pick 7,United States,NBA 1970-1971 Players Information
Mike Riordan,GF,6-4,200,25,NYK,82,2,Providence,1967 Rnd 12 Pick 5,United States,NBA 1970-1971 Players Information
Rick Roberson,FC,6-9,231,23,LAL,65,1,Cincinnati,1969 Rnd 1 Pick 15,United States,NBA 1970-1971 Players Information
Oscar Robertson,G,6-5,220,32,MIL,81,10,Cincinnati,1960 Rnd 1 Pick 1,United States,NBA 1970-1971 Players Information
Flynn Robinson,G,6-1,185,29,CIN,71,4,Wyoming,1965 Rnd 2 Pick 7,United States,NBA 1970-1971 Players Information
Paul Ruffner,FC,6-10,225,22,CHI,10,0,Brigham Young,1970 Rnd 2 Pick 11,United States,NBA 1970-1971 Players Information
Bob Rule,FC,6-9,220,26,SEA,4,3,Colorado State,1967 Rnd 2 Pick 7,United States,NBA 1970-1971 Players Information
Cazzie Russell,GF,6-5,218,26,NYK,57,4,Michigan,1966 Rnd 1 Pick 1,United States,NBA 1970-1971 Players Information
Satch Sanders,PF,6-6,210,32,BOS,17,10,NYU,1960 Rnd 1 Pick 8,United States,NBA 1970-1971 Players Information
Dale Schlueter,C,6-10,255,25,POR,80,2,Colorado State,1967 Rnd 6 Pick 8,United States,NBA 1970-1971 Players Information
Larry Siegfried,G,6-3,190,31,SDR,53,7,Ohio State,1961 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Paul Silas,PF,6-7,225,27,PHX,81,6,Creighton,1964 Rnd 2 Pick 3,United States,NBA 1970-1971 Players Information
Mike Silliman,SF,6-6,225,26,BUF,35,0,Army West Point,1966 Rnd 8 Pick 1,United States,NBA 1970-1971 Players Information
Jerry Sloan,GF,6-5,195,28,CHI,80,5,Evansville,1964 Rnd 3 Pick 3,United States,NBA 1970-1971 Players Information
Adrian Smith,PG,6-1,180,34,GSW,21,9,Kentucky,1958 Rnd 15 Pick 1,United States,NBA 1970-1971 Players Information
Bingo Smith,GF,6-5,195,25,CLE,76,1,Tulsa,1969 Rnd 1 Pick 6,United States,NBA 1970-1971 Players Information
Garfield Smith,FC,6-9,235,25,BOS,36,0,Eastern Kentucky,1968 Rnd 3 Pick 10,United States,NBA 1970-1971 Players Information
Greg Smith,SF,6-5,195,24,MIL,82,2,Western Kentucky,1968 Rnd 4 Pick 14,United States,NBA 1970-1971 Players Information
Dick Snyder,GF,6-5,207,27,SEA,82,4,Davidson,1966 Rnd 2 Pick 4,United States,NBA 1970-1971 Players Information
Dave Sorenson,PF,6-8,225,22,CLE,78,0,Ohio State,1970 Rnd 2 Pick 9,United States,NBA 1970-1971 Players Information
Dave Stallworth,SF,6-7,200,29,NYK,81,3,Wichita State,1965 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Dennis Stewart,SF,6-6,220,23,WAS,2,0,Michigan,1969 Rnd 4 Pick 1,United States,NBA 1970-1971 Players Information
Bill Stricker,FC,6-9,210,23,POR,1,0,Pacific,1970 Rnd 4 Pick 3,United States,NBA 1970-1971 Players Information
Gary Suiter,PF,6-9,225,26,CLE,24,0,Midwestern State,"1970 NBA Draft, Undrafted",United States,NBA 1970-1971 Players Information
Fred Taylor,SG,6-5,180,23,PHX,52,0,Texas-RGV,1970 Rnd 2 Pick 10,United States,NBA 1970-1971 Players Information
Joe Thomas,SF,6-6,205,22,PHX,37,0,Marquette,1970 Rnd 6 Pick 10,United States,NBA 1970-1971 Players Information
Rod Thorn,G,6-4,195,29,SEA,62,7,West Virginia,1963 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
Nate Thurmond,FC,6-11,225,29,GSW,82,8,Bowling Green,1963 Rnd 1 Pick 3,United States,NBA 1970-1971 Players Information
Rudy Tomjanovich,F,6-8,218,22,SDR,77,0,Michigan,1970 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
John Q. Trapp,SF,6-7,210,25,SDR,82,2,UNLV,1968 Rnd 2 Pick 1,United States,NBA 1970-1971 Players Information
John Tresvant,PF,6-7,215,31,"LAL, WAS",75,6,Seattle,1964 Rnd 5 Pick 6,United States,NBA 1970-1971 Players Information
Al Tucker,SF,6-8,190,28,WAS,31,3,Oklahoma Baptist,1967 Rnd 1 Pick 6,United States,NBA 1970-1971 Players Information
Bill Turner,F,6-7,220,27,GSW,16,3,Akron,1966 Rnd 9 Pick 1,United States,NBA 1970-1971 Players Information
Wes Unseld,FC,6-7,245,24,WAS,74,2,Louisville,1968 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
John Vallely,SG,6-3,185,22,ATL,51,0,UCLA,1970 Rnd 1 Pick 14,United States,NBA 1970-1971 Players Information
Dick Van Arsdale,GF,6-5,210,28,PHX,81,5,Indiana,1965 Rnd 2 Pick 2,United States,NBA 1970-1971 Players Information
Tom Van Arsdale,GF,6-5,202,28,CIN,82,5,Indiana,1965 Rnd 2 Pick 3,United States,NBA 1970-1971 Players Information
Norm Van Lier,PG,6-1,173,23,CIN,82,1,St. Francis (PA),1969 Rnd 3 Pick 5,United States,NBA 1970-1971 Players Information
Neal Walk,C,6-10,220,22,PHX,82,1,Florida,1969 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
Chet Walker,F,6-6,212,31,CHI,81,8,Bradley,1962 Rnd 2 Pick 5,United States,NBA 1970-1971 Players Information
Jimmy Walker,SG,6-3,195,26,DET,79,3,Providence,1967 Rnd 1 Pick 1,United States,NBA 1970-1971 Players Information
Cornell Warner,FC,6-9,220,22,BUF,65,0,Jackson State,1970 Rnd 2 Pick 7,United States,NBA 1970-1971 Players Information
John Warren,G,6-3,180,23,CLE,82,1,St. John's,1969 Rnd 1 Pick 11,United States,NBA 1970-1971 Players Information
Bobby Washington,PG,5-11,175,23,CLE,47,0,Eastern Kentucky,1969 Rnd 12 Pick 13,United States,NBA 1970-1971 Players Information
Jim Washington,PF,6-6,210,27,PHI,78,5,Villanova,1965 Rnd 1 Pick 6,United States,NBA 1970-1971 Players Information
Jeff Webb,SG,6-4,170,22,MIL,28,0,Kansas State,"1970 NBA Draft, Undrafted",United States,NBA 1970-1971 Players Information
Bob Weiss,SG,6-2,180,28,CHI,82,5,Penn State,1965 Rnd 3 Pick 5,United States,NBA 1970-1971 Players Information
Walt Wesley,C,6-11,220,26,CLE,82,4,Kansas,1966 Rnd 1 Pick 6,United States,NBA 1970-1971 Players Information
Jerry West,SG,6-2,185,32,LAL,69,10,West Virginia,1960 Rnd 1 Pick 2,United States,NBA 1970-1971 Players Information
John Wetzel,GF,6-5,190,26,PHX,68,1,Virginia Tech,1966 Rnd 8 Pick 7,United States,NBA 1970-1971 Players Information
Herb White,PG,6-2,195,22,ATL,36,0,Georgia,1970 Rnd 8 Pick 14,United States,NBA 1970-1971 Players Information
Jo Jo White,G,6-3,190,24,BOS,75,1,Kansas,1969 Rnd 1 Pick 9,United States,NBA 1970-1971 Players Information
Lenny Wilkens,PG,6-1,180,33,SEA,71,10,Providence,1960 Rnd 1 Pick 6,United States,NBA 1970-1971 Players Information
