Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Kareem Abdul-Jabbar,C,7-2,225,39,LAL,78,17,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1986-1987 Players Information
Alvan Adams,FC,6-9,210,32,PHX,68,11,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1986-1987 Players Information
Michael Adams,PG,5-10,163,24,WAS,63,1,Boston College,1985 Rnd 3 Pick 19,United States,NBA 1986-1987 Players Information
Rafael Addison,SF,6-7,215,22,PHX,62,0,Syracuse,1986 Rnd 2 Pick 15,United States,NBA 1986-1987 Players Information
Mark Aguirre,SF,6-6,232,27,DAL,80,5,DePaul,1981 Rnd 1 Pick 1,United States,NBA 1986-1987 Players Information
Danny Ainge,G,6-4,175,27,BOS,71,5,Brigham Young,1981 Rnd 2 Pick 8,United States,NBA 1986-1987 Players Information
Mark Alarie,F,6-8,217,23,DEN,64,0,Duke,1986 Rnd 1 Pick 18,United States,NBA 1986-1987 Players Information
Richard Anderson,FC,6-10,240,26,HOU,51,2,UC Santa Barbara,1982 Rnd 2 Pick 9,United States,NBA 1986-1987 Players Information
Ron Anderson,GF,6-7,215,28,IND,63,2,Fresno State,1984 Rnd 2 Pick 3,United States,NBA 1986-1987 Players Information
John Bagley,G,6-0,185,26,CLE,72,4,Boston College,1982 Rnd 1 Pick 12,United States,NBA 1986-1987 Players Information
James Bailey,FC,6-9,220,29,NJN,34,7,Rutgers,1979 Rnd 1 Pick 6,United States,NBA 1986-1987 Players Information
Thurl Bailey,PF,6-11,215,25,UTA,81,3,NC State,1983 Rnd 1 Pick 7,United States,NBA 1986-1987 Players Information
Greg Ballard,F,6-7,215,32,GSW,82,9,Oregon,1977 Rnd 1 Pick 4,United States,NBA 1986-1987 Players Information
Gene Banks,GF,6-7,215,27,CHI,63,5,Duke,1981 Rnd 2 Pick 5,United States,NBA 1986-1987 Players Information
Charles Barkley,PF,6-6,252,24,PHI,68,2,Auburn,1984 Rnd 1 Pick 5,United States,NBA 1986-1987 Players Information
John Battle,G,6-2,175,24,ATL,64,1,Rutgers,1985 Rnd 4 Pick 14,United States,NBA 1986-1987 Players Information
William Bedford,C,7-0,225,24,PHX,50,0,Memphis,1986 Rnd 1 Pick 6,United States,NBA 1986-1987 Players Information
Benoit Benjamin,C,7-0,250,22,LAC,72,1,Creighton,1985 Rnd 1 Pick 3,United States,NBA 1986-1987 Players Information
Kent Benson,C,6-10,235,32,UTA,73,9,Indiana,1977 Rnd 1 Pick 1,United States,NBA 1986-1987 Players Information
Walter Berry,F,6-8,215,22,"POR, SAN",63,0,St. John's,1986 Rnd 1 Pick 14,United States,NBA 1986-1987 Players Information
Joe Binion,F,6-8,235,25,POR,11,2,North Carolina A&T,1984 Rnd 3 Pick 10,United States,NBA 1986-1987 Players Information
Larry Bird,SF,6-9,220,30,BOS,74,7,Indiana State,1978 Rnd 1 Pick 6,United States,NBA 1986-1987 Players Information
Otis Birdsong,GF,6-3,190,31,NJN,7,9,Houston,1977 Rnd 1 Pick 2,United States,NBA 1986-1987 Players Information
Uwe Blab,C,7-2,243,24,DAL,30,1,Indiana,1985 Rnd 1 Pick 17,Germany,NBA 1986-1987 Players Information
Rolando Blackman,G,6-6,190,28,DAL,80,5,Kansas State,1981 Rnd 1 Pick 9,PanamaUnited States,NBA 1986-1987 Players Information
Manute Bol,C,7-7,200,24,WAS,82,1,Bridgeport,1983 Rnd 5 Pick 4,South Sudan,NBA 1986-1987 Players Information
Sam Bowie,C,7-1,235,25,POR,5,2,Kentucky,1984 Rnd 1 Pick 2,United States,NBA 1986-1987 Players Information
Dudley Bradley,GF,6-6,195,29,MIL,68,7,North Carolina,1979 Rnd 1 Pick 13,United States,NBA 1986-1987 Players Information
Adrian Branch,GF,6-7,185,23,LAL,32,1,Maryland,1985 Rnd 2 Pick 22,United States,NBA 1986-1987 Players Information
Randy Breuer,C,7-3,230,26,MIL,76,3,Minnesota,1983 Rnd 1 Pick 18,United States,NBA 1986-1987 Players Information
Frank Brickowski,PF,6-9,240,27,"LAL, SAN",44,2,Penn State,1981 Rnd 3 Pick 11,United States,NBA 1986-1987 Players Information
Junior Bridgeman,GF,6-5,210,33,MIL,34,11,Louisville,1975 Rnd 1 Pick 8,United States,NBA 1986-1987 Players Information
Mike Brittain,C,7-0,235,23,SAS,6,1,South Carolina,1985 Rnd 2 Pick 5,United States,NBA 1986-1987 Players Information
Michael Brooks,F,6-7,220,28,IND,10,4,La Salle,1980 Rnd 1 Pick 9,United States,NBA 1986-1987 Players Information
Mike Brown,PF,6-9,257,23,CHI,62,0,Georgetown,1985 Rnd 3 Pick 22,United States,NBA 1986-1987 Players Information
Tony Brown,GF,6-6,185,26,NJN,77,4,Arkansas,1982 Rnd 4 Pick 13,United States,NBA 1986-1987 Players Information
Michael Cage,PF,6-9,224,25,LAC,80,2,San Diego State,1984 Rnd 1 Pick 14,United States,NBA 1986-1987 Players Information
Tony Campbell,GF,6-7,215,24,DET,40,2,Ohio State,1984 Rnd 1 Pick 20,United States,NBA 1986-1987 Players Information
Rick Carlisle,G,6-5,210,27,BOS,42,2,Virginia,1984 Rnd 3 Pick 23,United States,NBA 1986-1987 Players Information
Antoine Carr,PF,6-9,225,25,ATL,65,2,Wichita State,1983 Rnd 1 Pick 8,United States,NBA 1986-1987 Players Information
Kenny Carr,GF,6-7,220,31,POR,49,9,NC State,1977 Rnd 1 Pick 6,United States,NBA 1986-1987 Players Information
Joe Barry Carroll,FC,7-0,225,28,GSW,81,5,Purdue,1980 Rnd 1 Pick 1,United States,NBA 1986-1987 Players Information
Bill Cartwright,C,7-1,245,29,NYK,58,7,San Francisco,1979 Rnd 1 Pick 3,United States,NBA 1986-1987 Players Information
Terry Catledge,F,6-8,220,23,WAS,78,1,South Alabama,1985 Rnd 1 Pick 21,United States,NBA 1986-1987 Players Information
Tom Chambers,PF,6-10,220,27,SEA,82,5,Utah,1981 Rnd 1 Pick 8,United States,NBA 1986-1987 Players Information
Mo Cheeks,PG,6-1,180,30,PHI,68,8,West Texas A&M,1978 Rnd 2 Pick 14,United States,NBA 1986-1987 Players Information
Fred Cofield,G,6-3,190,25,CHI,5,1,Eastern Michigan,1985 Rnd 4 Pick 3,United States,NBA 1986-1987 Players Information
Ben Coleman,F,6-9,235,25,NJN,68,1,Maryland,1984 Rnd 2 Pick 13,United States,NBA 1986-1987 Players Information
Don Collins,GF,6-6,190,28,MIL,6,5,Washington State,1980 Rnd 1 Pick 18,United States,NBA 1986-1987 Players Information
Steve Colter,G,6-3,165,24,"CHI, PHL",70,2,New Mexico State,1984 Rnd 2 Pick 9,United States,NBA 1986-1987 Players Information
Darwin Cook,G,6-3,184,28,WAS,82,0,Portland,1980 Rnd 4 Pick 1,United States,NBA 1986-1987 Players Information
Michael Cooper,SG,6-5,170,30,LAL,82,8,New Mexico,1978 Rnd 3 Pick 16,United States,NBA 1986-1987 Players Information
Wayne Cooper,FC,6-10,220,30,DEN,69,8,New Orleans,1978 Rnd 2 Pick 18,United States,NBA 1986-1987 Players Information
Tyrone Corbin,F,6-6,210,24,"CLE, SAN",63,1,DePaul,1985 Rnd 2 Pick 11,United States,NBA 1986-1987 Players Information
Dave Corzine,C,6-11,250,30,CHI,82,8,DePaul,1978 Rnd 1 Pick 18,United States,NBA 1986-1987 Players Information
Pat Cummings,FC,6-9,230,30,NYK,49,8,Cincinnati,1978 Rnd 3 Pick 15,United States,NBA 1986-1987 Players Information
Terry Cummings,PF,6-9,220,25,MIL,82,4,DePaul,1982 Rnd 1 Pick 2,United States,NBA 1986-1987 Players Information
Earl Cureton,PF,6-9,210,29,"CHI, LAC",78,6,Detroit-Mercy,1979 Rnd 3 Pick 14,United States,NBA 1986-1987 Players Information
Dell Curry,SG,6-4,190,22,UTA,67,0,Virginia Tech,1986 Rnd 1 Pick 15,United States,NBA 1986-1987 Players Information
Quintin Dailey,G,6-3,180,26,LAC,49,4,San Francisco,1982 Rnd 1 Pick 7,United States,NBA 1986-1987 Players Information
Adrian Dantley,SF,6-5,208,31,DET,81,10,Notre Dame,1976 Rnd 1 Pick 6,United States,NBA 1986-1987 Players Information
Brad Daugherty,C,7-0,245,21,CLE,80,0,North Carolina,1986 Rnd 1 Pick 1,United States,NBA 1986-1987 Players Information
Brad Davis,G,6-3,180,31,DAL,82,9,Maryland,1977 Rnd 1 Pick 15,United States,NBA 1986-1987 Players Information
Walter Davis,GF,6-6,193,32,PHX,79,9,North Carolina,1977 Rnd 1 Pick 5,United States,NBA 1986-1987 Players Information
Darryl Dawkins,C,6-11,251,30,NJN,6,11,Evans High School (Florida),1975 Rnd 1 Pick 5,United States,NBA 1986-1987 Players Information
Johnny Dawkins,G,6-2,165,23,SAS,81,0,Duke,1986 Rnd 1 Pick 10,United States,NBA 1986-1987 Players Information
Darren Daye,FC,6-8,220,26,"BOS, CHI",62,3,UCLA,1983 Rnd 3 Pick 10,United States,NBA 1986-1987 Players Information
James Donaldson,C,7-2,275,29,DAL,82,6,Washington State,1979 Rnd 4 Pick 7,England,NBA 1986-1987 Players Information
Bruce Douglas,SG,6-3,195,22,SAC,8,0,Illinois,1986 Rnd 3 Pick 10,United States,NBA 1986-1987 Players Information
Greg Dreiling,C,7-1,250,23,IND,24,0,Kansas,1986 Rnd 2 Pick 2,United States,NBA 1986-1987 Players Information
Larry Drew,G,6-1,170,28,LAC,60,6,Missouri,1980 Rnd 1 Pick 17,United States,NBA 1986-1987 Players Information
Clyde Drexler,SG,6-7,210,24,POR,82,3,Houston,1983 Rnd 1 Pick 14,United States,NBA 1986-1987 Players Information
Kevin Duckworth,C,7-0,275,22,"POR, SAN",65,0,Eastern Illinois,1986 Rnd 2 Pick 9,United States,NBA 1986-1987 Players Information
Joe Dumars,SG,6-3,190,23,DET,79,1,McNeese State,1985 Rnd 1 Pick 18,United States,NBA 1986-1987 Players Information
T.R. Dunn,G,6-4,192,32,DEN,81,9,Alabama,1977 Rnd 2 Pick 19,United States,NBA 1986-1987 Players Information
Mark Eaton,C,7-4,275,30,UTA,79,4,UCLA,1979 Rnd 5 Pick 19,United States,NBA 1986-1987 Players Information
Jerry Eaves,G,6-4,180,28,SAC,3,3,Louisville,1982 Rnd 3 Pick 9,United States,NBA 1986-1987 Players Information
Franklin Edwards,G,6-1,170,28,SAC,8,5,Cleveland State,1981 Rnd 1 Pick 22,United States,NBA 1986-1987 Players Information
James Edwards,C,7-0,225,31,PHX,14,9,Washington,1977 Rnd 3 Pick 2,United States,NBA 1986-1987 Players Information
Craig Ehlo,SG,6-6,180,25,CLE,44,3,Washington State,1983 Rnd 3 Pick 1,United States,NBA 1986-1987 Players Information
Dale Ellis,GF,6-7,205,26,SEA,82,3,Tennessee,1983 Rnd 1 Pick 9,United States,NBA 1986-1987 Players Information
Chris Engler,C,6-11,245,28,"MIL, NJN, POR",30,4,Wyoming,1982 Rnd 3 Pick 14,United States,NBA 1986-1987 Players Information
Alex English,SF,6-7,190,33,DEN,82,10,South Carolina,1976 Rnd 2 Pick 6,United States,NBA 1986-1987 Players Information
Julius Erving,SF,6-6,200,37,PHI,60,14,Massachusetts,1972 Rnd 1 Pick 12,United States,NBA 1986-1987 Players Information
Mike Evans,G,6-1,170,31,DEN,81,8,Kansas State,1978 Rnd 1 Pick 21,United States,NBA 1986-1987 Players Information
Patrick Ewing,C,7-0,240,24,NYK,63,1,Georgetown,1985 Rnd 1 Pick 1,United StatesJamaica,NBA 1986-1987 Players Information
Dave Feitl,C,6-11,235,24,HOU,62,0,UTEP,1986 Rnd 2 Pick 19,United States,NBA 1986-1987 Players Information
Kenny Fields,GF,6-5,220,25,"LAC, MIL",48,2,UCLA,1984 Rnd 1 Pick 21,United States,NBA 1986-1987 Players Information
Vern Fleming,G,6-5,185,25,IND,82,2,Georgia,1984 Rnd 1 Pick 18,United States,NBA 1986-1987 Players Information
Sleepy Floyd,PG,6-3,170,26,GSW,82,4,Georgetown,1982 Rnd 1 Pick 13,United States,NBA 1986-1987 Players Information
World B. Free,G,6-2,185,33,PHI,20,11,Guilford,1975 Rnd 2 Pick 5,United States,NBA 1986-1987 Players Information
Kenny Gattison,FC,6-8,225,22,PHX,77,0,Old Dominion,1986 Rnd 3 Pick 8,United States,NBA 1986-1987 Players Information
Artis Gilmore,C,7-2,240,37,SAS,82,10,Jacksonville,1971 Rnd 7 Pick 15,United States,NBA 1986-1987 Players Information
Mike Glenn,G,6-2,175,31,MIL,4,9,Southern Illinois,1977 Rnd 2 Pick 1,United States,NBA 1986-1987 Players Information
Mike Gminski,C,6-11,250,27,NJN,72,6,Duke,1980 Rnd 1 Pick 7,United States,NBA 1986-1987 Players Information
Grant Gondrezick,G,6-5,205,24,PHX,64,0,Pepperdine,1986 Rnd 4 Pick 7,United States,NBA 1986-1987 Players Information
Lancaster Gordon,G,6-3,185,24,LAC,70,2,Louisville,1984 Rnd 1 Pick 8,United States,NBA 1986-1987 Players Information
Stewart Granger,G,6-3,190,25,NYK,15,3,Villanova,1983 Rnd 1 Pick 24,Canada,NBA 1986-1987 Players Information
Stuart Gray,C,7-0,235,23,IND,55,2,UCLA,1984 Rnd 2 Pick 5,Panama,NBA 1986-1987 Players Information
A.C. Green,PF,6-9,220,23,LAL,79,1,Oregon State,1985 Rnd 1 Pick 23,United States,NBA 1986-1987 Players Information
Kenny Green,F,6-6,210,22,PHI,19,1,Wake Forest,1985 Rnd 1 Pick 12,United States,NBA 1986-1987 Players Information
Rickey Green,PG,6-0,170,32,UTA,81,8,Michigan,1977 Rnd 1 Pick 16,United States,NBA 1986-1987 Players Information
Sidney Green,FC,6-9,220,26,DET,80,3,UNLV,1983 Rnd 1 Pick 5,United States,NBA 1986-1987 Players Information
David Greenwood,F,6-9,222,29,SAS,79,7,UCLA,1979 Rnd 1 Pick 2,United States,NBA 1986-1987 Players Information
Darrell Griffith,SG,6-4,190,28,UTA,76,5,Louisville,1980 Rnd 1 Pick 2,United States,NBA 1986-1987 Players Information
Bobby Hansen,SG,6-6,190,26,UTA,72,3,Iowa,1983 Rnd 3 Pick 7,United States,NBA 1986-1987 Players Information
Bill Hanzlik,SF,6-7,185,29,DEN,73,6,Notre Dame,1980 Rnd 1 Pick 20,United States,NBA 1986-1987 Players Information
Derek Harper,PG,6-4,185,25,DAL,77,3,Illinois,1983 Rnd 1 Pick 11,United States,NBA 1986-1987 Players Information
Ron Harper,SG,6-6,185,23,CLE,82,0,Miami (OH),1986 Rnd 1 Pick 8,United States,NBA 1986-1987 Players Information
Steve Harris,G,6-5,185,23,HOU,74,1,Tulsa,1985 Rnd 1 Pick 19,United States,NBA 1986-1987 Players Information
Scott Hastings,FC,6-10,235,26,ATL,40,4,Arkansas,1982 Rnd 2 Pick 6,United States,NBA 1986-1987 Players Information
Cedric Henderson,F,6-8,210,21,"ATL, MIL",8,0,AX Armani Exchange Milan (Italy),1986 Rnd 2 Pick 8,United States,NBA 1986-1987 Players Information
Gerald Henderson,G,6-2,175,31,"NYK, SEA",74,8,VCU,1978 Rnd 3 Pick 20,United States,NBA 1986-1987 Players Information
Jerome Henderson,FC,6-11,230,27,MIL,6,2,New Mexico,"1981 NBA Draft, Undrafted",United States,NBA 1986-1987 Players Information
Kevin Henderson,SG,6-4,195,22,GSW,5,0,Cal State Fullerton,1986 Rnd 3 Pick 3,United States,NBA 1986-1987 Players Information
Conner Henry,GF,6-7,195,23,"BOS, HOU",54,0,UC Santa Barbara,1986 Rnd 4 Pick 19,United States,NBA 1986-1987 Players Information
Rod Higgins,FC,6-7,200,27,GSW,73,4,Fresno State,1982 Rnd 2 Pick 8,United States,NBA 1986-1987 Players Information
Roy Hinson,FC,6-9,210,25,PHI,76,3,Rutgers,1983 Rnd 1 Pick 20,United States,NBA 1986-1987 Players Information
Craig Hodges,G,6-2,190,26,MIL,78,4,Long Beach State,1982 Rnd 3 Pick 2,United States,NBA 1986-1987 Players Information
Mike Holton,G,6-4,185,25,POR,58,3,UCLA,1983 Rnd 3 Pick 6,United StatesIsrael,NBA 1986-1987 Players Information
Jeff Hornacek,SG,6-3,190,23,PHX,80,0,Iowa State,1986 Rnd 2 Pick 22,United States,NBA 1986-1987 Players Information
Phil Hubbard,FC,6-8,215,30,CLE,68,7,Michigan,1979 Rnd 1 Pick 15,United States,NBA 1986-1987 Players Information
Jay Humphries,G,6-3,185,24,PHX,82,2,Colorado,1984 Rnd 1 Pick 13,United States,NBA 1986-1987 Players Information
Geoff Huston,G,6-2,175,29,LAC,19,7,Texas Tech,1979 Rnd 3 Pick 6,United States,NBA 1986-1987 Players Information
Marc Iavaroni,F,6-8,210,30,UTA,78,5,Virginia,1978 Rnd 3 Pick 11,United States,NBA 1986-1987 Players Information
Myron Jackson,G,6-3,185,22,DAL,8,0,Little Rock,1986 Rnd 4 Pick 15,United States,NBA 1986-1987 Players Information
Buck Johnson,F,6-7,190,23,HOU,60,0,Alabama,1986 Rnd 1 Pick 20,United States,NBA 1986-1987 Players Information
Clemon Johnson,FC,6-10,240,30,SEA,78,8,Florida A&M,1978 Rnd 2 Pick 22,United States,NBA 1986-1987 Players Information
Dennis Johnson,PG,6-4,185,32,BOS,79,10,Pepperdine,1976 Rnd 2 Pick 12,United States,NBA 1986-1987 Players Information
Eddie Johnson,SF,6-7,215,27,SAC,81,5,Illinois,1981 Rnd 2 Pick 6,United States,NBA 1986-1987 Players Information
Frank Johnson,G,6-1,185,28,WAS,18,5,Wake Forest,1981 Rnd 1 Pick 11,United States,NBA 1986-1987 Players Information
"Eddie Johnson, Jr.",G,6-2,180,32,SEA,24,9,Auburn,1977 Rnd 3 Pick 5,United States,NBA 1986-1987 Players Information
Magic Johnson,PG,6-9,255,27,LAL,80,7,Michigan State,1979 Rnd 1 Pick 1,United States,NBA 1986-1987 Players Information
Marques Johnson,GF,6-7,218,31,LAC,10,9,UCLA,1977 Rnd 1 Pick 3,United States,NBA 1986-1987 Players Information
Steffond Johnson,F,6-8,240,24,LAC,29,0,San Diego State,1986 Rnd 5 Pick 7,United States,NBA 1986-1987 Players Information
Steve Johnson,FC,6-10,235,29,POR,79,5,Oregon State,1981 Rnd 1 Pick 7,United States,NBA 1986-1987 Players Information
Vinnie Johnson,G,6-2,200,30,DET,78,7,Baylor,1979 Rnd 1 Pick 7,United States,NBA 1986-1987 Players Information
Anthony Jones,GF,6-6,195,24,"SAN, WAS",65,0,UNLV,1986 Rnd 1 Pick 21,United States,NBA 1986-1987 Players Information
Caldwell Jones,FC,6-11,216,36,POR,78,12,Albany State (GA),1973 Rnd 2 Pick 14,United States,NBA 1986-1987 Players Information
Charles A. Jones,FC,6-9,215,29,WAS,79,5,Albany State (GA),1979 Rnd 8 Pick 18,United States,NBA 1986-1987 Players Information
Michael Jordan,SG,6-6,215,24,CHI,82,2,North Carolina,1984 Rnd 1 Pick 3,United States,NBA 1986-1987 Players Information
Clark Kellogg,F,6-7,225,25,IND,4,4,Ohio State,1982 Rnd 1 Pick 8,United States,NBA 1986-1987 Players Information
Tim Kempton,FC,6-10,245,23,LAC,66,0,Notre Dame,1986 Rnd 6 Pick 8,United States,NBA 1986-1987 Players Information
Jerome Kersey,PF,6-7,215,24,POR,82,2,Longwood,1984 Rnd 2 Pick 22,United States,NBA 1986-1987 Players Information
Albert King,GF,6-6,190,27,NJN,61,5,Maryland,1981 Rnd 1 Pick 10,United States,NBA 1986-1987 Players Information
Bernard King,SF,6-7,205,30,NYK,6,9,Tennessee,1977 Rnd 1 Pick 7,United States,NBA 1986-1987 Players Information
Curtis Kitchen,F,6-9,235,23,SEA,6,0,South Florida,1986 Rnd 6 Pick 6,United States,NBA 1986-1987 Players Information
Greg Kite,C,6-11,250,25,BOS,74,3,Brigham Young,1983 Rnd 1 Pick 21,United States,NBA 1986-1987 Players Information
Joe Kleine,C,6-11,255,25,SAC,79,1,Arkansas,1985 Rnd 1 Pick 6,United States,NBA 1986-1987 Players Information
Jon Koncak,C,7-0,250,23,ATL,82,1,Southern Methodist,1985 Rnd 1 Pick 5,United States,NBA 1986-1987 Players Information
Larry Krystkowiak,PF,6-9,220,22,SAS,68,0,Montana,1986 Rnd 2 Pick 4,United States,NBA 1986-1987 Players Information
Bill Laimbeer,C,6-11,245,29,DET,82,6,Notre Dame,1979 Rnd 3 Pick 21,United States,NBA 1986-1987 Players Information
Jim Lampley,FC,6-10,230,26,PHI,1,1,Little Rock,1983 Rnd 5 Pick 9,United States,NBA 1986-1987 Players Information
