Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Mahmoud Abdul-Rauf,PG,6-0,162,31,VAN,41,8,LSU,1990 Rnd 1 Pick 3,United States,NBA 2000-2001 Players Information
Tariq Abdul-Wahad,SF,6-6,223,26,DEN,29,3,San Jose State,1997 Rnd 1 Pick 11,France,NBA 2000-2001 Players Information
Shareef Abdur-Rahim,F,6-9,225,24,VAN,81,4,California,1996 Rnd 1 Pick 3,United States,NBA 2000-2001 Players Information
Cory Alexander,G,6-1,185,27,ORL,26,5,Virginia,1995 Rnd 1 Pick 29,United States,NBA 2000-2001 Players Information
Courtney Alexander,SG,6-5,205,23,"DAL, WAS",65,0,Fresno State,2000 Rnd 1 Pick 13,United States,NBA 2000-2001 Players Information
Ray Allen,SG,6-5,205,25,MIL,82,4,UConn,1996 Rnd 1 Pick 5,United States,NBA 2000-2001 Players Information
Rafer Alston,G,6-2,175,24,MIL,37,1,Fresno State,1998 Rnd 2 Pick 10,United States,NBA 2000-2001 Players Information
John Amaechi,C,6-10,270,30,ORL,82,2,Penn State,"1995 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Derek Anderson,G,6-5,194,26,SAS,82,3,Kentucky,1997 Rnd 1 Pick 13,United States,NBA 2000-2001 Players Information
Kenny Anderson,PG,6-0,168,30,BOS,33,9,Georgia Tech,1991 Rnd 1 Pick 2,United States,NBA 2000-2001 Players Information
Nick Anderson,GF,6-6,228,33,SAC,21,11,Illinois,1989 Rnd 1 Pick 11,United States,NBA 2000-2001 Players Information
Shandon Anderson,GF,6-6,208,27,HOU,82,4,Georgia,1996 Rnd 2 Pick 25,United States,NBA 2000-2001 Players Information
Greg Anthony,PG,6-0,176,33,POR,58,9,UNLV,1991 Rnd 1 Pick 12,United States,NBA 2000-2001 Players Information
Darrell Armstrong,PG,6-0,170,32,ORL,75,6,Fayetteville State,"1991 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Chucky Atkins,G,5-11,185,26,DET,81,2,South Florida,"1996 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Stacey Augmon,SF,6-6,205,32,POR,66,9,UNLV,1991 Rnd 1 Pick 9,United States,NBA 2000-2001 Players Information
Ike Austin,C,6-10,255,31,VAN,52,7,Arizona State,1991 Rnd 2 Pick 21,United States,NBA 2000-2001 Players Information
William Avery,PG,6-2,197,21,MIN,55,1,Duke,1999 Rnd 1 Pick 14,United States,NBA 2000-2001 Players Information
Dalibor Bagaric,C,7-1,255,21,CHI,35,0,KK Dubrava Zagreb (Croatia),2000 Rnd 1 Pick 24,Croatia,NBA 2000-2001 Players Information
Vin Baker,PF,6-11,240,29,SEA,76,7,Hartford,1993 Rnd 1 Pick 8,United States,NBA 2000-2001 Players Information
Erick Barkley,PG,6-1,177,23,POR,8,0,St. John's,2000 Rnd 1 Pick 28,United States,NBA 2000-2001 Players Information
Dana Barros,PG,5-11,165,33,DET,60,11,Boston College,1989 Rnd 1 Pick 16,United States,NBA 2000-2001 Players Information
Brent Barry,G,6-7,210,29,SEA,67,5,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 2000-2001 Players Information
Jon Barry,SG,6-4,195,31,SAC,62,8,Georgia Tech,1992 Rnd 1 Pick 21,United States,NBA 2000-2001 Players Information
Tony Battie,PF,6-11,230,25,BOS,40,3,Texas Tech,1997 Rnd 1 Pick 5,United States,NBA 2000-2001 Players Information
Raja Bell,SG,6-5,204,24,PHI,5,1,Florida International,"1999 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Jonathan Bender,F,6-11,202,20,IND,59,1,Picayune High School (Mississippi),1999 Rnd 1 Pick 5,United States,NBA 2000-2001 Players Information
Corey Benjamin,SG,6-6,200,23,CHI,65,2,Oregon State,1998 Rnd 1 Pick 28,United States,NBA 2000-2001 Players Information
David Benoit,F,6-8,220,32,UTA,49,7,Alabama,"1990 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Travis Best,PG,5-11,182,28,IND,77,5,Georgia Tech,1995 Rnd 1 Pick 23,United States,NBA 2000-2001 Players Information
Mike Bibby,G,6-2,195,22,VAN,82,2,Arizona,1998 Rnd 1 Pick 2,United States,NBA 2000-2001 Players Information
Chauncey Billups,G,6-3,210,24,MIN,77,3,Colorado,1997 Rnd 1 Pick 3,United States,NBA 2000-2001 Players Information
Mookie Blaylock,PG,6-1,190,33,GSW,69,11,Oklahoma,1989 Rnd 1 Pick 12,United States,NBA 2000-2001 Players Information
Corie Blount,PF,6-9,240,32,"GOS, PHX",68,7,Cincinnati,1993 Rnd 1 Pick 25,United States,NBA 2000-2001 Players Information
Mark Blount,C-F,7-0,250,25,BOS,64,1,Pittsburgh,1997 Rnd 2 Pick 26,United States,NBA 2000-2001 Players Information
Muggsy Bogues,PG,5-3,136,36,TOR,3,13,Wake Forest,1987 Rnd 1 Pick 12,United States,NBA 2000-2001 Players Information
Etdrick Bohannon,F,6-9,220,27,CLE,6,3,Auburn-Montgomery,"1997 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Calvin Booth,C,6-11,230,24,"DAL, WAS",55,1,Penn State,1999 Rnd 2 Pick 6,United States,NBA 2000-2001 Players Information
Cal Bowdler,PF,6-10,245,23,ATL,44,1,Old Dominion,1999 Rnd 1 Pick 17,United States,NBA 2000-2001 Players Information
Bruce Bowen,F,6-7,200,29,MIA,82,5,Cal State Fullerton,"1993 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Ryan Bowen,F,6-9,218,25,DEN,57,1,Iowa,1998 Rnd 2 Pick 26,United States,NBA 2000-2001 Players Information
Ira Bowman,SG,6-5,195,27,ATL,3,2,Pennsylvania,"1996 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Earl Boykins,G,5-5,135,24,LAC,10,2,Eastern Michigan,"1998 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Shawn Bradley,C,7-6,235,28,DAL,82,7,Brigham Young,1993 Rnd 1 Pick 2,United StatesGermany,NBA 2000-2001 Players Information
Elton Brand,PF,6-9,254,21,CHI,74,1,Duke,1999 Rnd 1 Pick 1,United States,NBA 2000-2001 Players Information
Terrell Brandon,PG,5-11,180,30,MIN,78,9,Oregon,1991 Rnd 1 Pick 11,United States,NBA 2000-2001 Players Information
Chucky Brown,SF,6-7,214,33,"CLE, GOS",26,11,NC State,1989 Rnd 2 Pick 16,United States,NBA 2000-2001 Players Information
Dee Brown,PG,6-1,160,32,ORL,7,10,Jacksonville,1990 Rnd 1 Pick 19,United States,NBA 2000-2001 Players Information
P.J. Brown,C,6-11,225,31,CHA,80,7,Louisiana Tech,1992 Rnd 2 Pick 2,United States,NBA 2000-2001 Players Information
Randy Brown,PG,6-2,190,32,BOS,54,9,New Mexico State,1991 Rnd 2 Pick 4,United States,NBA 2000-2001 Players Information
Rick Brunson,SG,6-4,190,28,"BOS, NYK",22,4,Temple,"1995 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Kobe Bryant,SG,6-6,212,22,LAL,68,4,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States,NBA 2000-2001 Players Information
Mark Bryant,PF,6-9,245,35,DAL,18,12,Seton Hall,1988 Rnd 1 Pick 21,United States,NBA 2000-2001 Players Information
Greg Buckner,G-F,6-4,210,24,DAL,37,2,Clemson,1998 Rnd 2 Pick 24,United States,NBA 2000-2001 Players Information
Jud Buechler,SF,6-6,220,32,DET,57,10,Arizona,1990 Rnd 2 Pick 11,United States,NBA 2000-2001 Players Information
Rodney Buford,SF,6-5,189,23,PHI,47,1,Creighton,1999 Rnd 2 Pick 24,United States,NBA 2000-2001 Players Information
Matt Bullard,PF,6-10,215,33,HOU,61,9,Iowa,"1990 NBA Draft, Undrafted",United States,NBA 2000-2001 Players Information
Scott Burrell,G-F,6-7,218,30,CHA,4,7,UConn,1993 Rnd 1 Pick 20,United States,NBA 2000-2001 Players Information
Jason Caffey,PF,6-8,255,27,MIL,70,5,Alabama,1995 Rnd 1 Pick 20,United States,NBA 2000-2001 Players Information
Marcus Camby,C,6-11,240,26,NYK,63,4,Massachusetts,1996 Rnd 1 Pick 2,United States,NBA 2000-2001 Players Information
Elden Campbell,FC,6-11,215,32,CHA,78,10,Clemson,1990 Rnd 1 Pick 27,United States,NBA 2000-2001 Players Information
Brian Cardinal,PF,6-8,245,23,DET,15,0,Purdue,2000 Rnd 2 Pick 15,United States,NBA 2000-2001 Players Information
