Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Mahmoud Abdul-Rauf,PG,6-0,162,28,SAC,31,7,LSU,1990 Rnd 1 Pick 3,United States,NBA 1997-1998 Players Information
Tariq Abdul-Wahad,SF,6-6,223,23,SAC,59,0,San Jose State,1997 Rnd 1 Pick 11,France,NBA 1997-1998 Players Information
Shareef Abdur-Rahim,F,6-9,225,21,VAN,82,1,California,1996 Rnd 1 Pick 3,United States,NBA 1997-1998 Players Information
Cory Alexander,G,6-1,185,24,"DEN, SAN",60,2,Virginia,1995 Rnd 1 Pick 29,United States,NBA 1997-1998 Players Information
Ray Allen,SG,6-5,205,22,MIL,82,1,UConn,1996 Rnd 1 Pick 5,United States,NBA 1997-1998 Players Information
Cadillac Anderson,PF,6-10,230,33,ATL,50,9,Houston,1987 Rnd 1 Pick 23,United States,NBA 1997-1998 Players Information
Derek Anderson,G,6-5,194,23,CLE,66,0,Kentucky,1997 Rnd 1 Pick 13,United States,NBA 1997-1998 Players Information
Kenny Anderson,PG,6-0,168,27,"BOS, POR",61,6,Georgia Tech,1991 Rnd 1 Pick 2,United States,NBA 1997-1998 Players Information
Nick Anderson,GF,6-6,228,30,ORL,58,8,Illinois,1989 Rnd 1 Pick 11,United States,NBA 1997-1998 Players Information
Shandon Anderson,GF,6-6,208,24,UTA,82,1,Georgia,1996 Rnd 2 Pick 25,United States,NBA 1997-1998 Players Information
Chris Anstey,C,7-0,253,23,DAL,41,0,South East Melbourne (Australia),1997 Rnd 1 Pick 18,Australia,NBA 1997-1998 Players Information
Greg Anthony,PG,6-0,176,30,SEA,80,6,UNLV,1991 Rnd 1 Pick 12,United States,NBA 1997-1998 Players Information
B.J. Armstrong,G,6-2,175,30,"CHA, GOS",66,8,Iowa,1989 Rnd 1 Pick 18,United States,NBA 1997-1998 Players Information
Darrell Armstrong,PG,6-0,170,29,ORL,48,3,Fayetteville State,"1991 NBA Draft, Undrafted",United States,NBA 1997-1998 Players Information
Vincent Askew,GF,6-6,210,32,POR,30,9,Memphis,1987 Rnd 2 Pick 16,United States,NBA 1997-1998 Players Information
Keith Askins,F,6-7,197,30,MIA,46,7,Alabama,"1990 NBA Draft, Undrafted",United States,NBA 1997-1998 Players Information
Stacey Augmon,SF,6-6,205,29,POR,71,6,UNLV,1991 Rnd 1 Pick 9,United States,NBA 1997-1998 Players Information
Ike Austin,C,6-10,255,28,"LAC, MIA",78,4,Arizona State,1991 Rnd 2 Pick 21,United States,NBA 1997-1998 Players Information
Vin Baker,PF,6-11,240,26,SEA,82,4,Hartford,1993 Rnd 1 Pick 8,United States,NBA 1997-1998 Players Information
Charles Barkley,PF,6-6,252,35,HOU,68,13,Auburn,1984 Rnd 1 Pick 5,United States,NBA 1997-1998 Players Information
Dana Barros,PG,5-11,165,30,BOS,80,8,Boston College,1989 Rnd 1 Pick 16,United States,NBA 1997-1998 Players Information
Brent Barry,G,6-7,210,26,"LAC, MIA",58,2,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 1997-1998 Players Information
Drew Barry,G,6-5,191,25,ATL,27,1,Georgia Tech,1996 Rnd 2 Pick 28,United States,NBA 1997-1998 Players Information
Jon Barry,SG,6-4,195,28,LAL,49,5,Georgia Tech,1992 Rnd 1 Pick 21,United States,NBA 1997-1998 Players Information
Tony Battie,PF,6-11,230,22,DEN,65,0,Texas Tech,1997 Rnd 1 Pick 5,United States,NBA 1997-1998 Players Information
Corey Beck,G,6-1,190,26,CHA,59,2,Arkansas,"1995 NBA Draft, Undrafted",United States,NBA 1997-1998 Players Information
Benoit Benjamin,C,7-0,250,33,PHI,14,12,Creighton,1985 Rnd 1 Pick 3,United States,NBA 1997-1998 Players Information
Mario Bennett,C-F,6-6,235,24,LAL,45,1,Arizona State,1995 Rnd 1 Pick 27,United States,NBA 1997-1998 Players Information
David Benoit,F,6-8,220,29,"NJN, ORL",77,5,Alabama,"1990 NBA Draft, Undrafted",United States,NBA 1997-1998 Players Information
Travis Best,PG,5-11,182,25,IND,82,2,Georgia Tech,1995 Rnd 1 Pick 23,United States,NBA 1997-1998 Players Information
Chauncey Billups,G,6-3,210,21,"BOS, TOR",80,0,Colorado,1997 Rnd 1 Pick 3,United States,NBA 1997-1998 Players Information
Mookie Blaylock,PG,6-1,190,30,ATL,70,8,Oklahoma,1989 Rnd 1 Pick 12,United States,NBA 1997-1998 Players Information
Corie Blount,PF,6-9,240,29,LAL,70,4,Cincinnati,1993 Rnd 1 Pick 25,United States,NBA 1997-1998 Players Information
