Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Kareem Abdul-Jabbar,C,7-2,225,35,LAL,79,13,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1982-1983 Players Information
Alvan Adams,FC,6-9,210,28,PHX,80,7,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1982-1983 Players Information
Mark Aguirre,SF,6-6,232,23,DAL,81,1,DePaul,1981 Rnd 1 Pick 1,United States,NBA 1982-1983 Players Information
Danny Ainge,G,6-4,175,23,BOS,80,1,Brigham Young,1981 Rnd 2 Pick 8,United States,NBA 1982-1983 Players Information
Dwight Anderson,PG,6-3,185,22,DEN,5,0,USC,1982 Rnd 2 Pick 18,United States,NBA 1982-1983 Players Information
J.J. Anderson,F,6-8,195,22,"PHL, UTH",65,0,Bradley,1982 Rnd 2 Pick 13,United States,NBA 1982-1983 Players Information
Richard Anderson,FC,6-10,240,22,SDC,77,0,UC Santa Barbara,1982 Rnd 2 Pick 9,United States,NBA 1982-1983 Players Information
Tiny Archibald,PG,6-1,150,34,BOS,66,12,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1982-1983 Players Information
John Bagley,G,6-0,185,22,CLE,68,0,Boston College,1982 Rnd 1 Pick 12,United States,NBA 1982-1983 Players Information
James Bailey,FC,6-9,220,25,"HOU, NJN",75,3,Rutgers,1979 Rnd 1 Pick 6,United States,NBA 1982-1983 Players Information
Greg Ballard,F,6-7,215,28,WAS,78,5,Oregon,1977 Rnd 1 Pick 4,United States,NBA 1982-1983 Players Information
Gene Banks,GF,6-7,215,23,SAS,81,1,Duke,1981 Rnd 2 Pick 5,United States,NBA 1982-1983 Players Information
Billy Ray Bates,SG,6-4,210,26,"LAL, WAS",18,4,Kentucky State,1978 Rnd 3 Pick 3,United States,NBA 1982-1983 Players Information
Dave Batton,C,6-10,240,26,WAS,53,0,Notre Dame,1978 Rnd 3 Pick 18,United States,NBA 1982-1983 Players Information
Kent Benson,C,6-10,235,28,DET,21,5,Indiana,1977 Rnd 1 Pick 1,United States,NBA 1982-1983 Players Information
Larry Bird,SF,6-9,220,26,BOS,79,3,Indiana State,1978 Rnd 1 Pick 6,United States,NBA 1982-1983 Players Information
Otis Birdsong,GF,6-3,190,27,NJN,62,5,Houston,1977 Rnd 1 Pick 2,United States,NBA 1982-1983 Players Information
Rolando Blackman,G,6-6,190,24,DAL,75,1,Kansas State,1981 Rnd 1 Pick 9,PanamaUnited States,NBA 1982-1983 Players Information
Charles Bradley,SG,6-5,215,23,BOS,51,1,Wyoming,1981 Rnd 1 Pick 23,United States,NBA 1982-1983 Players Information
Dudley Bradley,GF,6-6,195,25,CHI,58,3,North Carolina,1979 Rnd 1 Pick 13,United States,NBA 1982-1983 Players Information
Brad Branson,FC,6-10,220,24,IND,62,1,Southern Methodist,1980 Rnd 2 Pick 22,United States,NBA 1982-1983 Players Information
Mike Bratz,G,6-2,185,27,CHI,14,5,Stanford,1977 Rnd 3 Pick 22,United States,NBA 1982-1983 Players Information
Ron Brewer,G,6-4,180,27,"CLE, GOS",74,4,Arkansas,1978 Rnd 1 Pick 7,United States,NBA 1982-1983 Players Information
