Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
LaMelo Ball,G,6-7,180,21,CHA,36,2,Illawarra (Australia),2020 Rnd 1 Pick 3,United States,NBA 2022-2023 Players Information
Mohamed Bamba,C,7-0,231,24,"LAL, ORL",49,4,Texas,2018 Rnd 1 Pick 6,United States,NBA 2022-2023 Players Information
Paolo Banchero,C,6-10,250,20,ORL,72,0,Duke,2022 Rnd 1 Pick 1,United StatesItaly,NBA 2022-2023 Players Information
Desmond Bane,SG,6-5,215,24,MEM,58,2,TCU,2020 Rnd 1 Pick 30,United States,NBA 2022-2023 Players Information
Dalano Banton,PG,6-8,204,23,TOR,31,1,Nebraska,2021 Rnd 2 Pick 16,Canada,NBA 2022-2023 Players Information
Dominick Barlow,F,6-9,215,19,SAS,28,0,Overtime Elite (Georgia),"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Harrison Barnes,SF,6-8,225,30,SAC,82,10,North Carolina,2012 Rnd 1 Pick 7,United States,NBA 2022-2023 Players Information
Scottie Barnes,SF,6-7,237,21,TOR,77,1,Florida State,2021 Rnd 1 Pick 4,United States,NBA 2022-2023 Players Information
R.J. Barrett,SG,6-6,214,22,NYK,73,3,Duke,2019 Rnd 1 Pick 3,Canada,NBA 2022-2023 Players Information
Will Barton,GF,6-5,181,32,"TOR, WAS",56,10,Memphis,2012 Rnd 2 Pick 10,United States,NBA 2022-2023 Players Information
Charles Bassey,PF,6-10,230,22,SAS,35,1,Western Kentucky,2021 Rnd 2 Pick 23,NigeriaUnited States,NBA 2022-2023 Players Information
Keita Bates-Diop,SF,6-8,229,27,SAS,67,4,Ohio State,2018 Rnd 2 Pick 18,United States,NBA 2022-2023 Players Information
Nicolas Batum,F,6-8,230,34,LAC,78,14,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France,NBA 2022-2023 Players Information
Darius Bazley,PF,6-9,216,22,"OKC, PHX",43,3, ,2019 Rnd 1 Pick 23,United States,NBA 2022-2023 Players Information
Bradley Beal,SG,6-4,207,29,WAS,50,10,Florida,2012 Rnd 1 Pick 3,United States,NBA 2022-2023 Players Information
Malik Beasley,SG,6-4,187,26,"LAL, UTH",81,6,Florida State,2016 Rnd 1 Pick 19,United States,NBA 2022-2023 Players Information
MarJon Beauchamp,SG,6-7,199,22,MIL,52,0,NBA G League Ignite,2022 Rnd 1 Pick 24,United States,NBA 2022-2023 Players Information
Davis Bertans,SF,6-10,225,30,DAL,45,6,Union Olimpija (Slovenia),2011 Rnd 2 Pick 12,Latvia,NBA 2022-2023 Players Information
Patrick Beverley,PG,6-2,180,34,"CHI, LAL",67,10,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States,NBA 2022-2023 Players Information
Saddiq Bey,F,6-7,215,23,"ATL, DET",77,2,Villanova,2020 Rnd 1 Pick 19,United States,NBA 2022-2023 Players Information
Khem Birch,PF,6-8,233,30,TOR,20,5,UNLV,"2014 NBA Draft, Undrafted",Canada,NBA 2022-2023 Players Information
Goga Bitadze,C,6-10,250,23,"IND, ORL",38,3,KK Mega Bemax (Serbia),2019 Rnd 1 Pick 18,Georgia,NBA 2022-2023 Players Information
Bismack Biyombo,PF,6-8,255,30,PHX,61,11,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo,NBA 2022-2023 Players Information
Buddy Boeheim,SG,6-5,205,23,DET,10,0,Syracuse,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Bogdan Bogdanovic,SG,6-5,225,30,ATL,54,5,KK Partizan (Serbia),2014 Rnd 1 Pick 27,Serbia,NBA 2022-2023 Players Information
Bojan Bogdanovic,F,6-7,226,33,DET,59,8,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and HerzegovinaCroatia,NBA 2022-2023 Players Information
Bol Bol,C,7-3,220,23,ORL,70,3,Oregon,2019 Rnd 2 Pick 14,United States,NBA 2022-2023 Players Information
Leandro Bolmaro,SG,6-6,200,22,UTA,14,1,FC Barcelona II (Spain),2020 Rnd 1 Pick 23,Argentina,NBA 2022-2023 Players Information
Devin Booker,SG,6-6,206,26,PHX,53,7,Kentucky,2015 Rnd 1 Pick 13,United States,NBA 2022-2023 Players Information
"B.J. Boston, Jr.",SG,6-6,188,21,LAC,22,1,Kentucky,2021 Rnd 2 Pick 21,United States,NBA 2022-2023 Players Information
Chris Boucher,PF,6-9,200,30,TOR,76,5,Oregon,"2017 NBA Draft, Undrafted",Saint LuciaCanada,NBA 2022-2023 Players Information
James Bouknight,G,6-4,190,22,CHA,34,1,UConn,2021 Rnd 1 Pick 11,United States,NBA 2022-2023 Players Information
Jamaree Bouyea,G,6-2,180,23,"MIA, WAS",5,0,San Francisco,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Tony Bradley,C,6-11,248,25,CHI,12,5,North Carolina,2017 Rnd 1 Pick 28,United States,NBA 2022-2023 Players Information
Malaki Branham,GF,6-4,180,19,SAS,66,0,Ohio State,2022 Rnd 1 Pick 20,United States,NBA 2022-2023 Players Information
Jarrell Brantley,SF,6-5,250,26,UTA,4,2,Charleston,2019 Rnd 2 Pick 20,United States,NBA 2022-2023 Players Information
Christian Braun,SF,6-6,220,21,DEN,76,0,Kansas,2022 Rnd 1 Pick 21,United States,NBA 2022-2023 Players Information
Mikal Bridges,SG,6-6,209,26,"BRK, PHX",83,4,Villanova,2018 Rnd 1 Pick 10,United States,NBA 2022-2023 Players Information
Oshae Brissett,PF,6-7,210,24,IND,65,3,Syracuse,"2019 NBA Draft, Undrafted",Canada,NBA 2022-2023 Players Information
Malcolm Brogdon,SG,6-4,229,30,BOS,67,6,Virginia,2016 Rnd 2 Pick 6,United States,NBA 2022-2023 Players Information
Dillon Brooks,F,6-6,225,27,MEM,73,5,Oregon,2017 Rnd 2 Pick 15,Canada,NBA 2022-2023 Players Information
Greg Brown III,SF,6-7,206,21,POR,16,1,Texas,2021 Rnd 2 Pick 13,United States,NBA 2022-2023 Players Information
Jaylen Brown,SF,6-6,223,26,BOS,67,6,California,2016 Rnd 1 Pick 3,United States,NBA 2022-2023 Players Information
"Bruce Brown, Jr.",SG,6-4,202,26,DEN,80,4,Miami (FL),2018 Rnd 2 Pick 12,United States,NBA 2022-2023 Players Information
"Troy Brown, Jr.",SF,6-7,215,23,LAL,76,4,Oregon,2018 Rnd 1 Pick 15,United States,NBA 2022-2023 Players Information
Kendall Brown,G,6-7,205,19,IND,6,0,Baylor,2022 Rnd 2 Pick 18,United States,NBA 2022-2023 Players Information
Moses Brown,C,7-2,258,23,"BRK, LAC",36,3,UCLA,"2019 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Sterling Brown,G,6-5,219,28,LAL,4,5,Southern Methodist,2017 Rnd 2 Pick 16,United States,NBA 2022-2023 Players Information
Jalen Brunson,PG,6-2,190,26,NYK,68,4,Villanova,2018 Rnd 2 Pick 3,United States,NBA 2022-2023 Players Information
Thomas Bryant,C,6-10,248,25,"DEN, LAL",59,5,Indiana,2017 Rnd 2 Pick 12,United States,NBA 2022-2023 Players Information
Reggie Bullock,SG,6-6,205,31,DAL,78,9,North Carolina,2013 Rnd 1 Pick 25,United States,NBA 2022-2023 Players Information
Alec Burks,SG,6-5,214,31,DET,51,11,Colorado,2011 Rnd 1 Pick 12,United States,NBA 2022-2023 Players Information
Deonte Burton,F,6-4,240,29,SAC,2,2,Iowa State,"2017 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Jared Butler,PG,6-3,193,22,OKC,6,1,Baylor,2021 Rnd 2 Pick 10,United States,NBA 2022-2023 Players Information
Jimmy Butler,GF,6-7,230,33,MIA,64,11,Marquette,2011 Rnd 1 Pick 30,United States,NBA 2022-2023 Players Information
John Butler,C,7-0,190,20,POR,19,0,Florida State,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Jamal Cain,F,6-6,191,23,MIA,18,0,Oakland,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Kentavious Caldwell-Pope,SG,6-5,204,30,DEN,76,9,Georgia,2013 Rnd 1 Pick 8,United States,NBA 2022-2023 Players Information
Facundo Campazzo,PG,5-11,165,31,DAL,8,2,Penarol (Argentina),"2013 NBA Draft, Undrafted",Argentina,NBA 2022-2023 Players Information
Vlatko Cancar,SF,6-8,236,25,DEN,60,3,KK Mega Bemax (Serbia),2017 Rnd 2 Pick 19,Slovenia,NBA 2022-2023 Players Information
Clint Capela,PF,6-10,256,28,ATL,65,8,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland,NBA 2022-2023 Players Information
"Vernon Carey, Jr.",PF,6-9,270,22,WAS,11,2,Duke,2020 Rnd 2 Pick 2,United States,NBA 2022-2023 Players Information
Jevon Carter,PG,6-1,200,27,MIL,81,4,West Virginia,2018 Rnd 2 Pick 2,United States,NBA 2022-2023 Players Information
"Wendell Carter, Jr.",PF,6-10,270,23,ORL,57,4,Duke,2018 Rnd 1 Pick 7,United States,NBA 2022-2023 Players Information
Michael Carter-Williams,PG,6-5,190,31,ORL,4,9,Syracuse,2013 Rnd 1 Pick 11,United States,NBA 2022-2023 Players Information
Alex Caruso,G,6-5,186,29,CHI,67,5,Texas A&M,"2016 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Julian Champagnie,F,6-7,217,21,"PHL, SAN",17,0,St. John's,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Justin Champagnie,F,6-6,206,21,"BOS, TOR",5,1,Pittsburgh,"2021 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Kennedy Chandler,PG,5-11,170,20,MEM,36,0,Tennessee,2022 Rnd 2 Pick 8,United States,NBA 2022-2023 Players Information
Max Christie,F,6-5,190,20,LAL,41,0,Michigan State,2022 Rnd 2 Pick 5,United States,NBA 2022-2023 Players Information
Josh Christopher,G,6-4,215,21,HOU,64,1,Arizona State,2021 Rnd 1 Pick 24,United States,NBA 2022-2023 Players Information
Brandon Clarke,PF,6-8,215,26,MEM,56,3,Gonzaga,2019 Rnd 1 Pick 21,Canada,NBA 2022-2023 Players Information
Jordan Clarkson,G,6-3,194,30,UTA,61,8,Missouri,2014 Rnd 2 Pick 16,United StatesPhilippines,NBA 2022-2023 Players Information
Nicolas Claxton,C,6-11,215,23,BRK,76,3,Georgia,2019 Rnd 2 Pick 1,United StatesU.S. Virgin Islands,NBA 2022-2023 Players Information
Amir Coffey,SF,6-7,210,25,LAC,50,3,Minnesota,"2019 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
John Collins,PF,6-9,226,25,ATL,71,5,Wake Forest,2017 Rnd 1 Pick 19,United States,NBA 2022-2023 Players Information
Zach Collins,C,6-11,250,25,SAS,63,5,Gonzaga,2017 Rnd 1 Pick 10,United States,NBA 2022-2023 Players Information
Chance Comanche,C,6-10,210,26,POR,1,0,Arizona,"2017 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Mike Conley,PG,6-0,175,35,"MIN, UTH",67,15,Ohio State,2007 Rnd 1 Pick 4,United States,NBA 2022-2023 Players Information
Pat Connaughton,SF,6-5,209,30,MIL,61,7,Notre Dame,2015 Rnd 2 Pick 11,United States,NBA 2022-2023 Players Information
Xavier Cooks,GF,6-8,183,27,WAS,10,0,Winthrop,"2018 NBA Draft, Undrafted",Australia,NBA 2022-2023 Players Information
Robert Covington,F,6-7,209,32,LAC,48,9,Tennessee State,"2013 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Torrey Craig,GF,6-5,221,32,PHX,79,5,USC Upstate,"2014 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Jae Crowder,SF,6-6,235,32,MIL,18,10,Marquette,2012 Rnd 2 Pick 4,United States,NBA 2022-2023 Players Information
Jarrett Culver,SG,6-6,195,24,ATL,10,3,Texas Tech,2019 Rnd 1 Pick 6,United States,NBA 2022-2023 Players Information
Cade Cunningham,SF,6-6,220,21,DET,12,1,Oklahoma State,2021 Rnd 1 Pick 1,United States,NBA 2022-2023 Players Information
Seth Curry,G,6-1,185,32,BRK,61,9,Duke,"2013 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Stephen Curry,G,6-2,185,34,GSW,56,13,Davidson,2009 Rnd 1 Pick 7,United States,NBA 2022-2023 Players Information
Dyson Daniels,GF,6-7,199,19,NOP,59,0,NBA G League Ignite,2022 Rnd 1 Pick 8,Australia,NBA 2022-2023 Players Information
Anthony Davis,PF,6-10,253,29,LAL,56,10,Kentucky,2012 Rnd 1 Pick 1,United States,NBA 2022-2023 Players Information
Johnny Davis,F,6-4,195,21,WAS,28,0,Wisconsin,2022 Rnd 1 Pick 10,United States,NBA 2022-2023 Players Information
Terence Davis,SF,6-4,201,25,SAC,64,3,Ole Miss,"2019 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
J.D. Davison,F,6-1,195,20,BOS,12,0,Alabama,2022 Rnd 2 Pick 23,United States,NBA 2022-2023 Players Information
Darius Days,PF,6-7,245,23,HOU,4,0,LSU,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
DeMar DeRozan,GF,6-6,220,33,CHI,74,13,USC,2009 Rnd 1 Pick 9,United States,NBA 2022-2023 Players Information
Dewayne Dedmon,PF,6-10,245,33,"MIA, PHL",38,9,USC,"2013 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Matt Dellavedova,G,6-3,200,32,SAC,32,8,Saint Mary's,"2013 NBA Draft, Undrafted",Australia,NBA 2022-2023 Players Information
Donte DiVincenzo,SG,6-4,203,26,GSW,72,4,Villanova,2018 Rnd 1 Pick 17,United States,NBA 2022-2023 Players Information
Moussa Diabate,PF,6-9,210,21,LAC,22,0,Michigan,2022 Rnd 2 Pick 13,France,NBA 2022-2023 Players Information
Mamadi Diakite,PF,6-9,228,26,CLE,22,2,Virginia,"2020 NBA Draft, Undrafted",Guinea,NBA 2022-2023 Players Information
Hamidou Diallo,SG,6-5,202,24,DET,56,4,Kentucky,2018 Rnd 2 Pick 15,United StatesGuinea,NBA 2022-2023 Players Information
Gorgui Dieng,FC,6-10,250,33,SAS,31,9,Louisville,2013 Rnd 1 Pick 21,Senegal,NBA 2022-2023 Players Information
Ousmane Dieng,SG,6-9,185,19,OKC,39,0,New Zealand (New Zealand),2022 Rnd 1 Pick 11,France,NBA 2022-2023 Players Information
Spencer Dinwiddie,PG,6-5,215,29,"BRK, DAL",79,8,Colorado,2014 Rnd 2 Pick 8,United States,NBA 2022-2023 Players Information
Luka Doncic,SF,6-7,230,24,DAL,66,4,Real Madrid (Spain),2018 Rnd 1 Pick 3,Slovenia,NBA 2022-2023 Players Information
Tyler Dorsey,SG,6-5,183,27,DAL,3,2,Oregon,2017 Rnd 2 Pick 11,United StatesGreece,NBA 2022-2023 Players Information
Luguentz Dort,PG,6-4,220,23,OKC,74,3,Arizona State,"2019 NBA Draft, Undrafted",Canada,NBA 2022-2023 Players Information
Ayo Dosunmu,PG,6-5,200,23,CHI,80,1,Illinois,2021 Rnd 2 Pick 8,United States,NBA 2022-2023 Players Information
Devon Dotson,PG,6-1,185,23,WAS,6,2,Kansas,"2020 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Jeff Dowtin,PG,6-3,177,25,TOR,25,1,Rhode Island,"2020 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
P.J. Dozier,PG,6-6,205,26,SAC,16,5,South Carolina,"2017 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Goran Dragic,G,6-4,190,36,"CHI, MIL",58,14,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia,NBA 2022-2023 Players Information
Andre Drummond,C,6-11,279,29,CHI,67,10,UConn,2012 Rnd 1 Pick 9,United States,NBA 2022-2023 Players Information
Chris Duarte,PG,6-5,190,25,IND,46,1,Oregon,2021 Rnd 1 Pick 13,CanadaDominican Republic,NBA 2022-2023 Players Information
David Duke,SG,6-4,204,23,BRK,23,1,Providence,"2021 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Kris Dunn,SG,6-3,205,28,UTA,22,6,Providence,2016 Rnd 1 Pick 5,United States,NBA 2022-2023 Players Information
Kevin Durant,SF,6-11,240,34,"BRK, PHX",47,15,Texas,2007 Rnd 1 Pick 2,United States,NBA 2022-2023 Players Information
Jalen Duren,PF,6-10,250,19,DET,67,0,Memphis,2022 Rnd 1 Pick 13,United States,NBA 2022-2023 Players Information
Tari Eason,F,6-8,215,21,HOU,82,0,LSU,2022 Rnd 1 Pick 17,United States,NBA 2022-2023 Players Information
Anthony Edwards,SF,6-4,225,21,MIN,79,2,Georgia,2020 Rnd 1 Pick 1,United States,NBA 2022-2023 Players Information
Kessler Edwards,SG,6-7,203,22,"BRK, SAC",36,1,Pepperdine,2021 Rnd 2 Pick 14,United States,NBA 2022-2023 Players Information
Keon Ellis,F,6-3,175,23,SAC,16,0,Alabama,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Joel Embiid,C,7-0,280,28,PHI,66,8,Kansas,2014 Rnd 1 Pick 3,Cameroon,NBA 2022-2023 Players Information
Drew Eubanks,C,6-10,245,26,POR,78,4,Oregon State,"2018 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Bruno Fernando,C,6-9,240,24,"ATL, HOU",39,3,Maryland,2019 Rnd 2 Pick 4,Angola,NBA 2022-2023 Players Information
Dorian Finney-Smith,SF,6-7,220,29,"BRK, DAL",66,6,Florida,"2016 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Malachi Flynn,PG,6-1,185,24,TOR,53,2,San Diego State,2020 Rnd 1 Pick 29,United States,NBA 2022-2023 Players Information
Simone Fontecchio,SF,6-7,209,27,UTA,52,0,AX Armani Exchange Milan (Italy),"2017 NBA Draft, Undrafted",Italy,NBA 2022-2023 Players Information
Bryn Forbes,G,6-2,205,29,MIN,25,6,Michigan State,"2016 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Trent Forrest,SG,6-4,210,24,ATL,23,2,Florida State,"2020 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
"Michael Foster, Jr.",PF,6-8,250,20,PHI,1,0,NBA G League Ignite,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Evan Fournier,SG,6-6,205,30,NYK,27,10,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France,NBA 2022-2023 Players Information
De'Aaron Fox,PG,6-3,185,25,SAC,73,5,Kentucky,2017 Rnd 1 Pick 5,United States,NBA 2022-2023 Players Information
Markelle Fultz,PG,6-4,209,24,ORL,60,5,Washington,2017 Rnd 1 Pick 1,United States,NBA 2022-2023 Players Information
Wenyen Gabriel,PF,6-9,205,25,LAL,68,4,Kentucky,"2018 NBA Draft, Undrafted",South Sudan,NBA 2022-2023 Players Information
Daniel Gafford,C,6-10,234,24,WAS,78,3,Arkansas,2019 Rnd 2 Pick 8,United States,NBA 2022-2023 Players Information
Darius Garland,G,6-1,192,23,CLE,69,3,Vanderbilt,2019 Rnd 1 Pick 5,United States,NBA 2022-2023 Players Information
Usman Garuba,C,6-8,229,20,HOU,75,1,Real Madrid (Spain),2021 Rnd 1 Pick 23,Spain,NBA 2022-2023 Players Information
Luka Garza,C,6-10,243,24,MIN,28,1,Iowa,2021 Rnd 2 Pick 22,United StatesBosnia and Herzegovina,NBA 2022-2023 Players Information
Rudy Gay,SF,6-7,250,36,UTA,56,16,UConn,2006 Rnd 1 Pick 8,United States,NBA 2022-2023 Players Information
Paul George,GF,6-8,220,32,LAC,56,12,Fresno State,2010 Rnd 1 Pick 10,United States,NBA 2022-2023 Players Information
Taj Gibson,F,6-9,232,37,WAS,49,13,USC,2009 Rnd 1 Pick 26,United States,NBA 2022-2023 Players Information
Josh Giddey,G,6-8,216,20,OKC,76,1,Adelaide (Australia),2021 Rnd 1 Pick 6,Australia,NBA 2022-2023 Players Information
Shai Gilgeous-Alexander,PG,6-6,195,24,OKC,68,4,Kentucky,2018 Rnd 1 Pick 11,Canada,NBA 2022-2023 Players Information
Anthony Gill,PF,6-8,230,30,WAS,59,2,Virginia,"2016 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Jacob Gilyard,PG,5-8,160,24,MEM,1,0,Richmond,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Rudy Gobert,C,7-1,258,30,MIN,70,9,Cholet Basket (France),2013 Rnd 1 Pick 27,France,NBA 2022-2023 Players Information
Jordan Goodwin,SG,6-4,200,24,WAS,62,1,Saint Louis,"2021 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Aaron Gordon,F,6-8,235,27,DEN,68,8,Arizona,2014 Rnd 1 Pick 4,United States,NBA 2022-2023 Players Information
Eric Gordon,G,6-3,215,34,"HOU, LAC",69,14,Indiana,2008 Rnd 1 Pick 7,United StatesBahamas,NBA 2022-2023 Players Information
Devonte' Graham,PG,6-1,195,28,"NOP, SAN",73,4,Kansas,2018 Rnd 2 Pick 4,United States,NBA 2022-2023 Players Information
Jerami Grant,F,6-7,210,28,POR,63,8,Syracuse,2014 Rnd 2 Pick 9,United States,NBA 2022-2023 Players Information
Raiquan Gray,PF,6-7,269,23,BRK,1,0,Florida State,2021 Rnd 2 Pick 29,United States,NBA 2022-2023 Players Information
A.J. Green,PG,6-4,190,23,MIL,35,0,Northern Iowa,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Danny Green,SF,6-6,215,35,"CLE, MEM",11,13,North Carolina,2009 Rnd 2 Pick 16,United States,NBA 2022-2023 Players Information
Draymond Green,F,6-6,230,32,GSW,73,10,Michigan State,2012 Rnd 2 Pick 5,United States,NBA 2022-2023 Players Information
JaMychal Green,PF,6-9,227,32,GSW,57,8,Alabama,"2012 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Jalen Green,SG,6-4,186,21,HOU,76,1,NBA G League Ignite,2021 Rnd 1 Pick 2,United States,NBA 2022-2023 Players Information
Javonte Green,G,6-5,205,29,CHI,32,3,Radford,"2015 NBA Draft, Undrafted",United StatesMontenegro,NBA 2022-2023 Players Information
Jeff Green,F,6-8,235,36,DEN,56,14,Georgetown,2007 Rnd 1 Pick 5,United States,NBA 2022-2023 Players Information
Josh Green,SG,6-5,200,22,DAL,60,2,Arizona,2020 Rnd 1 Pick 18,United StatesAustralia,NBA 2022-2023 Players Information
Blake Griffin,PF,6-9,250,33,BOS,41,13,Oklahoma,2009 Rnd 1 Pick 1,United States,NBA 2022-2023 Players Information
"A.J. Griffin, Jr.",SG,6-6,220,19,ATL,72,0,Duke,2022 Rnd 1 Pick 16,United States,NBA 2022-2023 Players Information
Quentin Grimes,SG,6-5,210,22,NYK,71,1,Houston,2021 Rnd 1 Pick 25,United States,NBA 2022-2023 Players Information
Rui Hachimura,F,6-8,230,25,"LAL, WAS",63,3,Gonzaga,2019 Rnd 1 Pick 9,Japan,NBA 2022-2023 Players Information
Tyrese Haliburton,PG,6-5,185,23,IND,56,2,Iowa State,2020 Rnd 1 Pick 12,United States,NBA 2022-2023 Players Information
Jordan Hall,F,6-7,215,21,SAS,9,0,Saint Joseph's,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
R.J. Hampton,G,6-4,175,22,"DET, ORL",47,2,New Zealand (New Zealand),2020 Rnd 1 Pick 24,United States,NBA 2022-2023 Players Information
Tim Hardaway Jr.,SG,6-5,205,30,DAL,71,9,Michigan,2013 Rnd 1 Pick 24,United States,NBA 2022-2023 Players Information
James Harden,SG,6-5,220,33,PHI,58,13,Arizona State,2009 Rnd 1 Pick 3,United States,NBA 2022-2023 Players Information
Jaden Hardy,SG,6-3,198,20,DAL,48,0,NBA G League Ignite,2022 Rnd 2 Pick 7,United States,NBA 2022-2023 Players Information
Ron Harper,G,6-4,233,22,TOR,9,0,Rutgers,"2022 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Montrezl Harrell,F,6-7,240,29,PHI,57,7,Louisville,2015 Rnd 2 Pick 2,United States,NBA 2022-2023 Players Information
Gary Harris,SG,6-4,210,28,ORL,48,8,Michigan State,2014 Rnd 1 Pick 19,United States,NBA 2022-2023 Players Information
Joe Harris,SG,6-6,220,31,BRK,74,8,Virginia,2014 Rnd 2 Pick 3,United States,NBA 2022-2023 Players Information
Kevon Harris,SF,6-5,216,25,ORL,34,0,Stephen F. Austin,"2020 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
Tobias Harris,F,6-8,226,30,PHI,74,11,Tennessee,2011 Rnd 1 Pick 19,United States,NBA 2022-2023 Players Information
Shaquille Harrison,G,6-4,195,29,POR,5,5,Tulsa,"2016 NBA Draft, Undrafted",United States,NBA 2022-2023 Players Information
