Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Shareef Abdur-Rahim,F,6-9,225,31,SAC,6,11,California,1996 Rnd 1 Pick 3,United States,NBA 2007-2008 Players Information
Arron Afflalo,SG,6-5,210,22,DET,75,0,UCLA,2007 Rnd 1 Pick 27,United States,NBA 2007-2008 Players Information
Maurice Ager,F-G,6-5,202,24,"DAL, NJN",26,1,Michigan State,2006 Rnd 1 Pick 28,United States,NBA 2007-2008 Players Information
Blake Ahearn,G,6-3,190,23,MIA,12,0,Missouri State,"2007 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
LaMarcus Aldridge,FC,6-11,265,22,POR,76,1,Texas,2006 Rnd 1 Pick 2,United States,NBA 2007-2008 Players Information
Malik Allen,F,6-10,255,29,"DAL, NJN",73,7,Villanova,"2000 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Ray Allen,SG,6-5,205,32,BOS,73,11,UConn,1996 Rnd 1 Pick 5,United States,NBA 2007-2008 Players Information
Tony Allen,SG,6-4,213,26,BOS,75,3,Oklahoma State,2004 Rnd 1 Pick 25,United States,NBA 2007-2008 Players Information
Lance Allred,C,6-11,250,27,CLE,3,0,Weber State,"2005 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Morris Almond,GF,6-6,220,23,UTA,9,0,Rice,2007 Rnd 1 Pick 25,United States,NBA 2007-2008 Players Information
Rafer Alston,G,6-2,175,31,HOU,74,8,Fresno State,1998 Rnd 2 Pick 10,United States,NBA 2007-2008 Players Information
Lou Amundson,PF,6-9,220,25,PHI,16,1,UNLV,"2006 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Chris Andersen,FC,6-10,245,29,NOP,5,4,Blinn,"1999 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Derek Anderson,G,6-5,194,33,CHA,28,10,Kentucky,1997 Rnd 1 Pick 13,United States,NBA 2007-2008 Players Information
Carmelo Anthony,F,6-8,240,23,DEN,77,4,Syracuse,2003 Rnd 1 Pick 3,United States,NBA 2007-2008 Players Information
Joel Anthony,C,6-9,245,25,MIA,24,0,UNLV,"2007 NBA Draft, Undrafted",Canada,NBA 2007-2008 Players Information
Gilbert Arenas,G,6-3,191,26,WAS,13,6,Arizona,2001 Rnd 2 Pick 2,United States,NBA 2007-2008 Players Information
Trevor Ariza,SF,6-8,215,22,"LAL, ORL",35,3,UCLA,2004 Rnd 2 Pick 14,United States,NBA 2007-2008 Players Information
Darrell Armstrong,PG,6-0,170,39,NJN,50,13,Fayetteville State,"1991 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Hilton Armstrong,C,6-11,235,23,NOP,65,1,UConn,2006 Rnd 1 Pick 12,United States,NBA 2007-2008 Players Information
Carlos Arroyo,PG,6-2,202,28,ORL,62,6,Florida International,"2001 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2007-2008 Players Information
Chucky Atkins,G,5-11,185,33,DEN,24,9,South Florida,"1996 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
James Augustine,FC,6-10,235,24,ORL,25,1,Illinois,2006 Rnd 2 Pick 11,United States,NBA 2007-2008 Players Information
Kelenna Azubuike,F-G,6-5,220,24,GSW,81,1,Kentucky,"2005 NBA Draft, Undrafted",EnglandNigeria,NBA 2007-2008 Players Information
Renaldo Balkman,F,6-8,208,23,NYK,65,1,South Carolina,2006 Rnd 1 Pick 20,United StatesPuerto Rico,NBA 2007-2008 Players Information
Marcus Banks,G,6-2,200,26,"MIA, PHX",36,4,UNLV,2003 Rnd 1 Pick 13,United States,NBA 2007-2008 Players Information
Leandro Barbosa,G,6-3,194,25,PHX,82,4,Bauru (Brazil),2003 Rnd 1 Pick 28,Brazil,NBA 2007-2008 Players Information
J.J. Barea,G,5-10,180,23,DAL,44,1,Northeastern,"2006 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2007-2008 Players Information
Andrea Bargnani,FC,7-0,245,22,TOR,78,1,Universo De'Longhi Treviso (Italy),2006 Rnd 1 Pick 1,Italy,NBA 2007-2008 Players Information
Matt Barnes,GF,6-7,226,27,GSW,73,5,UCLA,2002 Rnd 2 Pick 17,United States,NBA 2007-2008 Players Information
Andre Barrett,PG,5-10,173,26,LAC,4,3,Seton Hall,"2004 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Earl Barron,C,7-0,250,26,MIA,46,3,Memphis,"2003 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Brent Barry,G,6-7,210,36,SAS,31,12,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 2007-2008 Players Information
Brandon Bass,PF,6-8,250,22,DAL,79,2,LSU,2005 Rnd 2 Pick 3,United States,NBA 2007-2008 Players Information
Maceo Baston,FC,6-11,230,31,TOR,15,3,Michigan,1998 Rnd 2 Pick 29,United States,NBA 2007-2008 Players Information
Shane Battier,F,6-8,220,29,HOU,80,6,Duke,2001 Rnd 1 Pick 6,United States,NBA 2007-2008 Players Information
Marco Belinelli,G,6-5,225,21,GSW,33,0,Fortituto Kontatto Bologna (Italy),2007 Rnd 1 Pick 18,Italy,NBA 2007-2008 Players Information
Charlie Bell,G,6-3,200,28,MIL,68,3,Michigan State,"2001 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Raja Bell,SG,6-5,204,31,PHX,75,8,Florida International,"1999 NBA Draft, Undrafted",United States,NBA 2007-2008 Players Information
Mike Bibby,G,6-2,195,29,"ATL, SAC",48,9,Arizona,1998 Rnd 1 Pick 2,United States,NBA 2007-2008 Players Information
Andris Biedrins,C,7-0,250,21,GSW,76,3,BK Skonto Riga  (Latvia),2004 Rnd 1 Pick 11,Latvia,NBA 2007-2008 Players Information
Chauncey Billups,G,6-3,210,31,DET,78,10,Colorado,1997 Rnd 1 Pick 3,United States,NBA 2007-2008 Players Information
Steve Blake,G,6-3,172,28,POR,81,4,Maryland,2003 Rnd 2 Pick 9,United States,NBA 2007-2008 Players Information
Andray Blatche,PF,6-11,260,21,WAS,82,2,South Kent School (Connecticut),2005 Rnd 2 Pick 19,United StatesPhilippines,NBA 2007-2008 Players Information
