Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Lonzo Ball,PG,6-6,190,23,NOP,55,3,UCLA,2017 Rnd 1 Pick 2,United States,NBA 2020-2021 Players Information
Mohamed Bamba,C,7-0,231,22,ORL,46,2,Texas,2018 Rnd 1 Pick 6,United States,NBA 2020-2021 Players Information
Desmond Bane,SG,6-5,215,22,MEM,68,0,TCU,2020 Rnd 1 Pick 30,United States,NBA 2020-2021 Players Information
Harrison Barnes,SF,6-8,225,28,SAC,58,8,North Carolina,2012 Rnd 1 Pick 7,United States,NBA 2020-2021 Players Information
R.J. Barrett,SG,6-6,214,20,NYK,72,1,Duke,2019 Rnd 1 Pick 3,Canada,NBA 2020-2021 Players Information
Will Barton,GF,6-5,181,30,DEN,56,8,Memphis,2012 Rnd 2 Pick 10,United States,NBA 2020-2021 Players Information
Keita Bates-Diop,SF,6-8,229,25,SAS,30,2,Ohio State,2018 Rnd 2 Pick 18,United States,NBA 2020-2021 Players Information
Nicolas Batum,F,6-8,230,32,LAC,67,12,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France,NBA 2020-2021 Players Information
Aron Baynes,C,6-10,260,34,TOR,53,8,Washington State,"2009 NBA Draft, Undrafted",New ZealandAustralia,NBA 2020-2021 Players Information
Kent Bazemore,GF,6-4,195,31,GSW,67,8,Old Dominion,"2012 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Darius Bazley,PF,6-9,216,20,OKC,55,1, ,2019 Rnd 1 Pick 23,United States,NBA 2020-2021 Players Information
Bradley Beal,SG,6-4,207,27,WAS,60,8,Florida,2012 Rnd 1 Pick 3,United States,NBA 2020-2021 Players Information
Malik Beasley,SG,6-4,187,24,MIN,37,4,Florida State,2016 Rnd 1 Pick 19,United States,NBA 2020-2021 Players Information
Jordan Bell,PF,6-7,216,26,"GOS, WAS",6,3,Oregon,2017 Rnd 2 Pick 8,United States,NBA 2020-2021 Players Information
DeAndre' Bembry,GF,6-5,210,26,TOR,51,4,Saint Joseph's,2016 Rnd 1 Pick 21,United States,NBA 2020-2021 Players Information
Davis Bertans,SF,6-10,225,28,WAS,57,4,Union Olimpija (Slovenia),2011 Rnd 2 Pick 12,Latvia,NBA 2020-2021 Players Information
Patrick Beverley,PG,6-2,180,32,LAC,37,8,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States,NBA 2020-2021 Players Information
Saddiq Bey,F,6-7,215,21,DET,70,0,Villanova,2020 Rnd 1 Pick 19,United States,NBA 2020-2021 Players Information
Tyler Bey,PF,6-7,215,23,DAL,18,0,Colorado,2020 Rnd 2 Pick 6,United States,NBA 2020-2021 Players Information
Khem Birch,PF,6-8,233,28,"ORL, TOR",67,3,UNLV,"2014 NBA Draft, Undrafted",Canada,NBA 2020-2021 Players Information
Goga Bitadze,C,6-10,250,21,IND,45,1,KK Mega Bemax (Serbia),2019 Rnd 1 Pick 18,Georgia,NBA 2020-2021 Players Information
Bismack Biyombo,PF,6-8,255,28,CHA,66,9,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo,NBA 2020-2021 Players Information
Nemanja Bjelica,PF,6-10,235,32,"MIA, SAC",37,5,KK Crvena Zvezda (Serbia),2010 Rnd 2 Pick 5,Serbia,NBA 2020-2021 Players Information
Eric Bledsoe,PG,6-1,214,31,NOP,71,10,Kentucky,2010 Rnd 1 Pick 18,United States,NBA 2020-2021 Players Information
Keljin Blevins,G,6-4,200,25,POR,17,0,Montana State,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Bogdan Bogdanovic,SG,6-5,225,28,ATL,44,3,KK Partizan (Serbia),2014 Rnd 1 Pick 27,Serbia,NBA 2020-2021 Players Information
Bojan Bogdanovic,F,6-7,226,31,UTA,72,6,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and HerzegovinaCroatia,NBA 2020-2021 Players Information
Bol Bol,C,7-3,220,21,DEN,32,1,Oregon,2019 Rnd 2 Pick 14,United States,NBA 2020-2021 Players Information
Marques Bolden,C,6-10,249,22,CLE,6,1,Duke,"2019 NBA Draft, Undrafted",United StatesIndonesia,NBA 2020-2021 Players Information
Jordan Bone,SG,6-2,180,23,ORL,14,1,Tennessee,2019 Rnd 2 Pick 27,United States,NBA 2020-2021 Players Information
Isaac Bonga,SG,6-8,180,21,WAS,40,2,Fraport Skyliners (Germany),2018 Rnd 2 Pick 9,Germany,NBA 2020-2021 Players Information
Devin Booker,SG,6-6,206,24,PHX,67,5,Kentucky,2015 Rnd 1 Pick 13,United States,NBA 2020-2021 Players Information
Chris Boucher,PF,6-9,200,28,TOR,60,3,Oregon,"2017 NBA Draft, Undrafted",Saint LuciaCanada,NBA 2020-2021 Players Information
Brian Bowen II,SF,6-6,190,22,IND,6,1,Sydney (Australia),"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Avery Bradley,PG,6-3,180,30,"HOU, MIA",27,10,Texas,2010 Rnd 1 Pick 19,United States,NBA 2020-2021 Players Information
Tony Bradley,C,6-11,248,23,"OKC, PHL",42,3,North Carolina,2017 Rnd 1 Pick 28,United States,NBA 2020-2021 Players Information
Jarrell Brantley,SF,6-5,250,24,UTA,28,1,Charleston,2019 Rnd 2 Pick 20,United States,NBA 2020-2021 Players Information
Ignas Brazdeikis,SF,6-7,221,22,"NYK, ORL, PHL",13,1,Michigan,2019 Rnd 2 Pick 17,LithuaniaCanada,NBA 2020-2021 Players Information
Mikal Bridges,SG,6-6,209,24,PHX,72,2,Villanova,2018 Rnd 1 Pick 10,United States,NBA 2020-2021 Players Information
Miles Bridges,SF,6-7,225,22,CHA,66,2,Michigan State,2018 Rnd 1 Pick 12,United States,NBA 2020-2021 Players Information
Amida Brimah,C,6-10,230,27,IND,5,0,UConn,"2017 NBA Draft, Undrafted",Ghana,NBA 2020-2021 Players Information
Oshae Brissett,PF,6-7,210,22,IND,21,1,Syracuse,"2019 NBA Draft, Undrafted",Canada,NBA 2020-2021 Players Information
Malcolm Brogdon,SG,6-4,229,28,IND,56,4,Virginia,2016 Rnd 2 Pick 6,United States,NBA 2020-2021 Players Information
Armoni Brooks,SG,6-3,195,22,HOU,20,0,Houston,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Dillon Brooks,F,6-6,225,25,MEM,67,3,Oregon,2017 Rnd 2 Pick 15,Canada,NBA 2020-2021 Players Information
Jaylen Brown,SF,6-6,223,24,BOS,58,4,California,2016 Rnd 1 Pick 3,United States,NBA 2020-2021 Players Information
"Bruce Brown, Jr.",SG,6-4,202,24,BRK,65,2,Miami (FL),2018 Rnd 2 Pick 12,United States,NBA 2020-2021 Players Information
"Charlie Brown, Jr.",SG,6-6,199,24,OKC,9,1,Saint Joseph's,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
"Troy Brown, Jr.",SF,6-7,215,21,"CHI, WAS",34,2,Oregon,2018 Rnd 1 Pick 15,United States,NBA 2020-2021 Players Information
Moses Brown,C,7-2,258,21,OKC,43,1,UCLA,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Sterling Brown,G,6-5,219,26,HOU,51,3,Southern Methodist,2017 Rnd 2 Pick 16,United States,NBA 2020-2021 Players Information
Jalen Brunson,PG,6-2,190,24,DAL,68,2,Villanova,2018 Rnd 2 Pick 3,United States,NBA 2020-2021 Players Information
Elijah Bryant,SG,6-5,210,25,MIL,1,0,Brigham Young,"2018 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Thomas Bryant,C,6-10,248,23,WAS,10,3,Indiana,2017 Rnd 2 Pick 12,United States,NBA 2020-2021 Players Information
Reggie Bullock,SG,6-6,205,29,NYK,65,7,North Carolina,2013 Rnd 1 Pick 25,United States,NBA 2020-2021 Players Information
Trey Burke,G,6-0,185,28,DAL,62,7,Michigan,2013 Rnd 1 Pick 9,United States,NBA 2020-2021 Players Information
Alec Burks,SG,6-5,214,29,NYK,49,9,Colorado,2011 Rnd 1 Pick 12,United States,NBA 2020-2021 Players Information
Jimmy Butler,GF,6-7,230,31,MIA,52,9,Marquette,2011 Rnd 1 Pick 30,United States,NBA 2020-2021 Players Information
Bruno Caboclo,PF,6-9,218,25,HOU,6,6,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil,NBA 2020-2021 Players Information
Devontae Cacok,PF,6-7,240,24,LAL,20,1,UNC Wilmington,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Kentavious Caldwell-Pope,SG,6-5,204,28,LAL,67,7,Georgia,2013 Rnd 1 Pick 8,United States,NBA 2020-2021 Players Information
Facundo Campazzo,PG,5-11,165,29,DEN,65,0,Penarol (Argentina),"2013 NBA Draft, Undrafted",Argentina,NBA 2020-2021 Players Information
Vlatko Cancar,SF,6-8,236,23,DEN,41,1,KK Mega Bemax (Serbia),2017 Rnd 2 Pick 19,Slovenia,NBA 2020-2021 Players Information
Devin Cannady,PG,6-2,183,24,ORL,8,0,Princeton,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Clint Capela,PF,6-10,256,26,ATL,63,6,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland,NBA 2020-2021 Players Information
"Vernon Carey, Jr.",PF,6-9,270,20,CHA,19,0,Duke,2020 Rnd 2 Pick 2,United States,NBA 2020-2021 Players Information
Jevon Carter,PG,6-1,200,25,PHX,60,2,West Virginia,2018 Rnd 2 Pick 2,United States,NBA 2020-2021 Players Information
"Wendell Carter, Jr.",PF,6-10,270,21,"CHI, ORL",54,2,Duke,2018 Rnd 1 Pick 7,United States,NBA 2020-2021 Players Information
Michael Carter-Williams,PG,6-5,190,29,ORL,31,7,Syracuse,2013 Rnd 1 Pick 11,United States,NBA 2020-2021 Players Information
Alex Caruso,G,6-5,186,27,LAL,58,3,Texas A&M,"2016 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Willie Cauley-Stein,C,7-0,240,27,DAL,53,5,Kentucky,2015 Rnd 1 Pick 6,United States,NBA 2020-2021 Players Information
Chris Chiozza,PG,5-11,179,25,BRK,22,2,Florida,"2018 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Marquese Chriss,PF,6-9,240,23,GSW,2,4,Washington,2016 Rnd 1 Pick 8,United States,NBA 2020-2021 Players Information
Gary Clark,SF,6-6,225,26,"DEN, ORL, PHL",39,2,Cincinnati,"2018 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Brandon Clarke,PF,6-8,215,24,MEM,59,1,Gonzaga,2019 Rnd 1 Pick 21,Canada,NBA 2020-2021 Players Information
Jordan Clarkson,G,6-3,194,28,UTA,68,6,Missouri,2014 Rnd 2 Pick 16,United StatesPhilippines,NBA 2020-2021 Players Information
Nicolas Claxton,C,6-11,215,21,BRK,32,1,Georgia,2019 Rnd 2 Pick 1,United StatesU.S. Virgin Islands,NBA 2020-2021 Players Information
Amir Coffey,SF,6-7,210,23,LAC,44,1,Minnesota,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
John Collins,PF,6-9,226,23,ATL,63,3,Wake Forest,2017 Rnd 1 Pick 19,United States,NBA 2020-2021 Players Information
Mike Conley,PG,6-0,175,33,UTA,51,13,Ohio State,2007 Rnd 1 Pick 4,United States,NBA 2020-2021 Players Information
Pat Connaughton,SF,6-5,209,28,MIL,69,5,Notre Dame,2015 Rnd 2 Pick 11,United States,NBA 2020-2021 Players Information
Quinn Cook,PG,6-1,180,27,"CLE, LAL",23,4,Duke,"2015 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Tyler Cook,C,6-8,255,23,"BRK, DET",32,1,Iowa,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
DeMarcus Cousins,C,6-11,270,30,"HOU, LAC",41,10,Kentucky,2010 Rnd 1 Pick 5,United States,NBA 2020-2021 Players Information
Robert Covington,F,6-7,209,30,POR,70,7,Tennessee State,"2013 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Torrey Craig,GF,6-5,221,30,"MIL, PHX",50,3,USC Upstate,"2014 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Jae Crowder,SF,6-6,235,30,PHX,60,8,Marquette,2012 Rnd 2 Pick 4,United States,NBA 2020-2021 Players Information
Jarrett Culver,SG,6-6,195,22,MIN,34,1,Texas Tech,2019 Rnd 1 Pick 6,United States,NBA 2020-2021 Players Information
Seth Curry,G,6-1,185,30,PHI,57,7,Duke,"2013 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Stephen Curry,G,6-2,185,32,GSW,63,11,Davidson,2009 Rnd 1 Pick 7,United States,NBA 2020-2021 Players Information
Nate Darling,SG,6-5,200,22,CHA,7,0,Delaware,"2020 NBA Draft, Undrafted",Canada,NBA 2020-2021 Players Information
Anthony Davis,PF,6-10,253,27,LAL,36,8,Kentucky,2012 Rnd 1 Pick 1,United States,NBA 2020-2021 Players Information
Ed Davis,PF,6-9,218,31,MIN,23,10,North Carolina,2010 Rnd 1 Pick 13,United States,NBA 2020-2021 Players Information
Terence Davis,SF,6-4,201,23,"SAC, TOR",61,1,Ole Miss,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
DeMar DeRozan,GF,6-6,220,31,SAS,61,11,USC,2009 Rnd 1 Pick 9,United States,NBA 2020-2021 Players Information
Gabriel Deck,F,6-8,232,26,OKC,10,0,Quimsa (Argentina),"2017 NBA Draft, Undrafted",Argentina,NBA 2020-2021 Players Information
Dewayne Dedmon,PF,6-10,245,31,MIA,16,7,USC,"2013 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Matt Dellavedova,G,6-3,200,30,CLE,13,7,Saint Mary's,"2013 NBA Draft, Undrafted",Australia,NBA 2020-2021 Players Information
Donte DiVincenzo,SG,6-4,203,24,MIL,66,2,Villanova,2018 Rnd 1 Pick 17,United States,NBA 2020-2021 Players Information
Mamadi Diakite,PF,6-9,228,24,MIL,14,0,Virginia,"2020 NBA Draft, Undrafted",Guinea,NBA 2020-2021 Players Information
Hamidou Diallo,SG,6-5,202,22,"DET, OKC",52,2,Kentucky,2018 Rnd 2 Pick 15,United StatesGuinea,NBA 2020-2021 Players Information
Gorgui Dieng,FC,6-10,250,31,"MEM, SAN",38,7,Louisville,2013 Rnd 1 Pick 21,Senegal,NBA 2020-2021 Players Information
Spencer Dinwiddie,PG,6-5,215,27,BRK,3,6,Colorado,2014 Rnd 2 Pick 8,United States,NBA 2020-2021 Players Information
Luka Doncic,SF,6-7,230,22,DAL,66,2,Real Madrid (Spain),2018 Rnd 1 Pick 3,Slovenia,NBA 2020-2021 Players Information
Luguentz Dort,PG,6-4,220,21,OKC,52,1,Arizona State,"2019 NBA Draft, Undrafted",Canada,NBA 2020-2021 Players Information
Damyean Dotson,SG,6-5,205,26,CLE,46,3,Houston,2017 Rnd 2 Pick 14,United States,NBA 2020-2021 Players Information
Devon Dotson,PG,6-1,185,21,CHI,11,0,Kansas,"2020 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Sekou Doumbouya,F,6-8,235,20,DET,56,1,CSP Limoges (France),2019 Rnd 1 Pick 15,FranceGuinea,NBA 2020-2021 Players Information
P.J. Dozier,PG,6-6,205,24,DEN,50,3,South Carolina,"2017 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Goran Dragic,G,6-4,190,34,MIA,50,12,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia,NBA 2020-2021 Players Information
Andre Drummond,C,6-11,279,27,"CLE, LAL",46,8,UConn,2012 Rnd 1 Pick 9,United States,NBA 2020-2021 Players Information
Jared Dudley,PF,6-7,237,35,LAL,12,13,Boston College,2007 Rnd 1 Pick 22,United States,NBA 2020-2021 Players Information
Kris Dunn,SG,6-3,205,26,ATL,4,4,Providence,2016 Rnd 1 Pick 5,United States,NBA 2020-2021 Players Information
Kevin Durant,SF,6-11,240,32,BRK,35,13,Texas,2007 Rnd 1 Pick 2,United States,NBA 2020-2021 Players Information
Anthony Edwards,SF,6-4,225,19,MIN,72,0,Georgia,2020 Rnd 1 Pick 1,United States,NBA 2020-2021 Players Information
Carsen Edwards,PG,5-11,200,22,BOS,31,1,Purdue,2019 Rnd 2 Pick 3,United States,NBA 2020-2021 Players Information
C.J. Elleby,SF,6-6,200,20,POR,30,0,Washington State,2020 Rnd 2 Pick 16,United States,NBA 2020-2021 Players Information
Henry Ellenson,PF,6-10,240,24,TOR,2,4,Marquette,2016 Rnd 1 Pick 18,United States,NBA 2020-2021 Players Information
Wayne Ellington,SG,6-4,207,33,DET,46,11,North Carolina,2009 Rnd 1 Pick 28,United States,NBA 2020-2021 Players Information
Joel Embiid,C,7-0,280,26,PHI,51,6,Kansas,2014 Rnd 1 Pick 3,Cameroon,NBA 2020-2021 Players Information
James Ennis,GF,6-6,215,30,ORL,41,6,Long Beach State,2013 Rnd 2 Pick 20,United States,NBA 2020-2021 Players Information
Drew Eubanks,C,6-10,245,24,SAS,54,2,Oregon State,"2018 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Dante Exum,PG,6-5,214,25,CLE,6,6,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia,NBA 2020-2021 Players Information
Tacko Fall,C,7-6,250,25,BOS,19,1,UCF,"2019 NBA Draft, Undrafted",Senegal,NBA 2020-2021 Players Information
Derrick Favors,FC,6-10,265,29,UTA,68,10,Georgia Tech,2010 Rnd 1 Pick 3,United States,NBA 2020-2021 Players Information
Cristiano Felicio,C,6-10,275,28,CHI,18,5,Minas (Brazil),"2014 NBA Draft, Undrafted",Brazil,NBA 2020-2021 Players Information
Terrance Ferguson,SG,6-7,190,22,PHI,13,3,Adelaide (Australia),2017 Rnd 1 Pick 21,United States,NBA 2020-2021 Players Information
Bruno Fernando,C,6-9,240,22,ATL,33,1,Maryland,2019 Rnd 2 Pick 4,Angola,NBA 2020-2021 Players Information
Yogi Ferrell,G,6-0,180,27,"CLE, LAC",10,4,Indiana,"2016 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Dorian Finney-Smith,SF,6-7,220,27,DAL,60,4,Florida,"2016 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Malik Fitts,SF,6-6,230,23,LAC,3,0,Saint Mary's,"2020 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Malachi Flynn,PG,6-1,185,22,TOR,47,0,San Diego State,2020 Rnd 1 Pick 29,United States,NBA 2020-2021 Players Information
Bryn Forbes,G,6-2,205,27,MIL,70,4,Michigan State,"2016 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Trent Forrest,SG,6-4,210,22,UTA,30,0,Florida State,"2020 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Evan Fournier,SG,6-6,205,28,"BOS, ORL",42,8,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France,NBA 2020-2021 Players Information
De'Aaron Fox,PG,6-3,185,23,SAC,58,3,Kentucky,2017 Rnd 1 Pick 5,United States,NBA 2020-2021 Players Information
Robert Franks,PF,6-7,225,24,ORL,7,1,Washington State,"2019 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Tim Frazier,G,6-0,172,30,MEM,5,6,Penn State,"2014 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Enes Freedom,F,6-10,250,28,POR,72,9,Kentucky,2011 Rnd 1 Pick 3,SwitzerlandTurkey,NBA 2020-2021 Players Information
Markelle Fultz,PG,6-4,209,22,ORL,8,3,Washington,2017 Rnd 1 Pick 1,United States,NBA 2020-2021 Players Information
Wenyen Gabriel,PF,6-9,205,23,NOP,21,2,Kentucky,"2018 NBA Draft, Undrafted",South Sudan,NBA 2020-2021 Players Information
Daniel Gafford,C,6-10,234,22,"CHI, WAS",54,1,Arkansas,2019 Rnd 2 Pick 8,United States,NBA 2020-2021 Players Information
Danilo Gallinari,SF,6-10,236,32,ATL,51,12,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy,NBA 2020-2021 Players Information
Langston Galloway,G,6-1,200,29,PHX,40,6,Saint Joseph's,"2014 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Darius Garland,G,6-1,192,21,CLE,54,1,Vanderbilt,2019 Rnd 1 Pick 5,United States,NBA 2020-2021 Players Information
Marc Gasol,C,7-1,255,36,LAL,52,12,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain,NBA 2020-2021 Players Information
Rudy Gay,SF,6-7,250,34,SAS,63,14,UConn,2006 Rnd 1 Pick 8,United States,NBA 2020-2021 Players Information
Paul George,GF,6-8,220,30,LAC,54,10,Fresno State,2010 Rnd 1 Pick 10,United States,NBA 2020-2021 Players Information
Taj Gibson,F,6-9,232,35,NYK,45,11,USC,2009 Rnd 1 Pick 26,United States,NBA 2020-2021 Players Information
Harry Giles,PF,6-10,240,22,POR,38,3,Duke,2017 Rnd 1 Pick 20,United States,NBA 2020-2021 Players Information
Shai Gilgeous-Alexander,PG,6-6,195,22,OKC,35,2,Kentucky,2018 Rnd 1 Pick 11,Canada,NBA 2020-2021 Players Information
Anthony Gill,PF,6-8,230,28,WAS,26,0,Virginia,"2016 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Freddie Gillespie,F,6-9,245,23,TOR,20,0,Baylor,"2020 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Rudy Gobert,C,7-1,258,28,UTA,71,7,Cholet Basket (France),2013 Rnd 1 Pick 27,France,NBA 2020-2021 Players Information
Brandon Goodwin,PG,6-0,180,25,ATL,47,2,Florida Gulf Coast,"2018 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Aaron Gordon,F,6-8,235,25,"DEN, ORL",50,6,Arizona,2014 Rnd 1 Pick 4,United States,NBA 2020-2021 Players Information
Eric Gordon,G,6-3,215,32,HOU,27,12,Indiana,2008 Rnd 1 Pick 7,United StatesBahamas,NBA 2020-2021 Players Information
Devonte' Graham,PG,6-1,195,26,CHA,55,2,Kansas,2018 Rnd 2 Pick 4,United States,NBA 2020-2021 Players Information
Jerami Grant,F,6-7,210,26,DET,54,6,Syracuse,2014 Rnd 2 Pick 9,United States,NBA 2020-2021 Players Information
Danny Green,SF,6-6,215,33,PHI,69,11,North Carolina,2009 Rnd 2 Pick 16,United States,NBA 2020-2021 Players Information
Draymond Green,F,6-6,230,30,GSW,63,8,Michigan State,2012 Rnd 2 Pick 5,United States,NBA 2020-2021 Players Information
JaMychal Green,PF,6-9,227,30,DEN,58,6,Alabama,"2012 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Javonte Green,G,6-5,205,27,"BOS, CHI",41,1,Radford,"2015 NBA Draft, Undrafted",United StatesMontenegro,NBA 2020-2021 Players Information
Jeff Green,F,6-8,235,34,BRK,68,12,Georgetown,2007 Rnd 1 Pick 5,United States,NBA 2020-2021 Players Information
Josh Green,SG,6-5,200,20,DAL,39,0,Arizona,2020 Rnd 1 Pick 18,United StatesAustralia,NBA 2020-2021 Players Information
Blake Griffin,PF,6-9,250,31,"BRK, DET",46,11,Oklahoma,2009 Rnd 1 Pick 1,United States,NBA 2020-2021 Players Information
Kyle Guy,SG,6-1,167,23,SAC,31,1,Virginia,2019 Rnd 2 Pick 25,United States,NBA 2020-2021 Players Information
Rui Hachimura,F,6-8,230,23,WAS,57,1,Gonzaga,2019 Rnd 1 Pick 9,Japan,NBA 2020-2021 Players Information
Ashton Hagans,PG,6-3,190,21,MIN,2,0,Kentucky,"2020 NBA Draft, Undrafted",United States,NBA 2020-2021 Players Information
Tyrese Haliburton,PG,6-5,185,21,SAC,58,0,Iowa State,2020 Rnd 1 Pick 12,United States,NBA 2020-2021 Players Information
Donta Hall,PF,6-9,229,23,ORL,13,1,Alabama,"2019 NBA Draft, Undrafted",United StatesAzerbaijan,NBA 2020-2021 Players Information
