Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Randy Brown,PG,6-2,190,30,CHI,39,7,New Mexico State,1991 Rnd 2 Pick 4,United States,NBA 1998-1999 Players Information
Rick Brunson,SG,6-4,190,26,NYK,17,2,Temple,"1995 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Kobe Bryant,SG,6-6,212,20,LAL,50,2,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States,NBA 1998-1999 Players Information
Mark Bryant,PF,6-9,245,33,CHI,45,10,Seton Hall,1988 Rnd 1 Pick 21,United States,NBA 1998-1999 Players Information
Jud Buechler,SF,6-6,220,30,DET,50,8,Arizona,1990 Rnd 2 Pick 11,United States,NBA 1998-1999 Players Information
Matt Bullard,PF,6-10,215,31,HOU,41,7,Iowa,"1990 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Scott Burrell,G-F,6-7,218,28,NJN,32,5,UConn,1993 Rnd 1 Pick 20,United States,NBA 1998-1999 Players Information
Willie Burton,G,6-6,210,30,CHA,3,7,Minnesota,1990 Rnd 1 Pick 9,United States,NBA 1998-1999 Players Information
Mitchell Butler,SG,6-5,210,28,CLE,31,5,UCLA,"1993 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Jason Caffey,PF,6-8,255,25,GSW,35,3,Alabama,1995 Rnd 1 Pick 20,United States,NBA 1998-1999 Players Information
Marcus Camby,C,6-11,240,24,NYK,46,2,Massachusetts,1996 Rnd 1 Pick 2,United States,NBA 1998-1999 Players Information
Elden Campbell,FC,6-11,215,30,"CHA, LAL",49,8,Clemson,1990 Rnd 1 Pick 27,United States,NBA 1998-1999 Players Information
Antoine Carr,PF,6-9,225,37,HOU,18,14,Wichita State,1983 Rnd 1 Pick 8,United States,NBA 1998-1999 Players Information
Chris Carr,G,6-5,207,24,"MIN, NJN",39,3,Southern Illinois,1995 Rnd 2 Pick 27,United States,NBA 1998-1999 Players Information
Corry Carr,G,6-3,212,23,CHI,42,0,Texas Tech,1998 Rnd 2 Pick 20,United States,NBA 1998-1999 Players Information
Vince Carter,SF,6-6,220,22,TOR,50,0,North Carolina,1998 Rnd 1 Pick 5,United States,NBA 1998-1999 Players Information
Sam Cassell,G,6-3,185,29,"MIL, NJN",8,5,Florida State,1993 Rnd 1 Pick 24,United States,NBA 1998-1999 Players Information
Kelvin Cato,C,6-11,255,24,POR,43,1,Iowa State,1997 Rnd 1 Pick 15,United States,NBA 1998-1999 Players Information
Duane Causwell,C,7-0,240,30,MIA,19,8,Temple,1990 Rnd 1 Pick 18,United States,NBA 1998-1999 Players Information
Cedric Ceballos,SF,6-6,190,29,DAL,13,8,Cal State Fullerton,1990 Rnd 2 Pick 21,United States,NBA 1998-1999 Players Information
Rex Chapman,SG,6-4,185,31,PHX,38,10,Kentucky,1988 Rnd 1 Pick 8,United States,NBA 1998-1999 Players Information
Calbert Cheaney,GF,6-7,209,27,WAS,50,5,Indiana,1993 Rnd 1 Pick 6,United States,NBA 1998-1999 Players Information
Pete Chilcutt,F,6-10,230,30,VAN,46,7,North Carolina,1991 Rnd 1 Pick 27,United States,NBA 1998-1999 Players Information
Chris Childs,SG,6-3,195,31,NYK,48,5,Boise State,"1989 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Doug Christie,SG,6-6,200,28,TOR,50,6,Pepperdine,1992 Rnd 1 Pick 17,United States,NBA 1998-1999 Players Information
Keon Clark,C,6-11,221,23,DEN,28,0,UNLV,1998 Rnd 1 Pick 13,United States,NBA 1998-1999 Players Information
Keith Closs,C,7-2,215,22,LAC,15,1,Central Connecticut State,"1997 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
John Coker,C,7-0,253,27,WAS,14,3,Boise State,"1995 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Derrick Coleman,FC,6-10,230,31,CHA,37,8,Syracuse,1990 Rnd 1 Pick 1,United States,NBA 1998-1999 Players Information
Bimbo Coles,SG,6-1,180,30,GSW,48,8,Virginia Tech,1990 Rnd 2 Pick 13,United States,NBA 1998-1999 Players Information
Marty Conlon,F-C,6-10,224,31,MIA,7,8,Providence,"1990 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Tyrone Corbin,F,6-6,210,36,ATL,47,13,DePaul,1985 Rnd 2 Pick 11,United States,NBA 1998-1999 Players Information
James Cotton,G,6-5,220,23,SEA,10,1,Long Beach State,1997 Rnd 2 Pick 4,United States,NBA 1998-1999 Players Information
Chris Crawford,PF,6-9,235,23,ATL,42,1,Marquette,1997 Rnd 2 Pick 22,United States,NBA 1998-1999 Players Information
Austin Croshere,F,6-9,235,23,IND,27,1,Providence,1997 Rnd 1 Pick 12,United States,NBA 1998-1999 Players Information
John Crotty,PG,6-1,185,29,"POR, SEA",27,7,Virginia,"1991 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Terry Cummings,PF,6-9,220,37,GSW,50,16,DePaul,1982 Rnd 1 Pick 2,United States,NBA 1998-1999 Players Information
Will Cunningham,C,6-11,250,24,"NJN, TOR",16,2,Temple,"1996 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Bill Curley,F,6-9,220,26,MIN,35,4,Boston College,1994 Rnd 1 Pick 22,United States,NBA 1998-1999 Players Information
Dell Curry,SG,6-4,190,34,MIL,42,12,Virginia Tech,1986 Rnd 1 Pick 15,United States,NBA 1998-1999 Players Information
Michael Curry,F-G,6-5,210,30,MIL,50,5,Georgia Southern,"1990 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Erick Dampier,C,6-11,265,23,GSW,50,2,Mississippi State,1996 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Antonio Daniels,G,6-4,195,23,SAS,47,1,Bowling Green,1997 Rnd 1 Pick 4,United States,NBA 1998-1999 Players Information
Kornel David,F,6-9,235,27,CHI,50,1, ,"1993 NBA Draft, Undrafted",Hungary,NBA 1998-1999 Players Information
Antonio Davis,FC,6-9,245,30,IND,49,5,UTEP,1990 Rnd 2 Pick 18,United States,NBA 1998-1999 Players Information
Ben Davis,FC,6-9,240,26,NYK,8,2,Arizona,1996 Rnd 2 Pick 14,United States,NBA 1998-1999 Players Information
Dale Davis,C-F,6-11,252,29,IND,50,7,Clemson,1991 Rnd 1 Pick 13,United States,NBA 1998-1999 Players Information
Hubert Davis,SF,6-5,183,28,DAL,50,6,North Carolina,1992 Rnd 1 Pick 20,United States,NBA 1998-1999 Players Information
Mark Davis,G-F,6-7,210,25,MIA,4,3,Texas Tech,1995 Rnd 2 Pick 19,United States,NBA 1998-1999 Players Information
Ricky Davis,GF,6-7,195,19,CHA,46,0,Iowa,1998 Rnd 1 Pick 21,United States,NBA 1998-1999 Players Information
Terry Davis,F,6-9,225,31,WAS,37,9,Virginia Union,"1989 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Andrew DeClercq,C,6-10,230,26,"BOS, CLE",47,3,Florida,1995 Rnd 2 Pick 5,United States,NBA 1998-1999 Players Information
Terry Dehere,SG,6-4,190,27,"SAC, VAN",26,5,Seton Hall,1993 Rnd 1 Pick 13,United States,NBA 1998-1999 Players Information
Vinny Del Negro,SG,6-4,185,32,MIL,48,8,NC State,1988 Rnd 2 Pick 4,United States,NBA 1998-1999 Players Information
Bison Dele,C,6-11,235,29,DET,49,7,Arizona,1991 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Tony Delk,G,6-1,189,25,GSW,36,2,Kentucky,1996 Rnd 1 Pick 16,United States,NBA 1998-1999 Players Information
Michael Dickerson,SG,6-5,190,23,HOU,50,0,Arizona,1998 Rnd 1 Pick 14,United States,NBA 1998-1999 Players Information
Vlade Divac,C,7-1,260,31,SAC,50,9,KK Partizan (Serbia),1989 Rnd 1 Pick 26,Serbia,NBA 1998-1999 Players Information
Michael Doleac,C,6-11,262,21,ORL,49,0,Utah,1998 Rnd 1 Pick 12,United States,NBA 1998-1999 Players Information
Sherman Douglas,PG,6-0,180,32,LAC,30,9,Syracuse,1989 Rnd 2 Pick 1,United States,NBA 1998-1999 Players Information
Bryce Drew,SG,6-2,185,24,HOU,34,0,Valparaiso,1998 Rnd 1 Pick 16,United States,NBA 1998-1999 Players Information
Chris Dudley,C,6-11,235,34,NYK,46,11,Yale,1987 Rnd 4 Pick 6,United States,NBA 1998-1999 Players Information
Joe Dumars,SG,6-3,190,35,DET,38,13,McNeese State,1985 Rnd 1 Pick 18,United States,NBA 1998-1999 Players Information
Tim Duncan,FC,6-11,250,22,SAS,50,1,Wake Forest,1997 Rnd 1 Pick 1,United States,NBA 1998-1999 Players Information
Blue Edwards,SG,6-4,200,33,MIA,24,9,East Carolina,1989 Rnd 1 Pick 21,United States,NBA 1998-1999 Players Information
Howard Eisley,G,6-2,177,26,UTA,50,4,Boston College,1994 Rnd 2 Pick 3,United States,NBA 1998-1999 Players Information
Mario Elie,SG,6-5,210,35,SAS,47,8,American International,1985 Rnd 7 Pick 21,United States,NBA 1998-1999 Players Information
Sean Elliott,SF,6-8,205,31,SAS,50,9,Arizona,1989 Rnd 1 Pick 3,United States,NBA 1998-1999 Players Information
Dale Ellis,GF,6-7,205,38,SEA,48,15,Tennessee,1983 Rnd 1 Pick 9,United States,NBA 1998-1999 Players Information
LaPhonso Ellis,PF,6-8,240,28,ATL,20,6,Notre Dame,1992 Rnd 1 Pick 5,United States,NBA 1998-1999 Players Information
Brian Evans,F,6-8,220,25,"MIN, NJN",16,2,Indiana,1996 Rnd 1 Pick 27,United States,NBA 1998-1999 Players Information
Patrick Ewing,C,7-0,240,36,NYK,38,13,Georgetown,1985 Rnd 1 Pick 1,United StatesJamaica,NBA 1998-1999 Players Information
Jamie Feick,F,6-9,255,24,"MIL, NJN",28,2,Michigan State,1996 Rnd 2 Pick 19,United States,NBA 1998-1999 Players Information
Duane Ferrell,F,6-7,209,34,GSW,8,10,Georgia Tech,"1988 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Danny Ferry,PF,6-10,230,32,CLE,50,8,Duke,1989 Rnd 1 Pick 2,United States,NBA 1998-1999 Players Information
Michael Finley,G-F,6-7,225,25,DAL,50,3,Wisconsin,1995 Rnd 1 Pick 21,United States,NBA 1998-1999 Players Information
Derek Fisher,G,6-1,210,24,LAL,50,2,Little Rock,1996 Rnd 1 Pick 24,United States,NBA 1998-1999 Players Information
Danny Fortson,F,6-7,260,22,DEN,50,1,Cincinnati,1997 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Greg Foster,C,6-11,240,30,UTA,42,8,UTEP,1990 Rnd 2 Pick 8,United States,NBA 1998-1999 Players Information
Rick Fox,SF,6-7,230,29,LAL,44,7,North Carolina,1991 Rnd 1 Pick 24,CanadaBahamas,NBA 1998-1999 Players Information
Adonal Foyle,C,6-10,250,23,GSW,44,1,Colgate,1997 Rnd 1 Pick 8,Saint Vincent and the GrenadinesUnited States,NBA 1998-1999 Players Information
Todd Fuller,C,6-11,255,24,UTA,42,2,NC State,1996 Rnd 1 Pick 11,United States,NBA 1998-1999 Players Information
Lawrence Funderburke,PF,6-9,230,28,SAC,47,1,Ohio State,1994 Rnd 2 Pick 24,United States,NBA 1998-1999 Players Information
Kevin Garnett,PF,6-11,240,22,MIN,47,3,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States,NBA 1998-1999 Players Information
Marlon Garnett,SG,6-2,186,23,BOS,24,0,Santa Clara,"1997 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Dean Garrett,C,6-10,225,32,MIN,49,5,Indiana,1988 Rnd 2 Pick 13,United States,NBA 1998-1999 Players Information
Pat Garrity,F,6-9,238,22,PHX,39,0,Notre Dame,1998 Rnd 1 Pick 19,United States,NBA 1998-1999 Players Information
Chris Gatling,PF,6-10,220,31,"MIL, NJN",48,7,Old Dominion,1991 Rnd 1 Pick 16,United States,NBA 1998-1999 Players Information
Andrew Gaze,F,6-7,212,33,SAS,19,1,Melbourne South (Australia),"1989 NBA Draft, Undrafted",Australia,NBA 1998-1999 Players Information
Matt Geiger,C,7-0,243,29,PHI,50,6,Georgia Tech,1992 Rnd 2 Pick 15,United States,NBA 1998-1999 Players Information
Kendall Gill,SG,6-5,195,30,NJN,50,8,Illinois,1990 Rnd 1 Pick 5,United States,NBA 1998-1999 Players Information
Armen Gilliam,PF,6-9,230,34,MIL,34,11,UNLV,1987 Rnd 1 Pick 2,United States,NBA 1998-1999 Players Information
Brian Grant,PF,6-9,254,26,POR,48,4,Xavier,1994 Rnd 1 Pick 8,United States,NBA 1998-1999 Players Information
Gary Grant,G,6-3,185,33,POR,2,10,Michigan,1988 Rnd 1 Pick 15,United States,NBA 1998-1999 Players Information
Harvey Grant,F,6-8,195,33,PHI,47,10,Oklahoma,1988 Rnd 1 Pick 12,United States,NBA 1998-1999 Players Information
Horace Grant,PF,6-10,255,33,ORL,50,11,Clemson,1987 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Paul Grant,C,7-0,245,25,"MIL, MIN",6,1,Wisconsin,1997 Rnd 1 Pick 20,United States,NBA 1998-1999 Players Information
Ed Gray,SG,6-3,210,23,ATL,30,1,California,1997 Rnd 1 Pick 22,United States,NBA 1998-1999 Players Information
A.C. Green,PF,6-9,220,35,DAL,50,13,Oregon State,1985 Rnd 1 Pick 23,United States,NBA 1998-1999 Players Information
Litterial Green,G,6-1,185,28,CLE,1,5,Georgia,1992 Rnd 2 Pick 12,United States,NBA 1998-1999 Players Information
Tom Gugliotta,PF,6-10,240,29,PHX,43,6,NC State,1992 Rnd 1 Pick 6,United States,NBA 1998-1999 Players Information
Tom Hammonds,PF,6-9,215,31,MIN,49,9,Georgia Tech,1989 Rnd 1 Pick 9,United States,NBA 1998-1999 Players Information
Penny Hardaway,PG,6-7,195,27,ORL,50,5,Memphis,1993 Rnd 1 Pick 3,United States,NBA 1998-1999 Players Information
Tim Hardaway,PG,6-0,175,32,MIA,48,9,UTEP,1989 Rnd 1 Pick 14,United States,NBA 1998-1999 Players Information
Derek Harper,PG,6-4,185,37,LAL,45,15,Illinois,1983 Rnd 1 Pick 11,United States,NBA 1998-1999 Players Information
Ron Harper,SG,6-6,185,35,CHI,35,12,Miami (OH),1986 Rnd 1 Pick 8,United States,NBA 1998-1999 Players Information
Matt Harpring,F,6-7,230,22,ORL,50,0,Georgia Tech,1998 Rnd 1 Pick 15,United States,NBA 1998-1999 Players Information
Al Harrington,F,6-9,245,19,IND,21,0,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States,NBA 1998-1999 Players Information
Othella Harrington,F-C,6-9,235,25,HOU,41,2,Georgetown,1996 Rnd 2 Pick 1,United States,NBA 1998-1999 Players Information
Lucious Harris,SG,6-5,190,28,NJN,36,5,Long Beach State,1993 Rnd 2 Pick 1,United States,NBA 1998-1999 Players Information
Hersey Hawkins,SG,6-3,190,32,SEA,50,10,Bradley,1988 Rnd 1 Pick 6,United States,NBA 1998-1999 Players Information
Michael Hawkins,G,6-0,178,26,SAC,24,2,Xavier,"1995 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Alan Henderson,F-C,6-9,235,26,ATL,38,3,Indiana,1995 Rnd 1 Pick 16,United States,NBA 1998-1999 Players Information
Cedric Henderson,SF,6-7,215,23,CLE,50,1,Memphis,1997 Rnd 2 Pick 16,United States,NBA 1998-1999 Players Information
J.R. Henderson,F,6-8,226,22,VAN,30,0,UCLA,1998 Rnd 2 Pick 27,JapanUnited States,NBA 1998-1999 Players Information
Mark Hendrickson,F,6-9,220,24,NJN,22,2,Washington State,1996 Rnd 2 Pick 2,United States,NBA 1998-1999 Players Information
Steve Henson,G,6-1,180,31,DET,4,6,Kansas State,1990 Rnd 2 Pick 17,United States,NBA 1998-1999 Players Information
Carl Herrera,F,6-9,215,32,"DEN, VAN",28,7,Houston,1990 Rnd 2 Pick 3,Trinidad and TobagoVenezuela,NBA 1998-1999 Players Information
Grant Hill,SF,6-8,225,26,DET,50,4,Duke,1994 Rnd 1 Pick 3,United States,NBA 1998-1999 Players Information
Tyrone Hill,PF,6-9,240,30,"MIL, PHL",38,8,Xavier,1990 Rnd 1 Pick 11,United States,NBA 1998-1999 Players Information
Fred Hoiberg,G,6-4,203,26,IND,12,3,Iowa State,1995 Rnd 2 Pick 23,United States,NBA 1998-1999 Players Information
Jerald Honeycutt,F,6-9,265,24,"MIL, PHL",16,1,Tulane,1997 Rnd 2 Pick 10,United States,NBA 1998-1999 Players Information
Jeff Hornacek,SG,6-3,190,35,UTA,48,12,Iowa State,1986 Rnd 2 Pick 22,United States,NBA 1998-1999 Players Information
Robert Horry,PF,6-9,220,28,LAL,38,6,Alabama,1992 Rnd 1 Pick 11,United States,NBA 1998-1999 Players Information
Allan Houston,G,6-6,205,27,NYK,50,5,Tennessee,1993 Rnd 1 Pick 11,United States,NBA 1998-1999 Players Information
Juwan Howard,PF,6-9,240,26,WAS,36,4,Michigan,1994 Rnd 1 Pick 5,United States,NBA 1998-1999 Players Information
Troy Hudson,G,6-1,170,22,LAC,25,1,Southern Illinois,"1997 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Larry Hughes,G,6-5,184,20,PHI,50,0,Saint Louis,1998 Rnd 1 Pick 8,United States,NBA 1998-1999 Players Information
Lindsey Hunter,G,6-2,195,28,DET,49,5,Jackson State,1993 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Zydrunas Ilgauskas,C,7-3,260,23,CLE,5,2,BC Aisciai-Atletas (Lithuania),1996 Rnd 1 Pick 20,Lithuania,NBA 1998-1999 Players Information
Allen Iverson,G,6-0,165,23,PHI,48,2,Georgetown,1996 Rnd 1 Pick 1,United States,NBA 1998-1999 Players Information
Bobby Jackson,G,6-1,185,25,MIN,50,1,Minnesota,1997 Rnd 1 Pick 23,United States,NBA 1998-1999 Players Information
Jaren Jackson,SG,6-4,190,31,SAS,47,7,Georgetown,"1989 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Jim Jackson,SG,6-6,220,28,POR,49,6,Ohio State,1992 Rnd 1 Pick 4,United States,NBA 1998-1999 Players Information
Mark Jackson,PG,6-1,180,33,IND,49,11,St. John's,1987 Rnd 1 Pick 18,United States,NBA 1998-1999 Players Information
Randell Jackson,F,6-11,215,23,WAS,27,0,Florida State,"1998 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Sam Jacobson,G,6-4,215,23,LAL,2,0,Minnesota,1998 Rnd 1 Pick 26,United States,NBA 1998-1999 Players Information
Jerome James,C,7-0,300,23,SAC,16,0,Florida A&M,1998 Rnd 2 Pick 7,United States,NBA 1998-1999 Players Information
Antawn Jamison,F,6-9,235,22,GSW,47,0,North Carolina,1998 Rnd 1 Pick 4,United States,NBA 1998-1999 Players Information
Anthony Johnson,G,6-3,195,24,ATL,49,1,Charleston,1997 Rnd 2 Pick 11,United States,NBA 1998-1999 Players Information
Avery Johnson,PG,5-10,175,33,SAS,50,10,Southern,"1988 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Eddie Johnson,SF,6-7,215,39,HOU,3,16,Illinois,1981 Rnd 2 Pick 6,United States,NBA 1998-1999 Players Information
Ervin Johnson,C,6-11,245,31,MIL,50,5,New Orleans,1993 Rnd 1 Pick 23,United States,NBA 1998-1999 Players Information
Larry Johnson,F,6-6,250,29,NYK,49,7,UNLV,1991 Rnd 1 Pick 1,United States,NBA 1998-1999 Players Information
Charles R. Jones,G,6-3,180,23,CHI,29,0,Long Island,"1998 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Damon Jones,G,6-3,185,22,"BOS, NJN",24,0,Houston,"1997 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Eddie Jones,G-F,6-6,200,27,"CHA, LAL",50,4,Temple,1994 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Popeye Jones,PF,6-8,250,28,BOS,18,5,Murray State,1992 Rnd 2 Pick 14,United States,NBA 1998-1999 Players Information
Adonis Jordan,G,5-11,170,28,MIL,4,1,Kansas,1993 Rnd 2 Pick 15,United States,NBA 1998-1999 Players Information
Reggie Jordan,G,6-4,195,30,MIN,27,4,New Mexico State,"1993 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Adam Keefe,F,6-9,230,29,UTA,44,6,Stanford,1992 Rnd 1 Pick 10,United States,NBA 1998-1999 Players Information
Shawn Kemp,C,6-10,280,29,CLE,42,9,Trinity Valley CC,1989 Rnd 1 Pick 17,United States,NBA 1998-1999 Players Information
Jonathan Kerner,C,6-11,245,24,ORL,1,0,East Carolina,"1997 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
Steve Kerr,SG,6-3,175,33,SAS,44,10,Arizona,1988 Rnd 2 Pick 25,United States,NBA 1998-1999 Players Information
Jerome Kersey,PF,6-7,215,36,SAS,45,14,Longwood,1984 Rnd 2 Pick 22,United States,NBA 1998-1999 Players Information
Jason Kidd,PG,6-4,210,25,PHX,50,4,California,1994 Rnd 1 Pick 2,United States,NBA 1998-1999 Players Information
Chris King,F,6-8,215,29,UTA,8,5,Wake Forest,1992 Rnd 2 Pick 18,United States,NBA 1998-1999 Players Information
Gerard King,F,6-9,230,26,SAS,19,1,Nicholls State,"1995 NBA Draft, Undrafted",United States,NBA 1998-1999 Players Information
