Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Brandon Clarke,PF,6-8,215,25,MEM,64,2,Gonzaga,2019 Rnd 1 Pick 21,Canada,NBA 2021-2022 Players Information
Jordan Clarkson,G,6-3,194,29,UTA,79,7,Missouri,2014 Rnd 2 Pick 16,United StatesPhilippines,NBA 2021-2022 Players Information
Nicolas Claxton,C,6-11,215,22,BRK,47,2,Georgia,2019 Rnd 2 Pick 1,United StatesU.S. Virgin Islands,NBA 2021-2022 Players Information
Amir Coffey,SF,6-7,210,24,LAC,69,2,Minnesota,"2019 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
John Collins,PF,6-9,226,24,ATL,54,4,Wake Forest,2017 Rnd 1 Pick 19,United States,NBA 2021-2022 Players Information
Zach Collins,C,6-11,250,24,SAS,28,4,Gonzaga,2017 Rnd 1 Pick 10,United States,NBA 2021-2022 Players Information
Darren Collison,PG,6-0,175,34,LAL,3,10,UCLA,2009 Rnd 1 Pick 21,United States,NBA 2021-2022 Players Information
Mike Conley,PG,6-0,175,34,UTA,72,14,Ohio State,2007 Rnd 1 Pick 4,United States,NBA 2021-2022 Players Information
Pat Connaughton,SF,6-5,209,29,MIL,65,6,Notre Dame,2015 Rnd 2 Pick 11,United States,NBA 2021-2022 Players Information
Tyler Cook,C,6-8,255,24,CHI,20,2,Iowa,"2019 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Sharife Cooper,PG,6-0,176,20,ATL,13,0,Auburn,2021 Rnd 2 Pick 18,United States,NBA 2021-2022 Players Information
Petr Cornelie,C,6-11,220,26,DEN,13,0,Le Mans Sarthe Basket (France),2016 Rnd 2 Pick 23,France,NBA 2021-2022 Players Information
DeMarcus Cousins,C,6-11,270,31,"DEN, MIL",48,11,Kentucky,2010 Rnd 1 Pick 5,United States,NBA 2021-2022 Players Information
Robert Covington,F,6-7,209,31,"LAC, POR",71,8,Tennessee State,"2013 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Torrey Craig,GF,6-5,221,31,"IND, PHX",78,4,USC Upstate,"2014 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Jae Crowder,SF,6-6,235,31,PHX,67,9,Marquette,2012 Rnd 2 Pick 4,United States,NBA 2021-2022 Players Information
Jarrett Culver,SG,6-6,195,23,MEM,37,2,Texas Tech,2019 Rnd 1 Pick 6,United States,NBA 2021-2022 Players Information
Jarron Cumberland,SG,6-5,205,24,POR,3,0,Cincinnati,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Cade Cunningham,SF,6-6,220,20,DET,64,0,Oklahoma State,2021 Rnd 1 Pick 1,United States,NBA 2021-2022 Players Information
Seth Curry,G,6-1,185,31,"BRK, PHL",64,8,Duke,"2013 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Stephen Curry,G,6-2,185,33,GSW,64,12,Davidson,2009 Rnd 1 Pick 7,United States,NBA 2021-2022 Players Information
Anthony Davis,PF,6-10,253,28,LAL,40,9,Kentucky,2012 Rnd 1 Pick 1,United States,NBA 2021-2022 Players Information
Ed Davis,PF,6-9,218,32,CLE,31,11,North Carolina,2010 Rnd 1 Pick 13,United States,NBA 2021-2022 Players Information
Terence Davis,SF,6-4,201,24,SAC,30,2,Ole Miss,"2019 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Javin DeLaurier,PF,6-10,215,23,MIL,1,0,Duke,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
DeMar DeRozan,GF,6-6,220,32,CHI,76,12,USC,2009 Rnd 1 Pick 9,United States,NBA 2021-2022 Players Information
Gabriel Deck,F,6-8,232,27,OKC,7,1,Quimsa (Argentina),"2017 NBA Draft, Undrafted",Argentina,NBA 2021-2022 Players Information
Dewayne Dedmon,PF,6-10,245,32,MIA,67,8,USC,"2013 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Sam Dekker,SF,6-9,230,27,TOR,1,4,Wisconsin,2015 Rnd 1 Pick 18,United States,NBA 2021-2022 Players Information
Donte DiVincenzo,SG,6-4,203,25,"MIL, SAC",42,3,Villanova,2018 Rnd 1 Pick 17,United States,NBA 2021-2022 Players Information
Mamadi Diakite,PF,6-9,228,25,OKC,13,1,Virginia,"2020 NBA Draft, Undrafted",Guinea,NBA 2021-2022 Players Information
Cheick Diallo,PF,6-8,219,25,DET,3,4,Kansas,2016 Rnd 2 Pick 3,Mali,NBA 2021-2022 Players Information
Hamidou Diallo,SG,6-5,202,23,DET,58,3,Kentucky,2018 Rnd 2 Pick 15,United StatesGuinea,NBA 2021-2022 Players Information
Gorgui Dieng,FC,6-10,250,32,ATL,44,8,Louisville,2013 Rnd 1 Pick 21,Senegal,NBA 2021-2022 Players Information
Spencer Dinwiddie,PG,6-5,215,28,"DAL, WAS",67,7,Colorado,2014 Rnd 2 Pick 8,United States,NBA 2021-2022 Players Information
Luka Doncic,SF,6-7,230,23,DAL,65,3,Real Madrid (Spain),2018 Rnd 1 Pick 3,Slovenia,NBA 2021-2022 Players Information
Luguentz Dort,PG,6-4,220,22,OKC,51,2,Arizona State,"2019 NBA Draft, Undrafted",Canada,NBA 2021-2022 Players Information
Ayo Dosunmu,PG,6-5,200,22,CHI,77,0,Illinois,2021 Rnd 2 Pick 8,United States,NBA 2021-2022 Players Information
Damyean Dotson,SG,6-5,205,27,NYK,2,4,Houston,2017 Rnd 2 Pick 14,United States,NBA 2021-2022 Players Information
Devon Dotson,PG,6-1,185,22,CHI,11,1,Kansas,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Sekou Doumbouya,F,6-8,235,21,LAL,2,2,CSP Limoges (France),2019 Rnd 1 Pick 15,FranceGuinea,NBA 2021-2022 Players Information
Jeff Dowtin,PG,6-3,177,24,"GOS, MIL, ORL",9,0,Rhode Island,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
P.J. Dozier,PG,6-6,205,25,DEN,18,4,South Carolina,"2017 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Goran Dragic,G,6-4,190,35,"BRK, TOR",21,13,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia,NBA 2021-2022 Players Information
Andre Drummond,C,6-11,279,28,"BRK, PHL",73,9,UConn,2012 Rnd 1 Pick 9,United States,NBA 2021-2022 Players Information
Chris Duarte,PG,6-5,190,24,IND,55,0,Oregon,2021 Rnd 1 Pick 13,CanadaDominican Republic,NBA 2021-2022 Players Information
David Duke,SG,6-4,204,22,BRK,22,0,Providence,"2021 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Kris Dunn,SG,6-3,205,27,POR,14,5,Providence,2016 Rnd 1 Pick 5,United States,NBA 2021-2022 Players Information
Kevin Durant,SF,6-11,240,33,BRK,55,14,Texas,2007 Rnd 1 Pick 2,United States,NBA 2021-2022 Players Information
Jaime Echenique,C,6-11,258,24,WAS,1,0,Wichita State,"2020 NBA Draft, Undrafted",Colombia,NBA 2021-2022 Players Information
Anthony Edwards,SF,6-4,225,20,MIN,72,1,Georgia,2020 Rnd 1 Pick 1,United States,NBA 2021-2022 Players Information
Carsen Edwards,PG,5-11,200,23,DET,4,2,Purdue,2019 Rnd 2 Pick 3,United States,NBA 2021-2022 Players Information
Kessler Edwards,SG,6-7,203,21,BRK,48,0,Pepperdine,2021 Rnd 2 Pick 14,United States,NBA 2021-2022 Players Information
Rob Edwards,SG,6-5,205,25,OKC,2,0,Arizona State,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
C.J. Elleby,SF,6-6,200,21,POR,58,1,Washington State,2020 Rnd 2 Pick 16,United States,NBA 2021-2022 Players Information
Wayne Ellington,SG,6-4,207,34,LAL,43,12,North Carolina,2009 Rnd 1 Pick 28,United States,NBA 2021-2022 Players Information
Joel Embiid,C,7-0,280,27,PHI,68,7,Kansas,2014 Rnd 1 Pick 3,Cameroon,NBA 2021-2022 Players Information
James Ennis,GF,6-6,215,31,"BRK, DEN, LAC",7,7,Long Beach State,2013 Rnd 2 Pick 20,United States,NBA 2021-2022 Players Information
Drew Eubanks,C,6-10,245,25,"POR, SAN",71,3,Oregon State,"2018 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Tacko Fall,C,7-6,250,26,CLE,11,2,UCF,"2019 NBA Draft, Undrafted",Senegal,NBA 2021-2022 Players Information
Derrick Favors,FC,6-10,265,30,OKC,39,11,Georgia Tech,2010 Rnd 1 Pick 3,United States,NBA 2021-2022 Players Information
Bruno Fernando,C,6-9,240,23,"BOS, HOU",30,2,Maryland,2019 Rnd 2 Pick 4,Angola,NBA 2021-2022 Players Information
Dorian Finney-Smith,SF,6-7,220,28,DAL,80,5,Florida,"2016 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Malik Fitts,SF,6-6,230,24,"BOS, UTH",15,1,Saint Mary's,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Malachi Flynn,PG,6-1,185,23,TOR,44,1,San Diego State,2020 Rnd 1 Pick 29,United States,NBA 2021-2022 Players Information
Bryn Forbes,G,6-2,205,28,"DEN, SAN",75,5,Michigan State,"2016 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Aleem Ford,SF,6-8,220,24,ORL,5,0,Wisconsin,"2021 NBA Draft, Undrafted",United StatesPuerto Rico,NBA 2021-2022 Players Information
Trent Forrest,SG,6-4,210,23,UTA,60,1,Florida State,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Evan Fournier,SG,6-6,205,29,NYK,80,9,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France,NBA 2021-2022 Players Information
De'Aaron Fox,PG,6-3,185,24,SAC,59,4,Kentucky,2017 Rnd 1 Pick 5,United States,NBA 2021-2022 Players Information
"Melvin Frazier, Jr.",SF,6-5,215,25,OKC,3,2,Tulane,2018 Rnd 2 Pick 5,United States,NBA 2021-2022 Players Information
Tim Frazier,G,6-0,172,31,"CLE, ORL",12,7,Penn State,"2014 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Enes Freedom,F,6-10,250,29,BOS,35,10,Kentucky,2011 Rnd 1 Pick 3,SwitzerlandTurkey,NBA 2021-2022 Players Information
Markelle Fultz,PG,6-4,209,23,ORL,18,4,Washington,2017 Rnd 1 Pick 1,United States,NBA 2021-2022 Players Information
Wenyen Gabriel,PF,6-9,205,24,"BRK, LAC, LAL",26,3,Kentucky,"2018 NBA Draft, Undrafted",South Sudan,NBA 2021-2022 Players Information
Daniel Gafford,C,6-10,234,23,WAS,72,2,Arkansas,2019 Rnd 2 Pick 8,United States,NBA 2021-2022 Players Information
Danilo Gallinari,SF,6-10,236,33,ATL,66,13,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy,NBA 2021-2022 Players Information
Langston Galloway,G,6-1,200,30,"BRK, MIL",7,7,Saint Joseph's,"2014 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Darius Garland,G,6-1,192,22,CLE,68,2,Vanderbilt,2019 Rnd 1 Pick 5,United States,NBA 2021-2022 Players Information
Marcus Garrett,PG,6-5,205,23,MIA,12,0,Kansas,"2021 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Usman Garuba,C,6-8,229,19,HOU,24,0,Real Madrid (Spain),2021 Rnd 1 Pick 23,Spain,NBA 2021-2022 Players Information
Luka Garza,C,6-10,243,23,DET,32,0,Iowa,2021 Rnd 2 Pick 22,United StatesBosnia and Herzegovina,NBA 2021-2022 Players Information
Rudy Gay,SF,6-7,250,35,UTA,55,15,UConn,2006 Rnd 1 Pick 8,United States,NBA 2021-2022 Players Information
Paul George,GF,6-8,220,31,LAC,31,11,Fresno State,2010 Rnd 1 Pick 10,United States,NBA 2021-2022 Players Information
Taj Gibson,F,6-9,232,36,NYK,52,12,USC,2009 Rnd 1 Pick 26,United States,NBA 2021-2022 Players Information
Josh Giddey,G,6-8,216,19,OKC,54,0,Adelaide (Australia),2021 Rnd 1 Pick 6,Australia,NBA 2021-2022 Players Information
Shai Gilgeous-Alexander,PG,6-6,195,23,OKC,56,3,Kentucky,2018 Rnd 1 Pick 11,Canada,NBA 2021-2022 Players Information
Anthony Gill,PF,6-8,230,29,WAS,44,1,Virginia,"2016 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Freddie Gillespie,F,6-9,245,24,ORL,9,1,Baylor,"2020 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
Rudy Gobert,C,7-1,258,29,UTA,66,8,Cholet Basket (France),2013 Rnd 1 Pick 27,France,NBA 2021-2022 Players Information
Brandon Goodwin,PG,6-0,180,26,CLE,36,3,Florida Gulf Coast,"2018 NBA Draft, Undrafted",United States,NBA 2021-2022 Players Information
