Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Jeff Adrien,SF,6-7,245,25,GSW,23,0,UConn,"2009 NBA Draft, Undrafted",United States,NBA 2010-2011 Players Information
Arron Afflalo,SG,6-5,210,25,DEN,69,3,UCLA,2007 Rnd 1 Pick 27,United States,NBA 2010-2011 Players Information
Maurice Ager,F-G,6-5,202,27,MIN,4,3,Michigan State,2006 Rnd 1 Pick 28,United States,NBA 2010-2011 Players Information
Alexis Ajinca,C,7-2,248,22,"DAL, TOR",34,2,Hyeres-Toulon (France),2008 Rnd 1 Pick 20,France,NBA 2010-2011 Players Information
Solomon Alabi,C,7-1,250,22,TOR,12,0,Florida State,2010 Rnd 2 Pick 20,Nigeria,NBA 2010-2011 Players Information
Cole Aldrich,C,6-11,253,22,OKC,18,0,Kansas,2010 Rnd 1 Pick 11,United States,NBA 2010-2011 Players Information
LaMarcus Aldridge,FC,6-11,265,25,POR,81,4,Texas,2006 Rnd 1 Pick 2,United States,NBA 2010-2011 Players Information
Malik Allen,F,6-10,255,32,ORL,18,10,Villanova,"2000 NBA Draft, Undrafted",United States,NBA 2010-2011 Players Information
Ray Allen,SG,6-5,205,35,BOS,80,14,UConn,1996 Rnd 1 Pick 5,United States,NBA 2010-2011 Players Information
Tony Allen,SG,6-4,213,29,MEM,72,6,Oklahoma State,2004 Rnd 1 Pick 25,United States,NBA 2010-2011 Players Information
Al-Farouq Aminu,F,6-9,220,20,LAC,81,0,Wake Forest,2010 Rnd 1 Pick 8,United StatesNigeria,NBA 2010-2011 Players Information
Lou Amundson,PF,6-9,220,28,GSW,46,4,UNLV,"2006 NBA Draft, Undrafted",United States,NBA 2010-2011 Players Information
Chris Andersen,FC,6-10,245,32,DEN,45,7,Blinn,"1999 NBA Draft, Undrafted",United States,NBA 2010-2011 Players Information
David Andersen,F,7-0,242,30,"NOP, TOR",40,1,Virtus Bologna (Italy),2002 Rnd 2 Pick 8,Australia,NBA 2010-2011 Players Information
James Anderson,GF,6-6,210,21,SAS,26,0,Oklahoma State,2010 Rnd 1 Pick 20,United States,NBA 2010-2011 Players Information
Ryan Anderson,PF,6-10,240,22,ORL,64,2,California,2008 Rnd 1 Pick 21,United States,NBA 2010-2011 Players Information
Carmelo Anthony,F,6-8,240,26,"DEN, NYK",77,7,Syracuse,2003 Rnd 1 Pick 3,United States,NBA 2010-2011 Players Information
Joel Anthony,C,6-9,245,28,MIA,75,3,UNLV,"2007 NBA Draft, Undrafted",Canada,NBA 2010-2011 Players Information
Gilbert Arenas,G,6-3,191,29,"ORL, WAS",70,9,Arizona,2001 Rnd 2 Pick 2,United States,NBA 2010-2011 Players Information
