Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Quincy Acy,F,6-7,240,23,"SAC, TOR",63,1,Baylor,2012 Rnd 2 Pick 7,United States,NBA 2013-2014 Players Information
Steven Adams,C,6-11,265,20,OKC,81,0,Pittsburgh,2013 Rnd 1 Pick 12,New Zealand,NBA 2013-2014 Players Information
Jeff Adrien,SF,6-7,245,28,"CHA, MIL",53,3,UConn,"2009 NBA Draft, Undrafted",United States,NBA 2013-2014 Players Information
Arron Afflalo,SG,6-5,210,28,ORL,73,6,UCLA,2007 Rnd 1 Pick 27,United States,NBA 2013-2014 Players Information
Alexis Ajinca,C,7-2,248,25,NOP,56,3,Hyeres-Toulon (France),2008 Rnd 1 Pick 20,France,NBA 2013-2014 Players Information
Cole Aldrich,C,6-11,253,25,NYK,46,3,Kansas,2010 Rnd 1 Pick 11,United States,NBA 2013-2014 Players Information
LaMarcus Aldridge,FC,6-11,265,28,POR,69,7,Texas,2006 Rnd 1 Pick 2,United States,NBA 2013-2014 Players Information
Lavoy Allen,PF,6-9,260,25,"IND, PHL",65,2,Temple,2011 Rnd 2 Pick 20,United States,NBA 2013-2014 Players Information
Ray Allen,SG,6-5,205,38,MIA,73,17,UConn,1996 Rnd 1 Pick 5,United States,NBA 2013-2014 Players Information
Tony Allen,SG,6-4,213,32,MEM,55,9,Oklahoma State,2004 Rnd 1 Pick 25,United States,NBA 2013-2014 Players Information
Al-Farouq Aminu,F,6-9,220,23,NOP,80,3,Wake Forest,2010 Rnd 1 Pick 8,United StatesNigeria,NBA 2013-2014 Players Information
Lou Amundson,PF,6-9,220,31,"CHI, NOP",19,7,UNLV,"2006 NBA Draft, Undrafted",United States,NBA 2013-2014 Players Information
Chris Andersen,FC,6-10,245,35,MIA,72,10,Blinn,"1999 NBA Draft, Undrafted",United States,NBA 2013-2014 Players Information
Alan Anderson,GF,6-6,220,31,BRK,78,4,Michigan State,"2005 NBA Draft, Undrafted",United States,NBA 2013-2014 Players Information
James Anderson,GF,6-6,210,24,PHI,80,3,Oklahoma State,2010 Rnd 1 Pick 20,United States,NBA 2013-2014 Players Information
Ryan Anderson,PF,6-10,240,25,NOP,22,5,California,2008 Rnd 1 Pick 21,United States,NBA 2013-2014 Players Information
Giannis Antetokounmpo,F,6-11,243,19,MIL,77,0,Filathlitikos Div II Greece (Greece),2013 Rnd 1 Pick 15,GreeceNigeria,NBA 2013-2014 Players Information
Carmelo Anthony,F,6-8,240,29,NYK,77,10,Syracuse,2003 Rnd 1 Pick 3,United States,NBA 2013-2014 Players Information
Joel Anthony,C,6-9,245,31,"BOS, MIA",33,6,UNLV,"2007 NBA Draft, Undrafted",Canada,NBA 2013-2014 Players Information
Pero Antic,C,6-11,260,31,ATL,50,0,AEK Athens (Greece),"2004 NBA Draft, Undrafted",North Macedonia,NBA 2013-2014 Players Information
Trevor Ariza,SF,6-8,215,28,WAS,77,9,UCLA,2004 Rnd 2 Pick 14,United States,NBA 2013-2014 Players Information
Hilton Armstrong,C,6-11,235,29,GSW,15,5,UConn,2006 Rnd 1 Pick 12,United States,NBA 2013-2014 Players Information
Darrell Arthur,PF,6-9,235,25,DEN,68,5,Kansas,2008 Rnd 1 Pick 27,United States,NBA 2013-2014 Players Information
Omer Asik,C,7-0,255,27,HOU,48,3,Fenerbahce Beko (Turkey),2008 Rnd 2 Pick 6,Turkey,NBA 2013-2014 Players Information
D.J. Augustin,G,6-0,183,26,"CHI, TOR",71,5,Texas,2008 Rnd 1 Pick 9,United States,NBA 2013-2014 Players Information
Gustavo Ayon,C,6-10,250,28,ATL,26,2, ,"2007 NBA Draft, Undrafted",Mexico,NBA 2013-2014 Players Information
