Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Alaa Abdelnaby,PF,6-10,240,23,POR,71,1,Duke,1990 Rnd 1 Pick 25,Egypt,NBA 1991-1992 Players Information
Mahmoud Abdul-Rauf,PG,6-0,162,22,DEN,81,1,LSU,1990 Rnd 1 Pick 3,United States,NBA 1991-1992 Players Information
Mark Acres,FC,6-11,220,29,ORL,68,4,Oral Roberts,1985 Rnd 2 Pick 16,United States,NBA 1991-1992 Players Information
Michael Adams,PG,5-10,163,29,WAS,78,6,Boston College,1985 Rnd 3 Pick 19,United States,NBA 1991-1992 Players Information
Rafael Addison,SF,6-7,215,27,NJN,76,1,Syracuse,1986 Rnd 2 Pick 15,United States,NBA 1991-1992 Players Information
Mark Aguirre,SF,6-6,232,32,DET,75,10,DePaul,1981 Rnd 1 Pick 1,United States,NBA 1991-1992 Players Information
Danny Ainge,G,6-4,175,32,POR,81,10,Brigham Young,1981 Rnd 2 Pick 8,United States,NBA 1991-1992 Players Information
Victor Alexander,PF,6-9,265,22,GSW,80,0,Iowa State,1991 Rnd 1 Pick 17,United States,NBA 1991-1992 Players Information
Cadillac Anderson,PF,6-10,230,27,DEN,82,4,Houston,1987 Rnd 1 Pick 23,United States,NBA 1991-1992 Players Information
Kenny Anderson,PG,6-0,168,21,NJN,64,0,Georgia Tech,1991 Rnd 1 Pick 2,United States,NBA 1991-1992 Players Information
Nick Anderson,GF,6-6,228,24,ORL,60,2,Illinois,1989 Rnd 1 Pick 11,United States,NBA 1991-1992 Players Information
Ron Anderson,GF,6-7,215,33,PHI,82,7,Fresno State,1984 Rnd 2 Pick 3,United States,NBA 1991-1992 Players Information
Willie Anderson,SF,6-7,190,25,SAS,57,3,Georgia,1988 Rnd 1 Pick 10,United States,NBA 1991-1992 Players Information
Michael Ansley,F,6-7,225,25,"CHA, PHL",10,2,Alabama,1989 Rnd 2 Pick 10,United States,NBA 1991-1992 Players Information
Greg Anthony,PG,6-0,176,24,NYK,82,0,UNLV,1991 Rnd 1 Pick 12,United States,NBA 1991-1992 Players Information
B.J. Armstrong,G,6-2,175,24,CHI,82,2,Iowa,1989 Rnd 1 Pick 18,United States,NBA 1991-1992 Players Information
Vincent Askew,GF,6-6,210,26,GSW,80,3,Memphis,1987 Rnd 2 Pick 16,United States,NBA 1991-1992 Players Information
Keith Askins,F,6-7,197,24,MIA,59,1,Alabama,"1990 NBA Draft, Undrafted",United States,NBA 1991-1992 Players Information
