Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Corey Brewer,GF,6-9,186,28,"HOU, MIN",80,7,Florida,2007 Rnd 1 Pick 7,United States,NBA 2014-2015 Players Information
Aaron Brooks,G,6-0,161,30,CHI,82,6,Oregon,2007 Rnd 1 Pick 26,United States,NBA 2014-2015 Players Information
Jabari Brown,SG,6-4,215,22,LAL,19,0,Missouri,"2014 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Lorenzo Brown,SG,6-5,189,24,MIN,29,1,NC State,2013 Rnd 2 Pick 22,United StatesSpain,NBA 2014-2015 Players Information
Markel Brown,SG,6-3,190,23,BRK,47,0,Oklahoma State,2014 Rnd 2 Pick 14,United States,NBA 2014-2015 Players Information
Shannon Brown,G,6-4,210,29,MIA,5,8,Michigan State,2006 Rnd 1 Pick 25,United States,NBA 2014-2015 Players Information
Kobe Bryant,SG,6-6,212,36,LAL,35,18,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States,NBA 2014-2015 Players Information
Chase Budinger,GF,6-7,215,26,MIN,67,5,Arizona,2009 Rnd 2 Pick 14,United States,NBA 2014-2015 Players Information
Reggie Bullock,SG,6-6,205,23,"LAC, PHX",36,1,North Carolina,2013 Rnd 1 Pick 25,United States,NBA 2014-2015 Players Information
Trey Burke,G,6-0,185,22,UTA,76,1,Michigan,2013 Rnd 1 Pick 9,United States,NBA 2014-2015 Players Information
Alec Burks,SG,6-5,214,23,UTA,27,3,Colorado,2011 Rnd 1 Pick 12,United States,NBA 2014-2015 Players Information
Caron Butler,SF,6-7,228,34,DET,78,12,UConn,2002 Rnd 1 Pick 10,United States,NBA 2014-2015 Players Information
Jimmy Butler,GF,6-7,230,25,CHI,65,3,Marquette,2011 Rnd 1 Pick 30,United States,NBA 2014-2015 Players Information
Rasual Butler,GF,6-7,215,35,WAS,75,11,La Salle,2002 Rnd 2 Pick 24,United States,NBA 2014-2015 Players Information
Dwight Buycks,G,6-3,190,25,LAL,6,1,Marquette,"2011 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Will Bynum,G,6-0,185,32,WAS,7,7,Georgia Tech,"2005 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Bruno Caboclo,PF,6-9,218,19,TOR,8,0,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil,NBA 2014-2015 Players Information
Nick Calathes,PG,6-6,213,26,MEM,58,1,Florida,2009 Rnd 2 Pick 15,United StatesGreece,NBA 2014-2015 Players Information
Jose Calderon,G,6-3,200,33,NYK,42,9,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain,NBA 2014-2015 Players Information
Kentavious Caldwell-Pope,SG,6-5,204,22,DET,82,1,Georgia,2013 Rnd 1 Pick 8,United States,NBA 2014-2015 Players Information
Isaiah Canaan,G,6-0,200,23,"HOU, PHL",47,1,Murray State,2013 Rnd 2 Pick 4,United States,NBA 2014-2015 Players Information
Clint Capela,PF,6-10,256,20,HOU,12,0,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland,NBA 2014-2015 Players Information
DeMarre Carroll,F,6-8,215,28,ATL,70,5,Missouri,2009 Rnd 1 Pick 27,United States,NBA 2014-2015 Players Information
Vince Carter,SF,6-6,220,38,MEM,66,16,North Carolina,1998 Rnd 1 Pick 5,United States,NBA 2014-2015 Players Information
Michael Carter-Williams,PG,6-5,190,23,"MIL, PHL",66,1,Syracuse,2013 Rnd 1 Pick 11,United States,NBA 2014-2015 Players Information
Omri Casspi,F,6-9,225,26,SAC,67,5,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel,NBA 2014-2015 Players Information
Mario Chalmers,G,6-2,190,28,MIA,80,6,Kansas,2008 Rnd 2 Pick 4,United States,NBA 2014-2015 Players Information
Tyson Chandler,C,7-1,240,32,DAL,75,13,Dominguez High School (California),2001 Rnd 1 Pick 2,United States,NBA 2014-2015 Players Information
Wilson Chandler,SF,6-9,225,27,DEN,78,7,DePaul,2007 Rnd 1 Pick 23,United States,NBA 2014-2015 Players Information
Will Cherry,G,6-0,185,24,CLE,8,0,Montana,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Patrick Christopher,GF,6-5,209,26,UTA,4,0,California,"2010 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Earl Clark,F,6-10,234,27,BRK,10,5,Louisville,2009 Rnd 1 Pick 14,United States,NBA 2014-2015 Players Information
Ian Clark,G,6-3,175,23,"DEN, UTH",30,1,Belmont,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Jordan Clarkson,G,6-3,194,22,LAL,59,0,Missouri,2014 Rnd 2 Pick 16,United StatesPhilippines,NBA 2014-2015 Players Information
Victor Claver,SF,6-10,235,26,POR,10,2,Valencia Basket (Spain),2009 Rnd 1 Pick 22,Spain,NBA 2014-2015 Players Information
Norris Cole,G,6-2,170,26,"MIA, NOP",75,3,Cleveland State,2011 Rnd 1 Pick 28,United States,NBA 2014-2015 Players Information
Darren Collison,PG,6-0,175,27,SAC,45,5,UCLA,2009 Rnd 1 Pick 21,United States,NBA 2014-2015 Players Information
Nick Collison,FC,6-10,255,34,OKC,66,11,Kansas,2003 Rnd 1 Pick 12,United States,NBA 2014-2015 Players Information
Mike Conley,PG,6-0,175,27,MEM,70,7,Ohio State,2007 Rnd 1 Pick 4,United States,NBA 2014-2015 Players Information
Jack Cooley,PF,6-10,265,23,UTA,16,0,Notre Dame,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Chris Copeland,PF,6-8,235,30,IND,50,2,Colorado,"2006 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Bryce Cotton,G,6-1,165,22,UTA,15,0,Providence,"2014 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
DeMarcus Cousins,C,6-11,270,24,SAC,59,4,Kentucky,2010 Rnd 1 Pick 5,United States,NBA 2014-2015 Players Information
Robert Covington,F,6-7,209,24,PHI,70,1,Tennessee State,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Allen Crabbe,SG,6-6,212,22,POR,51,1,California,2013 Rnd 2 Pick 1,United States,NBA 2014-2015 Players Information
Jamal Crawford,SG,6-5,195,34,LAC,64,14,Michigan,2000 Rnd 1 Pick 8,United States,NBA 2014-2015 Players Information
Jae Crowder,SF,6-6,235,24,"BOS, DAL",82,2,Marquette,2012 Rnd 2 Pick 4,United States,NBA 2014-2015 Players Information
Dante Cunningham,F,6-8,230,27,NOP,66,5,Villanova,2009 Rnd 2 Pick 3,United States,NBA 2014-2015 Players Information
Jared Cunningham,SG,6-4,194,23,LAC,19,2,Oregon State,2012 Rnd 1 Pick 24,United States,NBA 2014-2015 Players Information
Seth Curry,G,6-1,185,24,PHX,2,1,Duke,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Stephen Curry,G,6-2,185,26,GSW,80,5,Davidson,2009 Rnd 1 Pick 7,United States,NBA 2014-2015 Players Information
Samuel Dalembert,C,6-11,250,33,NYK,32,13,Seton Hall,2001 Rnd 1 Pick 26,CanadaHaiti,NBA 2014-2015 Players Information
Troy Daniels,G,6-4,205,23,"CHA, HOU, MIN",47,1,VCU,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Gigi Datome,SF,6-8,215,27,"BOS, DET",21,1,Virtus Bologna (Italy),"2009 NBA Draft, Undrafted",Italy,NBA 2014-2015 Players Information
Brandon Davies,PF,6-10,240,23,"BRK, PHL",27,1,Brigham Young,"2013 NBA Draft, Undrafted",United StatesUganda,NBA 2014-2015 Players Information
Anthony Davis,PF,6-10,253,21,NOP,68,2,Kentucky,2012 Rnd 1 Pick 1,United States,NBA 2014-2015 Players Information
Ed Davis,PF,6-9,218,25,LAL,79,4,North Carolina,2010 Rnd 1 Pick 13,United States,NBA 2014-2015 Players Information
Glen Davis,PF,6-9,289,29,LAC,74,7,LSU,2007 Rnd 2 Pick 5,United States,NBA 2014-2015 Players Information
Andre Dawkins,SG,6-4,206,23,MIA,4,0,Duke,"2014 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Austin Daye,F,6-11,220,26,"ATL, SAN",34,5,Gonzaga,2009 Rnd 1 Pick 15,United States,NBA 2014-2015 Players Information
DeMar DeRozan,GF,6-6,220,25,TOR,60,5,USC,2009 Rnd 1 Pick 9,United States,NBA 2014-2015 Players Information
Dewayne Dedmon,PF,6-10,245,25,ORL,59,1,USC,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Matt Dellavedova,G,6-3,200,24,CLE,67,1,Saint Mary's,"2013 NBA Draft, Undrafted",Australia,NBA 2014-2015 Players Information
Luol Deng,GF,6-9,220,29,MIA,72,10,Duke,2004 Rnd 1 Pick 7,EnglandSouth Sudan,NBA 2014-2015 Players Information
Boris Diaw,PF,6-8,250,32,SAS,81,11,Pau-Orthez (France),2003 Rnd 1 Pick 21,France,NBA 2014-2015 Players Information
Gorgui Dieng,FC,6-10,250,25,MIN,73,1,Louisville,2013 Rnd 1 Pick 21,Senegal,NBA 2014-2015 Players Information
Spencer Dinwiddie,PG,6-5,215,21,DET,34,0,Colorado,2014 Rnd 2 Pick 8,United States,NBA 2014-2015 Players Information
Joey Dorsey,FC,6-9,275,31,HOU,69,3,Memphis,2008 Rnd 2 Pick 3,United States,NBA 2014-2015 Players Information
Toney Douglas,G,6-2,195,28,NOP,12,5,Florida State,2009 Rnd 1 Pick 29,United States,NBA 2014-2015 Players Information
Chris Douglas-Roberts,SF,6-7,210,28,LAC,12,5,Memphis,2008 Rnd 2 Pick 10,United States,NBA 2014-2015 Players Information
Goran Dragic,G,6-4,190,28,"MIA, PHX",78,6,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia,NBA 2014-2015 Players Information
Zoran Dragic,SG,6-5,200,25,"MIA, PHX",16,0,Geoplin Slovan (Slovenia),"2011 NBA Draft, Undrafted",Slovenia,NBA 2014-2015 Players Information
Larry Drew,G,6-2,180,24,PHI,12,0,UCLA,"2013 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Andre Drummond,C,6-11,279,21,DET,82,2,UConn,2012 Rnd 1 Pick 9,United States,NBA 2014-2015 Players Information
Jared Dudley,PF,6-7,237,29,MIL,72,7,Boston College,2007 Rnd 1 Pick 22,United States,NBA 2014-2015 Players Information
Tim Duncan,FC,6-11,250,38,SAS,77,17,Wake Forest,1997 Rnd 1 Pick 1,United States,NBA 2014-2015 Players Information
Mike Dunleavy,GF,6-9,230,34,CHI,63,12,Duke,2002 Rnd 1 Pick 3,United States,NBA 2014-2015 Players Information
Kevin Durant,SF,6-11,240,26,OKC,27,7,Texas,2007 Rnd 1 Pick 2,United States,NBA 2014-2015 Players Information
Cleanthony Early,F,6-8,210,23,NYK,39,0,Wichita State,2014 Rnd 2 Pick 4,United States,NBA 2014-2015 Players Information
Wayne Ellington,SG,6-4,207,27,LAL,65,5,North Carolina,2009 Rnd 1 Pick 28,United States,NBA 2014-2015 Players Information
Monta Ellis,G,6-3,185,29,DAL,80,9,Lanier High School (Mississippi),2005 Rnd 2 Pick 10,United States,NBA 2014-2015 Players Information
James Ennis,GF,6-6,215,24,MIA,62,0,Long Beach State,2013 Rnd 2 Pick 20,United States,NBA 2014-2015 Players Information
Tyler Ennis,PG,6-3,182,20,"MIL, PHX",33,0,Syracuse,2014 Rnd 1 Pick 18,Canada,NBA 2014-2015 Players Information
Jeremy Evans,F,6-9,200,27,UTA,38,4,Western Kentucky,2010 Rnd 2 Pick 25,United States,NBA 2014-2015 Players Information
Reggie Evans,PF,6-8,245,34,SAC,47,12,Iowa,"2002 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Tyreke Evans,G,6-6,220,25,NOP,79,5,Memphis,2009 Rnd 1 Pick 4,United States,NBA 2014-2015 Players Information
Dante Exum,PG,6-5,214,19,UTA,82,0,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia,NBA 2014-2015 Players Information
Festus Ezeli,C,6-11,265,25,GSW,46,2,Vanderbilt,2012 Rnd 1 Pick 30,Nigeria,NBA 2014-2015 Players Information
Kenneth Faried,F,6-8,228,25,DEN,75,3,Morehead State,2011 Rnd 1 Pick 22,United States,NBA 2014-2015 Players Information
Jordan Farmar,PG,6-2,180,28,LAC,36,7,UCLA,2006 Rnd 1 Pick 26,United States,NBA 2014-2015 Players Information
Derrick Favors,FC,6-10,265,23,UTA,74,4,Georgia Tech,2010 Rnd 1 Pick 3,United States,NBA 2014-2015 Players Information
Raymond Felton,PG,6-1,205,30,DAL,29,9,North Carolina,2005 Rnd 1 Pick 5,United States,NBA 2014-2015 Players Information
Landry Fields,F,6-7,210,26,TOR,26,4,Stanford,2010 Rnd 2 Pick 9,United States,NBA 2014-2015 Players Information
Evan Fournier,SG,6-6,205,22,ORL,58,2,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France,NBA 2014-2015 Players Information
Randy Foye,G,6-4,218,31,DEN,50,8,Villanova,2006 Rnd 1 Pick 7,United States,NBA 2014-2015 Players Information
Jamaal Franklin,G,6-5,190,23,DEN,3,1,San Diego State,2013 Rnd 2 Pick 11,United States,NBA 2014-2015 Players Information
Tim Frazier,G,6-0,172,24,"PHL, POR",11,0,Penn State,"2014 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Jimmer Fredette,G,6-2,195,26,NOP,50,3,Brigham Young,2011 Rnd 1 Pick 10,United States,NBA 2014-2015 Players Information
Enes Freedom,F,6-10,250,22,"OKC, UTH",75,3,Kentucky,2011 Rnd 1 Pick 3,SwitzerlandTurkey,NBA 2014-2015 Players Information
Joel Freeland,PF,6-11,255,28,POR,48,2,Gran Canaria (Spain),2006 Rnd 1 Pick 30,England,NBA 2014-2015 Players Information
Channing Frye,FC,7-0,255,31,ORL,75,9,Arizona,2005 Rnd 1 Pick 8,United States,NBA 2014-2015 Players Information
Danilo Gallinari,SF,6-10,236,26,DEN,59,6,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy,NBA 2014-2015 Players Information
Langston Galloway,G,6-1,200,23,NYK,45,0,Saint Joseph's,"2014 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Francisco Garcia,GF,6-7,195,33,HOU,14,9,Louisville,2005 Rnd 1 Pick 23,Dominican Republic,NBA 2014-2015 Players Information
Kevin Garnett,PF,6-11,240,38,"BRK, MIN",47,19,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States,NBA 2014-2015 Players Information
Marc Gasol,C,7-1,255,30,MEM,81,6,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain,NBA 2014-2015 Players Information
Pau Gasol,FC,7-0,250,34,CHI,78,13,Barca (Spain),2001 Rnd 1 Pick 3,Spain,NBA 2014-2015 Players Information
Rudy Gay,SF,6-7,250,28,SAC,68,8,UConn,2006 Rnd 1 Pick 8,United States,NBA 2014-2015 Players Information
Alonzo Gee,SF,6-6,225,27,"DEN, POR",54,5,Alabama,"2009 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Paul George,GF,6-8,220,24,IND,6,4,Fresno State,2010 Rnd 1 Pick 10,United States,NBA 2014-2015 Players Information
Taj Gibson,F,6-9,232,29,CHI,62,5,USC,2009 Rnd 1 Pick 26,United States,NBA 2014-2015 Players Information
Manu Ginobili,SG,6-6,205,37,SAS,70,12,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina,NBA 2014-2015 Players Information
Rudy Gobert,C,7-1,258,22,UTA,82,1,Cholet Basket (France),2013 Rnd 1 Pick 27,France,NBA 2014-2015 Players Information
Drew Gooden,FC,6-10,250,33,WAS,51,12,Kansas,2002 Rnd 1 Pick 4,United States,NBA 2014-2015 Players Information
Archie Goodwin,G,6-5,205,20,PHX,41,1,Kentucky,2013 Rnd 1 Pick 29,United States,NBA 2014-2015 Players Information
Aaron Gordon,F,6-8,235,19,ORL,47,0,Arizona,2014 Rnd 1 Pick 4,United States,NBA 2014-2015 Players Information
Ben Gordon,SG,6-3,200,31,ORL,56,10,UConn,2004 Rnd 1 Pick 3,EnglandUnited States,NBA 2014-2015 Players Information
Drew Gordon,PF,6-9,245,24,PHI,9,0,New Mexico,"2012 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Eric Gordon,G,6-3,215,26,NOP,61,6,Indiana,2008 Rnd 1 Pick 7,United StatesBahamas,NBA 2014-2015 Players Information
Marcin Gortat,FC,6-11,240,31,WAS,82,7,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland,NBA 2014-2015 Players Information
Danny Granger,GF,6-9,222,31,MIA,30,9,New Mexico,2005 Rnd 1 Pick 17,United States,NBA 2014-2015 Players Information
Jerami Grant,F,6-7,210,20,PHI,65,0,Syracuse,2014 Rnd 2 Pick 9,United States,NBA 2014-2015 Players Information
Danny Green,SF,6-6,215,27,SAS,81,5,North Carolina,2009 Rnd 2 Pick 16,United States,NBA 2014-2015 Players Information
Draymond Green,F,6-6,230,24,GSW,79,2,Michigan State,2012 Rnd 2 Pick 5,United States,NBA 2014-2015 Players Information
Erick Green,G,6-3,178,23,DEN,43,0,Virginia Tech,2013 Rnd 2 Pick 16,United States,NBA 2014-2015 Players Information
Gerald Green,GF,6-7,205,29,PHX,74,7,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States,NBA 2014-2015 Players Information
JaMychal Green,PF,6-9,227,24,"MEM, SAN",24,0,Alabama,"2012 NBA Draft, Undrafted",United States,NBA 2014-2015 Players Information
Jeff Green,F,6-8,235,28,"BOS, MEM",78,6,Georgetown,2007 Rnd 1 Pick 5,United States,NBA 2014-2015 Players Information
Willie Green,SG,6-3,201,33,ORL,52,11,Detroit-Mercy,2003 Rnd 2 Pick 12,United States,NBA 2014-2015 Players Information
Blake Griffin,PF,6-9,250,25,LAC,67,5,Oklahoma,2009 Rnd 1 Pick 1,United States,NBA 2014-2015 Players Information
Jorge Gutierrez,PG,6-3,195,26,"BRK, MIL",20,1,California,"2012 NBA Draft, Undrafted",MexicoUnited States,NBA 2014-2015 Players Information
P.J. Hairston,SG,6-6,230,22,CHA,45,0,Texas Legends,2014 Rnd 1 Pick 26,United States,NBA 2014-2015 Players Information
Jordan Hamilton,SF,6-7,220,24,LAC,14,3,Texas,2011 Rnd 1 Pick 26,United States,NBA 2014-2015 Players Information
Justin Hamilton,C,7-0,255,24,"MIA, MIN",41,1,LSU,2012 Rnd 2 Pick 15,United StatesCroatia,NBA 2014-2015 Players Information
Tyler Hansbrough,PF,6-9,250,29,TOR,74,5,North Carolina,2009 Rnd 1 Pick 13,United States,NBA 2014-2015 Players Information
Tim Hardaway Jr.,SG,6-5,205,22,NYK,70,1,Michigan,2013 Rnd 1 Pick 24,United States,NBA 2014-2015 Players Information
James Harden,SG,6-5,220,25,HOU,81,5,Arizona State,2009 Rnd 1 Pick 3,United States,NBA 2014-2015 Players Information
Maurice Harkless,F,6-7,220,21,ORL,45,2,St. John's,2012 Rnd 1 Pick 15,United StatesPuerto Rico,NBA 2014-2015 Players Information
