Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Zaid Abdul-Aziz,FC,6-9,235,26,HOU,48,4,Iowa State,1968 Rnd 1 Pick 5,United States,NBA 1972-1973 Players Information
Kareem Abdul-Jabbar,C,7-2,225,25,MIL,76,3,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1972-1973 Players Information
Mahdi Abdul-Rahman,G,6-2,185,30,"BUF, GOS",53,8,UCLA,"1964 NBA Draft, Undrafted",United States,NBA 1972-1973 Players Information
Don Adams,SF,6-6,210,25,"ATL, DET",74,2,Northwestern,1970 Rnd 8 Pick 1,United States,NBA 1972-1973 Players Information
Rick Adelman,PG,6-1,175,26,POR,75,4,Loyola Marymount,1968 Rnd 7 Pick 1,United States,NBA 1972-1973 Players Information
Lucius Allen,PG,6-2,175,25,MIL,80,3,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1972-1973 Players Information
Tiny Archibald,PG,6-1,150,24,KCK,80,2,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1972-1973 Players Information
Dennis Awtrey,C,6-10,235,25,"CHI, PHL",81,2,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1972-1973 Players Information
Dick Barnett,SG,6-4,190,36,NYK,51,12,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1972-1973 Players Information
Jim Barnett,GF,6-4,170,28,GSW,82,6,Oregon,1966 Rnd 1 Pick 8,United States,NBA 1972-1973 Players Information
Rick Barry,F,6-7,205,28,GSW,82,2,Miami (FL),1965 Rnd 1 Pick 2,United States,NBA 1972-1973 Players Information
Butch Beard,G,6-3,185,25,SEA,73,2,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1972-1973 Players Information
Walt Bellamy,C,6-11,225,33,ATL,74,11,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1972-1973 Players Information
Henry Bibby,G,6-1,185,23,NYK,55,0,UCLA,1972 Rnd 4 Pick 11,United States,NBA 1972-1973 Players Information
Dave Bing,G,6-3,180,29,DET,82,6,Syracuse,1966 Rnd 1 Pick 2,United States,NBA 1972-1973 Players Information
John Block,FC,6-9,207,28,"KCK, PHL",73,6,USC,1966 Rnd 3 Pick 7,United States,NBA 1972-1973 Players Information
Tom Boerwinkle,C,7-0,265,27,CHI,8,4,Tennessee,1968 Rnd 1 Pick 4,United States,NBA 1972-1973 Players Information
Freddie Boyd,G,6-2,180,22,PHI,82,0,Oregon State,1972 Rnd 1 Pick 5,United States,NBA 1972-1973 Players Information
Steve Bracey,G,6-1,175,22,ATL,70,0,Tulsa,1972 Rnd 2 Pick 8,United States,NBA 1972-1973 Players Information
Bill Bradley,GF,6-5,205,29,NYK,82,5,Princeton,"1965 NBA Draft, Undrafted",United States,NBA 1972-1973 Players Information
Bill Bridges,FC,6-6,228,33,"LAL, PHL",82,10,Kansas,1961 Rnd 3 Pick 9,United States,NBA 1972-1973 Players Information
John Brisker,GF,6-5,210,25,SEA,70,0,Toledo,"1969 NBA Draft, Undrafted",United States,NBA 1972-1973 Players Information
Fred Brown,G,6-3,182,24,SEA,79,1,Iowa,1971 Rnd 1 Pick 6,United States,NBA 1972-1973 Players Information
Roger Brown,C,6-11,225,23,LAL,1,0,Kansas,1971 Rnd 4 Pick 13,United States,NBA 1972-1973 Players Information
Corky Calhoun,F,6-7,210,22,PHX,82,0,Pennsylvania,1972 Rnd 1 Pick 4,United States,NBA 1972-1973 Players Information
Austin Carr,G,6-4,200,24,CLE,82,1,Notre Dame,1971 Rnd 1 Pick 1,United States,NBA 1972-1973 Players Information
Fred Carter,G,6-3,185,28,PHI,81,3,Mount St. Mary's,1969 Rnd 3 Pick 14,United States,NBA 1972-1973 Players Information
Wilt Chamberlain,C,7-1,265,36,LAL,82,13,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1972-1973 Players Information
Don Chaney,G,6-5,210,26,BOS,79,4,Houston,1968 Rnd 1 Pick 12,United States,NBA 1972-1973 Players Information
Phil Chenier,PG,6-3,180,22,WAS,71,1,California,"1971 NBA Draft, Undrafted",United States,NBA 1972-1973 Players Information
Bob Christian,C,6-10,255,26,ATL,54,2,Grambling State,1969 Rnd 8 Pick 10,United States,NBA 1972-1973 Players Information
Archie Clark,G,6-2,175,31,WAS,39,6,Minnesota,1966 Rnd 4 Pick 7,United States,NBA 1972-1973 Players Information
Jim Cleamons,SG,6-3,185,23,CLE,80,1,Ohio State,1971 Rnd 1 Pick 13,United States,NBA 1972-1973 Players Information
Barry Clemens,PF,6-6,210,29,CLE,72,7,Ohio Wesleyan,1965 Rnd 3 Pick 2,United States,NBA 1972-1973 Players Information
Mel Counts,FC,7-0,230,31,"LAL, PHL",65,8,Oregon State,1964 Rnd 1 Pick 7,United States,NBA 1972-1973 Players Information
Dave Cowens,FC,6-9,230,24,BOS,82,2,Florida State,1970 Rnd 1 Pick 4,United States,NBA 1972-1973 Players Information
Pete Cross,FC,6-9,230,24,"KCK, SEA",29,2,San Francisco,1970 Rnd 2 Pick 6,United States,NBA 1972-1973 Players Information
Dick Cunningham,C,6-10,245,26,MIL,72,4,Murray State,1968 Rnd 2 Pick 7,United States,NBA 1972-1973 Players Information
Bob Dandridge,SF,6-6,195,25,MIL,73,3,Norfolk State,1969 Rnd 4 Pick 2,United States,NBA 1972-1973 Players Information
Bob Davis,SF,6-7,215,22,POR,9,0,Weber State,1972 Rnd 2 Pick 1,United States,NBA 1972-1973 Players Information
Charlie Davis,SG,6-2,160,23,"CLE, POR",75,1,Wake Forest,1971 Rnd 8 Pick 1,United States,NBA 1972-1973 Players Information
Dwight Davis,PF,6-8,220,23,CLE,81,0,Houston,1972 Rnd 1 Pick 3,United States,NBA 1972-1973 Players Information
Jim Davis,C,6-9,225,31,DET,71,6,Colorado,1964 Rnd 4 Pick 2,United States,NBA 1972-1973 Players Information
Mickey Davis,GF,6-7,195,22,MIL,74,0,Duquesne,1972 Rnd 7 Pick 16,United States,NBA 1972-1973 Players Information
Mike Davis,G,6-3,185,26,WAS,13,0,Virginia Union,1969 Rnd 1 Pick 14,United States,NBA 1972-1973 Players Information
Dave DeBusschere,F,6-6,220,32,NYK,77,10,Detroit-Mercy,"1962 NBA Draft, Undrafted",United States,NBA 1972-1973 Players Information
Terry Dischinger,GF,6-7,189,32,POR,62,8,Purdue,1962 Rnd 2 Pick 1,United States,NBA 1972-1973 Players Information
Terry Driscoll,PF,6-7,215,25,"MIL, WAS",59,2,Boston College,1969 Rnd 1 Pick 4,United States,NBA 1972-1973 Players Information
Charles Dudley,PG,6-2,180,22,SEA,12,0,Washington,1972 Rnd 5 Pick 13,United States,NBA 1972-1973 Players Information
