Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Omer Yurtseven,MIA,9,37.8,25,12,18,0.667,0,2,0.0,1,3,0.333,1,6,7,3,0,1,0,2,NBA 2021-2022 Playoffs Players Statistic
Trae Young,ATL,5,186.5,77,22,69,0.319,7,38,0.184,26,33,0.788,5,20,25,30,3,0,31,13,NBA 2021-2022 Playoffs Players Statistic
Thaddeus Young,TOR,6,86.9,20,9,18,0.5,1,7,0.143,1,4,0.25,7,11,18,10,5,1,3,8,NBA 2021-2022 Playoffs Players Statistic
Delon Wright,ATL,5,136.9,41,15,29,0.517,5,13,0.385,6,9,0.667,11,13,24,14,4,1,5,2,NBA 2021-2022 Playoffs Players Statistic
Ziaire Williams,MEM,10,167.6,69,23,52,0.442,11,36,0.306,12,13,0.923,4,12,16,5,5,0,2,14,NBA 2021-2022 Playoffs Players Statistic
Robert Williams,BOS,17,393.9,131,53,78,0.679,0,1,0.0,25,28,0.893,43,62,105,17,12,38,10,34,NBA 2021-2022 Playoffs Players Statistic
Patrick Williams,CHI,5,152.8,59,22,47,0.468,7,21,0.333,8,11,0.727,6,21,27,4,5,3,7,15,NBA 2021-2022 Playoffs Players Statistic
Grant Williams,BOS,24,653.8,207,65,150,0.433,35,89,0.393,42,52,0.808,23,68,91,19,8,18,20,83,NBA 2021-2022 Playoffs Players Statistic
Andrew Wiggins,GSW,22,766.8,363,143,305,0.469,35,105,0.333,42,65,0.646,54,111,165,40,22,23,30,54,NBA 2021-2022 Playoffs Players Statistic
Hassan Whiteside,UTA,6,65.4,11,5,12,0.417,0,0,0.0,1,4,0.25,8,23,31,0,2,8,0,9,NBA 2021-2022 Playoffs Players Statistic
Derrick White,BOS,23,585.2,196,64,176,0.364,26,83,0.313,42,51,0.824,8,62,70,61,21,13,29,46,NBA 2021-2022 Playoffs Players Statistic
