Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Marcus Zegarowski,BRK,3,54.7,24,10,23,0.435,4,10,0.4,0,0,0.0,4,3,7,6,3,0,6,7,NBA 2021-2022 Summer_League Players Statistic
Moses Wright,NOP,5,82.4,36,17,32,0.531,0,6,0.0,2,7,0.286,8,14,22,4,2,7,1,10,NBA 2021-2022 Summer_League Players Statistic
Isaiah Wright,UJB,3,47.5,4,1,7,0.143,0,2,0.0,2,3,0.667,0,3,3,4,0,1,2,7,NBA 2021-2022 Summer_League Players Statistic
McKinley Wright IV,MIN,5,130.0,36,16,36,0.444,3,9,0.333,1,1,1.0,3,23,26,16,10,0,9,6,NBA 2021-2022 Summer_League Players Statistic
Ryan Woolridge,OKC,4,54.4,13,6,10,0.6,0,1,0.0,1,2,0.5,3,6,9,6,0,0,3,3,NBA 2021-2022 Summer_League Players Statistic
Ziaire Williams,MEM,4,108.7,50,19,50,0.38,4,20,0.2,8,15,0.533,6,15,21,5,3,1,6,14,NBA 2021-2022 Summer_League Players Statistic
Patrick Williams,CHI,3,102.8,63,22,58,0.379,7,16,0.438,12,15,0.8,5,24,29,8,2,1,14,6,NBA 2021-2022 Summer_League Players Statistic
Kenny Williams,CHA,3,28.7,2,1,4,0.25,0,2,0.0,0,0,0.0,0,3,3,2,1,1,0,1,NBA 2021-2022 Summer_League Players Statistic
Emmitt Williams,OKC,2,23.2,15,6,6,1.0,2,2,1.0,1,2,0.5,2,4,6,1,0,0,2,4,NBA 2021-2022 Summer_League Players Statistic
Aaron Wiggins,OKC,5,119.2,56,23,54,0.426,4,20,0.2,6,9,0.667,4,20,24,12,6,1,12,6,NBA 2021-2022 Summer_League Players Statistic
Tyree White,MIL,5,48.1,9,3,11,0.273,1,5,0.2,2,6,0.333,3,10,13,2,1,1,2,2,NBA 2021-2022 Summer_League Players Statistic
Kaleb Wesson,LAC,3,21.6,2,1,4,0.25,0,2,0.0,0,0,0.0,3,6,9,5,2,2,2,1,NBA 2021-2022 Summer_League Players Statistic
Quinndary Weatherspoon,BRK,4,86.9,46,16,40,0.4,1,6,0.167,13,15,0.867,2,8,10,10,7,1,19,10,NBA 2021-2022 Summer_League Players Statistic
Ibi Watson,ATL,5,83.2,22,8,23,0.348,4,12,0.333,2,2,1.0,3,7,10,6,1,0,3,4,NBA 2021-2022 Summer_League Players Statistic
Trendon Watford,POR,4,88.4,23,8,19,0.421,1,4,0.25,6,9,0.667,1,17,18,8,2,5,7,16,NBA 2021-2022 Summer_League Players Statistic
Tremont Waters,HOU,2,63.4,9,3,18,0.167,1,9,0.111,2,2,1.0,1,10,11,9,7,0,6,7,NBA 2021-2022 Summer_League Players Statistic
"Duane Washington, Jr.",IND,5,83.1,52,18,37,0.486,11,23,0.478,5,6,0.833,2,3,5,5,3,0,5,3,NBA 2021-2022 Summer_League Players Statistic
Tyrone Wallace,IND,5,91.6,14,3,20,0.15,1,8,0.125,7,7,1.0,2,12,14,8,5,1,8,10,NBA 2021-2022 Summer_League Players Statistic
M.J. Walker,NYK,3,48.6,14,5,9,0.556,4,5,0.8,0,0,0.0,2,6,8,2,2,1,2,3,NBA 2021-2022 Summer_League Players Statistic
Ish Wainright,TOR,5,114.1,37,13,36,0.361,7,21,0.333,4,5,0.8,11,13,24,6,9,3,9,13,NBA 2021-2022 Summer_League Players Statistic
Franz Wagner,ORL,4,86.2,32,13,29,0.448,2,13,0.154,4,6,0.667,4,11,15,4,5,1,7,7,NBA 2021-2022 Summer_League Players Statistic
Mark Vital,POR,3,35.5,4,2,4,0.5,0,0,0.0,0,0,0.0,7,5,12,2,0,1,0,4,NBA 2021-2022 Summer_League Players Statistic
Luca Vildoza,NYK,2,12.8,0,0,4,0.0,0,4,0.0,0,0,0.0,0,2,2,3,1,0,1,0,NBA 2021-2022 Summer_League Players Statistic
Chandler Vaudrin,CLE,3,30.9,5,2,2,1.0,0,0,0.0,1,2,0.5,2,7,9,6,1,1,5,1,NBA 2021-2022 Summer_League Players Statistic
Rayjon Tucker,PHI,4,61.3,35,12,24,0.5,3,10,0.3,8,12,0.667,3,4,7,1,1,1,8,7,NBA 2021-2022 Summer_League Players Statistic
D'Mitrik Trice,MIL,4,48.1,32,13,22,0.591,5,11,0.455,1,1,1.0,1,3,4,4,2,0,7,0,NBA 2021-2022 Summer_League Players Statistic
Reid Travis,NYK,3,31.0,4,1,10,0.1,1,2,0.5,1,2,0.5,6,1,7,0,0,0,3,4,NBA 2021-2022 Summer_League Players Statistic
Obi Toppin,NYK,6,210.8,126,49,110,0.445,12,35,0.343,16,18,0.889,10,40,50,8,8,5,17,20,NBA 2021-2022 Summer_League Players Statistic
Isaiah Todd,WAS,3,73.5,24,9,35,0.257,5,21,0.238,1,2,0.5,4,12,16,1,1,5,5,4,NBA 2021-2022 Summer_League Players Statistic
Janis Timma,ORL,5,74.1,35,12,29,0.414,10,26,0.385,1,2,0.5,8,9,17,5,3,3,4,4,NBA 2021-2022 Summer_League Players Statistic
Jeremiah Tilmon,ORL,1,5.8,3,1,1,1.0,0,0,0.0,1,2,0.5,0,3,3,1,0,0,0,0,NBA 2021-2022 Summer_League Players Statistic
J.T. Thor,CHA,4,65.5,40,14,28,0.5,2,8,0.25,10,13,0.769,9,11,20,3,4,4,4,6,NBA 2021-2022 Summer_League Players Statistic
Ethan Thompson,CHI,5,114.0,43,14,45,0.311,7,22,0.318,8,9,0.889,6,10,16,7,4,3,2,14,NBA 2021-2022 Summer_League Players Statistic
Khyri Thomas,HOU,2,55.0,20,5,18,0.278,4,11,0.364,6,8,0.75,2,5,7,7,1,0,5,5,NBA 2021-2022 Summer_League Players Statistic
Cam Thomas,BRK,4,115.2,108,33,78,0.423,9,25,0.36,33,39,0.846,2,5,7,8,5,2,15,7,NBA 2021-2022 Summer_League Players Statistic
Brodric Thomas,CLE,5,128.5,53,18,56,0.321,6,24,0.25,11,14,0.786,8,13,21,11,7,3,5,16,NBA 2021-2022 Summer_League Players Statistic
Jon Teske,ORL,5,45.3,8,3,16,0.188,0,4,0.0,2,6,0.333,5,6,11,5,3,1,1,4,NBA 2021-2022 Summer_League Players Statistic
Tyrell Terry,DAL,2,48.5,32,11,24,0.458,4,8,0.5,6,6,1.0,0,3,3,5,3,0,5,4,NBA 2021-2022 Summer_League Players Statistic
Terry Taylor,IND,3,50.5,22,10,14,0.714,1,1,1.0,1,2,0.5,10,7,17,2,1,0,2,5,NBA 2021-2022 Summer_League Players Statistic
Ryan Taylor,GSW,1,14.4,3,1,4,0.25,1,4,0.25,0,0,0.0,1,2,3,0,0,0,0,1,NBA 2021-2022 Summer_League Players Statistic
Jalen Tate,HOU,3,19.4,2,1,6,0.167,0,2,0.0,0,0,0.0,2,3,5,3,0,0,2,1,NBA 2021-2022 Summer_League Players Statistic
Anthony Tarke,DET,4,63.4,16,7,12,0.583,0,2,0.0,2,5,0.4,4,8,12,3,3,5,1,8,NBA 2021-2022 Summer_League Players Statistic
Amar Sylla,ORL,1,5.4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,NBA 2021-2022 Summer_League Players Statistic
Keifer Sykes,IND,5,110.4,40,17,31,0.548,6,14,0.429,0,1,0.0,1,8,9,10,5,0,6,16,NBA 2021-2022 Summer_League Players Statistic
Jalen Suggs,ORL,3,65.5,46,17,41,0.415,5,14,0.357,7,9,0.778,4,15,19,7,5,3,7,10,NBA 2021-2022 Summer_League Players Statistic
Lamar Stevens,CLE,5,140.4,73,29,64,0.453,2,9,0.222,13,18,0.722,6,26,32,12,4,5,2,10,NBA 2021-2022 Summer_League Players Statistic
Cassius Stanley,IND,5,97.4,55,19,35,0.543,7,17,0.412,10,15,0.667,3,18,21,9,6,2,2,9,NBA 2021-2022 Summer_League Players Statistic
