Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Gary Zeller,WAS,28,471.0,188.0,83.0,229.0,0.362,-,-,-,22,35,0.629,-,-,65.0,30,-,-,-,62,NBA 1971-1972 Regular_Season Players Statistic
Charlie Yelverton,POR,69,1227.0,545.0,206.0,530.0,0.389,-,-,-,133,188,0.707,-,-,201.0,81,-,-,-,145,NBA 1971-1972 Regular_Season Players Statistic
Barry Yates,PHI,24,144.0,69.0,31.0,83.0,0.373,-,-,-,7,11,0.636,-,-,40.0,7,-,-,-,14,NBA 1971-1972 Regular_Season Players Statistic
Dave Wohl,PHI,79,1628.0,642.0,243.0,567.0,0.429,-,-,-,156,206,0.757,-,-,150.0,228,-,-,-,229,NBA 1971-1972 Regular_Season Players Statistic
Lee Winfield,SEA,81,2040.0,861.0,343.0,692.0,0.496,-,-,-,175,262,0.668,-,-,218.0,290,-,-,-,198,NBA 1971-1972 Regular_Season Players Statistic
Isaiah Wilson,DET,48,322.0,167.0,63.0,177.0,0.356,-,-,-,41,56,0.732,-,-,47.0,41,-,-,-,32,NBA 1971-1972 Regular_Season Players Statistic
Ron Williams,GSW,80,1932.0,777.0,291.0,614.0,0.474,-,-,-,195,234,0.833,-,-,147.0,308,-,-,-,232,NBA 1971-1972 Regular_Season Players Statistic
Nate Williams,CIN,81,2173.0,963.0,418.0,968.0,0.432,-,-,-,127,172,0.738,-,-,372.0,174,-,-,-,300,NBA 1971-1972 Regular_Season Players Statistic
Milt Williams,ATL,10,127.0,67.0,23.0,53.0,0.434,-,-,-,21,29,0.724,-,-,4.0,20,-,-,-,18,NBA 1971-1972 Regular_Season Players Statistic
Art Williams,BOS,81,1326.0,412.0,161.0,339.0,0.475,-,-,-,90,119,0.756,-,-,256.0,327,-,-,-,204,NBA 1971-1972 Regular_Season Players Statistic
