Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
John Windsor,GSW,11,68.0,27.0,10.0,27.0,0.37,-,-,-,7,8.0,0.875,-,-,26.0,2,-,-,-,13,NBA 1963-1964 Regular_Season Players Statistic
Lenny Wilkens,STH,78,2526.0,938.0,334.0,808.0,0.413,-,-,-,270,365.0,0.74,-,-,335.0,359,-,-,-,287,NBA 1963-1964 Regular_Season Players Statistic
Gene Wiley,LAL,78,1510.0,337.0,146.0,273.0,0.535,-,-,-,45,75.0,0.6,-,-,510.0,44,-,-,-,225,NBA 1963-1964 Regular_Season Players Statistic
Hubie White,PHI,23,196.0,79.0,31.0,105.0,0.295,-,-,-,17,28.0,0.607,-,-,42.0,12,-,-,-,28,NBA 1963-1964 Regular_Season Players Statistic
Jerry West,LAL,72,2906.0,2.064,740.0,1.529,0.484,-,-,-,584,702.0,0.832,-,-,433.0,403,-,-,-,200,NBA 1963-1964 Regular_Season Players Statistic
Ben Warley,PHI,79,1740.0,650.0,215.0,494.0,0.435,-,-,-,220,305.0,0.721,-,-,619.0,71,-,-,-,274,NBA 1963-1964 Regular_Season Players Statistic
Gerry Ward,STH,24,139.0,43.0,16.0,53.0,0.302,-,-,-,11,17.0,0.647,-,-,21.0,21,-,-,-,26,NBA 1963-1964 Regular_Season Players Statistic
Chet Walker,PHI,76,2775.0,1.314,492.0,1.118,0.44,-,-,-,330,464.0,0.711,-,-,784.0,124,-,-,-,232,NBA 1963-1964 Regular_Season Players Statistic
Chico Vaughn,STH,68,1340.0,583.0,238.0,538.0,0.442,-,-,-,107,148.0,0.723,-,-,126.0,129,-,-,-,166,NBA 1963-1964 Regular_Season Players Statistic
Jack Twyman,CIN,68,1996.0,1.083,447.0,993.0,0.45,-,-,-,189,228.0,0.829,-,-,364.0,137,-,-,-,267,NBA 1963-1964 Regular_Season Players Statistic
Gene Tormohlen,STH,51,640.0,210.0,94.0,250.0,0.376,-,-,-,22,46.0,0.478,-,-,216.0,50,-,-,-,128,NBA 1963-1964 Regular_Season Players Statistic
Nate Thurmond,GSW,76,1966.0,533.0,219.0,554.0,0.395,-,-,-,95,173.0,0.549,-,-,790.0,86,-,-,-,184,NBA 1963-1964 Regular_Season Players Statistic
Rod Thorn,WAS,75,2594.0,1.08,411.0,1.015,0.405,-,-,-,258,353.0,0.731,-,-,360.0,281,-,-,-,187,NBA 1963-1964 Regular_Season Players Statistic
Tom Thacker,CIN,48,457.0,132.0,53.0,181.0,0.293,-,-,-,26,53.0,0.491,-,-,115.0,51,-,-,-,51,NBA 1963-1964 Regular_Season Players Statistic
Roger Strickland,WAS,1,4.0,2.0,1.0,3.0,0.333,-,-,-,0,0.0,0.0,-,-,0.0,0,-,-,-,1,NBA 1963-1964 Regular_Season Players Statistic
Larry Staverman,CIN,60,674.0,265.0,98.0,212.0,0.462,-,-,-,69,90.0,0.767,-,-,176.0,32,-,-,-,118,NBA 1963-1964 Regular_Season Players Statistic
Adrian Smith,CIN,66,1524.0,622.0,234.0,576.0,0.406,-,-,-,154,197.0,0.782,-,-,147.0,145,-,-,-,164,NBA 1963-1964 Regular_Season Players Statistic
Larry Siegfried,BOS,31,261.0,101.0,35.0,110.0,0.318,-,-,-,31,39.0,0.795,-,-,51.0,40,-,-,-,33,NBA 1963-1964 Regular_Season Players Statistic
Gene Shue,WAS,47,963.0,198.0,81.0,276.0,0.293,-,-,-,36,61.0,0.59,-,-,94.0,150,-,-,-,98,NBA 1963-1964 Regular_Season Players Statistic
Lee Shaffer,PHI,41,1013.0,536.0,217.0,587.0,0.37,-,-,-,102,133.0,0.767,-,-,205.0,36,-,-,-,116,NBA 1963-1964 Regular_Season Players Statistic
Frank Selvy,LAL,73,1286.0,398.0,160.0,423.0,0.378,-,-,-,78,122.0,0.639,-,-,139.0,149,-,-,-,115,NBA 1963-1964 Regular_Season Players Statistic
Kenny Sears,GSW,51,519.0,170.0,53.0,120.0,0.442,-,-,-,64,79.0,0.81,-,-,94.0,42,-,-,-,71,NBA 1963-1964 Regular_Season Players Statistic
Ray Scott,DET,80,2964.0,1.406,539.0,1.307,0.412,-,-,-,328,456.0,0.719,-,-,1.078,244,-,-,-,296,NBA 1963-1964 Regular_Season Players Statistic
Dolph Schayes,PHI,24,350.0,134.0,44.0,143.0,0.308,-,-,-,46,57.0,0.807,-,-,110.0,48,-,-,-,76,NBA 1963-1964 Regular_Season Players Statistic
Satch Sanders,BOS,80,2370.0,911.0,349.0,836.0,0.417,-,-,-,213,280.0,0.761,-,-,667.0,102,-,-,-,277,NBA 1963-1964 Regular_Season Players Statistic
Bill Russell,BOS,78,3482.0,1.168,466.0,1.077,0.433,-,-,-,236,429.0,0.55,-,-,1.93,370,-,-,-,190,NBA 1963-1964 Regular_Season Players Statistic
John Rudometkin,NYK,52,696.0,395.0,154.0,326.0,0.472,-,-,-,87,116.0,0.75,-,-,164.0,26,-,-,-,86,NBA 1963-1964 Regular_Season Players Statistic
Ken Rohloff,STH,2,7.0,0.0,0.0,1.0,0.0,-,-,-,0,0.0,0.0,-,-,0.0,1,-,-,-,4,NBA 1963-1964 Regular_Season Players Statistic
Guy Rodgers,GSW,79,2695.0,872.0,337.0,923.0,0.365,-,-,-,198,280.0,0.707,-,-,328.0,556,-,-,-,245,NBA 1963-1964 Regular_Season Players Statistic
Oscar Robertson,CIN,79,3559.0,2.48,840.0,1.74,0.483,-,-,-,800,938.0,0.853,-,-,783.0,868,-,-,-,280,NBA 1963-1964 Regular_Season Players Statistic
Hub Reed,LAL,46,386.0,76.0,33.0,91.0,0.363,-,-,-,10,15.0,0.667,-,-,107.0,23,-,-,-,73,NBA 1963-1964 Regular_Season Players Statistic
