Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Derrick Zimmerman,SEA,6,80.0,18,7,20,0.35,0,2,0.0,4,6,0.667,0,11,11,8,4,3,11,8,NBA 2004-2005 Summer_League Players Statistic
Tony Younger,POR,7,112.0,9,4,19,0.211,0,2,0.0,1,2,0.5,1,5,6,16,6,0,11,13,NBA 2004-2005 Summer_League Players Statistic
David Young,SEA,4,38.0,20,5,16,0.313,2,7,0.286,8,9,0.889,3,2,5,0,0,0,3,4,NBA 2004-2005 Summer_League Players Statistic
Vincent Yarbrough,SAS,5,93.0,42,14,27,0.519,3,9,0.333,11,18,0.611,3,14,17,3,4,1,3,13,NBA 2004-2005 Summer_League Players Statistic
Rashad Wright,IND,6,94.0,29,13,34,0.382,2,6,0.333,1,2,0.5,1,8,9,7,3,0,13,12,NBA 2004-2005 Summer_League Players Statistic
Michael Wright,PHX,3,55.0,23,6,8,0.75,0,0,0.0,11,18,0.611,4,7,11,3,1,1,3,12,NBA 2004-2005 Summer_League Players Statistic
Dorell Wright,MIA,1,33.0,30,12,22,0.545,0,1,0.0,6,7,0.857,1,4,5,0,2,0,6,1,NBA 2004-2005 Summer_League Players Statistic
Pierre Wooten,CHA,3,15.0,2,0,4,0.0,0,0,0.0,2,4,0.5,0,2,2,1,0,0,3,4,NBA 2004-2005 Summer_League Players Statistic
Qyntel Woods,POR,7,211.0,127,43,103,0.417,5,12,0.417,36,46,0.783,8,21,29,16,8,2,20,27,NBA 2004-2005 Summer_League Players Statistic
Loren Woods,CHA,3,95.0,42,13,23,0.565,0,0,0.0,16,18,0.889,12,23,35,6,9,5,13,11,NBA 2004-2005 Summer_League Players Statistic
Mo Williams,UTA,3,63.0,30,12,28,0.429,1,4,0.25,5,9,0.556,0,6,6,14,3,2,9,14,NBA 2004-2005 Summer_League Players Statistic
