Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tyler Zeller,CLE,4,107.8,42,17,33,0.515,0,0,0.0,8,12,0.667,7,26,33,0,3,3,13,20,NBA 2013-2014 Summer_League Players Statistic
Cody Zeller,CHA,4,127.6,65,26,50,0.52,0,2,0.0,13,18,0.722,5,32,37,6,1,3,14,16,NBA 2013-2014 Summer_League Players Statistic
B.J. Young,HOU,4,73.6,47,16,31,0.516,2,6,0.333,13,18,0.722,2,4,6,7,0,1,10,14,NBA 2013-2014 Summer_League Players Statistic
Alex Young,GSW,1,1.5,0,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,NBA 2013-2014 Summer_League Players Statistic
Khalif Wyatt,PHI,5,96.1,69,22,48,0.458,6,14,0.429,19,25,0.76,3,3,6,16,8,1,15,10,NBA 2013-2014 Summer_League Players Statistic
Tony Wroten,MEM,6,189.6,73,20,79,0.253,5,30,0.167,28,45,0.622,8,12,20,21,9,2,23,15,NBA 2013-2014 Summer_League Players Statistic
Chris Wright,BRK,5,120.4,65,24,52,0.462,5,15,0.333,12,15,0.8,5,8,13,16,3,0,12,13,NBA 2013-2014 Summer_League Players Statistic
Renaldo Woolridge,LAL,1,6.6,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,2,NBA 2013-2014 Summer_League Players Statistic
Scott Wood,LAC,5,69.9,21,8,29,0.276,5,23,0.217,0,0,0.0,1,7,8,6,0,0,2,7,NBA 2013-2014 Summer_League Players Statistic
Nate Wolters,MIL,5,116.9,47,18,44,0.409,1,10,0.1,10,15,0.667,6,10,16,14,7,1,6,5,NBA 2013-2014 Summer_League Players Statistic
Jeff Withey,NOP,4,72.0,16,6,13,0.462,0,0,0.0,4,6,0.667,6,14,20,0,1,6,4,6,NBA 2013-2014 Summer_League Players Statistic
Rodney Williams,PHI,5,114.2,40,14,28,0.5,1,8,0.125,11,16,0.688,1,5,6,9,1,7,4,15,NBA 2013-2014 Summer_League Players Statistic
Jordan Williams,LAL,2,10.9,2,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,NBA 2013-2014 Summer_League Players Statistic
Terrico White,DAL,6,82.6,17,6,25,0.24,1,5,0.2,4,6,0.667,2,8,10,1,1,2,2,5,NBA 2013-2014 Summer_League Players Statistic
Kyle Weems,ATL,3,42.9,10,4,12,0.333,2,8,0.25,0,0,0.0,1,9,10,0,1,1,2,4,NBA 2013-2014 Summer_League Players Statistic
Kyle Weaver,SEL,5,63.3,42,15,28,0.536,3,11,0.273,9,11,0.818,5,4,9,5,3,0,11,3,NBA 2013-2014 Summer_League Players Statistic
Maalik Wayns,LAC,4,82.9,27,9,26,0.346,2,6,0.333,7,8,0.875,0,9,9,16,3,0,13,11,NBA 2013-2014 Summer_League Players Statistic
Mitchell Watt,LAL,3,30.9,4,2,5,0.4,0,0,0.0,0,2,0.0,1,5,6,2,1,0,0,4,NBA 2013-2014 Summer_League Players Statistic
Dominic Waters,POR,2,34.0,4,2,6,0.333,0,0,0.0,0,0,0.0,0,2,2,6,2,0,6,6,NBA 2013-2014 Summer_League Players Statistic
