Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Vincent Yarbrough,DEN,59,1381.0,406.0,168,428.0,0.393,21,78,0.269,49,62,0.79,36,126,162.0,130,57,33,81,145,NBA 2002-2003 Regular_Season Players Statistic
Lorenzen Wright,MEM,70,1982.0,797.0,325,716.0,0.454,0,5,0.0,147,223,0.659,170,358,528.0,80,51,54,110,209,NBA 2002-2003 Regular_Season Players Statistic
Metta World Peace,IND,69,2316.0,1.068,362,846.0,0.428,71,211,0.336,273,371,0.736,101,261,362.0,198,159,50,145,242,NBA 2002-2003 Regular_Season Players Statistic
Qyntel Woods,POR,53,334.0,128.0,59,118.0,0.5,3,9,0.333,7,20,0.35,15,38,53.0,12,15,1,23,36,NBA 2002-2003 Regular_Season Players Statistic
Loren Woods,MIN,38,353.0,80.0,29,76.0,0.382,1,3,0.333,21,27,0.778,27,68,95.0,19,10,13,23,37,NBA 2002-2003 Regular_Season Players Statistic
Ruben Wolkowyski,BOS,7,24.0,5.0,2,4.0,0.5,0,1,0.0,1,4,0.25,0,1,1.0,1,0,0,1,3,NBA 2002-2003 Regular_Season Players Statistic
Kevin Willis,SAS,71,841.0,297.0,123,257.0,0.479,0,2,0.0,51,83,0.614,83,143,226.0,24,20,20,60,120,NBA 2002-2003 Regular_Season Players Statistic
Corliss Williamson,DET,82,2061.0,987.0,374,826.0,0.453,2,11,0.182,237,300,0.79,147,211,358.0,104,44,27,126,238,NBA 2002-2003 Regular_Season Players Statistic
Walt Williams,DAL,66,1161.0,363.0,134,341.0,0.393,64,171,0.374,31,50,0.62,53,154,207.0,59,42,26,35,141,NBA 2002-2003 Regular_Season Players Statistic
Shammond Williams,DEN,78,1881.0,627.0,228,579.0,0.394,93,261,0.356,78,102,0.765,24,147,171.0,266,77,6,114,140,NBA 2002-2003 Regular_Season Players Statistic
Scott Williams,PHX,69,872.0,273.0,120,292.0,0.411,0,2,0.0,33,42,0.786,72,121,193.0,22,27,21,32,159,NBA 2002-2003 Regular_Season Players Statistic
Monty Williams,PHI,21,276.0,92.0,34,80.0,0.425,0,2,0.0,24,32,0.75,12,33,45.0,26,12,5,17,33,NBA 2002-2003 Regular_Season Players Statistic
Jerome Williams,TOR,71,2346.0,691.0,267,535.0,0.499,1,6,0.167,156,281,0.555,231,419,650.0,95,116,26,98,197,NBA 2002-2003 Regular_Season Players Statistic
Jay Williams,CHI,75,1961.0,714.0,273,685.0,0.399,65,202,0.322,103,161,0.64,27,168,195.0,350,86,17,171,179,NBA 2002-2003 Regular_Season Players Statistic
Jason Williams,MEM,76,2407.0,919.0,333,859.0,0.388,143,404,0.354,110,131,0.84,25,187,212.0,631,91,10,168,130,NBA 2002-2003 Regular_Season Players Statistic
Frankie Williams,NYK,21,167.0,28.0,9,33.0,0.273,6,16,0.375,4,6,0.667,3,15,18.0,34,7,2,17,20,NBA 2002-2003 Regular_Season Players Statistic
Eric Williams,BOS,82,2351.0,746.0,254,575.0,0.442,37,110,0.336,201,268,0.75,143,239,382.0,140,86,19,97,234,NBA 2002-2003 Regular_Season Players Statistic
Brandon Williams,ATL,6,19.0,2.0,1,7.0,0.143,0,1,0.0,0,0,0.0,2,0,2.0,0,2,0,3,4,NBA 2002-2003 Regular_Season Players Statistic
