Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Dave Wohl,HOU,67,1055.0,317.0,121,277.0,0.437,-,-,-,75,102,0.735,11,35.0,46.0,236,76,2,-,136,NBA 1973-1974 Regular_Season Players Statistic
Luke Witte,CLE,57,728.0,256.0,105,243.0,0.432,-,-,-,46,62,0.742,80,147.0,227.0,41,8,22,-,91,NBA 1973-1974 Regular_Season Players Statistic
Hawthorne Wingo,NYK,60,536.0,212.0,82,172.0,0.477,-,-,-,48,76,0.632,72,94.0,166.0,25,7,14,-,85,NBA 1973-1974 Regular_Season Players Statistic
Lee Winfield,BUF,36,433.0,107.0,37,105.0,0.352,-,-,-,33,52,0.635,19,24.0,43.0,47,15,5,-,42,NBA 1973-1974 Regular_Season Players Statistic
Ron Williams,MIL,71,1130.0,444.0,192,393.0,0.489,-,-,-,60,68,0.882,19,50.0,69.0,153,49,2,-,114,NBA 1973-1974 Regular_Season Players Statistic
Nate Williams,KCK,82,2513.0,1.269,538,1.165,0.462,-,-,-,193,236,0.818,118,226.0,344.0,182,149,34,-,290,NBA 1973-1974 Regular_Season Players Statistic
Milt Williams,SEA,53,505.0,165.0,62,149.0,0.416,-,-,-,41,63,0.651,19,28.0,47.0,103,25,0,-,82,NBA 1973-1974 Regular_Season Players Statistic
Art Williams,BOS,67,617.0,173.0,73,168.0,0.435,-,-,-,27,32,0.844,20,95.0,115.0,163,44,3,-,100,NBA 1973-1974 Regular_Season Players Statistic
Lenny Wilkens,CLE,74,2483.0,1.213,462,994.0,0.465,-,-,-,289,361,0.801,80,197.0,277.0,522,97,17,-,165,NBA 1973-1974 Regular_Season Players Statistic
Sidney Wicks,POR,75,2853.0,1.684,685,1.492,0.459,-,-,-,314,412,0.762,196,488.0,684.0,326,90,63,-,214,NBA 1973-1974 Regular_Season Players Statistic
Jo Jo White,BOS,82,3238.0,1.488,649,1.445,0.449,-,-,-,190,227,0.837,100,251.0,351.0,448,105,25,-,185,NBA 1973-1974 Regular_Season Players Statistic
John Wetzel,ATL,70,1232.0,255.0,107,252.0,0.425,-,-,-,41,57,0.719,39,131.0,170.0,138,73,19,-,147,NBA 1973-1974 Regular_Season Players Statistic
Paul Westphal,BOS,82,1165.0,588.0,238,475.0,0.501,-,-,-,112,153,0.732,49,94.0,143.0,171,39,34,-,173,NBA 1973-1974 Regular_Season Players Statistic
Jerry West,LAL,31,967.0,629.0,232,519.0,0.447,-,-,-,165,198,0.833,30,86.0,116.0,206,81,23,-,80,NBA 1973-1974 Regular_Season Players Statistic
Walt Wesley,WAS,39,400.0,168.0,71,151.0,0.47,-,-,-,26,43,0.605,63,73.0,136.0,14,9,20,-,74,NBA 1973-1974 Regular_Season Players Statistic
Bob Weiss,CHI,79,1708.0,668.0,263,564.0,0.466,-,-,-,142,170,0.835,32,71.0,103.0,303,104,12,-,156,NBA 1973-1974 Regular_Season Players Statistic
Nick Weatherspoon,WAS,65,1216.0,494.0,199,483.0,0.412,-,-,-,96,139,0.691,133,264.0,397.0,38,48,16,-,179,NBA 1973-1974 Regular_Season Players Statistic
Slick Watts,SEA,62,1424.0,496.0,198,510.0,0.388,-,-,-,100,155,0.645,72,110.0,182.0,351,115,13,-,207,NBA 1973-1974 Regular_Season Players Statistic
Kermit Washington,LAL,45,400.0,172.0,73,151.0,0.483,-,-,-,26,49,0.531,62,85.0,147.0,19,21,18,-,77,NBA 1973-1974 Regular_Season Players Statistic
Jim Washington,ATL,73,2519.0,728.0,297,612.0,0.485,-,-,-,134,196,0.684,207,528.0,735.0,156,49,74,-,249,NBA 1973-1974 Regular_Season Players Statistic
John Warren,CLE,69,790.0,299.0,132,291.0,0.454,-,-,-,35,41,0.854,42,86.0,128.0,62,27,6,-,117,NBA 1973-1974 Regular_Season Players Statistic
Cornell Warner,MIL,72,1405.0,433.0,174,349.0,0.499,-,-,-,85,114,0.746,106,291.0,397.0,71,27,42,-,204,NBA 1973-1974 Regular_Season Players Statistic
Jimmy Walker,KCK,75,2958.0,1.437,582,1.24,0.469,-,-,-,273,333,0.82,39,165.0,204.0,307,81,9,-,170,NBA 1973-1974 Regular_Season Players Statistic
Chet Walker,CHI,82,2661.0,1.583,572,1.178,0.486,-,-,-,439,502,0.875,131,275.0,406.0,200,68,4,-,201,NBA 1973-1974 Regular_Season Players Statistic
Neal Walk,PHX,82,2549.0,1.381,573,1.245,0.46,-,-,-,235,297,0.791,235,602.0,837.0,331,73,57,-,255,NBA 1973-1974 Regular_Season Players Statistic
Bob Verga,POR,21,216.0,104.0,42,93.0,0.452,-,-,-,20,32,0.625,11,7.0,18.0,17,12,0,-,22,NBA 1973-1974 Regular_Season Players Statistic
Norm Van Lier,CHI,80,2863.0,1.142,427,1.051,0.406,-,-,-,288,370,0.778,114,263.0,377.0,548,162,7,-,282,NBA 1973-1974 Regular_Season Players Statistic
