Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Aleksey Zozulin,CSK,1,2.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,NBA 2013-2014 Preseason Players Statistic
Luka Zoric,FEN,1,16.9,4,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,1,1,0,1,5,NBA 2013-2014 Preseason Players Statistic
Cody Zeller,CHA,8,182.8,71,27,61,0.443,0,0,0.0,17,31,0.548,21,28,49,13,3,1,14,18,NBA 2013-2014 Preseason Players Statistic
Omer Yurtseven,FEN,1,1.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,NBA 2013-2014 Preseason Players Statistic
Thaddeus Young,PHI,6,172.5,85,38,76,0.5,3,10,0.3,6,14,0.429,13,16,29,12,12,2,14,18,NBA 2013-2014 Preseason Players Statistic
Sam Young,SAS,1,18.1,0,0,6,0.0,0,2,0.0,0,0,0.0,0,4,4,0,1,0,2,1,NBA 2013-2014 Preseason Players Statistic
Nick Young,LAL,8,195.5,105,39,90,0.433,10,30,0.333,17,23,0.739,2,14,16,15,7,0,13,15,NBA 2013-2014 Preseason Players Statistic
Dagan Yavzuri,MAC,3,64.0,17,5,27,0.185,3,14,0.214,4,6,0.667,1,6,7,5,1,0,3,7,NBA 2013-2014 Preseason Players Statistic
Khalif Wyatt,PHI,4,46.8,17,6,14,0.429,3,10,0.3,2,3,0.667,0,1,1,4,2,0,3,6,NBA 2013-2014 Preseason Players Statistic
Tony Wroten,PHI,7,148.4,77,19,56,0.339,6,24,0.25,33,43,0.767,4,12,16,19,9,1,24,15,NBA 2013-2014 Preseason Players Statistic
Dorell Wright,POR,4,65.5,29,9,22,0.409,4,14,0.286,7,9,0.778,0,12,12,5,5,0,6,7,NBA 2013-2014 Preseason Players Statistic
Chris Wright,TOR,5,26.1,10,3,10,0.3,0,0,0.0,4,5,0.8,2,4,6,0,1,0,2,4,NBA 2013-2014 Preseason Players Statistic
Brandan Wright,DAL,1,19.4,14,7,8,0.875,0,0,0.0,0,2,0.0,0,3,3,1,0,0,1,0,NBA 2013-2014 Preseason Players Statistic
Metta World Peace,NYK,5,120.7,63,24,62,0.387,9,22,0.409,6,14,0.429,9,11,20,8,5,1,3,9,NBA 2013-2014 Preseason Players Statistic
Nate Wolters,MIL,4,58.4,17,4,15,0.267,2,4,0.5,7,7,1.0,1,6,7,6,1,1,2,4,NBA 2013-2014 Preseason Players Statistic
Jeff Withey,NOP,5,30.7,14,6,12,0.5,0,0,0.0,2,2,1.0,6,8,14,2,2,0,0,3,NBA 2013-2014 Preseason Players Statistic
Shawne Williams,LAL,8,144.2,54,18,52,0.346,10,30,0.333,8,9,0.889,7,28,35,5,3,6,6,16,NBA 2013-2014 Preseason Players Statistic
Rodney Williams,PHI,2,32.3,2,1,6,0.167,0,2,0.0,0,0,0.0,0,3,3,1,1,3,0,4,NBA 2013-2014 Preseason Players Statistic
Reggie Williams,HOU,2,28.5,9,3,9,0.333,1,6,0.167,2,2,1.0,1,0,1,0,0,0,1,2,NBA 2013-2014 Preseason Players Statistic
Mo Williams,POR,6,161.7,75,26,64,0.406,5,22,0.227,18,19,0.947,2,14,16,33,6,0,28,15,NBA 2013-2014 Preseason Players Statistic
Elliot Williams,CLE,6,47.6,15,5,16,0.313,1,5,0.2,4,7,0.571,2,11,13,2,0,0,3,5,NBA 2013-2014 Preseason Players Statistic
Derrick Williams,MIN,6,131.7,59,19,45,0.422,2,8,0.25,19,28,0.679,5,21,26,4,2,4,9,12,NBA 2013-2014 Preseason Players Statistic
Deron Williams,BRK,1,9.8,11,4,5,0.8,3,4,0.75,0,0,0.0,0,0,0,2,1,0,2,1,NBA 2013-2014 Preseason Players Statistic
Damien Wilkins,ATL,2,31.7,7,0,9,0.0,0,1,0.0,7,8,0.875,1,4,5,3,1,0,4,5,NBA 2013-2014 Preseason Players Statistic
Royce White,PHI,5,93.8,25,9,23,0.391,1,5,0.2,6,14,0.429,2,20,22,6,2,3,17,20,NBA 2013-2014 Preseason Players Statistic
D.J. White,CHI,2,5.4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,NBA 2013-2014 Preseason Players Statistic
Charlie Westbrook,MIA,4,22.9,10,3,12,0.25,0,2,0.0,4,8,0.5,0,3,3,1,2,0,0,1,NBA 2013-2014 Preseason Players Statistic
David West,IND,7,190.8,103,38,77,0.494,0,1,0.0,27,38,0.711,6,20,26,15,8,7,14,19,NBA 2013-2014 Preseason Players Statistic
