Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Luke Zeller,CHI,4,48.1,12,6,17,0.353,0,5,0.0,0,0,0.0,5,4,9,1,1,1,4,9,NBA 2009-2010 Summer_League Players Statistic
Sam Young,MEM,5,124.9,68,27,52,0.519,2,4,0.5,12,15,0.8,5,16,21,3,2,0,10,11,NBA 2009-2010 Summer_League Players Statistic
Nick Young,WAS,4,131.9,95,31,62,0.5,12,30,0.4,21,24,0.875,0,8,8,3,3,2,13,9,NBA 2009-2010 Summer_League Players Statistic
Julian Wright,NOP,5,163.1,74,31,65,0.477,2,14,0.143,10,19,0.526,6,17,23,9,8,5,9,10,NBA 2009-2010 Summer_League Players Statistic
Ben Woodside,MIN,2,25.6,7,2,6,0.333,0,2,0.0,3,4,0.75,0,1,1,5,1,0,2,1,NBA 2009-2010 Summer_League Players Statistic
Terrence Williams,NJN,5,157.8,48,19,56,0.339,5,18,0.278,5,11,0.455,2,31,33,14,8,6,20,14,NBA 2009-2010 Summer_League Players Statistic
Reggie Williams,LAL,5,52.7,17,6,21,0.286,1,3,0.333,4,4,1.0,1,4,5,2,5,0,5,3,NBA 2009-2010 Summer_League Players Statistic
Marcus D. Williams,MEM,5,144.6,67,18,54,0.333,1,12,0.083,30,38,0.789,2,21,23,41,1,2,11,5,NBA 2009-2010 Summer_League Players Statistic
Jawad Williams,CLE,5,119.0,70,23,48,0.479,8,16,0.5,16,22,0.727,5,20,25,5,6,1,8,10,NBA 2009-2010 Summer_League Players Statistic
Gary Wilkinson,UTA,4,36.6,10,4,13,0.308,0,2,0.0,2,3,0.667,0,2,2,1,1,0,6,6,NBA 2009-2010 Summer_League Players Statistic
James White,HOU,5,110.4,59,15,37,0.405,3,10,0.3,26,29,0.897,5,10,15,6,1,1,13,6,NBA 2009-2010 Summer_League Players Statistic
Sonny Weems,DEN,5,164.6,83,28,86,0.326,3,15,0.2,24,28,0.857,7,26,33,6,5,1,20,20,NBA 2009-2010 Summer_League Players Statistic
Darryl Watkins,HOU,5,45.7,13,4,12,0.333,0,0,0.0,5,7,0.714,4,2,6,3,4,1,8,12,NBA 2009-2010 Summer_League Players Statistic
Deron Washington,DET,5,157.4,41,14,37,0.378,4,11,0.364,9,24,0.375,14,12,26,6,5,1,6,15,NBA 2009-2010 Summer_League Players Statistic
