Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Zhenlin Zhang,PHX,4,23.0,17,4,11,0.364,1,2,0.5,8,10,0.8,2,0,2,1,0,0,0,2,NBA 2022-2023 Summer_League Players Statistic
Fanbo Zeng,IND,4,40.5,20,5,9,0.556,2,5,0.4,8,11,0.727,0,4,4,0,2,1,6,11,NBA 2022-2023 Summer_League Players Statistic
Arturs Zagars,WAS,4,31.7,7,3,7,0.429,1,5,0.2,0,0,0.0,0,1,1,2,1,0,3,3,NBA 2022-2023 Summer_League Players Statistic
Cameron Young,CLE,5,114.2,67,17,50,0.34,6,26,0.231,27,31,0.871,1,9,10,2,5,2,8,13,NBA 2022-2023 Summer_League Players Statistic
Gabe York,IND,5,76.3,28,9,25,0.36,8,22,0.364,2,2,1.0,0,8,8,11,2,0,5,4,NBA 2022-2023 Summer_League Players Statistic
Justin Wright-Foreman,CHI,3,29.1,18,7,17,0.412,1,5,0.2,3,4,0.75,0,2,2,1,0,0,4,3,NBA 2022-2023 Summer_League Players Statistic
Moses Wright,DAL,4,76.1,62,21,40,0.525,3,8,0.375,17,22,0.773,10,17,27,6,4,3,9,16,NBA 2022-2023 Summer_League Players Statistic
McKinley Wright IV,PHX,5,119.4,42,14,36,0.389,3,9,0.333,11,16,0.688,2,21,23,28,6,2,12,10,NBA 2022-2023 Summer_League Players Statistic
Robert Woodard II,SAS,5,94.0,27,9,37,0.243,1,13,0.077,8,14,0.571,7,25,32,4,6,1,8,1,NBA 2022-2023 Summer_League Players Statistic
James Wiseman,GSW,4,79.8,42,17,35,0.486,2,6,0.333,6,11,0.545,9,13,22,5,0,8,7,18,NBA 2022-2023 Summer_League Players Statistic
Jared Wilson-Frame,ORL,4,54.0,19,8,28,0.286,3,17,0.176,0,0,0.0,3,8,11,5,1,0,3,6,NBA 2022-2023 Summer_League Players Statistic
D.J. Wilson,TOR,4,102.7,42,15,38,0.395,5,15,0.333,7,7,1.0,4,17,21,6,2,1,10,16,NBA 2022-2023 Summer_League Players Statistic
Bryce Wills,DEN,3,38.6,16,5,14,0.357,3,6,0.5,3,4,0.75,0,5,5,8,4,0,2,1,NBA 2022-2023 Summer_League Players Statistic
Lucas Williamson,LAC,2,7.0,3,1,4,0.25,1,3,0.333,0,2,0.0,0,0,0,1,2,0,1,0,NBA 2022-2023 Summer_League Players Statistic
Trevion Williams,BOS,5,71.0,37,16,35,0.457,1,4,0.25,4,5,0.8,12,21,33,9,1,2,10,13,NBA 2022-2023 Summer_League Players Statistic
Mark Williams,CHA,5,97.0,34,15,34,0.441,0,1,0.0,4,6,0.667,10,27,37,7,5,7,7,7,NBA 2022-2023 Summer_League Players Statistic
Donovan Williams,BRK,5,39.0,18,6,9,0.667,3,4,0.75,3,4,0.75,0,6,6,1,0,0,6,5,NBA 2022-2023 Summer_League Players Statistic
Brandon Williams,POR,5,125.8,67,16,51,0.314,4,23,0.174,31,37,0.838,2,14,16,22,5,1,15,8,NBA 2022-2023 Summer_League Players Statistic
Alondes Williams,BRK,5,97.3,23,8,25,0.32,0,7,0.0,7,8,0.875,3,9,12,13,2,1,11,10,NBA 2022-2023 Summer_League Players Statistic
Lindell Wigginton,MIL,5,126.0,91,29,54,0.537,12,26,0.462,21,29,0.724,2,10,12,23,6,3,21,6,NBA 2022-2023 Summer_League Players Statistic
Kahlil Whitney,MIN,2,23.3,8,3,9,0.333,0,3,0.0,2,2,1.0,0,3,3,0,2,0,3,3,NBA 2022-2023 Summer_League Players Statistic
Jack White,DEN,5,85.6,39,16,23,0.696,2,4,0.5,5,8,0.625,13,22,35,5,5,5,6,5,NBA 2022-2023 Summer_League Players Statistic
Blake Wesley,SAS,5,153.2,85,27,90,0.3,11,32,0.344,20,27,0.741,4,14,18,20,8,1,14,15,NBA 2022-2023 Summer_League Players Statistic
Peyton Watson,DEN,5,122.5,42,18,57,0.316,2,17,0.118,4,11,0.364,9,19,28,7,4,5,15,10,NBA 2022-2023 Summer_League Players Statistic
Trendon Watford,POR,5,143.8,68,25,59,0.424,4,16,0.25,14,20,0.7,3,36,39,10,7,5,10,20,NBA 2022-2023 Summer_League Players Statistic
"TyTy Washington, Jr.",HOU,5,132.6,47,18,48,0.375,6,20,0.3,5,8,0.625,4,14,18,19,9,2,7,13,NBA 2022-2023 Summer_League Players Statistic
"Duane Washington, Jr.",IND,3,56.1,24,9,26,0.346,2,9,0.222,4,4,1.0,1,6,7,8,4,0,6,5,NBA 2022-2023 Summer_League Players Statistic
Keaton Wallace,LAC,5,76.3,12,1,11,0.091,0,7,0.0,10,11,0.909,1,6,7,5,0,1,3,9,NBA 2022-2023 Summer_League Players Statistic
M.J. Walker,NYK,3,14.0,6,3,5,0.6,0,1,0.0,0,0,0.0,2,1,3,1,0,1,0,2,NBA 2022-2023 Summer_League Players Statistic
Jabari Walker,POR,5,109.8,62,22,35,0.629,6,14,0.429,12,15,0.8,11,34,45,7,5,5,4,13,NBA 2022-2023 Summer_League Players Statistic
Ish Wainright,PHX,5,118.8,55,16,38,0.421,12,29,0.414,11,13,0.846,2,15,17,11,6,1,5,17,NBA 2022-2023 Summer_League Players Statistic
Christian Vital,TOR,3,42.0,13,5,16,0.313,3,13,0.231,0,0,0.0,4,8,12,4,3,0,1,9,NBA 2022-2023 Summer_League Players Statistic
Luca Vildoza,MIL,3,47.3,18,6,17,0.353,2,9,0.222,4,4,1.0,1,6,7,5,2,2,6,2,NBA 2022-2023 Summer_League Players Statistic
Dejan Vasiljevic,PHX,5,41.4,25,9,22,0.409,7,19,0.368,0,0,0.0,1,3,4,3,3,1,5,4,NBA 2022-2023 Summer_League Players Statistic
Jarrod Uthoff,GSW,4,47.4,20,9,18,0.5,2,8,0.25,0,2,0.0,6,16,22,0,2,3,3,4,NBA 2022-2023 Summer_League Players Statistic
Stanley Umude,DET,4,74.5,43,14,29,0.483,8,18,0.444,7,8,0.875,2,8,10,5,0,4,6,8,NBA 2022-2023 Summer_League Players Statistic
Justin Turner,DET,3,38.1,13,5,11,0.455,1,4,0.25,2,3,0.667,0,1,1,1,3,0,7,3,NBA 2022-2023 Summer_League Players Statistic
Rayjon Tucker,MIL,5,95.3,30,9,21,0.429,5,12,0.417,7,7,1.0,4,14,18,14,2,2,6,8,NBA 2022-2023 Summer_League Players Statistic
Jordan Tucker,MIN,4,22.7,6,1,6,0.167,1,5,0.2,3,4,0.75,0,1,1,1,0,0,1,5,NBA 2022-2023 Summer_League Players Statistic
Luke Travers,CLE,5,117.5,33,12,25,0.48,3,12,0.25,6,11,0.545,6,17,23,9,6,6,5,6,NBA 2022-2023 Summer_League Players Statistic
Isaiah Todd,WAS,5,120.6,45,17,49,0.347,10,33,0.303,1,2,0.5,3,14,17,1,1,3,6,14,NBA 2022-2023 Summer_League Players Statistic
