Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Larry Wright,WAS,18,331.0,151,62,129,0.481,-,-,-,27,30,0.9,12,13,25,44,10,4,27,49,NBA 1978-1979 Playoffs Players Statistic
Rick Wilson,ATL,1,1.0,0,0,0,0.0,-,-,-,0,0,0.0,0,0,0,0,0,0,0,0,NBA 1978-1979 Playoffs Players Statistic
John Williamson,NJN,2,92.0,59,23,62,0.371,-,-,-,13,16,0.813,3,3,6,8,4,0,14,8,NBA 1978-1979 Playoffs Players Statistic
Gus Williams,SEA,17,619.0,454,182,382,0.476,-,-,-,90,127,0.709,36,34,70,63,34,11,42,42,NBA 1978-1979 Playoffs Players Statistic
Jamaal Wilkes,LAL,8,307.0,147,61,128,0.477,-,-,-,25,37,0.676,20,48,68,16,15,2,15,21,NBA 1978-1979 Playoffs Players Statistic
Bob Wilkerson,DEN,3,101.0,29,14,34,0.412,-,-,-,1,3,0.333,7,19,26,15,3,1,6,7,NBA 1978-1979 Playoffs Players Statistic
Paul Westphal,PHX,15,534.0,336,142,287,0.495,-,-,-,52,66,0.788,7,26,33,64,15,5,38,38,NBA 1978-1979 Playoffs Players Statistic
Scott Wedman,KCK,5,174.0,96,36,78,0.462,-,-,-,24,32,0.75,13,24,37,9,9,3,14,18,NBA 1978-1979 Playoffs Players Statistic
Slick Watts,HOU,2,43.0,14,6,15,0.4,-,-,-,2,3,0.667,4,3,7,7,4,1,7,8,NBA 1978-1979 Playoffs Players Statistic
Richard Washington,KCK,4,52.0,24,11,20,0.55,-,-,-,2,2,1.0,3,10,13,0,1,1,1,17,NBA 1978-1979 Playoffs Players Statistic
Wally Walker,SEA,13,85.0,14,6,16,0.375,-,-,-,2,4,0.5,7,10,17,2,0,0,4,19,NBA 1978-1979 Playoffs Players Statistic
Jan Van Breda Kolff,NJN,2,81.0,21,8,20,0.4,-,-,-,5,6,0.833,11,9,20,7,0,3,5,9,NBA 1978-1979 Playoffs Players Statistic
Wes Unseld,WAS,19,736.0,195,78,158,0.494,-,-,-,39,64,0.609,90,163,253,64,17,14,30,66,NBA 1978-1979 Playoffs Players Statistic
Dave Twardzik,POR,3,77.0,25,7,14,0.5,-,-,-,11,12,0.917,4,3,7,10,5,0,9,14,NBA 1978-1979 Playoffs Players Statistic
Rudy Tomjanovich,HOU,2,64.0,20,9,23,0.391,-,-,-,2,5,0.4,7,7,14,2,1,1,1,1,NBA 1978-1979 Playoffs Players Statistic
Mychal Thompson,POR,3,121.0,59,27,54,0.5,-,-,-,5,10,0.5,9,22,31,6,2,5,5,11,NBA 1978-1979 Playoffs Players Statistic
David Thompson,DEN,3,122.0,84,38,69,0.551,-,-,-,8,11,0.727,7,14,21,12,4,1,12,12,NBA 1978-1979 Playoffs Players Statistic
Ira Terrell,POR,1,6.0,0,0,4,0.0,-,-,-,0,0,0.0,0,2,2,0,0,0,0,0,NBA 1978-1979 Playoffs Players Statistic
Larry Steele,POR,3,73.0,40,16,28,0.571,-,-,-,8,9,0.889,6,5,11,7,10,0,3,8,NBA 1978-1979 Playoffs Players Statistic
Dick Snyder,SEA,9,88.0,26,10,31,0.323,-,-,-,6,9,0.667,2,9,11,10,4,3,7,8,NBA 1978-1979 Playoffs Players Statistic
Robert Smith,DEN,3,25.0,2,0,7,0.0,-,-,-,2,2,1.0,1,1,2,4,2,0,2,2,NBA 1978-1979 Playoffs Players Statistic
Al Skinner,PHI,5,47.0,18,6,17,0.353,-,-,-,6,8,0.75,5,5,10,11,3,1,6,6,NBA 1978-1979 Playoffs Players Statistic
Ralph Simpson,NJN,2,10.0,4,2,5,0.4,-,-,-,0,0,0.0,0,2,2,2,0,0,1,0,NBA 1978-1979 Playoffs Players Statistic
Paul Silas,SEA,17,418.0,73,21,54,0.389,-,-,-,31,46,0.674,40,58,98,19,9,5,34,44,NBA 1978-1979 Playoffs Players Statistic
James Silas,SAS,14,475.0,267,102,215,0.474,-,-,-,63,80,0.788,12,30,42,66,21,1,36,39,NBA 1978-1979 Playoffs Players Statistic
Jack Sikma,SEA,17,655.0,252,102,224,0.455,-,-,-,48,61,0.787,39,160,199,43,16,24,40,70,NBA 1978-1979 Playoffs Players Statistic
Lonnie Shelton,SEA,17,566.0,220,101,209,0.483,-,-,-,18,26,0.692,61,81,142,34,19,18,31,80,NBA 1978-1979 Playoffs Players Statistic
Charlie Scott,DEN,3,104.0,48,20,42,0.476,-,-,-,8,14,0.571,2,12,14,10,2,2,10,11,NBA 1978-1979 Playoffs Players Statistic
Alvin Scott,PHX,15,217.0,53,20,52,0.385,-,-,-,13,21,0.619,14,28,42,22,6,16,14,20,NBA 1978-1979 Playoffs Players Statistic
Dan Roundfield,ATL,9,338.0,158,61,133,0.459,-,-,-,36,45,0.8,44,62,106,25,8,23,23,44,NBA 1978-1979 Playoffs Players Statistic
Tree Rollins,ATL,9,212.0,51,21,51,0.412,-,-,-,9,13,0.692,19,52,71,5,3,24,14,29,NBA 1978-1979 Playoffs Players Statistic
Dave Robisch,LAL,5,32.0,8,3,5,0.6,-,-,-,2,2,1.0,0,10,10,2,0,0,3,4,NBA 1978-1979 Playoffs Players Statistic
Bill Robinzine,KCK,5,118.0,50,22,51,0.431,-,-,-,6,8,0.75,15,21,36,3,13,0,8,20,NBA 1978-1979 Playoffs Players Statistic
Truck Robinson,PHX,15,392.0,157,56,139,0.403,-,-,-,45,69,0.652,38,83,121,10,6,12,31,52,NBA 1978-1979 Playoffs Players Statistic
Anthony Roberts,DEN,3,80.0,33,13,33,0.394,-,-,-,7,11,0.636,5,8,13,6,2,1,3,9,NBA 1978-1979 Playoffs Players Statistic
Robert Reid,HOU,2,45.0,20,7,17,0.412,-,-,-,6,9,0.667,5,4,9,2,1,2,5,7,NBA 1978-1979 Playoffs Players Statistic
Marlon Redmond,PHI,1,2.0,0,0,2,0.0,-,-,-,0,0,0.0,0,0,0,0,0,0,0,0,NBA 1978-1979 Playoffs Players Statistic
Jim Price,LAL,8,128.0,20,9,30,0.3,-,-,-,2,4,0.5,1,7,8,18,5,0,8,19,NBA 1978-1979 Playoffs Players Statistic
Billy Paultz,SAS,13,299.0,82,30,80,0.375,-,-,-,22,33,0.667,24,74,98,30,4,13,14,33,NBA 1978-1979 Playoffs Players Statistic
Tom Owens,POR,3,80.0,35,15,31,0.484,-,-,-,5,8,0.625,9,10,19,5,4,1,7,16,NBA 1978-1979 Playoffs Players Statistic
Mark Olberding,SAS,14,359.0,111,41,103,0.398,-,-,-,29,37,0.784,12,57,69,33,12,5,29,53,NBA 1978-1979 Playoffs Players Statistic
Norm Nixon,LAL,8,327.0,123,56,119,0.471,-,-,-,11,15,0.733,6,22,28,94,11,0,24,37,NBA 1978-1979 Playoffs Players Statistic
Mike Newlin,HOU,2,67.0,24,8,20,0.4,-,-,-,8,8,1.0,2,4,6,5,1,1,6,10,NBA 1978-1979 Playoffs Players Statistic
Bob Nash,KCK,5,64.0,24,8,27,0.296,-,-,-,8,10,0.8,6,5,11,0,0,4,7,10,NBA 1978-1979 Playoffs Players Statistic
Calvin Murphy,HOU,2,73.0,26,9,31,0.29,-,-,-,8,9,0.889,2,1,3,6,8,1,2,9,NBA 1978-1979 Playoffs Players Statistic
Glenn Mosley,SAS,3,6.0,5,2,3,0.667,-,-,-,1,3,0.333,0,1,1,1,0,1,0,0,NBA 1978-1979 Playoffs Players Statistic
