Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
George Yardley,SYR,3,88.0,40,15,39,0.385,-,-,-,10,12,0.833,-,-,17,1,-,-,-,9,NBA 1959-1960 Playoffs Players Statistic
Gene Shue,DET,2,89.0,48,15,38,0.395,-,-,-,18,20,0.9,-,-,12,6,-,-,-,5,NBA 1959-1960 Playoffs Players Statistic
Bill Sharman,BOS,13,364.0,219,88,209,0.421,-,-,-,43,53,0.811,-,-,45,20,-,-,-,22,NBA 1959-1960 Playoffs Players Statistic
Charlie Share,MIN,9,123.0,22,6,14,0.429,-,-,-,10,11,0.909,-,-,34,5,-,-,-,26,NBA 1959-1960 Playoffs Players Statistic
Frank Selvy,MIN,9,330.0,141,55,153,0.359,-,-,-,31,44,0.705,-,-,55,29,-,-,-,21,NBA 1959-1960 Playoffs Players Statistic
Dolph Schayes,SYR,3,126.0,88,30,66,0.455,-,-,-,28,30,0.933,-,-,48,8,-,-,-,10,NBA 1959-1960 Playoffs Players Statistic
Woody Sauldsberry,PHI,9,298.0,116,54,159,0.34,-,-,-,8,14,0.571,-,-,64,12,-,-,-,40,NBA 1959-1960 Playoffs Players Statistic
Bill Russell,BOS,13,572.0,241,94,206,0.456,-,-,-,53,75,0.707,-,-,336,38,-,-,-,38,NBA 1959-1960 Playoffs Players Statistic
Joe Ruklick,PHI,4,15.0,4,2,9,0.222,-,-,-,0,0,0.0,-,-,5,0,-,-,-,3,NBA 1959-1960 Playoffs Players Statistic
Guy Rodgers,PHI,9,370.0,118,49,136,0.36,-,-,-,20,36,0.556,-,-,77,54,-,-,-,39,NBA 1959-1960 Playoffs Players Statistic
John Richter,BOS,8,95.0,35,15,38,0.395,-,-,-,5,14,0.357,-,-,29,2,-,-,-,18,NBA 1959-1960 Playoffs Players Statistic
Frank Ramsey,BOS,13,459.0,217,81,196,0.413,-,-,-,55,63,0.873,-,-,100,27,-,-,-,51,NBA 1959-1960 Playoffs Players Statistic
Dave Piontek,STH,14,220.0,72,27,79,0.342,-,-,-,18,25,0.72,-,-,41,18,-,-,-,28,NBA 1959-1960 Playoffs Players Statistic
Bob Pettit,STH,14,576.0,365,129,292,0.442,-,-,-,107,142,0.754,-,-,221,52,-,-,-,43,NBA 1959-1960 Playoffs Players Statistic
Chuck Noble,DET,2,61.0,14,7,26,0.269,-,-,-,0,0,0.0,-,-,9,13,-,-,-,6,NBA 1959-1960 Playoffs Players Statistic
Shellie McMillon,DET,2,47.0,20,8,21,0.381,-,-,-,4,5,0.8,-,-,16,2,-,-,-,5,NBA 1959-1960 Playoffs Players Statistic
Jack McMahon,STH,2,27.0,4,2,4,0.5,-,-,-,0,4,0.0,-,-,1,3,-,-,-,5,NBA 1959-1960 Playoffs Players Statistic
Dick McGuire,DET,2,42.0,11,5,12,0.417,-,-,-,1,3,0.333,-,-,4,9,-,-,-,3,NBA 1959-1960 Playoffs Players Statistic
Johnny McCarthy,STH,14,566.0,113,43,106,0.406,-,-,-,27,36,0.75,-,-,64,98,-,-,-,49,NBA 1959-1960 Playoffs Players Statistic
Slater Martin,STH,3,58.0,3,1,13,0.077,-,-,-,1,4,0.25,-,-,3,8,-,-,-,9,NBA 1959-1960 Playoffs Players Statistic
Clyde Lovellette,STH,14,426.0,246,95,242,0.393,-,-,-,56,68,0.824,-,-,151,39,-,-,-,53,NBA 1959-1960 Playoffs Players Statistic
Earl Lloyd,DET,2,53.0,17,6,24,0.25,-,-,-,5,8,0.625,-,-,9,3,-,-,-,11,NBA 1959-1960 Playoffs Players Statistic
Slick Leonard,MIN,9,207.0,58,20,67,0.299,-,-,-,18,28,0.643,-,-,10,45,-,-,-,17,NBA 1959-1960 Playoffs Players Statistic
Rudy LaRusso,MIN,9,321.0,139,56,132,0.424,-,-,-,27,35,0.771,-,-,70,22,-,-,-,34,NBA 1959-1960 Playoffs Players Statistic
Jim Krebs,MIN,9,157.0,51,23,55,0.418,-,-,-,5,10,0.5,-,-,47,8,-,-,-,31,NBA 1959-1960 Playoffs Players Statistic
Red Kerr,SYR,3,104.0,41,15,51,0.294,-,-,-,11,12,0.917,-,-,25,9,-,-,-,9,NBA 1959-1960 Playoffs Players Statistic
Sam Jones,BOS,13,197.0,107,45,117,0.385,-,-,-,17,21,0.81,-,-,41,18,-,-,-,15,NBA 1959-1960 Playoffs Players Statistic
K.C. Jones,BOS,13,232.0,71,27,80,0.338,-,-,-,17,22,0.773,-,-,45,14,-,-,-,28,NBA 1959-1960 Playoffs Players Statistic
Andy Johnson,PHI,9,183.0,80,28,67,0.418,-,-,-,24,47,0.511,-,-,45,21,-,-,-,26,NBA 1959-1960 Playoffs Players Statistic
Hot Rod Hundley,MIN,9,337.0,106,41,122,0.336,-,-,-,24,37,0.649,-,-,61,55,-,-,-,18,NBA 1959-1960 Playoffs Players Statistic
Bailey Howell,DET,2,72.0,34,14,41,0.341,-,-,-,6,8,0.75,-,-,17,3,-,-,-,8,NBA 1959-1960 Playoffs Players Statistic
Bob Hopkins,SYR,1,19.0,7,2,8,0.25,-,-,-,3,3,1.0,-,-,6,0,-,-,-,3,NBA 1959-1960 Playoffs Players Statistic
Tommy Heinsohn,BOS,13,423.0,284,112,267,0.419,-,-,-,60,80,0.75,-,-,126,27,-,-,-,53,NBA 1959-1960 Playoffs Players Statistic
Tom Hawkins,MIN,8,119.0,59,22,45,0.489,-,-,-,15,18,0.833,-,-,21,3,-,-,-,24,NBA 1959-1960 Playoffs Players Statistic
Vern Hatton,PHI,6,17.0,9,4,13,0.308,-,-,-,1,3,0.333,-,-,3,1,-,-,-,3,NBA 1959-1960 Playoffs Players Statistic
Cliff Hagan,STH,14,544.0,339,125,296,0.422,-,-,-,89,109,0.817,-,-,138,54,-,-,-,54,NBA 1959-1960 Playoffs Players Statistic
Gene Guarilia,BOS,7,41.0,14,4,18,0.222,-,-,-,6,6,1.0,-,-,19,3,-,-,-,4,NBA 1959-1960 Playoffs Players Statistic
Hal Greer,SYR,3,84.0,47,22,43,0.512,-,-,-,3,4,0.75,-,-,14,10,-,-,-,5,NBA 1959-1960 Playoffs Players Statistic
Si Green,STH,14,565.0,197,81,171,0.474,-,-,-,35,58,0.603,-,-,121,88,-,-,-,50,NBA 1959-1960 Playoffs Players Statistic
Joe Graboski,PHI,9,129.0,41,17,58,0.293,-,-,-,7,9,0.778,-,-,30,9,-,-,-,23,NBA 1959-1960 Playoffs Players Statistic
Tom Gola,PHI,9,340.0,113,42,102,0.412,-,-,-,29,36,0.806,-,-,95,50,-,-,-,41,NBA 1959-1960 Playoffs Players Statistic
Larry Foust,STH,12,205.0,78,29,74,0.392,-,-,-,20,25,0.8,-,-,68,11,-,-,-,36,NBA 1959-1960 Playoffs Players Statistic
Bob Ferry,STH,11,56.0,24,10,19,0.526,-,-,-,4,7,0.571,-,-,15,0,-,-,-,10,NBA 1959-1960 Playoffs Players Statistic
Al Ferrari,STH,9,142.0,40,15,38,0.395,-,-,-,10,18,0.556,-,-,9,15,-,-,-,13,NBA 1959-1960 Playoffs Players Statistic
