Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Bill Zopf,MIL,53,398.0,118.0,49.0,135.0,0.363,-,-,-,20,36,0.556,-,-,46.0,73,-,-,-,34,NBA 1970-1971 Regular_Season Players Statistic
Gary Zeller,WAS,50,226.0,83.0,34.0,115.0,0.296,-,-,-,15,28,0.536,-,-,27.0,7,-,-,-,43,NBA 1970-1971 Regular_Season Players Statistic
Marv Winkler,MIL,3,14.0,8.0,3.0,10.0,0.3,-,-,-,2,2,1.0,-,-,4.0,2,-,-,-,3,NBA 1970-1971 Regular_Season Players Statistic
Lee Winfield,SEA,79,1605.0,830.0,334.0,716.0,0.466,-,-,-,162,244,0.664,-,-,193.0,225,-,-,-,135,NBA 1970-1971 Regular_Season Players Statistic
Jiff Wilson,BUF,46,713.0,240.0,92.0,269.0,0.342,-,-,-,56,69,0.812,-,-,230.0,48,-,-,-,99,NBA 1970-1971 Regular_Season Players Statistic
Willie Williams,CIN,25,105.0,23.0,10.0,42.0,0.238,-,-,-,3,5,0.6,-,-,23.0,8,-,-,-,14,NBA 1970-1971 Regular_Season Players Statistic
Ron Williams,GSW,82,2809.0,1.183,426.0,977.0,0.436,-,-,-,331,392,0.844,-,-,244.0,480,-,-,-,301,NBA 1970-1971 Regular_Season Players Statistic
Milt Williams,NYK,5,13.0,4.0,1.0,1.0,1.0,-,-,-,2,3,0.667,-,-,0.0,2,-,-,-,3,NBA 1970-1971 Regular_Season Players Statistic
Bernie Williams,SDR,56,708.0,292.0,112.0,338.0,0.331,-,-,-,68,81,0.84,-,-,85.0,113,-,-,-,76,NBA 1970-1971 Regular_Season Players Statistic
Art Williams,BOS,74,1141.0,360.0,150.0,330.0,0.455,-,-,-,60,83,0.723,-,-,205.0,233,-,-,-,182,NBA 1970-1971 Regular_Season Players Statistic
Lenny Wilkens,SEA,71,2641.0,1.403,471.0,1.125,0.419,-,-,-,461,574,0.803,-,-,319.0,654,-,-,-,201,NBA 1970-1971 Regular_Season Players Statistic
Jo Jo White,BOS,75,2787.0,1.601,693.0,1.494,0.464,-,-,-,215,269,0.799,-,-,376.0,361,-,-,-,255,NBA 1970-1971 Regular_Season Players Statistic
Herb White,ATL,38,315.0,90.0,34.0,84.0,0.405,-,-,-,22,39,0.564,-,-,48.0,47,-,-,-,62,NBA 1970-1971 Regular_Season Players Statistic
John Wetzel,PHX,70,1091.0,331.0,124.0,288.0,0.431,-,-,-,83,101,0.822,-,-,153.0,114,-,-,-,156,NBA 1970-1971 Regular_Season Players Statistic
Jerry West,LAL,69,2845.0,1.859,667.0,1.351,0.494,-,-,-,525,631,0.832,-,-,320.0,655,-,-,-,180,NBA 1970-1971 Regular_Season Players Statistic
Walt Wesley,CLE,82,2425.0,1.455,565.0,1.241,0.455,-,-,-,325,473,0.687,-,-,713.0,83,-,-,-,295,NBA 1970-1971 Regular_Season Players Statistic
Bob Weiss,CHI,82,2237.0,782.0,278.0,659.0,0.422,-,-,-,226,269,0.84,-,-,189.0,387,-,-,-,216,NBA 1970-1971 Regular_Season Players Statistic
Jeff Webb,MIL,29,300.0,65.0,27.0,78.0,0.346,-,-,-,11,15,0.733,-,-,24.0,19,-,-,-,33,NBA 1970-1971 Regular_Season Players Statistic
Jim Washington,PHI,78,2501.0,1.049,395.0,829.0,0.476,-,-,-,259,340,0.762,-,-,747.0,97,-,-,-,258,NBA 1970-1971 Regular_Season Players Statistic
Bobby Washington,CLE,47,823.0,350.0,123.0,310.0,0.397,-,-,-,104,140,0.743,-,-,105.0,190,-,-,-,105,NBA 1970-1971 Regular_Season Players Statistic
John Warren,CLE,82,2610.0,940.0,380.0,899.0,0.423,-,-,-,180,217,0.829,-,-,344.0,347,-,-,-,299,NBA 1970-1971 Regular_Season Players Statistic
Cornell Warner,BUF,65,1293.0,391.0,156.0,376.0,0.415,-,-,-,79,143,0.552,-,-,452.0,53,-,-,-,140,NBA 1970-1971 Regular_Season Players Statistic
Jimmy Walker,DET,79,2765.0,1.392,524.0,1.201,0.436,-,-,-,344,414,0.831,-,-,207.0,268,-,-,-,173,NBA 1970-1971 Regular_Season Players Statistic
