Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tomislav Zubcic,OKC,5,69.1,32,10,25,0.4,5,16,0.313,7,10,0.7,2,8,10,5,2,0,4,14,NBA 2016-2017 Summer_League Players Statistic
Ivica Zubac,LAL,5,116.2,53,22,34,0.647,0,0,0.0,9,11,0.818,14,22,36,1,1,13,5,17,NBA 2016-2017 Summer_League Players Statistic
Stephen Zimmerman,ORL,5,126.0,45,20,48,0.417,0,0,0.0,5,11,0.455,14,15,29,7,1,12,15,14,NBA 2016-2017 Summer_League Players Statistic
Talib Zanna,SEL,5,63.4,33,12,26,0.462,0,1,0.0,9,15,0.6,7,12,19,0,4,1,6,12,NBA 2016-2017 Summer_League Players Statistic
Joe Young,IND,4,97.6,46,18,40,0.45,6,16,0.375,4,6,0.667,0,10,10,16,2,1,11,6,NBA 2016-2017 Summer_League Players Statistic
Gabe York,CHA,5,101.5,49,19,42,0.452,7,22,0.318,4,4,1.0,1,11,12,8,2,0,8,13,NBA 2016-2017 Summer_League Players Statistic
Mouphtaou Yarou,BOS,1,3.2,0,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,2,NBA 2016-2017 Summer_League Players Statistic
Quanxi Wu,HOU,1,2.4,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,NBA 2016-2017 Summer_League Players Statistic
Joel Wright,SEL,5,95.6,52,15,39,0.385,1,4,0.25,21,34,0.618,9,16,25,5,4,2,10,16,NBA 2016-2017 Summer_League Players Statistic
Delon Wright,TOR,5,126.8,43,16,39,0.41,2,12,0.167,9,12,0.75,2,22,24,21,4,3,13,6,NBA 2016-2017 Summer_League Players Statistic
Ethan Wragge,LAL,2,20.4,5,2,3,0.667,1,2,0.5,0,0,0.0,0,3,3,1,0,0,0,1,NBA 2016-2017 Summer_League Players Statistic
Kameron Woods,OKC,4,48.2,1,0,5,0.0,0,3,0.0,1,2,0.5,4,9,13,2,0,0,3,5,NBA 2016-2017 Summer_League Players Statistic
Adam Woodbury,SAC,4,38.5,4,2,4,0.5,0,0,0.0,0,0,0.0,3,5,8,0,1,0,2,9,NBA 2016-2017 Summer_League Players Statistic
Eric Wise,SAS,2,9.6,2,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,1,0,0,2,3,NBA 2016-2017 Summer_League Players Statistic
Justise Winslow,MIA,3,86.9,49,14,47,0.298,4,17,0.235,17,21,0.81,1,10,11,7,6,2,7,6,NBA 2016-2017 Summer_League Players Statistic
Kyle Wiltjer,HOU,5,96.4,44,16,42,0.381,12,29,0.414,0,0,0.0,1,21,22,2,0,0,4,5,NBA 2016-2017 Summer_League Players Statistic
Jamil Wilson,LAL,4,76.7,16,6,19,0.316,4,13,0.308,0,0,0.0,3,8,11,2,4,0,2,10,NBA 2016-2017 Summer_League Players Statistic
Troy Williams,PHX,6,133.1,74,25,46,0.543,5,19,0.263,19,24,0.792,5,21,26,2,10,0,9,16,NBA 2016-2017 Summer_League Players Statistic
Reggie Williams,OKC,3,58.0,17,7,16,0.438,3,7,0.429,0,0,0.0,0,5,5,5,1,0,4,2,NBA 2016-2017 Summer_League Players Statistic
Devin Williams,MIL,5,37.8,10,3,16,0.188,0,3,0.0,4,4,1.0,6,6,12,2,3,0,4,14,NBA 2016-2017 Summer_League Players Statistic
Alan Williams,PHX,6,154.6,71,22,48,0.458,0,0,0.0,27,31,0.871,24,43,67,7,7,3,13,35,NBA 2016-2017 Summer_League Players Statistic
C.J. Wilcox,LAC,1,5.2,0,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,NBA 2016-2017 Summer_League Players Statistic
Scottie Wilbekin,OKC,5,88.0,28,10,31,0.323,7,18,0.389,1,1,1.0,3,10,13,11,6,1,6,4,NBA 2016-2017 Summer_League Players Statistic
Shayne Whittington,IND,5,86.6,36,12,25,0.48,2,2,1.0,10,16,0.625,5,15,20,1,4,7,3,15,NBA 2016-2017 Summer_League Players Statistic
Isaiah Whitehead,BRK,5,129.8,44,17,47,0.362,5,12,0.417,5,8,0.625,2,11,13,14,10,5,14,12,NBA 2016-2017 Summer_League Players Statistic
Aaron White,WAS,5,108.1,36,14,36,0.389,5,17,0.294,3,3,1.0,4,22,26,6,1,0,10,13,NBA 2016-2017 Summer_League Players Statistic
Dez Wells,CHI,7,127.0,31,10,30,0.333,3,9,0.333,8,10,0.8,1,12,13,7,5,1,5,13,NBA 2016-2017 Summer_League Players Statistic
Wes Washpun,LAC,5,66.3,20,5,16,0.313,2,8,0.25,8,10,0.8,1,6,7,5,1,2,4,3,NBA 2016-2017 Summer_League Players Statistic
Jameel Warney,DAL,6,98.6,39,16,27,0.593,0,0,0.0,7,8,0.875,27,12,39,3,7,6,7,13,NBA 2016-2017 Summer_League Players Statistic
