Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAL,5,55.4,32,14,24,0.583,0,0,0.0,4,8,0.5,4,9,13,2,0,3,6,9,NBA 2018-2019 Preseason Players Statistic
Ante Zizic,CLE,4,63.5,41,15,17,0.882,0,0,0.0,11,14,0.786,7,14,21,1,2,2,7,13,NBA 2018-2019 Preseason Players Statistic
Ying Zhu,SHA,1,8.9,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,1,NBA 2018-2019 Preseason Players Statistic
YanXi Zhu,BEI,1,26.2,3,1,7,0.143,1,3,0.333,0,0,0.0,1,5,6,0,1,0,3,4,NBA 2018-2019 Preseason Players Statistic
Zhun Zheng,GLL,1,7.7,3,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,2,NBA 2018-2019 Preseason Players Statistic
Ziyi Zhao,BEI,1,1.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,NBA 2018-2019 Preseason Players Statistic
Zhuo Zhang,BEI,1,14.3,2,0,1,0.0,0,0,0.0,2,2,1.0,1,2,3,0,0,0,1,3,NBA 2018-2019 Preseason Players Statistic
Yongpeng Zhang,GLL,1,32.0,12,5,5,1.0,0,0,0.0,2,2,1.0,1,3,4,2,0,1,1,4,NBA 2018-2019 Preseason Players Statistic
Songtao Zhang,BEI,1,1.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,NBA 2018-2019 Preseason Players Statistic
Max Zhang,SHA,1,28.4,10,5,7,0.714,0,0,0.0,0,3,0.0,3,2,5,0,0,0,2,4,NBA 2018-2019 Preseason Players Statistic
Cairen Zhang,BEI,1,18.7,3,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,0,0,3,2,NBA 2018-2019 Preseason Players Statistic
Tyler Zeller,MIL,4,53.0,23,7,15,0.467,2,3,0.667,7,10,0.7,4,6,10,3,1,0,4,6,NBA 2018-2019 Preseason Players Statistic
Cody Zeller,CHA,4,82.0,45,19,34,0.559,2,4,0.5,5,10,0.5,4,12,16,4,1,4,4,11,NBA 2018-2019 Preseason Players Statistic
