Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Danny Young,POR,3,66.0,28,12,26,0.462,3,8,0.375,1,2,0.5,2,6,8,12,1,0,2,2,NBA 1988-1989 Playoffs Players Statistic
James Worthy,LAL,15,600.0,372,153,270,0.567,3,8,0.375,63,80,0.788,37,64,101,42,18,16,33,36,NBA 1988-1989 Playoffs Players Statistic
Orlando Woolridge,LAL,15,276.0,122,39,75,0.52,0,0,0.0,44,62,0.71,20,50,70,17,2,15,22,35,NBA 1988-1989 Playoffs Players Statistic
Mike Woodson,HOU,4,137.0,47,17,49,0.347,3,9,0.333,10,12,0.833,4,5,9,18,4,2,9,7,NBA 1988-1989 Playoffs Players Statistic
Micheal Williams,DET,4,6.0,2,0,0,0.0,0,0,0.0,2,2,1.0,1,1,2,2,1,0,0,1,NBA 1988-1989 Playoffs Players Statistic
Hot Rod Williams,CLE,5,161.0,55,21,45,0.467,0,0,0.0,13,18,0.722,7,27,34,10,2,7,11,12,NBA 1988-1989 Playoffs Players Statistic
Gerald Wilkins,NYK,9,290.0,145,63,131,0.481,1,10,0.1,18,23,0.783,9,24,33,42,12,3,22,27,NBA 1988-1989 Playoffs Players Statistic
Eddie Lee Wilkins,NYK,7,26.0,15,5,11,0.455,0,0,0.0,5,10,0.5,5,6,11,0,0,0,4,3,NBA 1988-1989 Playoffs Players Statistic
Dominique Wilkins,ATL,5,212.0,136,52,116,0.448,5,17,0.294,27,38,0.711,10,17,27,17,4,8,12,5,NBA 1988-1989 Playoffs Players Statistic
Mark West,PHX,12,227.0,74,32,50,0.64,0,0,0.0,10,14,0.714,21,32,53,6,7,19,13,36,NBA 1988-1989 Playoffs Players Statistic
Chris Welp,PHI,3,22.0,2,1,3,0.333,0,0,0.0,0,2,0.0,0,7,7,0,0,0,1,7,NBA 1988-1989 Playoffs Players Statistic
Spud Webb,ATL,5,55.0,8,3,11,0.273,0,0,0.0,2,2,1.0,0,4,4,15,4,0,0,6,NBA 1988-1989 Playoffs Players Statistic
Kenny Walker,NYK,9,90.0,20,3,13,0.231,0,0,0.0,14,19,0.737,5,11,16,2,1,3,4,22,NBA 1988-1989 Playoffs Players Statistic
Sam Vincent,CHI,16,113.0,29,10,33,0.303,0,2,0.0,9,12,0.75,4,4,8,19,3,1,6,9,NBA 1988-1989 Playoffs Players Statistic
Kiki Vandeweghe,NYK,9,159.0,73,25,49,0.51,3,8,0.375,20,21,0.952,2,9,11,7,3,2,5,10,NBA 1988-1989 Playoffs Players Statistic
Darnell Valentine,CLE,5,80.0,21,7,20,0.35,0,0,0.0,7,8,0.875,3,4,7,16,5,0,5,7,NBA 1988-1989 Playoffs Players Statistic
