Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Lorenzen Wright,MEM,4,86.4,29,11,18,0.611,0,0,0.0,7,10,0.7,11,9,20,3,0,4,5,9,NBA 2005-2006 Playoffs Players Statistic
Antoine Wright,NJN,5,9.9,4,1,4,0.25,0,0,0.0,2,3,0.667,0,0,0,0,0,0,0,0,NBA 2005-2006 Playoffs Players Statistic
Metta World Peace,SAC,5,197.8,87,31,81,0.383,9,27,0.333,16,23,0.696,8,17,25,15,8,4,5,15,NBA 2005-2006 Playoffs Players Statistic
Corliss Williamson,SAC,3,11.3,7,2,5,0.4,0,0,0.0,3,3,1.0,0,1,1,0,0,0,0,3,NBA 2005-2006 Playoffs Players Statistic
Mo Williams,MIL,5,75.3,36,17,34,0.5,2,11,0.182,0,0,0.0,0,3,3,10,1,0,6,12,NBA 2005-2006 Playoffs Players Statistic
Jason Williams,MIA,23,686.2,214,75,185,0.405,26,95,0.274,38,45,0.844,3,43,46,90,15,0,36,42,NBA 2005-2006 Playoffs Players Statistic
Jiri Welsch,MIL,4,15.4,7,2,4,0.5,0,0,0.0,3,4,0.75,0,3,3,2,1,0,0,1,NBA 2005-2006 Playoffs Players Statistic
Bonzi Wells,SAC,6,248.6,139,53,87,0.609,5,8,0.625,28,43,0.651,25,47,72,8,5,2,18,25,NBA 2005-2006 Playoffs Players Statistic
Hakim Warrick,MEM,3,42.7,20,4,16,0.25,0,1,0.0,12,14,0.857,1,6,7,0,1,0,4,7,NBA 2005-2006 Playoffs Players Statistic
Luke Walton,LAL,7,234.5,85,38,83,0.458,4,11,0.364,5,5,1.0,10,35,45,12,7,1,11,16,NBA 2005-2006 Playoffs Players Statistic
Rasheed Wallace,DET,18,628.2,253,96,223,0.43,32,79,0.405,29,55,0.527,17,97,114,32,10,15,25,65,NBA 2005-2006 Playoffs Players Statistic
Ben Wallace,DET,18,642.3,84,33,71,0.465,0,1,0.0,18,66,0.273,60,129,189,31,24,22,15,41,NBA 2005-2006 Playoffs Players Statistic
Antoine Walker,MIA,23,862.2,307,114,283,0.403,48,148,0.324,31,54,0.574,16,113,129,56,23,8,47,69,NBA 2005-2006 Playoffs Players Statistic
Dwyane Wade,MIA,23,959.3,654,219,441,0.497,14,37,0.378,202,250,0.808,28,107,135,132,51,26,90,71,NBA 2005-2006 Playoffs Players Statistic
Sasha Vujacic,LAL,7,128.6,42,11,26,0.423,9,15,0.6,11,11,1.0,3,14,17,6,4,0,3,14,NBA 2005-2006 Playoffs Players Statistic
Jacque Vaughn,NJN,11,159.3,28,12,33,0.364,0,1,0.0,4,7,0.571,3,8,11,12,2,0,4,23,NBA 2005-2006 Playoffs Players Statistic
Anderson Varejao,CLE,13,237.9,88,31,50,0.62,0,0,0.0,26,37,0.703,18,40,58,3,9,2,6,50,NBA 2005-2006 Playoffs Players Statistic
Keith Van Horn,DAL,14,172.2,51,20,59,0.339,8,28,0.286,3,3,1.0,8,24,32,2,0,4,6,24,NBA 2005-2006 Playoffs Players Statistic
