Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tyler Zeller,CLE,5,112.5,57,19,41,0.463,0,0,0.0,19,21,0.905,18,18,36,2,4,5,6,19,NBA 2012-2013 Summer_League Players Statistic
Luke Zeller,SAS,3,58.7,20,8,21,0.381,4,9,0.444,0,0,0.0,2,5,7,0,0,1,5,6,NBA 2012-2013 Summer_League Players Statistic
Alex Young,SAC,3,48.3,22,9,15,0.6,2,7,0.286,2,2,1.0,1,8,9,2,0,1,1,2,NBA 2012-2013 Summer_League Players Statistic
Tony Wroten,MEM,5,120.1,66,26,65,0.4,3,15,0.2,11,15,0.733,8,9,17,20,6,3,14,16,NBA 2012-2013 Summer_League Players Statistic
Keith Wright,DAL,5,60.0,17,8,17,0.471,0,1,0.0,1,2,0.5,6,8,14,1,0,1,5,8,NBA 2012-2013 Summer_League Players Statistic
Antoine Wright,LAC,5,128.3,33,12,41,0.293,5,18,0.278,4,7,0.571,0,14,14,7,1,1,5,12,NBA 2012-2013 Summer_League Players Statistic
Booker Woodfox,DAL,2,19.9,4,0,5,0.0,0,3,0.0,4,4,1.0,0,0,0,1,1,0,0,1,NBA 2012-2013 Summer_League Players Statistic
Wesley Witherspoon,NYK,5,82.6,40,12,32,0.375,4,12,0.333,12,17,0.706,1,10,11,4,4,0,5,12,NBA 2012-2013 Summer_League Players Statistic
Jeremy Wise,SEL,5,92.5,27,8,26,0.308,1,7,0.143,10,11,0.909,1,3,4,6,4,4,5,9,NBA 2012-2013 Summer_League Players Statistic
Latavious Williams,OKC,4,77.8,27,13,21,0.619,0,0,0.0,1,2,0.5,18,9,27,3,6,2,6,12,NBA 2012-2013 Summer_League Players Statistic
L.D. Williams,SAS,4,58.8,18,6,26,0.231,2,6,0.333,4,8,0.5,3,4,7,1,3,1,4,6,NBA 2012-2013 Summer_League Players Statistic
Justin Williams,PHI,1,4.8,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,2,3,2,NBA 2012-2013 Summer_League Players Statistic
Jordan Williams,ATL,2,9.6,2,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,NBA 2012-2013 Summer_League Players Statistic
Derrick Williams,MIN,5,144.2,77,20,57,0.351,2,16,0.125,35,56,0.625,1,25,26,9,6,1,17,11,NBA 2012-2013 Summer_League Players Statistic
Tyler Wilkerson,SAS,4,83.0,37,15,20,0.75,0,1,0.0,7,16,0.438,11,9,20,2,1,3,3,14,NBA 2012-2013 Summer_League Players Statistic
Hassan Whiteside,SAC,2,29.5,9,4,7,0.571,0,0,0.0,1,3,0.333,2,8,10,0,1,6,1,2,NBA 2012-2013 Summer_League Players Statistic
Terrance Whiters,NYK,4,41.0,19,6,16,0.375,1,4,0.25,6,7,0.857,3,5,8,2,3,0,2,9,NBA 2012-2013 Summer_League Players Statistic
Terrico White,LAC,5,110.1,44,16,38,0.421,4,8,0.5,8,11,0.727,5,11,16,1,2,1,7,4,NBA 2012-2013 Summer_League Players Statistic
Royce White,HOU,5,126.6,42,18,38,0.474,0,2,0.0,6,12,0.5,10,26,36,18,2,2,16,22,NBA 2012-2013 Summer_League Players Statistic
James White,NYK,3,66.2,19,7,24,0.292,0,4,0.0,5,6,0.833,1,12,13,10,1,1,4,8,NBA 2012-2013 Summer_League Players Statistic
Charlie Westbrook,ORL,3,37.6,24,10,22,0.455,0,3,0.0,4,6,0.667,2,5,7,2,1,2,6,3,NBA 2012-2013 Summer_League Players Statistic
Cameron Wells,MIL,4,52.6,17,6,9,0.667,1,1,1.0,4,4,1.0,0,8,8,5,2,2,5,8,NBA 2012-2013 Summer_League Players Statistic
Maalik Wayns,ORL,3,79.7,35,12,29,0.414,0,4,0.0,11,14,0.786,1,6,7,17,7,1,11,10,NBA 2012-2013 Summer_League Players Statistic
Mitchell Watt,MEM,5,99.6,36,15,36,0.417,0,2,0.0,6,7,0.857,11,18,29,2,3,8,7,14,NBA 2012-2013 Summer_League Players Statistic
Deron Washington,UTA,5,47.4,19,5,11,0.455,3,4,0.75,6,17,0.353,1,6,7,1,4,0,4,9,NBA 2012-2013 Summer_League Players Statistic
Casper Ware,DET,5,66.6,21,7,30,0.233,2,13,0.154,5,8,0.625,2,5,7,14,3,0,6,6,NBA 2012-2013 Summer_League Players Statistic
Alexis Wangmene,SAS,3,17.7,0,0,2,0.0,0,0,0.0,0,2,0.0,2,2,4,0,0,1,0,6,NBA 2012-2013 Summer_League Players Statistic
Brad Wanamaker,ATL,5,90.0,34,10,18,0.556,0,0,0.0,14,15,0.933,3,9,12,21,0,0,18,16,NBA 2012-2013 Summer_League Players Statistic
