Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Dave Wohl,HOU,50,700.0,170.0,66,163.0,0.405,-,-,-,38,49,0.776,9,47.0,56.0,112,26,1,-,112,NBA 1975-1976 Regular_Season Players Statistic
Luke Witte,CLE,22,99.0,31.0,11,32.0,0.344,-,-,-,9,15,0.6,9,29.0,38.0,4,1,1,-,14,NBA 1975-1976 Regular_Season Players Statistic
Brian Winters,MIL,78,2795.0,1.416,618,1.333,0.464,-,-,-,180,217,0.829,66,183.0,249.0,366,124,25,-,240,NBA 1975-1976 Regular_Season Players Statistic
Hawthorne Wingo,NYK,57,533.0,184.0,72,163.0,0.442,-,-,-,40,60,0.667,46,61.0,107.0,18,19,8,-,59,NBA 1975-1976 Regular_Season Players Statistic
Lee Winfield,KCK,22,214.0,73.0,32,66.0,0.485,-,-,-,9,14,0.643,8,16.0,24.0,19,10,6,-,14,NBA 1975-1976 Regular_Season Players Statistic
Bobby Wilson,CHI,58,856.0,437.0,197,489.0,0.403,-,-,-,43,58,0.741,32,62.0,94.0,52,25,2,-,96,NBA 1975-1976 Regular_Season Players Statistic
Bill Willoughby,ATL,62,870.0,292.0,113,284.0,0.398,-,-,-,66,100,0.66,103,185.0,288.0,31,37,29,-,87,NBA 1975-1976 Regular_Season Players Statistic
Ron Williams,LAL,9,158.0,44.0,17,43.0,0.395,-,-,-,10,13,0.769,2,17.0,19.0,21,3,0,-,15,NBA 1975-1976 Regular_Season Players Statistic
Nate Williams,NOJ,81,1935.0,1.039,421,948.0,0.444,-,-,-,197,239,0.824,135,225.0,360.0,107,109,17,-,253,NBA 1975-1976 Regular_Season Players Statistic
Gus Williams,GSW,77,1728.0,903.0,365,853.0,0.428,-,-,-,173,233,0.742,62,97.0,159.0,240,140,26,-,143,NBA 1975-1976 Regular_Season Players Statistic
Earl Williams,DET,46,562.0,168.0,73,152.0,0.48,-,-,-,22,44,0.5,103,148.0,251.0,18,22,20,-,81,NBA 1975-1976 Regular_Season Players Statistic
