Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Artem Zabelin,CSK,1,9.0,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,1,NBA 2010-2011 Preseason Players Statistic
Thaddeus Young,PHI,7,167.8,69,26,67,0.388,1,8,0.125,16,16,1.0,11,15,26,13,9,1,9,15,NBA 2010-2011 Preseason Players Statistic
Sam Young,MEM,8,175.2,91,34,61,0.557,6,12,0.5,17,28,0.607,6,15,21,8,6,3,12,7,NBA 2010-2011 Preseason Players Statistic
Nick Young,WAS,7,155.4,79,30,71,0.423,11,31,0.355,8,12,0.667,4,7,11,3,3,2,6,16,NBA 2010-2011 Preseason Players Statistic
Jianlian Yi,WAS,7,153.5,61,24,54,0.444,2,7,0.286,11,16,0.688,10,29,39,11,2,5,7,17,NBA 2010-2011 Preseason Players Statistic
Julian Wright,TOR,5,40.5,17,6,7,0.857,1,1,1.0,4,7,0.571,2,4,6,3,2,1,1,3,NBA 2010-2011 Preseason Players Statistic
Dorell Wright,GSW,7,212.0,77,27,74,0.365,8,26,0.308,15,15,1.0,7,22,29,25,6,6,17,10,NBA 2010-2011 Preseason Players Statistic
Brandan Wright,GSW,7,136.4,60,24,41,0.585,0,0,0.0,12,19,0.632,9,21,30,3,5,7,11,17,NBA 2010-2011 Preseason Players Statistic
Antoine Wright,SAC,4,74.3,17,6,22,0.273,5,12,0.417,0,0,0.0,1,6,7,2,2,0,4,4,NBA 2010-2011 Preseason Players Statistic
Metta World Peace,LAL,8,215.4,86,32,73,0.438,10,24,0.417,12,20,0.6,9,18,27,21,15,6,14,12,NBA 2010-2011 Preseason Players Statistic
Loren Woods,CLE,1,16.3,0,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,1,0,0,2,4,NBA 2010-2011 Preseason Players Statistic
Terrence Williams,NJN,8,209.6,106,42,94,0.447,3,11,0.273,19,24,0.792,5,27,32,30,5,2,28,13,NBA 2010-2011 Preseason Players Statistic
Shelden Williams,DEN,7,194.7,88,26,46,0.565,0,0,0.0,36,47,0.766,9,46,55,4,6,5,13,23,NBA 2010-2011 Preseason Players Statistic
Shawne Williams,NYK,4,18.8,12,4,7,0.571,1,2,0.5,3,4,0.75,6,3,9,0,0,1,1,5,NBA 2010-2011 Preseason Players Statistic
Reggie Williams,GSW,5,138.6,72,25,55,0.455,6,19,0.316,16,17,0.941,1,7,8,11,3,0,6,11,NBA 2010-2011 Preseason Players Statistic
