Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Phil Zevenbergen,SAS,1,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,NBA 1987-1988 Playoffs Players Statistic
Danny Young,SEA,5,95.0,32,11,21,0.524,0,3,0.0,10,10,1.0,3,7,10,19,2,2,7,7,NBA 1987-1988 Playoffs Players Statistic
James Worthy,LAL,24,896.0,506,204,390,0.523,1,9,0.111,97,128,0.758,53,86,139,106,33,19,55,58,NBA 1987-1988 Playoffs Players Statistic
Leon Wood,ATL,4,4.0,3,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,NBA 1987-1988 Playoffs Players Statistic
Randy Wittman,ATL,12,344.0,137,66,122,0.541,0,0,0.0,5,7,0.714,9,17,26,43,7,1,13,24,NBA 1987-1988 Playoffs Players Statistic
Ricky Wilson,SAS,2,9.0,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,2,NBA 1987-1988 Playoffs Players Statistic
Kevin Willis,ATL,12,462.0,194,80,138,0.58,0,1,0.0,34,50,0.68,35,71,106,11,10,10,25,51,NBA 1987-1988 Playoffs Players Statistic
Kevin Williams,SEA,5,70.0,14,7,16,0.438,0,2,0.0,0,0,0.0,6,2,8,9,3,0,4,15,NBA 1987-1988 Playoffs Players Statistic
John Williams,WAS,5,185.0,65,23,48,0.479,0,1,0.0,19,32,0.594,11,18,29,21,8,4,12,18,NBA 1987-1988 Playoffs Players Statistic
Hot Rod Williams,CLE,5,133.0,46,20,40,0.5,0,0,0.0,6,13,0.462,13,16,29,4,3,7,4,13,NBA 1987-1988 Playoffs Players Statistic
Gerald Wilkins,NYK,4,149.0,80,33,69,0.478,2,4,0.5,12,14,0.857,1,7,8,19,4,0,11,12,NBA 1987-1988 Playoffs Players Statistic
Dominique Wilkins,ATL,12,473.0,374,137,300,0.457,4,18,0.222,96,125,0.768,37,40,77,34,16,6,30,24,NBA 1987-1988 Playoffs Players Statistic
Bill Wennington,DAL,6,14.0,0,0,4,0.0,0,0,0.0,0,0,0.0,3,1,4,1,1,0,1,5,NBA 1987-1988 Playoffs Players Statistic
Spud Webb,ATL,12,211.0,106,35,81,0.432,2,8,0.25,34,37,0.919,4,16,20,56,9,0,10,22,NBA 1987-1988 Playoffs Players Statistic
Chris Washburn,ATL,1,2.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,NBA 1987-1988 Playoffs Players Statistic
Kenny Walker,NYK,4,80.0,18,8,24,0.333,0,0,0.0,2,2,1.0,3,6,9,5,2,3,1,11,NBA 1987-1988 Playoffs Players Statistic
