Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Orlando Magic,82,+7.4,+0.6,-4.2,+3.1,+3.8,+9.8,+1.2,+2.3,+4.2,-3.0,+0.1,+3.1,+3.2,+0.7,-0.4,+2.0,+1.2,-2.3,NBA Team Regular Season Stats 2009-10
2,Cleveland Cavaliers,82,+6.5,+2.0,-2.9,+4.2,+0.9,+0.8,+3.3,+1.5,+3.3,-3.7,0.0,+3.9,+3.9,+2.1,+0.2,+1.2,+1.1,-1.4,NBA Team Regular Season Stats 2009-10
3,Utah Jazz,82,+5.3,+3.8,+1.2,+4.1,-1.3,-4.2,+0.9,-1.0,-0.6,-2.0,+0.4,+2.5,+3.0,+6.8,+0.5,-0.5,0.0,+0.5,NBA Team Regular Season Stats 2009-10
4,San Antonio Spurs,82,+5.0,+1.5,-0.3,+2.0,+1.7,+4.2,+1.4,+0.3,+0.8,-1.5,+0.8,+2.3,+3.2,+3.0,-0.6,-0.4,+1.0,0.0,NBA Team Regular Season Stats 2009-10
5,Phoenix Suns,82,+4.9,+1.2,-4.5,+4.0,+2.0,+2.2,+5.7,+0.3,0.0,+1.0,-2.0,+2.7,+0.6,+2.5,-2.0,+0.6,+1.7,-0.9,NBA Team Regular Season Stats 2009-10
6,Los Angeles Lakers,82,+4.7,+1.1,+0.4,+1.1,+0.1,-0.2,+1.2,+2.2,+2.5,+1.5,+0.7,+1.4,+2.1,-0.7,+0.4,+0.4,-0.7,-1.7,NBA Team Regular Season Stats 2009-10
7,Atlanta Hawks,82,+4.6,+1.6,+2.1,+0.7,+0.5,+0.7,+1.5,+0.8,+0.7,+1.3,+0.5,-0.2,+0.3,+0.8,+1.0,+0.6,-1.8,+0.6,NBA Team Regular Season Stats 2009-10
8,Denver Nuggets,82,+4.0,+0.4,-1.0,+1.1,+0.2,+0.2,+0.9,+2.9,+3.6,+0.4,-0.8,0.0,-0.9,0.0,+1.2,-0.2,-1.2,-1.2,NBA Team Regular Season Stats 2009-10
9,Boston Celtics,82,+3.6,+1.9,-1.1,+3.2,+0.3,+0.7,+0.6,-0.5,-0.7,0.0,-1.8,+0.3,-1.4,+4.2,+1.4,+0.1,-0.7,+0.4,NBA Team Regular Season Stats 2009-10
10,Oklahoma City Thunder,82,+3.4,+0.6,-1.0,+1.4,-0.7,-2.2,0.0,+2.8,+2.3,+4.0,+0.2,+2.5,+2.8,+0.2,+0.4,+1.1,-0.1,-0.1,NBA Team Regular Season Stats 2009-10
