Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Houston Rockets,82,+8.4,-0.8,-1.3,-0.2,+5.2,+13.4,+1.1,+4.9,+5.5,+3.4,+0.3,+1.0,+1.4,-0.8,+1.0,+0.3,-0.7,-0.8,NBA Team Regular Season Stats 2017-18
2,Toronto Raptors,82,+7.7,+2.8,+1.8,+2.3,+2.8,+8.0,0.0,-0.8,-1.8,+2.7,0.0,+1.6,+1.5,+2.5,+0.4,+1.2,-0.9,+1.8,NBA Team Regular Season Stats 2017-18
3,Golden State Warriors,82,+5.9,+2.5,-4.8,+5.6,+0.8,-0.2,+3.4,-0.1,-1.6,+5.7,-2.4,+3.4,+1.0,+5.7,-0.7,+3.8,+1.5,+1.1,NBA Team Regular Season Stats 2017-18
4,Philadelphia 76ers,82,+4.5,+2.7,-1.0,+3.7,+0.8,+0.2,+2.6,-1.9,-2.8,+0.7,+0.9,+4.3,+5.2,+5.3,-0.1,0.0,+2.1,+1.7,NBA Team Regular Season Stats 2017-18
5,Utah Jazz,82,+4.3,+1.0,0.0,+1.2,+1.3,+3.5,0.0,+0.9,+1.0,+0.7,+0.3,+1.2,+1.6,+2.4,+0.3,+0.4,-0.3,-0.9,NBA Team Regular Season Stats 2017-18
6,Boston Celtics,82,+3.5,+0.9,0.0,+1.0,+2.0,+2.7,+3.8,-0.3,-0.6,+0.7,-0.2,+0.9,+0.6,+1.1,+0.1,+0.1,-0.2,+0.5,NBA Team Regular Season Stats 2017-18
7,Oklahoma City Thunder,82,+3.4,+1.4,+4.0,-0.5,-0.4,-0.2,-1.3,+1.0,+3.0,-5.2,+2.9,0.0,+2.8,-1.9,+1.3,+0.4,-1.6,-1.1,NBA Team Regular Season Stats 2017-18
8,San Antonio Spurs,82,+2.8,+0.8,+1.0,+0.4,-0.6,-2.1,+0.3,+1.8,+2.0,+1.3,+1.1,+0.5,+1.6,+1.0,0.0,+1.7,-0.8,-2.5,NBA Team Regular Season Stats 2017-18
9,Portland Trail Blazers,82,+2.5,+0.9,+1.0,+0.5,+0.6,+1.5,+0.1,+0.1,-1.0,+4.4,+0.8,+1.6,+2.5,-0.6,-0.3,0.0,+0.6,+0.4,NBA Team Regular Season Stats 2017-18
10,Minnesota Timberwolves,82,+2.2,+0.8,+1.4,+0.1,-2.8,-7.1,-0.9,+3.4,+3.6,+2.5,+0.5,-0.4,+0.1,-1.2,+1.9,-0.4,-2.7,-2.6,NBA Team Regular Season Stats 2017-18
11,Denver Nuggets,82,+1.4,-0.5,-0.1,-0.6,+0.5,+2.0,-0.7,+2.0,+1.9,+2.8,+1.2,+1.6,+2.8,+0.3,-0.3,+0.1,+0.9,-2.0,NBA Team Regular Season Stats 2017-18
12,Indiana Pacers,82,+1.3,+1.4,+1.5,+0.7,-1.5,-5.9,+2.0,+0.1,-0.3,+2.1,-0.6,0.0,-0.6,-1.0,+1.7,-1.0,-2.0,+0.3,NBA Team Regular Season Stats 2017-18
13,New Orleans Pelicans,82,+1.3,+0.9,-3.6,+2.9,-0.6,-2.4,+0.6,0.0,+0.4,-1.2,-2.1,+0.9,-1.1,+3.0,-0.1,+1.7,+0.5,-1.2,NBA Team Regular Season Stats 2017-18
14,Cleveland Cavaliers,82,+0.9,-1.4,-3.5,+0.2,+0.3,+0.4,+0.3,+3.5,+3.9,+2.3,-1.4,0.0,-1.5,-2.5,-0.3,-0.3,+0.4,-2.0,NBA Team Regular Season Stats 2017-18
15,Washington Wizards,82,+0.5,+0.9,+1.2,+0.4,-0.2,-2.6,+2.5,-1.1,-1.7,+1.0,+0.2,+0.3,+0.5,+2.8,0.0,-0.3,-0.3,+1.3,NBA Team Regular Season Stats 2017-18
16,Miami Heat,82,+0.4,+1.1,+1.5,+0.5,+1.4,+3.9,0.0,-3.2,-3.4,-2.7,+0.2,+0.1,+0.3,+1.7,0.0,+0.7,0.0,+0.7,NBA Team Regular Season Stats 2017-18
17,Charlotte Hornets,82,+0.2,-2.1,-1.1,-1.8,-1.2,-2.8,-0.6,+5.7,+8.8,-4.7,+1.6,+0.1,+1.7,-3.1,+0.2,-0.3,-0.7,-5.2,NBA Team Regular Season Stats 2017-18
18,LA Clippers,82,0.0,0.0,-2.3,+1.2,-1.2,-3.4,-0.1,+1.2,+2.8,-3.8,-0.4,+0.7,+0.2,-2.2,-0.8,-1.0,+0.5,-2.0,NBA Team Regular Season Stats 2017-18
19,Detroit Pistons,82,-0.1,0.0,+1.7,-0.8,-0.2,-1.8,+1.4,0.0,+0.8,-3.1,+0.9,-0.9,0.0,-2.3,+0.3,-0.9,-1.4,0.0,NBA Team Regular Season Stats 2017-18
20,Milwaukee Bucks,82,-0.3,+0.5,-0.6,+1.0,-1.3,-2.4,-1.7,-0.1,-0.1,0.0,-1.5,-1.3,-2.8,-0.4,+1.6,+0.9,-1.5,+1.4,NBA Team Regular Season Stats 2017-18
21,Los Angeles Lakers,82,-1.5,-0.3,-1.5,+0.4,-0.4,-1.0,-0.1,-0.4,+0.8,-4.6,+0.4,+1.1,+1.5,+0.2,-0.5,-0.7,+1.6,+0.6,NBA Team Regular Season Stats 2017-18
22,Dallas Mavericks,82,-3.0,-1.1,+2.0,-2.4,+1.1,+3.3,-0.2,-1.9,-2.7,+0.6,-0.7,-3.7,-4.5,-0.8,-0.1,-0.7,-1.5,-0.3,NBA Team Regular Season Stats 2017-18
23,New York Knicks,82,-3.5,+1.2,+1.4,+0.6,-2.9,-7.0,-1.6,-3.0,-4.2,+1.2,+0.2,+0.6,+0.8,-0.6,-1.4,+0.3,+1.3,+2.1,NBA Team Regular Season Stats 2017-18
24,Brooklyn Nets,82,-3.7,-3.4,-2.6,-2.5,+3.6,+11.1,-1.2,-0.5,-0.8,+0.6,-0.7,-1.5,-2.3,+1.9,-1.4,-0.7,+2.2,+0.8,NBA Team Regular Season Stats 2017-18
25,Orlando Magic,82,-4.8,-2.1,-1.6,-1.5,+0.3,+1.7,-1.1,-0.9,-0.7,-1.5,-1.7,-2.4,-4.2,-0.9,-0.2,0.0,+0.4,+0.2,NBA Team Regular Season Stats 2017-18
26,Atlanta Hawks,82,-5.4,-2.5,-1.1,-2.3,-0.3,+0.3,-1.6,0.0,-0.3,+1.3,-1.1,-1.1,-2.3,-2.3,-0.8,-1.2,+0.3,-0.6,NBA Team Regular Season Stats 2017-18
27,Memphis Grizzlies,82,-6.2,-0.4,+2.4,-1.8,-1.4,-2.7,-1.5,-3.9,-5.6,+1.7,0.0,-1.9,-1.9,-0.5,-0.5,-0.3,+0.4,+2.7,NBA Team Regular Season Stats 2017-18
28,Sacramento Kings,82,-6.9,0.0,+3.7,-1.9,-2.9,-7.5,-0.2,-4.1,-4.7,-3.0,+0.3,-3.2,-2.8,-2.0,0.0,-0.5,-0.4,+2.6,NBA Team Regular Season Stats 2017-18
29,Chicago Bulls,82,-7.0,-2.3,+2.0,-3.7,-1.0,-1.5,-1.4,-1.3,-1.0,-2.8,+1.2,-2.2,-1.0,-2.4,+0.4,-1.6,+0.3,+1.7,NBA Team Regular Season Stats 2017-18
30,Phoenix Suns,82,-9.3,-3.3,-1.6,-2.9,-1.6,-1.3,-3.9,-1.0,-0.6,-2.5,-0.1,-1.5,-1.7,-2.0,-1.7,-1.4,+2.0,+1.1,NBA Team Regular Season Stats 2017-18
