Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,24,+5.5,+0.8,-4.8,+3.6,-0.4,-2.2,+1.9,+4.2,+8.0,-6.5,0.0,+3.2,+3.2,+4.0,+0.4,+1.1,+0.3,-4.2,NBA Team Postseason Stats 2002-03
2,New Jersey Nets,20,+3.3,+1.5,+4.0,-0.2,-0.9,-2.8,+0.1,+1.3,+0.8,+2.4,+4.0,+1.2,+5.2,+2.1,-0.3,-2.1,-0.1,+1.1,NBA Team Postseason Stats 2002-03
3,Sacramento Kings,12,+2.3,-0.5,-2.0,+0.3,-0.2,0.0,-1.3,+3.7,+4.5,+0.7,-0.2,+0.5,+0.3,+0.6,+1.3,-0.8,-0.8,-1.3,NBA Team Postseason Stats 2002-03
4,Portland Trail Blazers,7,+1.0,-0.4,-1.7,+0.4,-1.8,-3.0,-3.7,+3.7,+7.7,-9.6,+3.8,+3.4,+7.2,+3.0,0.0,-1.2,+2.4,-1.1,NBA Team Postseason Stats 2002-03
5,Detroit Pistons,17,+0.8,-2.7,-2.1,-2.3,+2.7,+7.0,+2.3,+3.5,+5.8,-3.1,-1.0,-3.1,-4.1,+0.1,+1.5,+2.1,-1.6,-3.7,NBA Team Postseason Stats 2002-03
6,Philadelphia 76ers,12,+0.8,+1.8,+0.7,+1.9,-3.6,-9.4,-1.6,+0.8,-0.7,+5.3,+0.6,+3.1,+3.8,+0.1,-0.6,-2.9,+0.9,-0.9,NBA Team Postseason Stats 2002-03
7,Los Angeles Lakers,12,+0.2,0.0,+3.4,-1.9,+1.8,+6.8,-4.4,-1.5,-0.2,-5.3,+2.6,-1.0,+1.6,0.0,-0.2,+1.5,0.0,+0.5,NBA Team Postseason Stats 2002-03
8,Dallas Mavericks,20,-0.6,+1.4,+3.8,-0.4,+2.5,+4.1,+4.9,-6.0,-10.0,+7.6,-1.8,-2.5,-4.3,-2.7,-0.8,+0.7,-1.1,+2.2,NBA Team Postseason Stats 2002-03
9,Boston Celtics,10,-0.6,+1.0,+0.2,+1.1,+2.6,+7.6,0.0,-5.3,-7.8,+2.9,-3.0,-1.6,-4.5,-1.4,+0.6,0.0,-0.2,+2.3,NBA Team Postseason Stats 2002-03
10,New Orleans Hornets,6,-1.6,+0.3,+1.5,-0.4,+2.0,+4.8,+1.7,-4.3,-3.0,-7.4,0.0,0.0,0.0,+0.3,-0.5,+2.6,+0.3,+2.6,NBA Team Postseason Stats 2002-03
11,Milwaukee Bucks,6,-4.3,0.0,+0.5,-0.2,+1.3,+2.6,+2.3,-5.6,-6.5,-2.6,-6.0,-4.3,-10.3,-4.1,+2.0,+0.6,-2.6,+0.8,NBA Team Postseason Stats 2002-03
12,Phoenix Suns,6,-5.3,+1.3,+6.8,-1.7,-0.6,-1.9,-0.4,-7.3,-11.0,+1.5,-1.0,-5.0,-6.0,-6.1,+2.0,-1.0,-2.3,+8.1,NBA Team Postseason Stats 2002-03
13,Indiana Pacers,6,-5.6,-3.6,-0.8,-4.2,-4.3,-7.1,-9.0,+6.0,+8.0,-1.2,+4.3,+2.0,+6.3,-0.3,-0.6,+1.8,+1.6,-1.8,NBA Team Postseason Stats 2002-03
14,Minnesota Timberwolves,6,-6.3,-2.5,-7.5,+1.0,-3.5,-8.1,-3.5,+2.1,-1.1,+11.5,-4.8,+2.9,-1.8,-4.0,-1.6,-2.1,+3.8,+0.1,NBA Team Postseason Stats 2002-03
15,Orlando Magic,7,-7.2,-1.0,-2.5,+0.1,-0.8,-2.8,+0.2,-4.4,-7.4,+4.0,-2.7,-1.7,-4.4,-2.5,-3.1,-1.4,+1.7,+5.8,NBA Team Postseason Stats 2002-03
16,Utah Jazz,5,-10.5,-4.2,-1.6,-4.4,-4.2,-7.4,-15.7,+2.0,+1.8,+2.0,+0.5,-0.4,+0.2,-0.1,-1.6,-0.2,+2.7,+0.6,NBA Team Postseason Stats 2002-03
