Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Orlando Magic,14,+8.6,+1.4,-3.4,+4.0,+4.6,+11.5,+2.6,+1.1,+3.8,-5.9,+0.1,+2.8,+3.0,-1.4,-0.4,+1.7,+0.2,-3.7,NBA Team Postseason Stats 2009-10
2,Phoenix Suns,16,+4.6,0.0,-1.3,+0.8,+2.3,+5.3,+1.3,+2.1,+1.5,+3.6,-0.4,+1.0,+0.6,-1.0,-0.8,-1.0,+0.9,-0.8,NBA Team Postseason Stats 2009-10
3,Los Angeles Lakers,23,+3.8,+2.7,+1.9,+2.4,+0.6,+1.4,+0.8,-2.3,-1.8,-3.5,+1.3,+1.6,+2.9,-0.3,+0.1,+1.3,0.0,0.0,NBA Team Postseason Stats 2009-10
4,Boston Celtics,24,+2.7,+2.2,+1.5,+2.1,-0.2,-3.1,+4.7,-1.5,-2.5,+1.0,-1.4,+0.8,-0.5,+4.7,+1.0,-0.8,-1.5,+1.8,NBA Team Postseason Stats 2009-10
5,Cleveland Cavaliers,11,+1.2,-2.5,-7.8,+1.3,+2.9,+6.8,+3.8,+3.4,+5.0,-0.9,-1.3,+0.7,-0.6,0.0,-0.7,+2.4,+3.3,-2.6,NBA Team Postseason Stats 2009-10
6,Dallas Mavericks,6,-0.5,-1.8,+1.3,-3.0,+2.1,+6.3,+0.7,+1.0,-1.5,+8.8,+0.8,+1.1,+2.0,+0.3,+1.3,+1.8,+0.5,+2.6,NBA Team Postseason Stats 2009-10
7,Denver Nuggets,6,-1.1,-1.1,+2.5,-3.1,+0.1,+1.6,-2.6,+1.0,-1.1,+4.9,+1.5,-0.3,+1.1,-5.5,+2.6,+0.3,-0.8,+3.0,NBA Team Postseason Stats 2009-10
8,Oklahoma City Thunder,6,-1.6,-5.3,-3.0,-5.1,-2.0,-4.0,-3.6,+11.0,+9.1,+14.4,+0.3,-0.3,0.0,-4.6,+0.3,0.0,-0.5,-2.0,NBA Team Postseason Stats 2009-10
9,Utah Jazz,10,-2.2,-0.2,-0.2,-0.2,0.0,-1.0,+2.5,-1.7,-0.3,-4.1,-0.7,-1.6,-2.3,+4.6,-1.5,-1.3,+0.1,-0.1,NBA Team Postseason Stats 2009-10
10,San Antonio Spurs,10,-3.4,+0.3,-1.5,+1.3,-3.1,-6.3,-4.7,-1.1,+1.5,-8.5,-1.0,-0.8,-1.8,+0.8,-0.2,-0.2,-0.5,-1.6,NBA Team Postseason Stats 2009-10
11,Milwaukee Bucks,7,-3.7,-2.5,-0.8,-2.7,+1.5,+7.1,-4.4,-0.1,-0.8,+2.6,-2.7,-0.8,-3.5,-1.7,-0.1,-3.5,+0.2,+1.8,NBA Team Postseason Stats 2009-10
12,Atlanta Hawks,11,-6.8,-1.6,+2.8,-3.6,-3.6,-10.0,-1.1,0.0,-1.1,+4.3,+2.7,-3.7,-1.0,-1.9,+0.5,+1.0,-0.4,+0.5,NBA Team Postseason Stats 2009-10
13,Miami Heat,5,-8.2,-1.0,+4.2,-3.8,-0.4,+1.8,-6.5,-5.7,-6.7,-3.2,+2.0,-4.0,-2.0,-4.3,-2.5,+0.5,+2.2,+4.0,NBA Team Postseason Stats 2009-10
14,Chicago Bulls,5,-9.2,-0.4,+8.4,-5.2,-7.2,-15.0,-10.6,-1.1,-4.0,+7.4,+1.8,-2.1,-0.3,-4.1,+0.5,-5.1,-3.6,+0.3,NBA Team Postseason Stats 2009-10
15,Charlotte Bobcats,4,-9.2,+1.0,+1.7,+0.3,-6.5,-13.0,-9.5,-4.7,-6.7,+0.2,-0.7,-0.5,-1.2,+4.7,-2.2,-2.0,+2.7,+3.2,NBA Team Postseason Stats 2009-10
16,Portland Trail Blazers,6,-10.3,-4.0,-1.5,-4.2,-3.6,-8.8,-1.2,+1.3,+3.1,-4.0,0.0,-3.5,-3.5,-1.5,+0.8,+0.1,-1.6,-1.0,NBA Team Postseason Stats 2009-10
