Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Milwaukee Bucks,82,+8.8,+2.8,-2.4,+4.2,+0.3,+1.9,-0.7,+2.7,+2.5,+3.9,-0.6,+5.0,+4.4,+1.2,+0.7,+1.1,+0.2,-0.5,NBA Team Regular Season Stats 2018-19
2,Golden State Warriors,82,+6.4,+3.6,-1.3,+4.6,+1.6,+0.8,+3.8,-2.3,-3.8,+2.8,-1.0,+2.9,+1.8,+5.1,0.0,+2.8,+0.8,+1.9,NBA Team Regular Season Stats 2018-19
3,Toronto Raptors,82,+6.0,+1.9,-0.5,+2.4,+1.6,+2.5,+2.1,+0.6,-0.3,+3.8,-0.9,+1.4,+0.4,+0.8,+0.7,+0.8,-0.9,+0.5,NBA Team Regular Season Stats 2018-19
4,Utah Jazz,82,+5.2,+0.4,-2.0,+1.6,+2.2,+6.2,+0.1,+2.0,+3.2,-1.6,+1.0,+2.6,+3.7,+4.4,-0.3,+1.3,+1.3,-1.3,NBA Team Regular Season Stats 2018-19
5,Houston Rockets,82,+4.7,-1.1,+0.6,-1.6,+5.9,+15.5,+1.5,+1.0,+0.6,+2.2,-0.7,-2.5,-3.3,-2.2,+1.1,+0.4,-1.8,+1.9,NBA Team Regular Season Stats 2018-19
6,Boston Celtics,82,+4.4,+2.5,+2.4,+1.6,+1.0,+0.9,+2.1,-1.8,-3.3,+3.8,-0.5,-0.7,-1.3,+2.6,+1.8,+1.4,-2.1,+0.8,NBA Team Regular Season Stats 2018-19
7,Portland Trail Blazers,82,+4.1,+1.2,+0.5,+1.0,+0.3,+0.9,0.0,+1.4,+0.5,+4.4,+1.5,+3.6,+5.1,-0.2,-0.6,0.0,+1.3,-0.3,NBA Team Regular Season Stats 2018-19
8,Denver Nuggets,82,+3.9,+2.3,+3.6,+0.7,+0.1,-0.5,+1.2,-0.9,-1.3,+0.1,+2.1,+1.7,+3.9,+2.7,+0.2,-0.5,-0.1,-0.3,NBA Team Regular Season Stats 2018-19
9,Oklahoma City Thunder,82,+3.4,+1.8,+5.2,-0.5,+0.1,+1.0,-0.7,-0.4,+0.9,-4.8,+2.6,-0.3,+2.3,-1.4,+1.1,+0.1,-2.3,0.0,NBA Team Regular Season Stats 2018-19
10,Indiana Pacers,82,+3.3,+2.5,+0.9,+2.5,-1.8,-6.7,+2.0,0.0,+0.1,-0.3,-1.2,+0.5,-0.6,+1.4,+1.2,-0.2,-1.6,-0.5,NBA Team Regular Season Stats 2018-19
11,Philadelphia 76ers,82,+2.6,-0.1,-3.3,+1.5,+0.5,+0.1,+1.7,+2.4,+3.0,+0.3,+0.8,+3.4,+4.2,+3.5,-0.3,+1.1,+2.2,-0.8,NBA Team Regular Season Stats 2018-19
12,San Antonio Spurs,82,+1.6,+0.7,-1.2,+1.5,-1.8,-7.4,+3.3,+1.9,+0.8,+6.3,0.0,+0.8,+0.8,-0.1,-1.0,+0.6,+0.1,-1.5,NBA Team Regular Season Stats 2018-19
13,LA Clippers,82,+0.8,-0.4,-3.8,+1.4,-0.3,-4.3,+4.4,+2.1,+2.2,+1.5,-1.5,+1.3,-0.2,0.0,-1.4,-1.3,+1.1,-0.6,NBA Team Regular Season Stats 2018-19
14,Orlando Magic,82,+0.7,+0.5,+1.4,-0.1,+0.9,+1.9,+0.9,-1.2,-1.7,+0.3,+1.0,-0.2,+0.7,+2.4,-0.3,+1.0,+0.1,-0.1,NBA Team Regular Season Stats 2018-19
15,Brooklyn Nets,82,0.0,-1.9,-2.7,-0.7,+2.4,+5.8,+1.2,+1.3,+2.6,-2.5,0.0,+0.3,+0.3,+0.1,-1.2,-1.1,+1.5,-0.5,NBA Team Regular Season Stats 2018-19
16,Miami Heat,82,-0.2,+1.3,+1.2,+0.9,-0.5,-0.7,-0.8,-2.3,-0.9,-7.4,+1.0,+1.0,+2.1,+0.9,+0.1,+0.7,+0.6,+0.7,NBA Team Regular Season Stats 2018-19
17,Detroit Pistons,82,-0.2,-1.0,+3.2,-2.9,+2.5,+7.0,+0.2,-0.6,-0.6,-0.7,+2.3,-1.0,+1.3,-1.1,0.0,-1.0,-0.6,+0.7,NBA Team Regular Season Stats 2018-19
18,Charlotte Hornets,82,-1.0,-1.6,+0.6,-2.2,-0.1,+0.4,-0.9,+2.4,+2.8,+0.9,-0.1,-1.8,-2.0,-2.7,+0.3,-1.0,-1.3,-1.6,NBA Team Regular Season Stats 2018-19
19,Sacramento Kings,82,-1.1,+0.9,+2.5,-0.2,-0.7,-4.6,+3.0,-2.2,-1.6,-4.4,-0.1,-2.3,-2.5,+0.7,+0.7,-0.6,-2.3,0.0,NBA Team Regular Season Stats 2018-19
20,Dallas Mavericks,82,-1.2,-2.1,-2.3,-1.2,+1.2,+4.0,-0.3,+1.7,+3.3,-3.4,0.0,+0.5,+0.4,-1.1,-1.3,-0.2,+1.0,-3.1,NBA Team Regular Season Stats 2018-19
21,New Orleans Pelicans,82,-1.3,+0.3,-0.5,+0.7,-2.0,-3.8,-1.9,-0.1,0.0,-0.2,+0.1,+1.3,+1.5,+0.5,-1.1,0.0,+1.4,+0.1,NBA Team Regular Season Stats 2018-19
22,Minnesota Timberwolves,82,-1.5,-0.4,+1.1,-1.1,-2.6,-4.8,-2.7,+2.0,+2.0,+2.0,0.0,-0.8,-0.8,-1.5,+1.7,-0.5,-1.7,-1.5,NBA Team Regular Season Stats 2018-19
23,Los Angeles Lakers,82,-1.7,+0.6,-2.2,+1.8,-1.5,-2.9,-1.5,-1.5,+0.5,-8.4,-1.0,+0.8,-0.2,+0.5,-0.7,+0.2,+1.7,0.0,NBA Team Regular Season Stats 2018-19
24,Memphis Grizzlies,82,-2.5,+0.3,+1.0,-0.1,-1.7,-3.3,-1.7,-1.6,-1.7,-1.1,-0.7,-2.1,-2.9,+0.5,+0.7,+0.5,-1.3,+0.5,NBA Team Regular Season Stats 2018-19
25,Washington Wizards,82,-2.9,-1.2,-0.4,-1.1,-0.7,+0.5,-2.9,+0.4,+0.8,-0.9,-1.7,-3.1,-4.9,0.0,+0.6,0.0,-1.3,-0.4,NBA Team Regular Season Stats 2018-19
26,Atlanta Hawks,82,-6.0,-1.4,+1.3,-2.2,+0.6,+2.6,-0.7,-3.8,-4.9,-0.5,+1.0,-0.9,0.0,-1.0,-1.6,-0.3,+2.0,+1.4,NBA Team Regular Season Stats 2018-19
27,Chicago Bulls,82,-8.4,-2.4,-1.3,-2.0,-2.9,-7.1,-1.4,-0.5,-1.3,+2.0,-1.2,-2.2,-3.5,-3.6,0.0,-1.4,+0.6,+1.5,NBA Team Regular Season Stats 2018-19
28,New York Knicks,82,-9.2,-3.6,-1.3,-3.4,-1.7,-3.0,-2.2,-0.1,0.0,-0.7,-0.2,-2.5,-2.7,-5.5,-0.6,-0.4,+0.6,0.0,NBA Team Regular Season Stats 2018-19
