Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,17,+13.5,+4.6,-2.1,+6.4,+2.4,+2.8,+4.5,+1.7,+0.7,+4.8,-1.8,+4.3,+2.5,+8.1,+0.3,+2.2,-0.3,+0.1,NBA Team Postseason Stats 2016-17
2,Cleveland Cavaliers,18,+7.9,+0.7,-4.9,+3.5,+3.0,+2.9,+5.7,+3.5,+5.5,-3.4,-1.1,+3.0,+1.9,-3.2,0.0,+0.8,-0.1,-3.5,NBA Team Postseason Stats 2016-17
3,Houston Rockets,11,+1.1,-3.4,-4.4,-1.6,+4.4,+11.9,+1.7,+3.6,+1.9,+8.9,-3.0,-0.8,-3.9,-2.9,-0.1,-2.3,+1.4,+1.4,NBA Team Postseason Stats 2016-17
4,San Antonio Spurs,16,+1.0,+1.8,+4.1,0.0,-4.1,-8.8,-3.1,+1.3,+2.8,-4.0,+4.0,+0.6,+4.6,-1.1,-0.1,+0.7,-1.0,-2.5,NBA Team Postseason Stats 2016-17
5,Washington Wizards,13,0.0,+1.7,+4.0,-0.1,-2.6,-3.8,-4.8,-0.8,-1.8,+2.3,+1.2,+1.0,+2.2,-2.2,+0.9,+2.2,-0.8,+0.4,NBA Team Postseason Stats 2016-17
6,Milwaukee Bucks,6,-0.6,+2.5,+4.1,+0.8,+0.5,-2.5,+6.3,-6.1,-4.8,-10.9,+1.0,-4.8,-3.8,+3.1,+0.6,+0.3,-1.0,+0.1,NBA Team Postseason Stats 2016-17
7,LA Clippers,7,-1.1,+0.2,+1.2,-0.4,-1.5,-1.5,-4.1,-0.1,+0.7,-2.7,+1.1,-1.0,+0.1,-1.7,-1.1,-0.7,0.0,-0.5,NBA Team Postseason Stats 2016-17
8,Atlanta Hawks,6,-1.1,-1.8,-2.1,-1.0,0.0,+0.8,-0.9,+2.5,+4.8,-4.9,+1.6,+1.3,+3.0,+1.1,-3.1,-4.1,+3.0,-3.5,NBA Team Postseason Stats 2016-17
9,Boston Celtics,18,-2.8,-1.2,+0.2,-1.6,+2.9,+6.7,+1.5,-3.2,-3.5,-2.3,-1.8,-4.6,-6.5,+4.3,+0.3,-1.0,-0.7,+1.7,NBA Team Postseason Stats 2016-17
10,Indiana Pacers,4,-4.0,+0.5,+4.2,-1.7,-2.2,-4.7,-1.1,-2.7,-5.2,+4.7,+1.7,+0.5,+2.2,+2.7,+1.0,-2.5,+0.5,+4.5,NBA Team Postseason Stats 2016-17
11,Utah Jazz,11,-4.7,-2.2,-1.0,-2.2,+0.5,+0.4,+1.4,-0.7,-0.1,-2.5,-0.7,-1.0,-1.7,-2.0,+0.7,0.0,+0.5,+0.7,NBA Team Postseason Stats 2016-17
12,Toronto Raptors,10,-5.7,-1.4,+0.7,-2.2,-3.7,-2.6,-10.8,+0.8,-0.6,+5.9,-0.7,0.0,-0.7,-2.3,-0.1,-0.5,-0.5,+1.0,NBA Team Postseason Stats 2016-17
13,Chicago Bulls,6,-6.8,-2.1,-1.5,-1.7,-5.6,-13.8,-4.1,+3.1,+1.8,+8.9,+3.1,+4.5,+7.6,-7.3,-1.0,+1.4,+3.0,+1.1,NBA Team Postseason Stats 2016-17
14,Memphis Grizzlies,6,-8.3,-2.5,0.0,-3.2,-0.5,+0.1,-2.3,-2.8,-4.5,+4.3,-2.1,-2.3,-4.5,+2.5,0.0,-1.3,0.0,+3.0,NBA Team Postseason Stats 2016-17
15,Oklahoma City Thunder,5,-8.5,+0.3,+3.6,-1.4,-1.1,-6.7,+2.7,-8.2,-6.6,-10.8,+1.5,-3.3,-1.7,+3.1,+1.0,+3.0,-2.0,-0.4,NBA Team Postseason Stats 2016-17
16,Portland Trail Blazers,4,-18.0,-6.7,+2.2,-8.7,-1.5,+3.0,-7.9,-3.0,-4.2,+1.4,+2.0,-4.5,-2.5,-11.5,-1.0,-5.5,+2.7,+3.0,NBA Team Postseason Stats 2016-17
