Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Los Angeles Lakers,21,+6.8,+4.1,+2.6,+3.5,+0.2,+1.6,-0.9,-1.8,-0.7,-4.8,+3.1,+3.6,+6.8,+3.8,+1.0,+2.2,+0.8,+0.2,NBA Team Postseason Stats 2019-20
2,Boston Celtics,17,+5.0,+2.1,-1.0,+3.0,+1.0,-0.2,+2.9,-0.3,-0.8,+1.2,0.0,+3.5,+3.4,+0.4,+0.2,0.0,+1.3,+0.2,NBA Team Postseason Stats 2019-20
3,LA Clippers,13,+4.2,+1.1,+1.5,+0.5,-0.3,-1.8,+0.8,+2.3,+1.5,+4.5,+1.1,0.0,+1.2,-0.8,+0.5,-0.3,-0.6,+0.6,NBA Team Postseason Stats 2019-20
4,Toronto Raptors,11,+4.0,+2.2,+2.5,+1.3,+1.0,0.0,+2.7,-1.5,-2.3,+1.2,+0.2,-1.7,-1.4,+1.2,+0.9,+0.4,-2.1,+2.1,NBA Team Postseason Stats 2019-20
5,Utah Jazz,7,+3.4,-0.2,-4.2,+2.0,+0.5,+1.2,0.0,+3.4,+6.1,-7.6,-1.2,+0.4,-0.8,-0.7,+1.2,-1.4,0.0,-2.2,NBA Team Postseason Stats 2019-20
6,Miami Heat,21,+2.0,-0.9,-2.7,+0.3,+0.3,-0.2,+1.2,+3.5,+3.2,+3.7,-2.0,+0.7,-1.3,+1.1,-0.4,-0.6,-0.9,-2.7,NBA Team Postseason Stats 2019-20
7,Milwaukee Bucks,10,+1.1,+2.8,+2.1,+2.2,-1.6,-2.8,-1.6,-2.8,+0.1,-12.2,+2.2,+0.7,+3.0,0.0,+0.1,+0.6,0.0,+0.5,NBA Team Postseason Stats 2019-20
8,Houston Rockets,12,+0.7,-1.2,+2.0,-2.5,+4.8,+11.9,+1.4,-1.5,-2.5,+2.0,-2.4,-6.7,-9.1,+0.2,+2.7,-1.4,-3.6,+3.5,NBA Team Postseason Stats 2019-20
9,Denver Nuggets,19,-2.2,-0.3,+0.3,-0.5,0.0,-0.3,+0.5,-1.6,-3.1,+3.6,-0.2,+0.3,+0.1,0.0,-1.3,0.0,+0.3,+0.3,NBA Team Postseason Stats 2019-20
10,Oklahoma City Thunder,7,-6.4,-2.7,-5.2,-0.4,-6.2,-14.4,-3.0,+5.2,+7.5,-3.4,+1.5,+5.0,+6.5,-3.5,-4.0,+0.1,+4.2,-5.8,NBA Team Postseason Stats 2019-20
11,Orlando Magic,5,-9.2,-5.1,+0.5,-6.1,-0.8,-1.4,-0.6,+2.0,-0.8,+12.2,-1.4,-6.0,-7.3,-3.5,-0.2,-0.5,-2.0,+0.3,NBA Team Postseason Stats 2019-20
12,Dallas Mavericks,6,-9.6,-3.0,-1.0,-2.8,-0.5,+2.8,-4.3,-3.1,-1.0,-8.8,-1.0,-2.1,-3.1,+0.3,-0.6,+0.3,+0.6,-2.0,NBA Team Postseason Stats 2019-20
13,Indiana Pacers,4,-10.5,-1.0,-0.5,-0.9,-1.0,-1.2,-1.5,-7.5,-9.5,-0.3,-3.5,-5.5,-9.0,-1.5,+0.5,+1.2,+1.0,+7.5,NBA Team Postseason Stats 2019-20
14,Portland Trail Blazers,5,-10.6,-5.1,-0.2,-5.7,-0.4,-4.3,+3.6,+0.1,-3.0,+9.1,-2.5,-3.0,-5.6,-8.2,-1.4,-2.1,+1.0,+2.1,NBA Team Postseason Stats 2019-20
15,Philadelphia 76ers,4,-11.7,-5.7,-2.2,-5.6,-4.2,-4.7,-8.5,+4.0,+5.0,-0.2,+2.5,+0.2,+2.7,-1.5,-1.7,-1.0,+1.5,-2.0,NBA Team Postseason Stats 2019-20
16,Brooklyn Nets,4,-20.5,-8.7,+0.2,-9.7,-2.2,+5.0,-9.5,-0.7,+1.0,-6.2,0.0,-6.7,-6.7,-4.7,-2.0,-1.0,+2.5,-1.2,NBA Team Postseason Stats 2019-20
