Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Charlotte Hornets,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NBA Team Postseason Stats 2001-02
2,Los Angeles Lakers,19,+3.7,+0.5,-2.0,+1.7,+1.4,+2.8,+2.9,+1.2,+1.4,+0.6,0.0,+3.2,+3.2,-0.4,-0.8,+1.4,+0.7,-0.8,NBA Team Postseason Stats 2001-02
3,San Antonio Spurs,10,+3.0,-1.7,-3.3,-0.2,0.0,+0.8,-2.2,+6.4,+6.2,+8.1,-0.3,-0.8,-1.1,-0.1,+1.2,+1.5,-0.3,-3.2,NBA Team Postseason Stats 2001-02
4,Boston Celtics,16,+2.8,+1.2,+1.6,+0.7,+2.0,+4.0,+3.2,-1.6,-3.9,+5.0,-0.2,+1.0,+0.7,-1.7,+1.3,-0.1,-0.6,+1.5,NBA Team Postseason Stats 2001-02
5,Sacramento Kings,16,+2.2,0.0,-4.1,+2.0,-0.6,-2.5,+0.7,+3.0,+4.0,0.0,-1.3,+1.5,+0.2,0.0,+0.5,-0.6,+0.1,-1.6,NBA Team Postseason Stats 2001-02
6,Dallas Mavericks,8,+0.2,+0.3,+2.6,-0.9,+3.0,+6.5,+3.4,-3.5,-7.1,+7.6,-4.0,-3.1,-7.1,-1.1,-0.5,+0.5,-2.2,+1.6,NBA Team Postseason Stats 2001-02
7,Indiana Pacers,5,+0.1,-0.8,-7.0,+2.8,+1.5,-0.1,+14.0,+0.1,-1.0,+4.0,-2.4,+3.1,+0.8,+3.0,0.0,-2.4,+3.3,+2.6,NBA Team Postseason Stats 2001-02
8,New Jersey Nets,20,0.0,+1.8,+4.8,-0.2,-1.6,-2.5,-5.7,-2.1,-3.0,+0.2,+0.7,-2.1,-1.3,+0.9,-0.8,-0.7,-1.3,-0.3,NBA Team Postseason Stats 2001-02
9,Detroit Pistons,10,-0.4,-2.4,-2.7,-1.7,+3.6,+8.1,+5.0,+0.7,+2.6,-5.8,-1.3,-4.2,-5.5,+0.3,-0.8,+1.1,-1.0,-0.6,NBA Team Postseason Stats 2001-02
10,Utah Jazz,4,-1.0,+3.5,+5.7,+1.5,-1.7,-6.2,+0.8,-6.2,-3.0,-13.9,+2.7,-2.0,+0.7,+8.0,+1.2,+2.0,-0.7,+2.0,NBA Team Postseason Stats 2001-02
11,Toronto Raptors,5,-2.7,+2.8,+6.0,+0.3,-3.6,-8.2,-5.1,-4.8,-5.3,-3.1,+2.0,+3.8,+5.7,+2.8,0.0,0.0,+1.0,+2.1,NBA Team Postseason Stats 2001-02
12,Orlando Magic,4,-5.0,-1.2,-3.7,+0.4,0.0,+6.7,-17.8,-2.5,-2.5,-1.9,-6.7,-3.7,-10.5,-0.5,-2.7,-2.2,-2.2,0.0,NBA Team Postseason Stats 2001-02
13,Portland Trail Blazers,3,-5.3,-1.3,+7.6,-5.7,-0.3,-1.6,+1.4,-2.3,-5.3,+5.7,+2.6,-0.6,+2.0,+0.6,-1.0,-3.3,+1.3,+2.6,NBA Team Postseason Stats 2001-02
14,Philadelphia 76ers,5,-8.7,-5.6,-3.6,-5.3,-7.6,-12.0,-15.6,+10.0,+14.8,-6.9,+3.7,-1.0,+2.8,-2.2,+0.4,-0.5,+0.8,-4.5,NBA Team Postseason Stats 2001-02
15,Seattle SuperSonics,5,-10.2,-1.0,+3.5,-3.3,-1.2,-2.6,-1.1,-7.0,-7.8,-6.2,+0.5,-2.5,-2.0,-0.2,-1.8,-3.0,+0.7,+4.0,NBA Team Postseason Stats 2001-02
16,Minnesota Timberwolves,3,-10.6,-3.3,-4.3,-1.6,-5.3,-10.3,-5.4,+1.3,+7.6,-15.5,+6.0,+2.0,+8.0,-3.3,-1.3,-2.6,+5.0,0.0,NBA Team Postseason Stats 2001-02
