Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Boston Celtics,26,+5.2,+3.0,+3.4,+2.0,+0.7,+0.7,+3.0,-1.6,-2.8,+2.0,+1.2,+2.4,+3.6,+2.9,+1.5,-0.6,-1.3,+1.4,NBA Team Postseason Stats 2007-08
2,New Orleans Hornets,12,+3.6,+4.6,+3.5,+3.8,-3.1,-9.7,+3.5,-2.4,-3.7,+1.6,-1.4,-0.2,-1.6,-2.5,+3.0,+1.0,-3.5,0.0,NBA Team Postseason Stats 2007-08
3,Detroit Pistons,17,+2.2,+1.5,+2.0,+0.9,-0.1,-0.5,+0.5,-0.7,-3.4,+7.2,-1.1,-2.0,-3.1,+3.5,+0.6,+1.8,-1.6,+1.5,NBA Team Postseason Stats 2007-08
4,Los Angeles Lakers,21,+2.1,+0.6,-4.2,+3.1,+0.1,-0.2,+1.2,+0.8,+1.8,-2.1,-3.7,-0.1,-3.8,-1.1,0.0,+0.9,0.0,-1.7,NBA Team Postseason Stats 2007-08
5,Cleveland Cavaliers,13,+2.1,0.0,+1.2,-0.6,+1.6,+2.5,+4.8,+0.3,+2.3,-5.0,+2.1,+0.5,+2.6,+2.4,-0.8,+0.6,+0.6,-1.3,NBA Team Postseason Stats 2007-08
6,Orlando Magic,10,+1.5,-0.1,-7.2,+4.0,+3.2,+7.6,+2.8,-1.3,+2.6,-14.9,+1.2,+2.5,+3.8,-3.6,-3.0,+1.5,+5.5,-1.5,NBA Team Postseason Stats 2007-08
7,Utah Jazz,12,-0.2,+2.0,+5.1,-0.3,-0.4,-1.7,+1.0,-3.8,-5.3,+0.5,+3.8,+0.9,+4.7,+3.3,-0.9,-0.7,+0.2,+2.6,NBA Team Postseason Stats 2007-08
8,San Antonio Spurs,17,-0.8,-1.4,-1.4,-0.9,+2.4,+5.4,+2.8,-0.5,-1.5,+2.7,-0.4,-0.2,-0.7,+2.4,-1.5,-1.1,+1.7,+2.2,NBA Team Postseason Stats 2007-08
9,Phoenix Suns,5,-2.0,-1.7,-2.7,-0.5,+0.5,+2.8,-2.8,+1.0,+6.1,-12.2,-0.5,-1.3,-2.0,+3.0,-0.7,+2.0,-0.5,-5.0,NBA Team Postseason Stats 2007-08
10,Houston Rockets,6,-2.5,-1.6,+3.0,-3.8,+0.5,+5.1,-6.7,+0.3,+0.8,-0.9,+0.1,-1.6,-1.5,-3.0,+1.3,-0.6,-1.5,-0.6,NBA Team Postseason Stats 2007-08
11,Washington Wizards,6,-3.3,-1.3,-2.1,-0.5,-2.3,-2.1,-7.6,+1.6,-0.1,+6.1,-3.5,-4.0,-7.5,-7.3,+1.3,0.0,-1.3,-0.3,NBA Team Postseason Stats 2007-08
12,Toronto Raptors,5,-4.5,+0.2,+7.1,-3.7,-1.1,-5.6,+2.5,-3.7,-7.2,+9.1,-3.0,-3.2,-6.1,+4.3,+1.8,-2.8,-3.8,+4.8,NBA Team Postseason Stats 2007-08
13,Philadelphia 76ers,6,-7.0,-5.5,-0.5,-7.0,-3.5,-6.1,-14.6,+7.4,+11.0,-2.3,+1.3,-1.6,-0.3,-7.3,+2.4,-3.1,-2.3,-4.5,NBA Team Postseason Stats 2007-08
14,Dallas Mavericks,5,-8.7,-8.0,-2.7,-8.4,+0.4,+6.0,-11.3,+6.8,+8.3,+0.8,+4.4,-0.1,+4.2,-1.4,-2.0,-1.5,+3.1,-1.7,NBA Team Postseason Stats 2007-08
15,Atlanta Hawks,7,-12.0,-8.2,-10.4,-4.8,-3.1,-6.2,-5.9,+7.7,+9.7,+0.5,-1.4,+0.2,-1.1,-6.5,-4.2,0.0,+5.2,-4.8,NBA Team Postseason Stats 2007-08
16,Denver Nuggets,4,-13.2,-4.5,+1.0,-5.6,-4.7,-5.2,-14.7,+0.5,-0.7,+3.5,+5.2,+1.0,+6.2,-9.5,-0.7,-1.5,+2.5,+3.0,NBA Team Postseason Stats 2007-08
