Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,23,+9.3,+3.1,-1.2,+4.6,+1.1,-0.4,+5.9,+1.8,+2.4,-0.1,-0.1,+2.0,+1.8,+4.5,+1.5,-0.2,-1.6,-1.7,NBA Team Postseason Stats 2013-14
2,LA Clippers,13,+2.0,+1.3,+4.0,-0.6,+0.4,+1.3,0.0,-1.2,0.0,-4.3,-0.5,-3.6,-4.2,+1.3,+2.9,-0.3,-3.7,+0.2,NBA Team Postseason Stats 2013-14
3,Miami Heat,20,+1.7,+0.2,-1.3,+1.2,+0.3,+1.1,-0.7,+0.9,-0.3,+5.4,-3.2,-0.7,-4.0,-1.8,+1.5,+1.1,-1.5,+1.0,NBA Team Postseason Stats 2013-14
4,Washington Wizards,11,+0.9,+1.5,+3.1,+0.2,-0.6,-0.1,-3.3,-1.5,-0.8,-4.1,+3.2,+2.9,+6.1,+0.3,+1.2,+1.3,+0.1,+1.0,NBA Team Postseason Stats 2013-14
5,Houston Rockets,6,+0.3,+1.0,+3.8,-0.8,-1.1,0.0,-4.5,-0.5,+1.6,-6.1,+4.4,+2.0,+6.5,-0.1,-1.3,-4.1,+2.0,+1.1,NBA Team Postseason Stats 2013-14
6,Atlanta Hawks,7,-1.0,-4.1,+2.1,-6.4,+3.5,+11.5,-1.8,+3.7,+2.1,+8.5,-0.2,-5.4,-5.7,-3.5,-1.4,-1.7,-1.2,-1.7,NBA Team Postseason Stats 2013-14
7,Indiana Pacers,19,-1.0,+0.1,-2.3,+1.5,-1.5,-5.7,+2.6,+0.2,+1.6,-4.6,-1.1,+0.6,-0.4,+0.2,+0.2,-0.1,0.0,-0.8,NBA Team Postseason Stats 2013-14
8,Oklahoma City Thunder,19,-1.0,-2.1,-6.2,+0.7,0.0,+1.6,-2.6,+3.2,+1.8,+6.8,-0.6,+3.9,+3.3,-3.5,-2.1,+3.1,+3.5,+0.8,NBA Team Postseason Stats 2013-14
9,Brooklyn Nets,12,-1.3,+1.1,+2.6,0.0,+0.2,0.0,+0.9,-3.9,-1.9,-9.3,+1.6,-2.0,-0.4,+1.0,+0.7,-1.1,-0.6,-0.2,NBA Team Postseason Stats 2013-14
10,Toronto Raptors,7,-1.5,-1.8,-0.8,-1.9,-0.1,-1.1,+0.9,+2.2,-0.4,+8.9,+0.7,+3.8,+4.5,-0.5,-2.8,-0.5,+3.5,+1.7,NBA Team Postseason Stats 2013-14
11,Dallas Mavericks,7,-2.0,+0.5,+9.1,-4.5,+1.4,+4.1,-0.7,-4.5,-6.5,+1.7,+2.8,-3.7,-0.8,-0.7,-0.5,+0.5,-2.2,+0.7,NBA Team Postseason Stats 2013-14
12,Golden State Warriors,7,-4.4,-0.4,+0.8,-1.0,0.0,0.0,0.0,-3.5,-4.1,-1.7,+1.7,0.0,+1.7,+0.7,-3.1,-0.5,+3.0,+2.2,NBA Team Postseason Stats 2013-14
13,Chicago Bulls,5,-4.5,-2.0,-1.4,-1.7,+0.2,+3.0,-4.9,-0.8,-2.8,+5.1,+0.7,-2.0,-1.2,-0.1,-3.1,-2.1,+2.7,-0.1,NBA Team Postseason Stats 2013-14
14,Memphis Grizzlies,7,-5.4,+0.5,+5.0,-1.8,-3.5,-9.4,-3.3,-3.0,0.0,-11.6,-0.5,-4.8,-5.4,+3.1,+3.0,-5.1,-4.4,-2.1,NBA Team Postseason Stats 2013-14
15,Portland Trail Blazers,11,-6.2,-3.5,-2.5,-2.6,0.0,0.0,-0.1,+0.8,-0.6,+5.2,-1.8,-0.8,-2.6,-2.2,-1.9,+1.7,+2.0,-0.7,NBA Team Postseason Stats 2013-14
16,Charlotte Bobcats,4,-9.7,-2.5,-0.7,-2.8,-1.7,-0.7,-6.7,-3.0,-2.5,-4.6,+3.0,0.0,+3.0,-1.2,-3.0,0.0,+4.5,+0.5,NBA Team Postseason Stats 2013-14
