Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Oklahoma City Thunder,82,+9.2,+1.9,-5.7,+5.5,-0.1,-2.1,+3.0,+5.4,+5.1,+5.4,-1.6,+4.5,+2.9,+0.8,0.0,+3.6,+0.4,-0.5,NBA Team Regular Season Stats 2012-13
2,Miami Heat,82,+7.8,+2.7,-3.4,+5.5,+1.1,+0.3,+4.6,+1.1,+1.8,-1.1,-2.9,+1.4,-1.5,+2.8,+0.7,+2.1,-1.4,-1.7,NBA Team Regular Season Stats 2012-13
3,LA Clippers,82,+6.4,+3.9,+2.5,+3.5,0.0,+0.8,-1.4,-1.5,-0.8,-3.8,+0.5,+1.9,+2.5,+1.7,+2.1,+1.5,-1.5,0.0,NBA Team Regular Season Stats 2012-13
4,San Antonio Spurs,82,+6.4,+1.5,-3.4,+3.8,+1.7,+3.5,+2.3,+1.4,+1.0,+3.1,-3.0,+1.7,-1.2,+3.6,+0.2,+0.5,-0.1,-1.6,NBA Team Regular Season Stats 2012-13
5,Denver Nuggets,82,+5.0,+2.6,-0.5,+3.3,-2.0,-4.5,-1.9,+1.7,+3.5,-3.0,+0.8,+2.5,+3.4,+0.8,+1.2,-0.2,-0.4,-1.1,NBA Team Regular Season Stats 2012-13
6,New York Knicks,82,+4.2,+0.9,+3.9,-1.0,+3.0,+7.0,+1.8,-0.7,-1.1,+0.2,+0.8,-1.8,-1.0,0.0,+1.8,-0.4,-2.9,+0.9,NBA Team Regular Season Stats 2012-13
7,Memphis Grizzlies,82,+4.1,+2.6,+4.4,+0.8,-1.4,-4.6,+0.6,+0.3,-0.2,+2.4,+2.6,+1.0,+3.6,+1.4,+1.2,-0.1,-1.5,+0.2,NBA Team Regular Season Stats 2012-13
8,Indiana Pacers,81,+4.0,+0.5,-1.6,+1.5,+1.4,+3.1,+1.9,+1.4,+2.3,-1.4,+1.6,+3.3,+4.9,+1.1,-0.3,+0.6,+1.5,-1.9,NBA Team Regular Season Stats 2012-13
9,Houston Rockets,82,+3.4,-0.7,-2.7,+0.6,+2.5,+6.9,-0.1,+2.4,+3.8,-2.2,+0.4,+1.3,+1.7,+0.5,-0.1,-1.6,+1.6,-0.1,NBA Team Regular Season Stats 2012-13
10,Brooklyn Nets,82,+1.7,-1.5,-0.8,-1.3,+1.3,+4.2,-0.9,+3.4,+4.7,0.0,+2.0,+1.5,+3.5,-1.0,-0.1,0.0,+0.9,-3.0,NBA Team Regular Season Stats 2012-13
11,Los Angeles Lakers,82,+1.1,-2.5,-6.5,+0.4,+1.2,+3.6,-0.1,+5.0,+8.4,-4.0,0.0,+2.2,+2.1,-1.2,-1.4,+0.4,+2.2,-5.1,NBA Team Regular Season Stats 2012-13
12,Golden State Warriors,82,+0.8,+0.9,-1.3,+1.8,0.0,-3.2,+5.6,-1.0,-2.6,+4.2,-0.2,+2.4,+2.2,-1.0,-1.2,-0.6,+1.8,+2.2,NBA Team Regular Season Stats 2012-13
13,Atlanta Hawks,82,+0.4,+0.1,-2.1,+1.3,+1.0,+3.2,-0.7,-0.9,0.0,-4.7,-2.0,-0.8,-2.8,+2.2,-0.3,+0.2,-0.3,-0.8,NBA Team Regular Season Stats 2012-13
14,Chicago Bulls,82,+0.3,+0.2,+1.6,-0.5,0.0,-0.5,+0.6,0.0,-1.0,+3.3,+1.5,+0.5,+2.0,+4.1,-0.1,-0.7,+0.5,0.0,NBA Team Regular Season Stats 2012-13
15,Utah Jazz,82,0.0,+0.5,+1.9,-0.4,-0.6,-1.5,-0.4,-0.4,-0.8,+0.6,+1.0,+0.1,+1.2,+2.0,+0.6,+0.4,0.0,+0.9,NBA Team Regular Season Stats 2012-13
16,Boston Celtics,81,-0.2,+0.9,-2.2,+2.3,-0.6,-2.7,+1.6,-1.4,-2.9,+3.5,-3.3,-0.8,-4.2,+1.1,+0.4,-0.1,-0.5,+1.7,NBA Team Regular Season Stats 2012-13
17,Dallas Mavericks,82,-0.5,+1.4,0.0,+1.6,-0.4,-1.9,+1.3,-2.9,-5.0,+3.9,-2.6,-1.0,-3.6,+1.2,-0.6,+1.3,-0.5,+1.8,NBA Team Regular Season Stats 2012-13
18,Toronto Raptors,82,-1.4,0.0,+2.3,-1.1,+0.3,+1.8,-1.8,-1.9,-3.8,+4.0,0.0,-1.4,-1.5,-0.3,+0.2,0.0,-0.5,+2.2,NBA Team Regular Season Stats 2012-13
19,Milwaukee Bucks,82,-1.5,-0.2,+3.0,-1.9,+0.8,+1.8,+1.1,-1.7,-1.7,-2.3,+0.5,-2.6,-2.0,-0.2,+0.3,+2.2,-1.6,-0.1,NBA Team Regular Season Stats 2012-13
20,Minnesota Timberwolves,82,-2.3,-2.0,+0.5,-2.8,-1.5,-1.0,-6.4,+3.3,+4.7,-1.0,+1.2,-1.3,0.0,0.0,+0.4,-1.1,-1.2,-4.1,NBA Team Regular Season Stats 2012-13
21,Washington Wizards,82,-2.5,-0.4,0.0,-0.4,-0.5,-2.2,+1.5,-1.2,-1.4,-0.5,-0.1,-0.8,-1.0,0.0,-0.5,+0.2,+0.6,+1.3,NBA Team Regular Season Stats 2012-13
22,Portland Trail Blazers,82,-3.1,-2.6,-1.1,-2.5,+1.8,+4.5,+1.3,+0.2,-0.1,+1.5,-0.3,-1.2,-1.5,-1.9,-1.8,0.0,+1.5,-0.2,NBA Team Regular Season Stats 2012-13
23,Philadelphia 76ers,82,-3.3,+0.5,+3.0,-1.0,-0.3,-1.6,+1.1,-3.9,-4.5,-3.0,0.0,-2.5,-2.6,0.0,+0.2,-0.1,-1.2,+2.1,NBA Team Regular Season Stats 2012-13
24,New Orleans Hornets,82,-3.8,-0.9,+1.8,-2.2,-1.1,-2.6,-1.1,-0.8,-1.5,+1.6,+1.8,+0.4,+2.2,-2.3,-1.5,-0.6,+0.9,+1.6,NBA Team Regular Season Stats 2012-13
25,Detroit Pistons,82,-3.9,-0.9,-0.2,-1.0,-1.1,-2.8,-0.4,-1.0,+0.5,-6.3,+0.9,-0.6,+0.3,-1.1,-1.4,-0.8,+1.4,0.0,NBA Team Regular Season Stats 2012-13
26,Cleveland Cavaliers,82,-4.6,-1.4,+4.5,-4.2,-0.7,-0.7,-2.6,-1.0,-1.9,+1.6,+1.4,-2.4,-1.0,-3.2,+0.2,-2.7,-1.3,+1.4,NBA Team Regular Season Stats 2012-13
27,Sacramento Kings,82,-4.8,-1.6,+0.8,-2.4,-0.1,-0.9,+0.8,-1.3,-1.3,-1.3,-0.3,-2.6,-3.0,-4.2,+0.5,-2.1,0.0,+0.9,NBA Team Regular Season Stats 2012-13
28,Phoenix Suns,82,-6.4,-1.4,+1.7,-2.7,-1.0,-0.1,-5.8,-2.4,-2.8,-1.3,0.0,-1.7,-1.7,-0.1,-0.3,+0.1,+0.1,+2.1,NBA Team Regular Season Stats 2012-13
29,Orlando Magic,82,-6.9,-0.9,+0.7,-1.5,-1.3,-2.2,-2.9,-3.7,-5.5,+1.7,0.0,0.0,0.0,-0.9,-0.7,-0.8,+1.9,+2.9,NBA Team Regular Season Stats 2012-13
30,Charlotte Bobcats,82,-9.2,-4.4,-1.3,-4.6,-3.0,-5.4,-5.2,+2.6,+3.3,+0.3,-0.6,-3.1,-3.7,-5.9,+0.2,-1.0,-0.4,-2.2,NBA Team Regular Season Stats 2012-13
