Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Dallas Mavericks,23,+4.0,+1.3,+6.0,-1.9,-0.5,-0.3,-2.7,+2.0,-1.0,+9.7,+3.4,+0.9,+4.3,-0.8,+0.4,-0.4,-1.5,+1.0,NBA Team Postseason Stats 2005-06
2,Miami Heat,23,+3.7,+1.8,-4.3,+5.1,+0.1,0.0,+0.8,0.0,+3.6,-9.2,-0.4,+3.3,+2.9,0.0,+0.4,+1.6,+1.2,-1.6,NBA Team Postseason Stats 2005-06
3,LA Clippers,12,+3.7,+1.9,-6.0,+5.6,-3.1,-10.6,+3.8,+3.0,+2.5,+4.3,0.0,+7.0,+7.0,-3.5,-1.5,+1.7,+4.4,+1.5,NBA Team Postseason Stats 2005-06
4,Detroit Pistons,18,+3.1,-1.7,+1.3,-3.1,+2.5,+5.0,+4.7,+4.1,+5.6,+0.2,+1.0,-1.8,-0.8,+1.3,+0.6,-0.1,-2.3,-3.3,NBA Team Postseason Stats 2005-06
5,San Antonio Spurs,13,+2.2,+0.6,-4.4,+3.5,+1.3,+1.9,+4.7,-0.3,+0.6,-2.8,-3.6,+1.1,-2.4,+3.3,0.0,+1.3,+0.7,-2.9,NBA Team Postseason Stats 2005-06
6,Phoenix Suns,20,+1.2,-0.2,-1.7,+0.7,+3.7,+7.4,+5.5,-2.2,-3.7,+3.6,-4.9,-3.7,-8.6,+6.0,-0.2,0.0,-2.0,+0.2,NBA Team Postseason Stats 2005-06
7,Washington Wizards,6,+0.1,-2.0,-2.8,-0.8,+1.1,+4.8,-2.7,+3.0,+4.6,-1.6,-1.3,-3.8,-5.1,+0.3,-0.8,+1.1,-2.6,-4.1,NBA Team Postseason Stats 2005-06
8,New Jersey Nets,11,-0.9,+1.3,+5.1,-1.3,-1.8,-2.2,-5.6,-1.8,-4.0,+4.0,+1.7,-1.5,+0.1,+4.5,+0.1,-1.1,-2.0,+2.6,NBA Team Postseason Stats 2005-06
9,Chicago Bulls,6,-3.0,-2.5,-2.3,-1.8,0.0,-3.3,+5.6,+2.0,+0.8,+4.6,-2.3,-1.5,-3.8,-1.0,-1.1,-1.5,0.0,-0.3,NBA Team Postseason Stats 2005-06
10,Cleveland Cavaliers,13,-3.1,+0.7,+1.6,0.0,-2.2,-4.6,-4.2,-2.4,-5.0,+4.5,+0.9,+1.6,+2.5,-1.1,-0.1,-1.1,+1.6,+3.6,NBA Team Postseason Stats 2005-06
11,Indiana Pacers,6,-3.6,-2.5,-4.8,-0.4,+2.0,+3.3,+5.3,-0.6,+0.8,-4.9,-2.1,+1.3,-0.8,-5.5,-1.1,+1.3,+4.0,-0.3,NBA Team Postseason Stats 2005-06
12,Los Angeles Lakers,7,-6.7,-1.4,+2.8,-3.3,-1.7,-0.5,-6.9,-2.1,+1.0,-12.8,+5.2,+1.5,+6.8,-5.1,+0.4,-0.2,+3.2,+1.4,NBA Team Postseason Stats 2005-06
13,Denver Nuggets,5,-7.5,-1.6,+11.7,-8.2,-1.5,+0.7,-13.8,-2.8,-1.0,-7.5,+5.6,-6.1,-0.6,-2.5,+1.2,-1.5,-5.5,-3.8,NBA Team Postseason Stats 2005-06
14,Sacramento Kings,6,-9.5,-3.6,+3.3,-6.8,-2.8,-2.8,-10.2,+0.6,+0.6,+0.4,+3.6,-4.1,-0.5,-6.6,+1.5,-3.1,-0.3,+3.1,NBA Team Postseason Stats 2005-06
15,Milwaukee Bucks,5,-9.6,+1.3,+5.0,-1.2,-3.8,-8.6,-0.9,-8.5,-12.6,+3.7,-0.4,-2.8,-3.2,-3.1,-0.2,-2.0,+2.5,+6.8,NBA Team Postseason Stats 2005-06
16,Memphis Grizzlies,4,-14.0,-4.7,-10.2,-0.1,-1.5,-2.7,-4.3,-3.0,+0.7,-12.8,-5.5,-3.2,-8.7,-4.2,-2.0,-0.7,+3.2,-0.5,NBA Team Postseason Stats 2005-06
