Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,82,+6.8,+2.5,-0.9,+3.8,+2.7,+5.8,+4.6,-1.0,-0.2,-3.7,-0.4,+1.5,+1.1,+4.6,-0.6,+1.5,-0.1,0.0,NBA Team Regular Season Stats 2005-06
2,Detroit Pistons,82,+6.6,+0.8,+1.3,+0.2,+2.7,+5.3,+5.8,+2.2,+3.3,-0.9,+0.2,-0.6,-0.3,+5.2,+1.2,+2.5,-2.6,-2.5,NBA Team Regular Season Stats 2005-06
3,Dallas Mavericks,82,+6.0,+1.7,+0.6,+1.9,+0.1,0.0,+1.3,+2.3,+1.9,+3.1,+1.1,+2.7,+3.8,+0.4,+0.6,+1.0,-0.4,-1.5,NBA Team Regular Season Stats 2005-06
4,Phoenix Suns,82,+5.5,+2.2,+0.3,+2.4,+3.9,+8.2,+3.6,-2.9,-5.8,+7.5,-3.0,-1.0,-4.0,+7.7,-0.5,+1.5,-1.5,+0.7,NBA Team Regular Season Stats 2005-06
5,Miami Heat,82,+3.8,+2.0,-2.1,+3.8,0.0,+1.0,-1.5,-0.3,+1.0,-3.9,+0.3,+3.8,+4.2,+1.1,-0.4,+1.7,+1.5,-0.8,NBA Team Regular Season Stats 2005-06
6,Memphis Grizzlies,82,+3.6,+0.6,-0.5,+1.2,+2.2,+4.3,+4.0,+0.1,+1.6,-4.3,-1.1,-0.3,-1.4,-0.2,0.0,-0.1,-0.9,-1.3,NBA Team Regular Season Stats 2005-06
7,Los Angeles Lakers,82,+2.5,+0.5,+0.7,+0.3,+0.9,+2.9,-0.4,+0.4,+0.5,-0.1,+0.9,+1.0,+2.0,0.0,+1.1,0.0,-0.1,-0.3,NBA Team Regular Season Stats 2005-06
8,Cleveland Cavaliers,82,+2.2,-0.5,-0.8,-0.1,+0.4,+2.1,-1.6,+2.7,+4.2,-1.3,+1.8,+1.0,+2.9,-1.2,+0.3,+0.4,+0.7,-1.3,NBA Team Regular Season Stats 2005-06
9,Indiana Pacers,82,+1.8,-0.5,-2.8,+0.8,+2.0,+5.5,+0.6,+0.9,+1.1,+0.3,-0.8,+1.7,+0.8,+1.3,-0.7,+0.1,+1.7,+0.2,NBA Team Regular Season Stats 2005-06
10,Washington Wizards,82,+1.8,-0.4,+2.1,-1.8,0.0,+0.1,-0.6,+2.8,+3.3,+1.1,+0.8,-1.6,-0.7,-2.9,+1.4,0.0,-2.2,-2.6,NBA Team Regular Season Stats 2005-06
11,LA Clippers,82,+1.5,+1.2,-2.3,+2.9,-2.2,-6.3,-0.2,+1.2,-0.4,+5.8,-0.3,+3.3,+2.9,-0.6,-0.4,+1.8,+1.6,+1.1,NBA Team Regular Season Stats 2005-06
12,Sacramento Kings,82,+1.5,-1.2,-2.7,0.0,+0.3,+1.1,0.0,+3.5,+3.4,+3.7,-1.2,-0.3,-1.5,+1.1,-0.5,-1.2,0.0,-2.6,NBA Team Regular Season Stats 2005-06
13,New Jersey Nets,82,+1.3,+0.5,+1.1,+0.1,+0.1,+1.3,-1.8,0.0,-0.5,+1.7,+0.4,-0.7,-0.3,+2.9,-0.3,-0.6,-0.7,+0.1,NBA Team Regular Season Stats 2005-06
14,Chicago Bulls,82,+0.6,+2.8,+2.7,+2.0,+0.7,+0.5,+2.8,-5.7,-6.1,-3.8,+0.3,+0.7,+1.0,+1.8,-1.2,-0.9,0.0,+1.8,NBA Team Regular Season Stats 2005-06
15,Denver Nuggets,82,+0.2,0.0,-1.1,+0.7,-2.1,-4.9,-3.2,+2.2,+2.7,+0.8,-0.7,+0.2,-0.5,-0.4,+1.3,+0.3,-1.3,-0.5,NBA Team Regular Season Stats 2005-06
16,Milwaukee Bucks,82,-1.0,0.0,+2.2,-1.2,+0.2,-0.6,+2.5,-1.3,-1.4,-0.8,+1.1,-0.3,+0.8,-0.9,-0.1,-1.7,+0.1,-0.4,NBA Team Regular Season Stats 2005-06
17,Orlando Magic,82,-1.0,+0.5,-1.9,+1.8,-1.9,-5.9,+1.8,-0.1,0.0,-0.1,-0.2,+1.9,+1.7,-1.8,-1.0,-0.2,+1.7,+0.1,NBA Team Regular Season Stats 2005-06
18,Golden State Warriors,82,-1.3,-1.3,+1.3,-2.3,+1.9,+6.0,-1.0,-0.6,0.0,-2.4,0.0,-2.1,-2.2,-1.6,+0.3,-0.6,-1.2,+0.2,NBA Team Regular Season Stats 2005-06
19,Boston Celtics,82,-1.5,0.0,-1.7,+1.1,+0.2,+0.3,+0.9,-1.9,-3.0,+1.2,-1.1,+0.7,-0.4,-0.5,-1.3,+0.2,+1.8,+2.3,NBA Team Regular Season Stats 2005-06
20,Houston Rockets,82,-1.5,0.0,-0.7,+0.3,-0.8,-0.6,-3.7,-0.7,-1.8,+2.7,-0.3,+1.0,+0.7,-0.8,0.0,-0.6,+1.2,+1.7,NBA Team Regular Season Stats 2005-06
