Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Milwaukee Bucks,73,+10.0,+4.3,-3.0,+6.1,-0.1,-0.4,0.0,+1.5,+3.4,-4.5,0.0,+5.9,+5.9,+1.7,-0.1,+1.3,+1.0,-2.1,NBA Team Regular Season Stats 2019-20
2,LA Clippers,72,+6.4,+2.0,-0.9,+2.7,+0.1,-2.1,+2.6,+2.2,+1.7,+3.4,0.0,+2.4,+2.3,0.0,-0.4,0.0,+0.3,-0.7,NBA Team Regular Season Stats 2019-20
3,Boston Celtics,72,+6.3,+2.8,+2.5,+1.9,+0.7,-0.2,+2.4,-0.1,-1.2,+3.4,+0.3,+1.3,+1.7,+0.5,+1.1,+0.1,-1.3,+0.9,NBA Team Regular Season Stats 2019-20
4,Toronto Raptors,72,+6.2,+2.4,-0.3,+2.9,+0.7,-1.8,+3.6,+0.6,0.0,+2.6,-1.4,+0.7,-0.6,-0.3,+1.6,-0.5,-1.8,+1.2,NBA Team Regular Season Stats 2019-20
5,Los Angeles Lakers,71,+5.7,+3.2,+1.1,+3.1,-0.6,-1.8,0.0,-0.1,+1.4,-5.1,+1.2,+2.2,+3.4,+1.9,+0.3,+2.8,-0.5,-1.0,NBA Team Regular Season Stats 2019-20
6,Dallas Mavericks,75,+4.9,-0.2,-1.2,+0.3,+2.8,+6.4,+1.5,+2.5,+2.7,+1.8,+0.1,+1.3,+1.5,+0.7,-0.8,+0.6,+0.7,-1.8,NBA Team Regular Season Stats 2019-20
7,Houston Rockets,72,+2.9,-1.5,-1.0,-1.1,+3.4,+10.2,-0.3,+2.5,+2.3,+2.9,-1.3,-2.2,-3.6,-3.6,+0.6,+0.2,-1.3,+0.7,NBA Team Regular Season Stats 2019-20
8,Miami Heat,73,+2.9,+0.6,-2.2,+2.0,+0.3,-2.3,+3.1,+1.2,+1.6,0.0,-0.7,+2.5,+1.8,+1.3,0.0,+0.4,+0.4,-1.1,NBA Team Regular Season Stats 2019-20
9,Utah Jazz,72,+2.4,-0.6,-3.9,+1.4,+2.4,+4.1,+2.6,+1.2,+1.3,+1.1,-0.4,+2.6,+2.2,+0.9,-1.7,-0.5,+2.7,-0.4,NBA Team Regular Season Stats 2019-20
10,Philadelphia 76ers,73,+2.3,+1.3,+1.9,+0.4,+1.2,+2.1,+1.4,-1.4,-2.0,+0.3,+1.8,+1.7,+3.6,+3.0,+1.0,+1.3,+0.1,+0.4,NBA Team Regular Season Stats 2019-20
11,Denver Nuggets,73,+2.1,+2.0,+2.4,+1.0,-1.1,-3.2,0.0,-0.8,-1.6,+1.7,+0.6,+0.8,+1.4,+1.3,+0.8,+0.1,-0.6,-0.1,NBA Team Regular Season Stats 2019-20
12,Oklahoma City Thunder,72,+1.9,-0.8,-4.1,+1.2,-0.6,-3.1,+1.4,+4.2,+5.2,+0.1,-2.2,+0.3,-1.9,-1.3,+0.6,+0.8,-0.6,-3.4,NBA Team Regular Season Stats 2019-20
13,Indiana Pacers,73,+1.9,+2.6,0.0,+2.9,-1.2,-5.6,+2.2,-2.0,-2.5,-0.1,-1.6,-0.7,-2.4,+2.7,+0.5,+0.5,-1.3,+0.9,NBA Team Regular Season Stats 2019-20
14,Phoenix Suns,73,+0.2,0.0,+0.6,-0.4,-0.2,-0.2,-0.4,+0.5,-0.6,+4.5,+0.6,-0.4,+0.2,+3.6,-0.2,-1.5,-0.7,-0.6,NBA Team Regular Season Stats 2019-20
15,Brooklyn Nets,72,-0.5,-1.0,-2.6,+0.1,+0.8,+3.3,-0.7,+0.5,+1.4,-2.3,0.0,+1.9,+1.9,+1.8,-1.2,-0.7,+2.2,-0.1,NBA Team Regular Season Stats 2019-20
16,Orlando Magic,73,-1.0,-1.0,+1.7,-2.1,-1.1,-1.3,-2.1,+2.3,+2.8,+0.3,+1.2,-1.6,-0.3,-0.7,+1.2,+0.7,-1.8,-1.1,NBA Team Regular Season Stats 2019-20
17,Memphis Grizzlies,73,-1.0,+1.9,+0.5,+1.8,-1.9,-3.8,-1.7,-2.9,-3.2,-1.9,0.0,+1.6,+1.6,+2.0,-0.1,+0.1,+0.3,+0.9,NBA Team Regular Season Stats 2019-20
18,San Antonio Spurs,71,-1.1,-0.1,-0.7,+0.2,-2.4,-6.6,+0.2,+1.5,+0.9,+3.3,-0.3,-0.2,-0.6,-1.0,+0.4,+1.1,-0.5,-0.6,NBA Team Regular Season Stats 2019-20
19,Portland Trail Blazers,74,-1.1,+0.4,-0.4,+0.6,-0.6,-1.2,-0.5,-1.3,-2.6,+3.2,-1.3,-0.2,-1.5,-4.2,-0.5,+1.1,0.0,+1.5,NBA Team Regular Season Stats 2019-20
20,New Orleans Pelicans,72,-1.2,-0.1,-0.1,0.0,+1.4,+3.0,+0.8,-2.3,-1.2,-6.0,+0.9,+0.6,+1.6,+2.3,-1.0,+0.1,+2.0,0.0,NBA Team Regular Season Stats 2019-20
21,Sacramento Kings,72,-2.0,+0.6,+2.8,-0.8,+0.2,0.0,+0.7,-3.5,-4.0,-2.0,+0.5,-1.5,-0.9,-1.0,0.0,-0.1,-0.7,+2.6,NBA Team Regular Season Stats 2019-20
22,Chicago Bulls,65,-3.0,0.0,+6.1,-3.2,+1.0,+3.4,-0.5,-4.2,-5.5,-0.3,+0.3,-3.9,-3.6,-2.1,+1.8,-1.8,-2.9,+2.6,NBA Team Regular Season Stats 2019-20
23,Detroit Pistons,66,-3.5,-2.6,-1.6,-2.1,+1.3,+3.1,+0.5,+0.3,+1.4,-3.4,-0.3,-1.4,-1.8,-0.5,-0.8,-1.0,+1.3,-0.1,NBA Team Regular Season Stats 2019-20
24,Minnesota Timberwolves,64,-4.2,-2.7,+1.2,-3.6,+1.7,+7.8,-2.6,-0.6,+0.1,-2.9,+0.4,-2.9,-2.5,-0.5,+0.8,+0.1,-0.1,-0.2,NBA Team Regular Season Stats 2019-20
25,Washington Wizards,72,-4.6,-1.5,+2.5,-3.0,-0.4,-0.5,-0.7,-1.0,-1.6,+0.9,-0.2,-3.8,-4.1,-0.1,+0.4,-0.7,-1.9,+0.4,NBA Team Regular Season Stats 2019-20
26,New York Knicks,66,-6.4,+0.1,+3.3,-1.5,-3.7,-6.5,-4.3,-2.9,-2.2,-5.4,+2.4,-0.1,+2.3,-2.2,+0.4,-0.3,+0.7,+2.4,NBA Team Regular Season Stats 2019-20
27,Charlotte Hornets,65,-6.7,-4.3,-1.5,-4.1,-0.2,-0.7,0.0,+2.2,+3.2,-0.9,0.0,-3.2,-3.1,-2.8,-1.4,-0.9,+0.3,-1.7,NBA Team Regular Season Stats 2019-20
28,Cleveland Cavaliers,65,-7.8,-3.5,-1.4,-3.2,-1.1,-1.1,-2.3,+0.4,+0.7,-0.8,+1.0,+0.2,+1.3,-3.0,-2.5,-3.0,+3.1,-1.3,NBA Team Regular Season Stats 2019-20
29,Atlanta Hawks,67,-7.9,-2.6,-0.1,-2.8,+0.1,+3.3,-3.0,-2.7,-4.0,+1.8,-1.2,-2.4,-3.7,-1.0,-1.1,-1.2,+1.3,+2.1,NBA Team Regular Season Stats 2019-20
30,Golden State Warriors,65,-8.7,-3.5,-0.4,-3.8,-3.0,-3.5,-5.5,+1.5,+1.3,+2.0,-0.2,-3.4,-3.6,-0.5,0.0,-0.3,-0.3,0.0,NBA Team Regular Season Stats 2019-20
